Date;Parcelle;Traitement;Exclos;Motte;Motte_enveloppe;Sp;Sp_enveloppe;Nbr_Tiges;Nbr_individu_repro
07/08/2018;Roc7;14;Temoin;C6;3;ERSC;3;0;
07/08/2018;Roc7;14;Temoin;C6;3;PEAL;4;1;
07/08/2018;Roc7;14;Temoin;C6;3;POAR;5;2;
07/08/2018;Roc7;14;Temoin;H2;4;HIPA;1;117;
07/08/2018;Roc7;14;Temoin;H2;4;DUFI;2;28;
07/08/2018;Roc7;14;Temoin;H2;4;ERSC;3;0;
07/08/2018;Roc7;14;Temoin;H2;4;PEAL;4;0;
07/08/2018;Roc7;14;Temoin;H2;4;POAR;5;4;
07/08/2018;Roc7;14;Exclos;D7;1;POAR;1;137;
07/08/2018;Roc7;14;Exclos;D7;1;HIPA;2;0;
07/08/2018;Roc7;14;Exclos;D7;1;DUFI;3;3;
07/08/2018;Roc7;14;Exclos;D7;1;ERSC;4;12;
07/08/2018;Roc7;14;Exclos;D7;1;CAAQ;5;0;
07/08/2018;Roc7;14;Exclos;D7;1;SAFO;6;;
07/08/2018;Roc7;14;Exclos;D7;1;STLO;7;;
07/08/2018;Roc7;14;Exclos;H3;2;POAR;1;155;11
07/08/2018;Roc7;14;Exclos;H3;2;HIPA;2;14;
07/08/2018;Roc7;14;Exclos;H3;2;DUFI;3;11;
07/08/2018;Roc7;14;Exclos;H3;2;ERSC;4;8;
07/08/2018;Roc7;14;Exclos;H3;2;CAAQ;5;1;
07/08/2018;Roc7;14;Exclos;H3;2;SAFO;6;0;
07/08/2018;Roc7;14;Exclos;H3;2;STLO;7;0;
07/08/2018;Roc7;14;Exclos;A4;3;POAR;1;3;1
07/08/2018;Roc7;14;Exclos;A4;3;HIPA;2;65;
07/08/2018;Roc7;14;Exclos;A4;3;DUFI;3;12;
07/08/2018;Roc7;14;Exclos;A4;3;ERSC;4;2;
07/08/2018;Roc7;14;Exclos;A4;3;CAAQ;5;1;
07/08/2018;Roc7;14;Exclos;A4;3;SAFO;6;1;
07/08/2018;Roc7;14;Exclos;A4;3;STLO;7;12;
07/08/2018;Roc7;14;Exclos;C8;4;POAR;1;164;
07/08/2018;Roc7;14;Exclos;C8;4;HIPA;2;0;
07/08/2018;Roc7;14;Exclos;C8;4;DUFI;3;17;
07/08/2018;Roc7;14;Exclos;C8;4;ERSC;4;24;
07/08/2018;Roc7;14;Exclos;C8;4;CAAQ;5;0;
07/08/2018;Roc7;14;Exclos;C8;4;SAFO;6;0;
07/08/2018;Roc7;14;Exclos;C8;4;STLO;7;3;
07/08/2018;35;PS;Temoin;B4;1;DUFI;1;24;
07/08/2018;35;PS;Temoin;B4;1;ERSC;2;4;
07/08/2018;35;PS;Temoin;B4;1;CAAQ;3;0;
07/08/2018;35;PS;Temoin;E3;2;DUFI;1;11;
07/08/2018;35;PS;Temoin;E3;2;ERSC;2;2;
07/08/2018;35;PS;Temoin;E3;2;CAAQ;3;0;
07/08/2018;35;PS;Temoin;C4;3;DUFI;1;27;
07/08/2018;35;PS;Temoin;C4;3;ERSC;2;0;
07/08/2018;35;PS;Temoin;C4;3;CAAQ;3;7;
07/08/2018;35;PS;Temoin;A2;4;DUFI;1;10;
07/08/2018;35;PS;Temoin;A2;4;ERSC;2;3;
07/08/2018;35;PS;Temoin;A2;4;CAAQ;3;5;
07/08/2018;35;PS;Exclos;H7;4;DUFI;1;29;1
07/08/2018;35;PS;Exclos;H7;4;CAAQ;2;9;2
07/08/2018;35;PS;Exclos;H7;4;ERSC;3;13;
07/08/2018;35;PS;Exclos;H7;4;ARUL;4;0;
07/08/2018;35;PS;Exclos;H7;4;HIPA;5;6;
07/08/2018;35;PS;Exclos;H7;4;GRAM_INC_FESTUCA;6;5;
07/08/2018;35;PS;Exclos;F1;1;DUFI;1;11;
07/08/2018;35;PS;Exclos;F1;1;CAAQ;2;9;2
07/08/2018;35;PS;Exclos;F1;1;ERSC;3;2;
07/08/2018;35;PS;Exclos;F1;1;ARUL;4;2;
07/08/2018;35;PS;Exclos;F1;1;HIPA;5;0;
07/08/2018;35;PS;Exclos;F1;1;GRAM_INC_FESTUCA;6;0;
07/08/2018;35;PS;Exclos;F8;2;DUFI;1;19;
07/08/2018;35;PS;Exclos;F8;2;CAAQ;2;8;
07/08/2018;35;PS;Exclos;F8;2;ERSC;3;5;
07/08/2018;35;PS;Exclos;F8;2;ARUL;4;0;
07/08/2018;35;PS;Exclos;F8;2;HIPA;5;2;
07/08/2018;35;PS;Exclos;F8;2;GRAM_INC_FESTUCA;6;0;
07/08/2018;35;PS;Exclos;E2;3;DUFI;1;21;
07/08/2018;35;PS;Exclos;E2;3;CAAQ;2;2;
07/08/2018;35;PS;Exclos;E2;3;ERSC;3;10;
07/08/2018;35;PS;Exclos;E2;3;ARUL;4;0;
07/08/2018;35;PS;Exclos;E2;3;HIPA;5;0;
07/08/2018;35;PS;Exclos;E2;3;GRAM_INC_FESTUCA;6;0;
07/08/2018;C1;PR;Temoin;E8;1;SAAR;1;2;
07/08/2018;C1;PR;Temoin;F6;2;SAAR;1;4;
07/08/2018;C1;PR;Temoin;F6;2;POAR;2;1;
07/08/2018;C1;PR;Temoin;F6;2;SAOP;3;1;
07/08/2018;C1;PR;Temoin;F7;3;SAAR;1;0;
07/08/2018;C1;PR;Temoin;F7;3;POAR;2;0;
07/08/2018;C1;PR;Temoin;F7;3;SAOP;3;0;
07/08/2018;C1;PR;Temoin;F7;3;ARLA;4;4;
07/08/2018;C1;PR;Temoin;F7;3;POVI;5;1;
07/08/2018;C1;PR;Temoin;F7;3;LUNI;6;7;
07/08/2018;C1;PR;Temoin;D4;4;SAAR;1;3;
07/08/2018;C1;PR;Temoin;D4;4;POAR;2;0;
07/08/2018;C1;PR;Temoin;D4;4;SAOP;3;0;
07/08/2018;C1;PR;Temoin;D4;4;ARLA;4;4;
07/08/2018;C1;PR;Temoin;D4;4;POVI;5;0;
07/08/2018;C1;PR;Temoin;D4;4;LUNI;6;0;
07/08/2018;C1;PR;Exclos;E6;2;ARLA;1;4;
07/08/2018;C1;PR;Exclos;E6;2;LUNI;2;2;
07/08/2018;C1;PR;Exclos;E6;2;SAAR;3;4;
07/08/2018;C1;PR;Exclos;C5;1;ARLA;1;4;
07/08/2018;C1;PR;Exclos;C5;1;LUNI;2;2;
07/08/2018;C1;PR;Exclos;C5;1;SAAR;3;2;
07/08/2018;C1;PR;Exclos;F5;3;ARLA;1;6;
07/08/2018;C1;PR;Exclos;F5;3;LUNI;2;0;
07/08/2018;C1;PR;Exclos;F5;3;SAAR;3;11;
07/08/2018;C1;PR;Exclos;G4;4;ARLA;1;3;
07/08/2018;C1;PR;Exclos;G4;4;LUNI;2;9;
07/08/2018;C1;PR;Exclos;G4;4;SAAR;3;1;
07/08/2018;C1;PR;Exclos;G4;4;POVI;4;1;
07/08/2018;C1;PR;Exclos;G4;4;POAR;5;2;
;ROC7;6;Temoin;E4;2;HIPA;1;6;
;ROC7;6;Temoin;E4;2;PEAL;2;2;
;ROC7;6;Temoin;E4;2;ERSC;3;1;
;ROC7;6;Temoin;E4;2;DUFI;4;1;
;ROC7;6;Temoin;E4;2;CAAQ;5;0;
;ROC7;6;Temoin;G2;1;HIPA;1;10;
;ROC7;6;Temoin;G2;1;PEAL;2;0;
;ROC7;6;Temoin;G2;1;ERSC;3;7;
;ROC7;6;Temoin;G2;1;DUFI;4;25;
;ROC7;6;Temoin;G2;1;CAAQ;5;0;
;ROC7;6;Temoin;C7;3;HIPA;1;29;
;ROC7;6;Temoin;C7;3;PEAL;2;0;
;ROC7;6;Temoin;C7;3;ERSC;3;1;
;ROC7;6;Temoin;C7;3;DUFI;4;13;
;ROC7;6;Temoin;C7;3;CAAQ;5;1;
;ROC7;6;Temoin;B3;4;HIPA;1;44;
;ROC7;6;Temoin;B3;4;PEAL;2;0;
;ROC7;6;Temoin;B3;4;ERSC;3;3;
;ROC7;6;Temoin;B3;4;DUFI;4;0;
;ROC7;6;Temoin;B3;4;CAAQ;5;1;
;ROC7;1;Exclos;F4;3;CAAQ;1;1;
;ROC7;1;Exclos;F4;3;DUFI;2;4;
;ROC7;1;Exclos;F4;3;ERSC;3;7;
;ROC7;1;Exclos;F4;3;HIPA;4;2;
;ROC7;1;Exclos;F4;3;POAR;5;1;
;ROC7;1;Exclos;G1;1;CAAQ;1;5;
;ROC7;1;Exclos;G1;1;DUFI;2;9;
;ROC7;1;Exclos;G1;1;ERSC;3;0;
;ROC7;1;Exclos;G1;1;HIPA;4;0;
;ROC7;1;Exclos;G1;1;POAR;5;0;
;ROC7;1;Exclos;B2;4;CAAQ;1;0;
;ROC7;1;Exclos;B2;4;DUFI;2;13;
;ROC7;1;Exclos;B2;4;ERSC;3;9;
;ROC7;1;Exclos;B2;4;HIPA;4;0;
;ROC7;1;Exclos;B2;4;POAR;5;0;
;ROC7;1;Exclos;B3;2;CAAQ;1;3;
;ROC7;1;Exclos;B3;2;DUFI;2;8;
;ROC7;1;Exclos;B3;2;ERSC;3;6;
;ROC7;1;Exclos;B3;2;HIPA;4;0;
;ROC7;1;Exclos;B3;2;POAR;5;0;
;ROC7;1;Temoin;B5;1;DUFI;1;15;
;ROC7;1;Temoin;B5;1;ERSC;2;2;
;ROC7;1;Temoin;B5;1;PEAL;3;0;
;ROC7;1;Temoin;B5;1;CAPR;4;0;
;ROC7;1;Temoin;G4;2;DUFI;1;22;
;ROC7;1;Temoin;G4;2;ERSC;2;1;
;ROC7;1;Temoin;G4;2;PEAL;3;3;
;ROC7;1;Temoin;G4;2;CAPR;4;0;
;ROC7;1;Temoin;B7;3;DUFI;1;22;
;ROC7;1;Temoin;B7;3;ERSC;2;3;
;ROC7;1;Temoin;B7;3;PEAL;3;0;
;ROC7;1;Temoin;B7;3;CAPR;4;2;
;ROC7;1;Temoin;E4;4;DUFI;1;20;
;ROC7;1;Temoin;E4;4;ERSC;2;2;
;ROC7;1;Temoin;E4;4;PEAL;3;2;
;ROC7;1;Temoin;E4;4;CAPR;4;0;
;ROC7;4;Temoin;A5;2;CAAQ;1;3;
;ROC7;4;Temoin;A5;2;DUFI;2;33;
;ROC7;4;Temoin;A5;2;ERSC;3;0;
;ROC7;4;Temoin;A5;2;ERAN;4;0;
;ROC7;4;Temoin;A5;2;SAAR;5;0;
;ROC7;4;Temoin;A5;2;HIPA;6;4;
;ROC7;4;Temoin;H6;1;CAAQ;1;6;
;ROC7;4;Temoin;H6;1;DUFI;2;21;
;ROC7;4;Temoin;H6;1;ERSC;3;13;
;ROC7;4;Temoin;H6;1;ERAN;4;1;
;ROC7;4;Temoin;H6;1;SAAR;5;0;
;ROC7;4;Temoin;H6;1;HIPA;6;0;
;ROC7;4;Temoin;C8;3;CAAQ;1;1;
;ROC7;4;Temoin;C8;3;DUFI;2;17;
;ROC7;4;Temoin;C8;3;ERSC;3;18;
;ROC7;4;Temoin;C8;3;ERAN;4;0;
;ROC7;4;Temoin;C8;3;SAAR;5;2;
;ROC7;4;Temoin;C8;3;HIPA;6;0;
;ROC7;4;Temoin;C2;4;CAAQ;1;6;
;ROC7;4;Temoin;C2;4;DUFI;2;6;
;ROC7;4;Temoin;C2;4;ERSC;3;5;
;ROC7;4;Temoin;C2;4;ERAN;4;0;
;ROC7;4;Temoin;C2;4;SAAR;5;0;
;ROC7;4;Temoin;C2;4;HIPA;6;2;
;ROC7;6;Exclos;E1;1;HIPA;1;45;
;ROC7;6;Exclos;E1;1;ERSC;2;31;
;ROC7;6;Exclos;E1;1;DUFI;3;5;
;ROC7;6;Exclos;E1;1;Poa_sp;4;0;
;ROC7;6;Exclos;E1;1;STLO;5;1;
;ROC7;6;Exclos;E1;1;CAAQ;6;1;
;ROC7;6;Exclos;G3;2;HIPA;1;31;
;ROC7;6;Exclos;G3;2;ERSC;2;40;
;ROC7;6;Exclos;G3;2;DUFI;3;0;
;ROC7;6;Exclos;G3;2;Poa_sp;4;0;
;ROC7;6;Exclos;G3;2;STLO;5;1;
;ROC7;6;Exclos;G3;2;CAAQ;6;0;
;ROC7;6;Exclos;G4;3;HIPA;1;46;
;ROC7;6;Exclos;G4;3;ERSC;2;48;
;ROC7;6;Exclos;G4;3;DUFI;3;0;
;ROC7;6;Exclos;G4;3;Poa_sp;4;0;
;ROC7;6;Exclos;G4;3;STLO;5;1;
;ROC7;6;Exclos;G4;3;CAAQ;6;0;
;ROC7;6;Exclos;F7;4;HIPA;1;62;
;ROC7;6;Exclos;F7;4;ERSC;2;103;
;ROC7;6;Exclos;F7;4;DUFI;3;13;
;ROC7;6;Exclos;F7;4;Poa_sp;4;1;
;ROC7;6;Exclos;F7;4;STLO;5;3;
;ROC7;6;Exclos;F7;4;CAAQ;6;0;
