"Titre de tracé : 20177047"
"#","Date Heure, GMT-04:00","Temp., °C (LGR S/N: 20177047, SEN S/N: 20177047)","Coupleur attaché (LGR S/N: 20177047)","Hôte connecté (LGR S/N: 20177047)","Arrêté (LGR S/N: 20177047)","Fin de fichier (LGR S/N: 20177047)"
1,06/23/19 01:00:00 PM,13.173,,,,
2,06/23/19 02:00:00 PM,12.013,,,,
3,06/23/19 03:00:00 PM,6.978,,,,
4,06/23/19 04:00:00 PM,6.471,,,,
5,06/23/19 05:00:00 PM,6.268,,,,
6,06/23/19 06:00:00 PM,6.064,,,,
7,06/23/19 07:00:00 PM,5.860,,,,
8,06/23/19 08:00:00 PM,5.655,,,,
9,06/23/19 09:00:00 PM,5.552,,,,
10,06/23/19 10:00:00 PM,5.347,,,,
11,06/23/19 11:00:00 PM,5.037,,,,
12,06/24/19 12:00:00 AM,4.831,,,,
13,06/24/19 01:00:00 AM,4.727,,,,
14,06/24/19 02:00:00 AM,4.415,,,,
15,06/24/19 03:00:00 AM,4.207,,,,
16,06/24/19 04:00:00 AM,3.788,,,,
17,06/24/19 05:00:00 AM,3.472,,,,
18,06/24/19 06:00:00 AM,3.261,,,,
19,06/24/19 07:00:00 AM,3.155,,,,
20,06/24/19 08:00:00 AM,3.049,,,,
21,06/24/19 09:00:00 AM,3.049,,,,
22,06/24/19 10:00:00 AM,3.261,,,,
23,06/24/19 11:00:00 AM,3.683,,,,
24,06/24/19 12:00:00 PM,4.102,,,,
25,06/24/19 01:00:00 PM,4.415,,,,
26,06/24/19 02:00:00 PM,4.727,,,,
27,06/24/19 03:00:00 PM,5.244,,,,
28,06/24/19 04:00:00 PM,5.757,,,,
29,06/24/19 05:00:00 PM,6.166,,,,
30,06/24/19 06:00:00 PM,6.573,,,,
31,06/24/19 07:00:00 PM,6.775,,,,
32,06/24/19 08:00:00 PM,6.877,,,,
33,06/24/19 09:00:00 PM,6.775,,,,
34,06/24/19 10:00:00 PM,6.471,,,,
35,06/24/19 11:00:00 PM,6.064,,,,
36,06/25/19 12:00:00 AM,5.655,,,,
37,06/25/19 01:00:00 AM,5.244,,,,
38,06/25/19 02:00:00 AM,4.831,,,,
39,06/25/19 03:00:00 AM,4.519,,,,
40,06/25/19 04:00:00 AM,4.102,,,,
41,06/25/19 05:00:00 AM,3.788,,,,
42,06/25/19 06:00:00 AM,3.578,,,,
43,06/25/19 07:00:00 AM,3.472,,,,
44,06/25/19 08:00:00 AM,3.788,,,,
45,06/25/19 09:00:00 AM,4.311,,,,
46,06/25/19 10:00:00 AM,4.934,,,,
47,06/25/19 11:00:00 AM,5.655,,,,
48,06/25/19 12:00:00 PM,6.471,,,,
49,06/25/19 01:00:00 PM,7.280,,,,
50,06/25/19 02:00:00 PM,7.882,,,,
51,06/25/19 03:00:00 PM,8.282,,,,
52,06/25/19 04:00:00 PM,8.481,,,,
53,06/25/19 05:00:00 PM,8.481,,,,
54,06/25/19 06:00:00 PM,8.581,,,,
55,06/25/19 07:00:00 PM,8.779,,,,
56,06/25/19 08:00:00 PM,8.978,,,,
57,06/25/19 09:00:00 PM,9.077,,,,
58,06/25/19 10:00:00 PM,9.077,,,,
59,06/25/19 11:00:00 PM,9.077,,,,
60,06/26/19 12:00:00 AM,8.879,,,,
61,06/26/19 01:00:00 AM,8.581,,,,
62,06/26/19 02:00:00 AM,8.282,,,,
63,06/26/19 03:00:00 AM,7.882,,,,
64,06/26/19 04:00:00 AM,7.481,,,,
65,06/26/19 05:00:00 AM,7.179,,,,
66,06/26/19 06:00:00 AM,6.877,,,,
67,06/26/19 07:00:00 AM,6.775,,,,
68,06/26/19 08:00:00 AM,6.674,,,,
69,06/26/19 09:00:00 AM,6.674,,,,
70,06/26/19 10:00:00 AM,6.877,,,,
71,06/26/19 11:00:00 AM,7.179,,,,
72,06/26/19 12:00:00 PM,7.682,,,,
73,06/26/19 01:00:00 PM,8.382,,,,
74,06/26/19 02:00:00 PM,9.077,,,,
75,06/26/19 03:00:00 PM,9.669,,,,
76,06/26/19 04:00:00 PM,10.259,,,,
77,06/26/19 05:00:00 PM,10.748,,,,
78,06/26/19 06:00:00 PM,11.236,,,,
79,06/26/19 07:00:00 PM,11.528,,,,
80,06/26/19 08:00:00 PM,11.625,,,,
81,06/26/19 09:00:00 PM,11.625,,,,
82,06/26/19 10:00:00 PM,11.431,,,,
83,06/26/19 11:00:00 PM,11.139,,,,
84,06/27/19 12:00:00 AM,10.846,,,,
85,06/27/19 01:00:00 AM,10.455,,,,
86,06/27/19 02:00:00 AM,10.161,,,,
87,06/27/19 03:00:00 AM,9.866,,,,
88,06/27/19 04:00:00 AM,9.571,,,,
89,06/27/19 05:00:00 AM,9.176,,,,
90,06/27/19 06:00:00 AM,8.978,,,,
91,06/27/19 07:00:00 AM,8.680,,,,
92,06/27/19 08:00:00 AM,8.581,,,,
93,06/27/19 09:00:00 AM,8.481,,,,
94,06/27/19 10:00:00 AM,8.382,,,,
95,06/27/19 11:00:00 AM,8.581,,,,
96,06/27/19 12:00:00 PM,8.779,,,,
97,06/27/19 01:00:00 PM,9.176,,,,
98,06/27/19 02:00:00 PM,9.373,,,,
99,06/27/19 03:00:00 PM,9.571,,,,
100,06/27/19 04:00:00 PM,9.866,,,,
101,06/27/19 05:00:00 PM,10.259,,,,
102,06/27/19 06:00:00 PM,10.651,,,,
103,06/27/19 07:00:00 PM,10.846,,,,
104,06/27/19 08:00:00 PM,11.041,,,,
105,06/27/19 09:00:00 PM,10.944,,,,
106,06/27/19 10:00:00 PM,10.846,,,,
107,06/27/19 11:00:00 PM,10.651,,,,
108,06/28/19 12:00:00 AM,10.259,,,,
109,06/28/19 01:00:00 AM,9.866,,,,
110,06/28/19 02:00:00 AM,9.472,,,,
111,06/28/19 03:00:00 AM,9.176,,,,
112,06/28/19 04:00:00 AM,8.779,,,,
113,06/28/19 05:00:00 AM,8.481,,,,
114,06/28/19 06:00:00 AM,8.282,,,,
115,06/28/19 07:00:00 AM,8.082,,,,
116,06/28/19 08:00:00 AM,8.082,,,,
117,06/28/19 09:00:00 AM,8.182,,,,
118,06/28/19 10:00:00 AM,8.282,,,,
119,06/28/19 11:00:00 AM,8.481,,,,
120,06/28/19 12:00:00 PM,8.779,,,,
121,06/28/19 01:00:00 PM,9.176,,,,
122,06/28/19 02:00:00 PM,9.472,,,,
123,06/28/19 03:00:00 PM,9.768,,,,
124,06/28/19 04:00:00 PM,10.063,,,,
125,06/28/19 05:00:00 PM,10.161,,,,
126,06/28/19 06:00:00 PM,10.259,,,,
127,06/28/19 07:00:00 PM,10.259,,,,
128,06/28/19 08:00:00 PM,10.161,,,,
129,06/28/19 09:00:00 PM,9.866,,,,
130,06/28/19 10:00:00 PM,9.472,,,,
131,06/28/19 11:00:00 PM,9.077,,,,
132,06/29/19 12:00:00 AM,8.779,,,,
133,06/29/19 01:00:00 AM,8.382,,,,
134,06/29/19 02:00:00 AM,8.082,,,,
135,06/29/19 03:00:00 AM,7.682,,,,
136,06/29/19 04:00:00 AM,7.381,,,,
137,06/29/19 05:00:00 AM,7.079,,,,
138,06/29/19 06:00:00 AM,6.877,,,,
139,06/29/19 07:00:00 AM,6.775,,,,
140,06/29/19 08:00:00 AM,6.877,,,,
141,06/29/19 09:00:00 AM,7.079,,,,
142,06/29/19 10:00:00 AM,7.381,,,,
143,06/29/19 11:00:00 AM,7.682,,,,
144,06/29/19 12:00:00 PM,8.182,,,,
