"Titre de tracé : 20156686"
"#","Date Heure, GMT-04:00","Temp., °C (LGR S/N: 20156686, SEN S/N: 20156686)","Coupleur détaché (LGR S/N: 20156686)","Coupleur attaché (LGR S/N: 20156686)","Hôte connecté (LGR S/N: 20156686)","Arrêté (LGR S/N: 20156686)","Fin de fichier (LGR S/N: 20156686)"
117,07/01/19 06:55:34 PM,4.519,,,,,
118,07/01/19 07:25:34 PM,4.311,,,,,
119,07/01/19 07:55:34 PM,3.998,,,,,
120,07/01/19 08:25:34 PM,3.788,,,,,
121,07/01/19 08:55:34 PM,3.578,,,,,
122,07/01/19 09:25:34 PM,3.261,,,,,
123,07/01/19 09:55:34 PM,3.049,,,,,
124,07/01/19 10:25:34 PM,2.730,,,,,
125,07/01/19 10:55:34 PM,2.517,,,,,
126,07/01/19 11:25:34 PM,2.303,,,,,
127,07/01/19 11:55:34 PM,2.088,,,,,
128,07/02/19 12:25:34 AM,1.872,,,,,
129,07/02/19 12:55:34 AM,1.656,,,,,
130,07/02/19 01:25:34 AM,1.548,,,,,
131,07/02/19 01:55:34 AM,1.439,,,,,
132,07/02/19 02:25:34 AM,1.221,,,,,
133,07/02/19 02:55:34 AM,1.112,,,,,
134,07/02/19 03:25:34 AM,1.221,,,,,
135,07/02/19 03:55:34 AM,1.221,,,,,
136,07/02/19 04:25:34 AM,1.330,,,,,
137,07/02/19 04:55:34 AM,1.439,,,,,
138,07/02/19 05:25:34 AM,1.439,,,,,
139,07/02/19 05:55:34 AM,1.330,,,,,
140,07/02/19 06:25:34 AM,1.439,,,,,
141,07/02/19 06:55:34 AM,1.439,,,,,
142,07/02/19 07:25:34 AM,1.656,,,,,
143,07/02/19 07:55:34 AM,1.872,,,,,
144,07/02/19 08:25:34 AM,2.195,,,,,
145,07/02/19 08:55:34 AM,2.517,,,,,
146,07/02/19 09:25:34 AM,2.837,,,,,
147,07/02/19 09:55:34 AM,3.049,,,,,
148,07/02/19 10:25:34 AM,3.472,,,,,
149,07/02/19 10:55:34 AM,3.893,,,,,
150,07/02/19 11:25:34 AM,4.207,,,,,
151,07/02/19 11:55:34 AM,4.519,,,,,
152,07/02/19 12:25:34 PM,4.727,,,,,
153,07/02/19 12:55:34 PM,4.934,,,,,
154,07/02/19 01:25:34 PM,5.244,,,,,
155,07/02/19 01:55:34 PM,5.347,,,,,
156,07/02/19 02:25:34 PM,5.552,,,,,
157,07/02/19 02:55:34 PM,5.655,,,,,
158,07/02/19 03:25:34 PM,5.757,,,,,
159,07/02/19 03:55:34 PM,5.655,,,,,
160,07/02/19 04:25:34 PM,5.552,,,,,
161,07/02/19 04:55:34 PM,5.757,,,,,
162,07/02/19 05:25:34 PM,5.347,,,,,
163,07/02/19 05:55:34 PM,5.347,,,,,
164,07/02/19 06:25:34 PM,5.141,,,,,
165,07/02/19 06:55:34 PM,5.037,,,,,
166,07/02/19 07:25:34 PM,4.727,,,,,
167,07/02/19 07:55:34 PM,4.311,,,,,
168,07/02/19 08:25:34 PM,4.102,,,,,
169,07/02/19 08:55:34 PM,3.788,,,,,
170,07/02/19 09:25:34 PM,3.578,,,,,
171,07/02/19 09:55:34 PM,3.261,,,,,
172,07/02/19 10:25:34 PM,2.943,,,,,
173,07/02/19 10:55:34 PM,2.730,,,,,
174,07/02/19 11:25:34 PM,2.517,,,,,
175,07/02/19 11:55:34 PM,2.195,,,,,
176,07/03/19 12:25:34 AM,2.088,,,,,
177,07/03/19 12:55:34 AM,1.872,,,,,
178,07/03/19 01:25:34 AM,1.656,,,,,
179,07/03/19 01:55:34 AM,1.439,,,,,
180,07/03/19 02:25:34 AM,1.221,,,,,
181,07/03/19 02:55:34 AM,1.112,,,,,
182,07/03/19 03:25:34 AM,1.003,,,,,
183,07/03/19 03:55:34 AM,0.893,,,,,
184,07/03/19 04:25:34 AM,0.784,,,,,
185,07/03/19 04:55:34 AM,0.784,,,,,
186,07/03/19 05:25:34 AM,0.784,,,,,
187,07/03/19 05:55:34 AM,0.784,,,,,
188,07/03/19 06:25:34 AM,0.893,,,,,
189,07/03/19 06:55:34 AM,1.003,,,,,
190,07/03/19 07:25:34 AM,1.330,,,,,
191,07/03/19 07:55:34 AM,1.656,,,,,
192,07/03/19 08:25:34 AM,1.980,,,,,
193,07/03/19 08:55:34 AM,2.410,,,,,
194,07/03/19 09:25:34 AM,2.730,,,,,
195,07/03/19 09:55:34 AM,3.155,,,,,
196,07/03/19 10:25:34 AM,3.683,,,,,
197,07/03/19 10:55:34 AM,3.998,,,,,
198,07/03/19 11:25:34 AM,4.207,,,,,
199,07/03/19 11:55:34 AM,4.519,,,,,
200,07/03/19 12:25:34 PM,4.831,,,,,
201,07/03/19 12:55:34 PM,5.037,,,,,
202,07/03/19 01:25:34 PM,5.141,,,,,
203,07/03/19 01:55:34 PM,5.347,,,,,
204,07/03/19 02:25:34 PM,5.347,,,,,
205,07/03/19 02:55:34 PM,5.552,,,,,
206,07/03/19 03:25:34 PM,5.757,,,,,
207,07/03/19 03:55:34 PM,5.655,,,,,
208,07/03/19 04:25:34 PM,5.655,,,,,
209,07/03/19 04:55:34 PM,5.552,,,,,
210,07/03/19 05:25:34 PM,5.450,,,,,
211,07/03/19 05:55:34 PM,5.347,,,,,
212,07/03/19 06:25:34 PM,5.141,,,,,
213,07/03/19 06:55:34 PM,4.934,,,,,
214,07/03/19 07:25:34 PM,4.727,,,,,
215,07/03/19 07:55:34 PM,4.519,,,,,
216,07/03/19 08:25:34 PM,4.207,,,,,
217,07/03/19 08:55:34 PM,3.893,,,,,
218,07/03/19 09:25:34 PM,3.683,,,,,
219,07/03/19 09:55:34 PM,3.472,,,,,
220,07/03/19 10:25:34 PM,3.261,,,,,
221,07/03/19 10:55:34 PM,2.943,,,,,
222,07/03/19 11:25:34 PM,2.730,,,,,
223,07/03/19 11:55:34 PM,2.517,,,,,
224,07/04/19 12:25:34 AM,2.195,,,,,
225,07/04/19 12:55:34 AM,1.980,,,,,
226,07/04/19 01:25:34 AM,1.764,,,,,
227,07/04/19 01:55:34 AM,1.548,,,,,
228,07/04/19 02:25:34 AM,1.330,,,,,
229,07/04/19 02:55:34 AM,1.221,,,,,
230,07/04/19 03:25:34 AM,1.003,,,,,
231,07/04/19 03:55:34 AM,1.003,,,,,
232,07/04/19 04:25:34 AM,0.893,,,,,
233,07/04/19 04:55:34 AM,1.003,,,,,
234,07/04/19 05:25:34 AM,1.003,,,,,
235,07/04/19 05:55:34 AM,1.112,,,,,
236,07/04/19 06:25:34 AM,1.112,,,,,
237,07/04/19 06:55:34 AM,1.330,,,,,
238,07/04/19 07:25:34 AM,1.656,,,,,
239,07/04/19 07:55:34 AM,1.980,,,,,
240,07/04/19 08:25:34 AM,2.303,,,,,
241,07/04/19 08:55:34 AM,2.624,,,,,
242,07/04/19 09:25:34 AM,3.049,,,,,
243,07/04/19 09:55:34 AM,3.367,,,,,
244,07/04/19 10:25:34 AM,3.683,,,,,
245,07/04/19 10:55:34 AM,3.998,,,,,
246,07/04/19 11:25:34 AM,4.415,,,,,
247,07/04/19 11:55:34 AM,4.623,,,,,
248,07/04/19 12:25:34 PM,4.831,,,,,
249,07/04/19 12:55:34 PM,5.244,,,,,
250,07/04/19 01:25:34 PM,5.450,,,,,
251,07/04/19 01:55:34 PM,5.757,,,,,
252,07/04/19 02:25:34 PM,5.860,,,,,
253,07/04/19 02:55:34 PM,5.962,,,,,
254,07/04/19 03:25:34 PM,5.962,,,,,
255,07/04/19 03:55:34 PM,5.860,,,,,
256,07/04/19 04:25:34 PM,5.860,,,,,
257,07/04/19 04:55:34 PM,5.552,,,,,
258,07/04/19 05:25:34 PM,5.450,,,,,
259,07/04/19 05:55:34 PM,5.244,,,,,
260,07/04/19 06:25:34 PM,5.037,,,,,
261,07/04/19 06:55:34 PM,4.727,,,,,
262,07/04/19 07:25:34 PM,4.519,,,,,
263,07/04/19 07:55:34 PM,4.207,,,,,
264,07/04/19 08:25:34 PM,3.998,,,,,
265,07/04/19 08:55:34 PM,3.683,,,,,
266,07/04/19 09:25:34 PM,3.472,,,,,
267,07/04/19 09:55:34 PM,3.155,,,,,
268,07/04/19 10:25:34 PM,2.837,,,,,
269,07/04/19 10:55:34 PM,2.624,,,,,
270,07/04/19 11:25:34 PM,2.410,,,,,
271,07/04/19 11:55:34 PM,2.088,,,,,
272,07/05/19 12:25:34 AM,1.872,,,,,
273,07/05/19 12:55:34 AM,1.548,,,,,
274,07/05/19 01:25:34 AM,1.330,,,,,
275,07/05/19 01:55:34 AM,1.221,,,,,
276,07/05/19 02:25:34 AM,1.112,,,,,
277,07/05/19 02:55:34 AM,1.003,,,,,
278,07/05/19 03:25:34 AM,0.893,,,,,
279,07/05/19 03:55:34 AM,0.893,,,,,
280,07/05/19 04:25:34 AM,0.784,,,,,
281,07/05/19 04:55:34 AM,0.784,,,,,
282,07/05/19 05:25:34 AM,0.784,,,,,
283,07/05/19 05:55:34 AM,0.784,,,,,
284,07/05/19 06:25:34 AM,0.893,,,,,
285,07/05/19 06:55:34 AM,1.003,,,,,
286,07/05/19 07:25:34 AM,1.330,,,,,
287,07/05/19 07:55:34 AM,1.548,,,,,
288,07/05/19 08:25:34 AM,1.872,,,,,
289,07/05/19 08:55:34 AM,2.195,,,,,
290,07/05/19 09:25:34 AM,2.517,,,,,
291,07/05/19 09:55:34 AM,2.943,,,,,
292,07/05/19 10:25:34 AM,3.367,,,,,
293,07/05/19 10:55:34 AM,3.683,,,,,
294,07/05/19 11:25:34 AM,3.998,,,,,
295,07/05/19 11:55:34 AM,4.415,,,,,
296,07/05/19 12:25:34 PM,4.727,,,,,
297,07/05/19 12:55:34 PM,5.037,,,,,
298,07/05/19 01:25:34 PM,5.141,,,,,
299,07/05/19 01:55:34 PM,5.450,,,,,
300,07/05/19 02:25:34 PM,5.244,,,,,
301,07/05/19 02:55:34 PM,5.450,,,,,
302,07/05/19 03:25:34 PM,5.552,,,,,
303,07/05/19 03:55:34 PM,5.552,,,,,
304,07/05/19 04:25:34 PM,5.450,,,,,
305,07/05/19 04:55:34 PM,5.347,,,,,
306,07/05/19 05:25:34 PM,5.141,,,,,
307,07/05/19 05:55:34 PM,4.831,,,,,
308,07/05/19 06:25:34 PM,4.727,,,,,
309,07/05/19 06:55:34 PM,4.519,,,,,
310,07/05/19 07:25:34 PM,4.311,,,,,
311,07/05/19 07:55:34 PM,4.102,,,,,
312,07/05/19 08:25:34 PM,3.893,,,,,
313,07/05/19 08:55:34 PM,3.578,,,,,
314,07/05/19 09:25:34 PM,3.367,,,,,
315,07/05/19 09:55:34 PM,3.155,,,,,
316,07/05/19 10:25:34 PM,2.943,,,,,
317,07/05/19 10:55:34 PM,2.624,,,,,
318,07/05/19 11:25:34 PM,2.410,,,,,
319,07/05/19 11:55:34 PM,2.195,,,,,
320,07/06/19 12:25:34 AM,1.980,,,,,
321,07/06/19 12:55:34 AM,1.764,,,,,
322,07/06/19 01:25:34 AM,1.439,,,,,
323,07/06/19 01:55:34 AM,1.221,,,,,
324,07/06/19 02:25:34 AM,1.112,,,,,
