"Titre de tracé : 20177045"
"#","Date Heure, GMT-04:00","Temp., °C (LGR S/N: 20177045, SEN S/N: 20177045)","Pile OK (LGR S/N: 20177045)","Coupleur détaché (LGR S/N: 20177045)","Coupleur attaché (LGR S/N: 20177045)","Hôte connecté (LGR S/N: 20177045)","Arrêté (LGR S/N: 20177045)","Fin de fichier (LGR S/N: 20177045)"
698,07/13/19 09:34:25 PM,5.244,,,,,,
699,07/13/19 10:04:25 PM,4.934,,,,,,
700,07/13/19 10:34:25 PM,4.623,,,,,,
701,07/13/19 11:04:25 PM,4.415,,,,,,
702,07/13/19 11:34:25 PM,4.207,,,,,,
703,07/14/19 12:04:25 AM,3.998,,,,,,
704,07/14/19 12:34:25 AM,3.893,,,,,,
705,07/14/19 01:04:25 AM,3.683,,,,,,
706,07/14/19 01:34:25 AM,3.578,,,,,,
707,07/14/19 02:04:25 AM,3.472,,,,,,
708,07/14/19 02:34:25 AM,3.367,,,,,,
709,07/14/19 03:04:25 AM,3.367,,,,,,
710,07/14/19 03:34:25 AM,3.261,,,,,,
711,07/14/19 04:04:25 AM,3.261,,,,,,
712,07/14/19 04:34:25 AM,3.472,,,,,,
713,07/14/19 05:04:25 AM,3.788,,,,,,
714,07/14/19 05:34:25 AM,4.102,,,,,,
715,07/14/19 06:04:25 AM,4.207,,,,,,
716,07/14/19 06:34:25 AM,4.311,,,,,,
717,07/14/19 07:04:25 AM,4.623,,,,,,
718,07/14/19 07:34:25 AM,4.934,,,,,,
719,07/14/19 08:04:25 AM,5.037,,,,,,
720,07/14/19 08:34:25 AM,5.037,,,,,,
721,07/14/19 09:04:25 AM,5.037,,,,,,
722,07/14/19 09:34:25 AM,5.037,,,,,,
723,07/14/19 10:04:25 AM,5.141,,,,,,
724,07/14/19 10:34:25 AM,5.244,,,,,,
725,07/14/19 11:04:25 AM,5.244,,,,,,
726,07/14/19 11:34:25 AM,5.552,,,,,,
727,07/14/19 12:04:25 PM,5.860,,,,,,
728,07/14/19 12:34:25 PM,6.166,,,,,,
729,07/14/19 01:04:25 PM,6.166,,,,,,
730,07/14/19 01:34:25 PM,6.064,,,,,,
731,07/14/19 02:04:25 PM,5.962,,,,,,
732,07/14/19 02:34:25 PM,6.370,,,,,,
733,07/14/19 03:04:25 PM,6.573,,,,,,
734,07/14/19 03:34:25 PM,6.674,,,,,,
735,07/14/19 04:04:25 PM,7.079,,,,,,
736,07/14/19 04:34:25 PM,7.682,,,,,,
737,07/14/19 05:04:25 PM,8.082,,,,,,
738,07/14/19 05:34:25 PM,7.882,,,,,,
739,07/14/19 06:04:25 PM,8.082,,,,,,
740,07/14/19 06:34:25 PM,7.882,,,,,,
741,07/14/19 07:04:25 PM,7.582,,,,,,
742,07/14/19 07:34:25 PM,7.481,,,,,,
743,07/14/19 08:04:25 PM,7.179,,,,,,
744,07/14/19 08:34:25 PM,6.877,,,,,,
745,07/14/19 09:04:25 PM,6.775,,,,,,
746,07/14/19 09:34:25 PM,6.674,,,,,,
747,07/14/19 10:04:25 PM,6.674,,,,,,
748,07/14/19 10:34:25 PM,6.471,,,,,,
749,07/14/19 11:04:25 PM,6.268,,,,,,
750,07/14/19 11:34:25 PM,6.064,,,,,,
751,07/15/19 12:04:25 AM,5.757,,,,,,
752,07/15/19 12:34:25 AM,5.552,,,,,,
753,07/15/19 01:04:25 AM,5.347,,,,,,
754,07/15/19 01:34:25 AM,5.244,,,,,,
755,07/15/19 02:04:25 AM,5.244,,,,,,
756,07/15/19 02:34:25 AM,5.141,,,,,,
757,07/15/19 03:04:25 AM,5.037,,,,,,
758,07/15/19 03:34:25 AM,4.934,,,,,,
759,07/15/19 04:04:25 AM,4.934,,,,,,
760,07/15/19 04:34:25 AM,4.831,,,,,,
761,07/15/19 05:04:25 AM,4.934,,,,,,
762,07/15/19 05:34:25 AM,4.934,,,,,,
763,07/15/19 06:04:25 AM,5.037,,,,,,
764,07/15/19 06:34:25 AM,5.244,,,,,,
765,07/15/19 07:04:25 AM,5.347,,,,,,
766,07/15/19 07:34:25 AM,5.860,,,,,,
767,07/15/19 08:04:25 AM,6.166,,,,,,
768,07/15/19 08:34:25 AM,6.370,,,,,,
769,07/15/19 09:04:25 AM,6.573,,,,,,
770,07/15/19 09:34:25 AM,6.877,,,,,,
771,07/15/19 10:04:25 AM,7.179,,,,,,
772,07/15/19 10:34:25 AM,7.280,,,,,,
773,07/15/19 11:04:25 AM,7.381,,,,,,
774,07/15/19 11:34:25 AM,7.381,,,,,,
775,07/15/19 12:04:25 PM,7.582,,,,,,
776,07/15/19 12:34:25 PM,7.983,,,,,,
777,07/15/19 01:04:25 PM,8.481,,,,,,
778,07/15/19 01:34:25 PM,8.581,,,,,,
779,07/15/19 02:04:25 PM,8.978,,,,,,
780,07/15/19 02:34:25 PM,9.768,,,,,,
781,07/15/19 03:04:25 PM,9.571,,,,,,
782,07/15/19 03:34:25 PM,9.373,,,,,,
783,07/15/19 04:04:25 PM,9.571,,,,,,
784,07/15/19 04:34:25 PM,9.571,,,,,,
785,07/15/19 05:04:25 PM,9.571,,,,,,
786,07/15/19 05:34:25 PM,9.373,,,,,,
787,07/15/19 06:04:25 PM,9.176,,,,,,
788,07/15/19 06:34:25 PM,8.779,,,,,,
789,07/15/19 07:04:25 PM,8.481,,,,,,
790,07/15/19 07:34:25 PM,8.182,,,,,,
791,07/15/19 08:04:25 PM,7.782,,,,,,
792,07/15/19 08:34:25 PM,7.381,,,,,,
793,07/15/19 09:04:25 PM,7.079,,,,,,
794,07/15/19 09:34:25 PM,6.978,,,,,,
795,07/15/19 10:04:25 PM,6.775,,,,,,
796,07/15/19 10:34:25 PM,6.471,,,,,,
797,07/15/19 11:04:25 PM,6.166,,,,,,
798,07/15/19 11:34:25 PM,5.860,,,,,,
799,07/16/19 12:04:25 AM,5.552,,,,,,
800,07/16/19 12:34:25 AM,5.244,,,,,,
801,07/16/19 01:04:25 AM,5.037,,,,,,
802,07/16/19 01:34:25 AM,4.831,,,,,,
803,07/16/19 02:04:25 AM,4.623,,,,,,
804,07/16/19 02:34:25 AM,4.415,,,,,,
805,07/16/19 03:04:25 AM,4.311,,,,,,
806,07/16/19 03:34:25 AM,4.311,,,,,,
807,07/16/19 04:04:25 AM,4.311,,,,,,
808,07/16/19 04:34:25 AM,4.415,,,,,,
809,07/16/19 05:04:25 AM,4.519,,,,,,
810,07/16/19 05:34:25 AM,4.623,,,,,,
811,07/16/19 06:04:25 AM,4.831,,,,,,
812,07/16/19 06:34:25 AM,5.037,,,,,,
813,07/16/19 07:04:25 AM,5.244,,,,,,
814,07/16/19 07:34:25 AM,5.655,,,,,,
815,07/16/19 08:04:25 AM,6.064,,,,,,
816,07/16/19 08:34:25 AM,6.064,,,,,,
817,07/16/19 09:04:25 AM,6.268,,,,,,
818,07/16/19 09:34:25 AM,6.978,,,,,,
819,07/16/19 10:04:25 AM,7.682,,,,,,
820,07/16/19 10:34:25 AM,7.782,,,,,,
821,07/16/19 11:04:25 AM,8.082,,,,,,
822,07/16/19 11:34:25 AM,8.779,,,,,,
823,07/16/19 12:04:25 PM,9.176,,,,,,
824,07/16/19 12:34:25 PM,9.571,,,,,,
825,07/16/19 01:04:25 PM,9.965,,,,,,
826,07/16/19 01:34:25 PM,10.357,,,,,,
827,07/16/19 02:04:25 PM,10.651,,,,,,
828,07/16/19 02:34:25 PM,10.553,,,,,,
829,07/16/19 03:04:25 PM,10.357,,,,,,
830,07/16/19 03:34:25 PM,10.259,,,,,,
831,07/16/19 04:04:25 PM,10.161,,,,,,
832,07/16/19 04:34:25 PM,10.259,,,,,,
833,07/16/19 05:04:25 PM,9.965,,,,,,
834,07/16/19 05:34:25 PM,9.571,,,,,,
835,07/16/19 06:04:25 PM,9.275,,,,,,
836,07/16/19 06:34:25 PM,8.879,,,,,,
837,07/16/19 07:04:25 PM,8.581,,,,,,
838,07/16/19 07:34:25 PM,8.382,,,,,,
839,07/16/19 08:04:25 PM,8.082,,,,,,
840,07/16/19 08:34:25 PM,7.782,,,,,,
841,07/16/19 09:04:25 PM,7.582,,,,,,
842,07/16/19 09:34:25 PM,7.079,,,,,,
843,07/16/19 10:04:25 PM,6.674,,,,,,
844,07/16/19 10:34:25 PM,6.166,,,,,,
845,07/16/19 11:04:25 PM,5.757,,,,,,
846,07/16/19 11:34:25 PM,5.347,,,,,,
847,07/17/19 12:04:25 AM,5.037,,,,,,
848,07/17/19 12:34:25 AM,4.831,,,,,,
849,07/17/19 01:04:25 AM,4.623,,,,,,
850,07/17/19 01:34:25 AM,4.415,,,,,,
851,07/17/19 02:04:25 AM,4.311,,,,,,
852,07/17/19 02:34:25 AM,4.207,,,,,,
853,07/17/19 03:04:25 AM,4.102,,,,,,
854,07/17/19 03:34:25 AM,4.102,,,,,,
855,07/17/19 04:04:25 AM,3.998,,,,,,
856,07/17/19 04:34:25 AM,3.998,,,,,,
857,07/17/19 05:04:25 AM,3.998,,,,,,
858,07/17/19 05:34:25 AM,3.998,,,,,,
859,07/17/19 06:04:25 AM,4.102,,,,,,
860,07/17/19 06:34:25 AM,3.998,,,,,,
861,07/17/19 07:04:25 AM,3.998,,,,,,
862,07/17/19 07:34:25 AM,3.998,,,,,,
863,07/17/19 08:04:25 AM,4.102,,,,,,
864,07/17/19 08:34:25 AM,4.207,,,,,,
865,07/17/19 09:04:25 AM,4.207,,,,,,
866,07/17/19 09:34:25 AM,4.207,,,,,,
867,07/17/19 10:04:25 AM,4.311,,,,,,
868,07/17/19 10:34:25 AM,4.415,,,,,,
869,07/17/19 11:04:25 AM,4.519,,,,,,
870,07/17/19 11:34:25 AM,4.519,,,,,,
871,07/17/19 12:04:25 PM,4.415,,,,,,
872,07/17/19 12:34:25 PM,4.311,,,,,,
873,07/17/19 01:04:25 PM,4.311,,,,,,
874,07/17/19 01:34:25 PM,4.519,,,,,,
875,07/17/19 02:04:25 PM,4.727,,,,,,
876,07/17/19 02:34:25 PM,5.037,,,,,,
877,07/17/19 03:04:25 PM,5.141,,,,,,
878,07/17/19 03:34:25 PM,5.552,,,,,,
879,07/17/19 04:04:25 PM,5.962,,,,,,
880,07/17/19 04:34:25 PM,6.166,,,,,,
881,07/17/19 05:04:25 PM,6.775,,,,,,
882,07/17/19 05:34:25 PM,7.682,,,,,,
883,07/17/19 06:04:25 PM,8.082,,,,,,
884,07/17/19 06:34:25 PM,8.082,,,,,,
885,07/17/19 07:04:25 PM,7.782,,,,,,
886,07/17/19 07:34:25 PM,7.381,,,,,,
887,07/17/19 08:04:25 PM,7.381,,,,,,
888,07/17/19 08:34:25 PM,7.381,,,,,,
889,07/17/19 09:04:25 PM,6.978,,,,,,
890,07/17/19 09:34:25 PM,6.674,,,,,,
891,07/17/19 10:04:25 PM,6.166,,,,,,
892,07/17/19 10:34:25 PM,5.655,,,,,,
893,07/17/19 11:04:25 PM,5.347,,,,,,
894,07/17/19 11:34:25 PM,5.037,,,,,,
895,07/18/19 12:04:25 AM,4.831,,,,,,
896,07/18/19 12:34:25 AM,4.623,,,,,,
897,07/18/19 01:04:25 AM,4.415,,,,,,
898,07/18/19 01:34:25 AM,4.311,,,,,,
899,07/18/19 02:04:25 AM,4.102,,,,,,
900,07/18/19 02:34:25 AM,3.998,,,,,,
901,07/18/19 03:04:25 AM,3.788,,,,,,
902,07/18/19 03:34:25 AM,3.578,,,,,,
903,07/18/19 04:04:25 AM,3.472,,,,,,
904,07/18/19 04:34:25 AM,3.472,,,,,,
905,07/18/19 05:04:25 AM,3.472,,,,,,
906,07/18/19 05:34:25 AM,3.472,,,,,,
907,07/18/19 06:04:25 AM,3.472,,,,,,
908,07/18/19 06:34:25 AM,3.472,,,,,,
909,07/18/19 07:04:25 AM,3.472,,,,,,
910,07/18/19 07:34:25 AM,3.367,,,,,,
911,07/18/19 08:04:25 AM,3.367,,,,,,
912,07/18/19 08:34:25 AM,3.261,,,,,,
913,07/18/19 09:04:25 AM,3.155,,,,,,
914,07/18/19 09:34:25 AM,3.155,,,,,,
915,07/18/19 10:04:25 AM,3.049,,,,,,
916,07/18/19 10:34:25 AM,2.943,,,,,,
917,07/18/19 11:04:25 AM,3.049,,,,,,
918,07/18/19 11:34:25 AM,3.155,,,,,,
919,07/18/19 12:04:25 PM,3.155,,,,,,
920,07/18/19 12:34:25 PM,3.261,,,,,,
921,07/18/19 01:04:25 PM,3.578,,,,,,
922,07/18/19 01:34:25 PM,3.788,,,,,,
923,07/18/19 02:04:25 PM,3.998,,,,,,
924,07/18/19 02:34:25 PM,4.207,,,,,,
925,07/18/19 03:04:25 PM,4.207,,,,,,
926,07/18/19 03:34:25 PM,4.207,,,,,,
927,07/18/19 04:04:25 PM,4.519,,,,,,
928,07/18/19 04:34:25 PM,4.519,,,,,,
929,07/18/19 05:04:25 PM,4.519,,,,,,
930,07/18/19 05:34:25 PM,4.623,,,,,,
931,07/18/19 06:04:25 PM,4.831,,,,,,
932,07/18/19 06:34:25 PM,4.934,,,,,,
933,07/18/19 07:04:25 PM,5.037,,,,,,
934,07/18/19 07:34:25 PM,4.831,,,,,,
935,07/18/19 08:04:25 PM,4.623,,,,,,
936,07/18/19 08:34:25 PM,4.311,,,,,,
937,07/18/19 09:04:25 PM,4.102,,,,,,
938,07/18/19 09:34:25 PM,3.893,,,,,,
939,07/18/19 10:04:25 PM,3.683,,,,,,
940,07/18/19 10:34:25 PM,3.578,,,,,,
941,07/18/19 11:04:25 PM,3.367,,,,,,
942,07/18/19 11:34:25 PM,3.261,,,,,,
943,07/19/19 12:04:25 AM,3.155,,,,,,
944,07/19/19 12:34:25 AM,2.943,,,,,,
945,07/19/19 01:04:25 AM,2.837,,,,,,
946,07/19/19 01:34:25 AM,2.730,,,,,,
947,07/19/19 02:04:25 AM,2.624,,,,,,
948,07/19/19 02:34:25 AM,2.517,,,,,,
949,07/19/19 03:04:25 AM,2.517,,,,,,
950,07/19/19 03:34:25 AM,2.410,,,,,,
951,07/19/19 04:04:25 AM,2.517,,,,,,
952,07/19/19 04:34:25 AM,2.517,,,,,,
953,07/19/19 05:04:25 AM,2.624,,,,,,
954,07/19/19 05:34:25 AM,2.730,,,,,,
955,07/19/19 06:04:25 AM,2.943,,,,,,
956,07/19/19 06:34:25 AM,3.155,,,,,,
957,07/19/19 07:04:25 AM,3.472,,,,,,
958,07/19/19 07:34:25 AM,3.683,,,,,,
959,07/19/19 08:04:25 AM,3.683,,,,,,
960,07/19/19 08:34:25 AM,3.893,,,,,,
961,07/19/19 09:04:25 AM,4.207,,,,,,
962,07/19/19 09:34:25 AM,4.623,,,,,,
963,07/19/19 10:04:25 AM,5.244,,,,,,
964,07/19/19 10:34:25 AM,5.860,,,,,,
965,07/19/19 11:04:25 AM,6.370,,,,,,
966,07/19/19 11:34:25 AM,6.775,,,,,,
967,07/19/19 12:04:25 PM,7.079,,,,,,
968,07/19/19 12:34:25 PM,7.481,,,,,,
969,07/19/19 01:04:25 PM,7.381,,,,,,
970,07/19/19 01:34:25 PM,7.280,,,,,,
971,07/19/19 02:04:25 PM,7.381,,,,,,
972,07/19/19 02:34:25 PM,7.582,,,,,,
973,07/19/19 03:04:25 PM,7.782,,,,,,
974,07/19/19 03:34:25 PM,7.882,,,,,,
975,07/19/19 04:04:25 PM,7.682,,,,,,
976,07/19/19 04:34:25 PM,7.782,,,,,,
977,07/19/19 05:04:25 PM,7.983,,,,,,
978,07/19/19 05:34:25 PM,8.282,,,,,,
979,07/19/19 06:04:25 PM,8.182,,,,,,
980,07/19/19 06:34:25 PM,8.382,,,,,,
981,07/19/19 07:04:25 PM,8.282,,,,,,
982,07/19/19 07:34:25 PM,7.983,,,,,,
983,07/19/19 08:04:25 PM,7.782,,,,,,
984,07/19/19 08:34:25 PM,7.481,,,,,,
985,07/19/19 09:04:25 PM,7.079,,,,,,
986,07/19/19 09:34:25 PM,6.775,,,,,,
987,07/19/19 10:04:25 PM,6.471,,,,,,
988,07/19/19 10:34:25 PM,6.166,,,,,,
989,07/19/19 11:04:25 PM,5.757,,,,,,
990,07/19/19 11:34:25 PM,5.450,,,,,,
991,07/20/19 12:04:25 AM,5.244,,,,,,
992,07/20/19 12:34:25 AM,5.037,,,,,,
993,07/20/19 01:04:25 AM,4.831,,,,,,
994,07/20/19 01:34:25 AM,4.519,,,,,,
995,07/20/19 02:04:25 AM,4.311,,,,,,
996,07/20/19 02:34:25 AM,4.102,,,,,,
997,07/20/19 03:04:25 AM,3.893,,,,,,
998,07/20/19 03:34:25 AM,3.683,,,,,,
999,07/20/19 04:04:25 AM,3.683,,,,,,
1000,07/20/19 04:34:25 AM,3.578,,,,,,
1001,07/20/19 05:04:25 AM,3.578,,,,,,
1002,07/20/19 05:34:25 AM,3.578,,,,,,
1003,07/20/19 06:04:25 AM,3.578,,,,,,
1004,07/20/19 06:34:25 AM,3.683,,,,,,
1005,07/20/19 07:04:25 AM,3.893,,,,,,
1006,07/20/19 07:34:25 AM,4.102,,,,,,
1007,07/20/19 08:04:25 AM,4.207,,,,,,
1008,07/20/19 08:34:25 AM,4.415,,,,,,
1009,07/20/19 09:04:25 AM,4.727,,,,,,
1010,07/20/19 09:34:25 AM,5.244,,,,,,
1011,07/20/19 10:04:25 AM,5.552,,,,,,
1012,07/20/19 10:34:25 AM,5.757,,,,,,
1013,07/20/19 11:04:25 AM,5.962,,,,,,
1014,07/20/19 11:34:25 AM,6.064,,,,,,
1015,07/20/19 12:04:25 PM,6.064,,,,,,
1016,07/20/19 12:34:25 PM,6.268,,,,,,
1017,07/20/19 01:04:25 PM,6.471,,,,,,
1018,07/20/19 01:34:25 PM,6.775,,,,,,
1019,07/20/19 02:04:25 PM,7.079,,,,,,
1020,07/20/19 02:34:25 PM,7.381,,,,,,
1021,07/20/19 03:04:25 PM,7.682,,,,,,
1022,07/20/19 03:34:25 PM,7.882,,,,,,
1023,07/20/19 04:04:25 PM,7.882,,,,,,
1024,07/20/19 04:34:25 PM,7.782,,,,,,
1025,07/20/19 05:04:25 PM,7.882,,,,,,
1026,07/20/19 05:34:25 PM,7.882,,,,,,
1027,07/20/19 06:04:25 PM,7.983,,,,,,
1028,07/20/19 06:34:25 PM,7.782,,,,,,
1029,07/20/19 07:04:25 PM,7.582,,,,,,
1030,07/20/19 07:34:25 PM,7.280,,,,,,
1031,07/20/19 08:04:25 PM,7.079,,,,,,
1032,07/20/19 08:34:25 PM,6.775,,,,,,
1033,07/20/19 09:04:25 PM,6.573,,,,,,
1034,07/20/19 09:34:25 PM,6.471,,,,,,
1035,07/20/19 10:04:25 PM,6.370,,,,,,
1036,07/20/19 10:34:25 PM,6.064,,,,,,
1037,07/20/19 11:04:25 PM,5.757,,,,,,
1038,07/20/19 11:34:25 PM,5.450,,,,,,
1039,07/21/19 12:04:25 AM,5.141,,,,,,
1040,07/21/19 12:34:25 AM,4.831,,,,,,
1041,07/21/19 01:04:25 AM,4.415,,,,,,
1042,07/21/19 01:34:25 AM,3.998,,,,,,
1043,07/21/19 02:04:25 AM,3.683,,,,,,
1044,07/21/19 02:34:25 AM,3.578,,,,,,
1045,07/21/19 03:04:25 AM,3.472,,,,,,
1046,07/21/19 03:34:25 AM,3.472,,,,,,
1047,07/21/19 04:04:25 AM,3.472,,,,,,
1048,07/21/19 04:34:25 AM,3.367,,,,,,
1049,07/21/19 05:04:25 AM,3.155,,,,,,
1050,07/21/19 05:34:25 AM,3.049,,,,,,
1051,07/21/19 06:04:25 AM,3.049,,,,,,
1052,07/21/19 06:34:25 AM,3.261,,,,,,
1053,07/21/19 07:04:25 AM,3.472,,,,,,
1054,07/21/19 07:34:25 AM,3.788,,,,,,
1055,07/21/19 08:04:25 AM,4.519,,,,,,
1056,07/21/19 08:34:25 AM,5.450,,,,,,
1057,07/21/19 09:04:25 AM,6.064,,,,,,
1058,07/21/19 09:34:25 AM,6.877,,,,,,
1059,07/21/19 10:04:25 AM,7.782,,,,,,
1060,07/21/19 10:34:25 AM,7.983,,,,,,
1061,07/21/19 11:04:25 AM,8.182,,,,,,
1062,07/21/19 11:34:25 AM,8.779,,,,,,
1063,07/21/19 12:04:25 PM,9.373,,,,,,
1064,07/21/19 12:34:25 PM,10.455,,,,,,
1065,07/21/19 01:04:25 PM,10.944,,,,,,
1066,07/21/19 01:34:25 PM,11.528,,,,,,
1067,07/21/19 02:04:25 PM,11.819,,,,,,
1068,07/21/19 02:34:25 PM,12.304,,,,,,
1069,07/21/19 03:04:25 PM,12.497,,,,,,
1070,07/21/19 03:34:25 PM,12.304,,,,,,
1071,07/21/19 04:04:25 PM,12.013,,,,,,
1072,07/21/19 04:34:25 PM,11.625,,,,,,
1073,07/21/19 05:04:25 PM,11.625,,,,,,
1074,07/21/19 05:34:25 PM,11.139,,,,,,
1075,07/21/19 06:04:25 PM,10.455,,,,,,
1076,07/21/19 06:34:25 PM,10.063,,,,,,
1077,07/21/19 07:04:25 PM,9.965,,,,,,
1078,07/21/19 07:34:25 PM,9.571,,,,,,
1079,07/21/19 08:04:25 PM,9.275,,,,,,
1080,07/21/19 08:34:25 PM,8.879,,,,,,
1081,07/21/19 09:04:25 PM,8.481,,,,,,
1082,07/21/19 09:34:25 PM,8.282,,,,,,
1083,07/21/19 10:04:25 PM,8.082,,,,,,
1084,07/21/19 10:34:25 PM,7.682,,,,,,
1085,07/21/19 11:04:25 PM,7.179,,,,,,
1086,07/21/19 11:34:25 PM,6.674,,,,,,
1087,07/22/19 12:04:25 AM,6.166,,,,,,
1088,07/22/19 12:34:25 AM,5.655,,,,,,
1089,07/22/19 01:04:25 AM,5.450,,,,,,
1090,07/22/19 01:34:25 AM,5.347,,,,,,
1091,07/22/19 02:04:25 AM,5.141,,,,,,
1092,07/22/19 02:34:25 AM,4.831,,,,,,
1093,07/22/19 03:04:25 AM,4.519,,,,,,
1094,07/22/19 03:34:25 AM,4.207,,,,,,
1095,07/22/19 04:04:25 AM,4.102,,,,,,
1096,07/22/19 04:34:25 AM,4.102,,,,,,
1097,07/22/19 05:04:25 AM,4.207,,,,,,
1098,07/22/19 05:34:25 AM,4.207,,,,,,
1099,07/22/19 06:04:25 AM,4.207,,,,,,
1100,07/22/19 06:34:25 AM,4.311,,,,,,
1101,07/22/19 07:04:25 AM,4.519,,,,,,
1102,07/22/19 07:34:25 AM,5.037,,,,,,
1103,07/22/19 08:04:25 AM,5.552,,,,,,
1104,07/22/19 08:34:25 AM,6.064,,,,,,
1105,07/22/19 09:04:25 AM,6.775,,,,,,
1106,07/22/19 09:34:25 AM,7.582,,,,,,
1107,07/22/19 10:04:25 AM,8.082,,,,,,
1108,07/22/19 10:34:25 AM,8.680,,,,,,
1109,07/22/19 11:04:25 AM,8.978,,,,,,
1110,07/22/19 11:34:25 AM,9.176,,,,,,
1111,07/22/19 12:04:25 PM,9.571,,,,,,
1112,07/22/19 12:34:25 PM,10.063,,,,,,
1113,07/22/19 01:04:25 PM,10.455,,,,,,
1114,07/22/19 01:34:25 PM,10.846,,,,,,
1115,07/22/19 02:04:25 PM,11.236,,,,,,
1116,07/22/19 02:34:25 PM,11.528,,,,,,
1117,07/22/19 03:04:25 PM,11.334,,,,,,
1118,07/22/19 03:34:25 PM,11.236,,,,,,
1119,07/22/19 04:04:25 PM,10.651,,,,,,
1120,07/22/19 04:34:25 PM,10.259,,,,,,
1121,07/22/19 05:04:25 PM,10.063,,,,,,
1122,07/22/19 05:34:25 PM,9.965,,,,,,
1123,07/22/19 06:04:25 PM,9.472,,,,,,
1124,07/22/19 06:34:25 PM,9.176,,,,,,
1125,07/22/19 07:04:25 PM,8.978,,,,,,
1126,07/22/19 07:34:25 PM,8.581,,,,,,
1127,07/22/19 08:04:25 PM,8.182,,,,,,
1128,07/22/19 08:34:25 PM,7.882,,,,,,
1129,07/22/19 09:04:25 PM,7.582,,,,,,
1130,07/22/19 09:34:25 PM,7.280,,,,,,
1131,07/22/19 10:04:25 PM,6.877,,,,,,
1132,07/22/19 10:34:25 PM,6.370,,,,,,
1133,07/22/19 11:04:25 PM,6.064,,,,,,
1134,07/22/19 11:34:25 PM,5.757,,,,,,
1135,07/23/19 12:04:25 AM,5.450,,,,,,
1136,07/23/19 12:34:25 AM,5.244,,,,,,
1137,07/23/19 01:04:25 AM,4.934,,,,,,
1138,07/23/19 01:34:25 AM,4.727,,,,,,
1139,07/23/19 02:04:25 AM,4.519,,,,,,
1140,07/23/19 02:34:25 AM,4.311,,,,,,
1141,07/23/19 03:04:25 AM,4.102,,,,,,
1142,07/23/19 03:34:25 AM,3.998,,,,,,
1143,07/23/19 04:04:25 AM,3.788,,,,,,
1144,07/23/19 04:34:25 AM,3.578,,,,,,
1145,07/23/19 05:04:25 AM,3.367,,,,,,
1146,07/23/19 05:34:25 AM,3.155,,,,,,
1147,07/23/19 06:04:25 AM,3.049,,,,,,
1148,07/23/19 06:34:25 AM,3.049,,,,,,
1149,07/23/19 07:04:25 AM,2.943,,,,,,
1150,07/23/19 07:34:25 AM,2.943,,,,,,
1151,07/23/19 08:04:25 AM,2.943,,,,,,
1152,07/23/19 08:34:25 AM,2.943,,,,,,
1153,07/23/19 09:04:25 AM,2.943,,,,,,
1154,07/23/19 09:34:25 AM,2.943,,,,,,
1155,07/23/19 10:04:25 AM,2.837,,,,,,
1156,07/23/19 10:34:25 AM,2.837,,,,,,
1157,07/23/19 11:04:25 AM,2.730,,,,,,
1158,07/23/19 11:34:25 AM,2.730,,,,,,
1159,07/23/19 12:04:25 PM,2.730,,,,,,
1160,07/23/19 12:34:25 PM,2.624,,,,,,
1161,07/23/19 01:04:25 PM,2.624,,,,,,
1162,07/23/19 01:34:25 PM,2.517,,,,,,
1163,07/23/19 02:04:25 PM,2.410,,,,,,
1164,07/23/19 02:34:25 PM,2.410,,,,,,
1165,07/23/19 03:04:25 PM,2.410,,,,,,
1166,07/23/19 03:34:25 PM,3.367,,,,,,
1167,07/23/19 04:04:25 PM,3.155,,,,,,
1168,07/23/19 04:34:25 PM,2.837,,,,,,
1169,07/23/19 05:04:25 PM,2.517,,,,,,
1170,07/23/19 05:34:25 PM,13.654,,,,,,
1171,07/23/19 06:04:25 PM,18.045,,,,,,
1172,07/23/19 06:34:25 PM,19.472,,,,,,
1173,07/23/19 07:04:25 PM,20.043,,,,,,
1174,07/23/19 07:34:25 PM,20.519,,,,,,
1175,07/23/19 08:04:25 PM,20.710,,,,,,
1176,07/23/19 08:34:25 PM,20.710,,,,,,
1177,07/23/19 09:04:25 PM,20.234,,,,,,
1178,07/23/19 09:34:25 PM,19.377,,,,,,
1179,07/23/19 10:04:25 PM,18.711,,,,,,
1180,07/23/19 10:34:25 PM,18.045,,,,,,
1181,07/23/19 11:04:25 PM,17.475,,,,,,
1182,07/23/19 11:34:25 PM,17.094,,,,,,
1183,07/24/19 12:04:25 AM,16.237,,,,,,
1184,07/24/19 12:34:25 AM,15.473,,,,,,
1185,07/24/19 01:04:25 AM,14.900,,,,,,
1186,07/24/19 01:34:25 AM,14.325,,,,,,
1187,07/24/19 02:04:25 AM,13.654,,,,,,
1188,07/24/19 02:34:25 AM,13.076,,,,,,
1189,07/24/19 03:04:25 AM,12.594,,,,,,
1190,07/24/19 03:34:25 AM,12.110,,,,,,
1191,07/24/19 04:04:25 AM,11.625,,,,,,
1192,07/24/19 04:34:25 AM,11.236,,,,,,
1193,07/24/19 05:04:25 AM,10.944,,,,,,
1194,07/24/19 05:34:25 AM,10.748,,,,,,
1195,07/24/19 06:04:25 AM,10.455,,,,,,
1196,07/24/19 06:34:25 AM,10.357,,,,,,
1197,07/24/19 07:04:25 AM,10.161,,,,,,
1198,07/24/19 07:34:25 AM,10.944,,,,,,
1199,07/24/19 08:04:25 AM,12.690,,,,,,
1200,07/24/19 08:34:25 AM,14.709,,,,,,
1201,07/24/19 09:04:25 AM,16.523,,,,,,
