Parcelle;Traitement;Herbivorie_enveloppe;Herbivorie;Motte;Sp;Num_env;Masse;Air_motte;Air_sousmotte;Masse_tot;Nb_ind;Masse_ind;Masse/ind;Notes;
ROC6;14;Brouté;Témoin;3;NI5;7;0,0062;;;;5;0,0062;;;
ROC6;14;Brouté;Témoin;3;Mélange;;0,9665;;;;;;;;
ROC6;14;Brouté;Témoin;3;Mélange_org;;0,3916;;;;;;;;
ROC6;14;Brouté;Témoin;3;PV;;0,2933;;;;;;;;
ROC7;1;Brouté;Témoin;1;Sco.cos;1;0,0542;19,6;;0,6392;;;;;
ROC7;1;Brouté;Témoin;1;Bry.pse;2;0,1003;;;;;;;;
ROC7;1;Brouté;Témoin;1;Rhi.pun;3;0,0155;;;;;;;;
ROC7;1;Brouté;Témoin;1;Cal.ric;4;0,0097;;;;3;0,0097;;;
ROC7;1;Brouté;Témoin;1;Mee.tri;5;0,008;;;;4;0,008;;;
ROC7;1;Brouté;Témoin;1;Aul.pal;6;0,0049;;;;3;0,0049;;;
ROC7;1;Brouté;Témoin;1;NI1;7;0,0088;;;;6;0,0078;;;
ROC7;1;Brouté;Témoin;1;NI2;8;0,0078;;;;3;0,0078;;;
ROC7;1;Brouté;Témoin;1;NI3;9;0,0036;;;;2;0,0036;;Doublon;
ROC7;1;Brouté;Témoin;1;PV;;0,0572;;;;;;;;
ROC7;1;Brouté;Témoin;1;Mélange;;0,0226;;;;;;;;
ROC7;1;Brouté;Témoin;1;Mélange_org;;0,01;;;;;;;;
ROC7;1;Brouté;Témoin;2;Bry.pse;1;0,1543;19,6;;0,9263;;;;;
ROC7;1;Brouté;Témoin;2;Sco.cos;2;0,0918;;;;;;;;
ROC7;1;Brouté;Témoin;2;V;3;0,0554;;;;;;;;
ROC7;1;Brouté;Témoin;2;Rhi.pun;4;0,0417;;;;;;;;
ROC7;1;Brouté;Témoin;2;Cin.lat;5;0,024;;;;9;0,024;;;
ROC7;1;Brouté;Témoin;2;NI5;6;0,0029;;;;1;0,0029;;;
ROC7;1;Brouté;Témoin;2;Phi.tom;7;0,0133;;;;7;0,0186;;;
ROC7;1;Brouté;Témoin;2;Aul.pal;8;0,0035;;;;;;;;
ROC7;1;Brouté;Témoin;2;Dre.arc;9;0,0075;;;;2;0,0075;;;
ROC7;1;Brouté;Témoin;2;PV;;0,0361;;;;;;;;
ROC7;1;Brouté;Témoin;2;Mélange;;0,0141;;;;;;;;
ROC7;1;Brouté;Témoin;2;Mélange_org;;0,0097;;;;;;;;
ROC7;1;Brouté;Témoin;3;Sco.cos;1;0,0828;19,6;;0,762;;;;;
ROC7;1;Brouté;Témoin;3;Bry.pse;2;0,0337;;;;;;;;
ROC7;1;Brouté;Témoin;3;Cal.ric;3;0,0171;;;;;;;;
ROC7;1;Brouté;Témoin;3;Dre.arc;4;0,0119;;;;;;;;
ROC7;1;Brouté;Témoin;3;Rhi.pun;5;0,0238;;;;;;;;
ROC7;1;Brouté;Témoin;3;Rhi.gra;6;0,0083;;;;5;0,0083;;;
ROC7;1;Brouté;Témoin;3;Aul.pal;7;0,0016;;;;;;;;
ROC7;1;Brouté;Témoin;3;NI6;8;0,0087;;;;3;0,0087;;;
ROC7;1;Brouté;Témoin;3;NI7;9;0,0017;;;;1;0,0017;;;
ROC7;1;Brouté;Témoin;3;PV;;0,1796;;;;;;;;
ROC7;1;Brouté;Témoin;3;Mélange;;0,069;;;;;;;;
ROC7;1;Brouté;Témoin;3;Mélange_org;;0,0511;;;;;;;;
ROC7;1;Non Brouté;Exclos;1;Aul.pal;1;0,5638;19,6;;1,0464;;;;;
ROC7;1;Non Brouté;Exclos;1;NI1;2;0,0548;;;;1;0,0548;;;
ROC7;1;Non Brouté;Exclos;1;Tom.nit;3;0,0309;;;;;;;;
ROC7;1;Non Brouté;Exclos;1;Cin.lat;4;0,0142;;;;;;;;
ROC7;1;Non Brouté;Exclos;1;Sco.rev;5;0,0144;;;;6;0,0144;;;
ROC7;1;Non Brouté;Exclos;1;PV;;0,0236;;;;;;;;
ROC7;1;Non Brouté;Exclos;1;Mélange;;0,1161;;;;;;;;
ROC7;1;Non Brouté;Exclos;1;Mélange_org;;0,0643;;;;;;;;
ROC7;1;Non Brouté;Exclos;1;Lichen;;0,0111;;;;;;;;
ROC7;1;Non Brouté;Exclos;2;Tom.nit;1;0,9945;19,6;;1,4537;;;;;
ROC7;1;Non Brouté;Exclos;2;Pol.sp;2;0,0126;;;;10;0,0126;;;
ROC7;1;Non Brouté;Exclos;2;NI2;3;0,0035;;;;9;0,0035;;;
ROC7;1;Non Brouté;Exclos;2;Rhi.pun;4;0,003;;;;3;0,003;;;
ROC7;1;Non Brouté;Exclos;2;Bry.pse;5;0,0025;;;;3;0,0025;;;
ROC7;1;Non Brouté;Exclos;2;Cin.lat;6;0,0011;;;;2;0,0011;;;
ROC7;1;Non Brouté;Exclos;2;PV;;0,0113;;;;;;;;
ROC7;1;Non Brouté;Exclos;2;Lichen;;0,0026;;;;;;;;
ROC7;1;Non Brouté;Exclos;2;Mélange;;0,1594;;;;;;;;
ROC7;1;Non Brouté;Exclos;2;Mélange_org;;0,1221;;;;;;;;
ROC7;1;Non Brouté;Exclos;3;Tom.nit;1;0,1966;19,6;;1,8638;;;;;
ROC7;1;Non Brouté;Exclos;3;Sco.rev;2;0,1703;;;;;;;;
ROC7;1;Non Brouté;Exclos;3;NI3;3;0,0361;;;;7;0,0361;;;
ROC7;1;Non Brouté;Exclos;3;Phi.tom;4;0,0108;;;;2;0,0108;;;
ROC7;1;Non Brouté;Exclos;3;Cal.ric;5;0,0087;;;;1;0,0087;;;
ROC7;1;Non Brouté;Exclos;3;PV;;0,0313;;;;;;;;
ROC7;1;Non Brouté;Exclos;3;Lichen;;0,0435;;;;;;;;
ROC7;1;Non Brouté;Exclos;3;Mélange;;0,8047;;;;;;;;
ROC7;1;Non Brouté;Exclos;3;Mélange_org;;0,4124;;;;;;;;
ROC7;4;Brouté;Témoin;2;Mee.tri;1;0,0845;19,6;;1,1518;7;0,0845;;;
ROC7;4;Brouté;Témoin;2;Sco.rev;2;0,0988;;;;;;;;
ROC7;4;Brouté;Témoin;2;Sco.cos;3;0,0258;;;;;;;;
ROC7;4;Brouté;Témoin;2;Cal.ric;4;0,0895;;;;;;;;
ROC7;4;Brouté;Témoin;2;Aul.tur;5;0,0425;;;;3;0,0425;;;
ROC7;4;Brouté;Témoin;2;Pol.sp;6;0,0382;;;;7;0,0382;;;
ROC7;4;Brouté;Témoin;2;NI1;7;0,0049;;;;2;0,0049;;;
ROC7;4;Brouté;Témoin;2;PV;;0,183;;;;;;;;
ROC7;4;Brouté;Témoin;2;Mélange;;0,1256;;;;;;;;
ROC7;4;Brouté;Témoin;2;Mélange_org;;0,11;;;;;;;;
ROC7;4;Brouté;Témoin;3;Sco.cos;1;0,2414;19,6;;1,6272;;;;;
ROC7;4;Brouté;Témoin;3;Sco.rev;2;0,0644;;;;;;;;
ROC7;4;Brouté;Témoin;3;Cal.ric;3;0,0629;;;;;;;;
ROC7;4;Brouté;Témoin;3;Pol.sp;4;0,0225;;;;;;;;
ROC7;4;Brouté;Témoin;3;Mee.tri;5;0,0139;;;;;;;;
ROC7;4;Brouté;Témoin;3;Bry.pse;6;0,0028;;;;3;0,0028;;;
ROC7;4;Brouté;Témoin;3;PV;;0,2138;;;;;;;;
ROC7;4;Brouté;Témoin;3;Mélange;;0,2187;;;;;;;;
ROC7;4;Brouté;Témoin;3;Mélange_org;;0,1512;;;;;;;;
ROC7;4;Brouté;Témoin;4;Aul.pal;1;0,9129;19,6;;1,3927;;;;;
ROC7;4;Brouté;Témoin;4;Tom.nit;2;0,0876;;;;9;0,0876;;;
ROC7;4;Brouté;Témoin;4;Sco.cos;3;0,0371;;;;;;;;
ROC7;4;Brouté;Témoin;4;Sco.rev;4;0,0155;;;;;;;;
ROC7;4;Brouté;Témoin;4;Mee.tri;5;0,0079;;;;;;;;
ROC7;4;Brouté;Témoin;4;Cal.ric;6;0,0056;;;;;;;;
ROC7;4;Brouté;Témoin;4;Aul.tur;7;0,0104;;;;;;;;
ROC7;4;Brouté;Témoin;4;NI2;8;0,0013;;;;2;0,0013;;;
ROC7;4;Brouté;Témoin;4;Mélange;;0,0557;;;;;;;;
ROC7;4;Brouté;Témoin;4;Mélange_org;;0,0483;;;;;;;;
ROC7;4;Brouté;Témoin;4;PV;;0,0905;;;;;;;;
ROC7;4;Non Brouté;Exclos;1;Aul.pal;1;0,7847;19,6;;1,3391;;;;;
ROC7;4;Non Brouté;Exclos;1;Tom.nit;2;0,1951;;;;;;;;
ROC7;4;Non Brouté;Exclos;1;Aul.tur;3;0,1631;;;;9;0,1631;;;
ROC7;4;Non Brouté;Exclos;1;NI1;4;0,0126;;;;13;0,0051;;;
ROC7;4;Non Brouté;Exclos;1;NI2;5;0,0002;;;;1;0,0002;;;
ROC7;4;Non Brouté;Exclos;1;Mélange_org;;0,0065;;;;;;;;
ROC7;4;Non Brouté;Exclos;1;Mélange;;0,0179;;;;;;;;
ROC7;4;Non Brouté;Exclos;1;PV;;0,007;;;;;;;;
ROC7;4;Non Brouté;Exclos;2;Aul.pal;1;1,8885;19,6;;3,3792;;;;;
ROC7;4;Non Brouté;Exclos;2;Cal.ric;2;0,129;;;;15;0,0355;;;
ROC7;4;Non Brouté;Exclos;2;Sco.cos;3;0,0236;;;;6;0,0236;;;
ROC7;4;Non Brouté;Exclos;2;NI3;4;0,0116;;;;3;0,0116;;;
ROC7;4;Non Brouté;Exclos;2;NI4;5;0,0015;;;;1;0,0015;;;
ROC7;4;Non Brouté;Exclos;2;Mélange;;0,0557;;;;;;;;
ROC7;4;Non Brouté;Exclos;2;Mélange_org;;0,0066;;;;;;;;
ROC7;4;Non Brouté;Exclos;2;PV;;0,0942;;;;;;;;
ROC7;4;Non Brouté;Exclos;3;Sco.rev;1;0,1466;19,6;9,8;4,334;5;0,1466;;;
ROC7;4;Non Brouté;Exclos;3;Pol.sp;2;0,0682;;;;4;0,0682;;;
ROC7;4;Non Brouté;Exclos;3;Cin.lat;3;0,0114;;;;3;0,0114;;;
ROC7;4;Non Brouté;Exclos;3;Rhi.pun;4;0,0103;;;;3;0,0103;;;
ROC7;4;Non Brouté;Exclos;3;Mee.tri;5;0,0181;;;;4;0,0181;;;
ROC7;4;Non Brouté;Exclos;3;NI5;6;0,0068;;;;2;0,0068;;;
ROC7;4;Non Brouté;Exclos;3;NI6;7;0,0031;;;;2;0,0031;;;
ROC7;4;Non Brouté;Exclos;3;NI7;8;0,0133;;;;1;0,0133;;;
ROC7;4;Non Brouté;Exclos;3;NI8;9;0,0023;;;;2;0,0023;;;
ROC7;4;Non Brouté;Exclos;3;NI9;10;0,0006;;;;1;0,0006;;;
ROC7;4;Non Brouté;Exclos;3;Mélange;;0,1308;;;;;;;;
ROC7;4;Non Brouté;Exclos;3;Mélange_org;;0,0891;;;;;;;;
ROC7;4;Non Brouté;Exclos;3;PV;;0,1568;;;;;;;;
ROC7;6;Non Brouté;Exclos;1;Poh.nut;1;0,8125;19,6;;2,0853;;;;;
ROC7;6;Non Brouté;Exclos;1;Aul.tur;2;0,1893;;;;;;;;
ROC7;6;Non Brouté;Exclos;1;Aul.pal;3;0,2488;;;;;;;;
ROC7;6;Non Brouté;Exclos;1;NI1;4;0,0139;;;;10;0,0139;;;
ROC7;6;Non Brouté;Exclos;1;Dre.arc;5;0,0092;;;;6;0,0092;;;
ROC7;6;Non Brouté;Exclos;1;Cal.ric;6;0,0095;;;;3;0,0095;;;
ROC7;6;Non Brouté;Exclos;1;Pol.sp;7;0,0625;;;;10;0,0625;;;
ROC7;6;Non Brouté;Exclos;1;Sco.cos;8;0,0044;;;;6;0,0044;;;
ROC7;6;Non Brouté;Exclos;1;NI2;9;0,0131;;;;4;0,0131;;;
ROC7;6;Non Brouté;Exclos;1;Mélange;;0,0358;;;;;;;;
ROC7;6;Non Brouté;Exclos;1;Mélange_org;;0,0299;;;;;;;;
ROC7;6;Non Brouté;Exclos;1;PV;;0,1954;;;;;;;;
ROC7;6;Non Brouté;Exclos;2;Poh.nut;1;0,339;19,6;;1,4322;;;;;
ROC7;6;Non Brouté;Exclos;2;Aul.tur;2;0,0786;;;;;;;;
ROC7;6;Non Brouté;Exclos;2;Aul.pal;3;0,0524;;;;;;;;
ROC7;6;Non Brouté;Exclos;2;NI3;4;0,0624;;;;8;0,0624;;;
ROC7;6;Non Brouté;Exclos;2;Cal.ric;5;0,0034;;;;;;;;
ROC7;6;Non Brouté;Exclos;2;Sco.cos;6;0,0113;;;;;;;;
ROC7;6;Non Brouté;Exclos;2;NI4;7;0,0002;;;;1;0,0002;;;
ROC7;6;Non Brouté;Exclos;2;Mélange;;0,0065;;;;;;;;
ROC7;6;Non Brouté;Exclos;2;Mélange_org;;0,0055;;;;;;;;
ROC7;6;Non Brouté;Exclos;2;PV;;0,4786;;;;;;;;
ROC7;6;Non Brouté;Exclos;3;Aul.tur;1;0,163;19,6;;0,624;;;;;
ROC7;6;Non Brouté;Exclos;3;Poh.nut;2;0,0722;;;;;;;;
ROC7;6;Non Brouté;Exclos;3;Aul.pal;3;0,133;;;;;;;;
ROC7;6;Non Brouté;Exclos;3;NI5;4;0,0433;;;;11;0,0433;;;
ROC7;6;Non Brouté;Exclos;3;Sco.cos;5;0,0001;;;;;;;;
ROC7;6;Non Brouté;Exclos;3;Mélange;;0,0254;;;;;;;;
ROC7;6;Non Brouté;Exclos;3;Mélange_org;;0,022;;;;;;;;
ROC7;6;Non Brouté;Exclos;3;PV;;0,0501;;;;;;;;
ROC7;6;Brouté;Témoin;1;Bry.pse;1;0,4463;19,6;;1,2305;;;;;
ROC7;6;Brouté;Témoin;1;Mélange_org;;0,0496;;;;;;;;
ROC7;6;Brouté;Témoin;1;Mélange;;0,1021;;;;;;;;
ROC7;6;Brouté;Témoin;1;PV;;0,2977;;;;;;;;
ROC7;6;Brouté;Témoin;2;Bry.pse;1;0,3936;19,6;;2,6282;;;;;
ROC7;6;Brouté;Témoin;2;Rhi.gra;2;0,041;;;;7;0,041;;;
ROC7;6;Brouté;Témoin;2;NI1;3;0,0012;;;;1;0,0012;;;
ROC7;6;Brouté;Témoin;2;Mélange;;0,0802;;;;;;;;
ROC7;6;Brouté;Témoin;2;Mélange_org;;0,0335;;;;;;;;
ROC7;6;Brouté;Témoin;2;PV;;0,6438;;;;;;;;
ROC7;6;Brouté;Témoin;3;Bry.pse;1;0,2751;19,6;;2,2415;;;;;
ROC7;6;Brouté;Témoin;3;Cal.ric;2;0,0033;;;;1;0,0033;;;
ROC7;6;Brouté;Témoin;3;NI2;3;0,006;;;;1;0,006;;;
ROC7;6;Brouté;Témoin;3;NI3;4;0,0019;;;;1;0,0019;;;
ROC7;6;Brouté;Témoin;3;NI4;5;0,0015;;;;1;0,0015;;;
ROC7;6;Brouté;Témoin;3;Mélange;;0,1321;;;;;;;;
ROC7;6;Brouté;Témoin;3;Mélange_org;;0,1021;;;;;;;;
ROC7;6;Brouté;Témoin;3;PV;;0,6176;;;;;;;;
ROC7;10;Brouté;Témoin;1;Poh.nut+Aul.pal+Bra.alb;1;0,0826;19,6;9,8;1,4232;;;;;
ROC7;10;Brouté;Témoin;1;NI1;2;0,0611;;;;13;0,0985;;;
ROC7;10;Brouté;Témoin;1;Rhi.pun;3;0,0292;;;;;;;;
ROC7;10;Brouté;Témoin;1;Pol.sp;4;0,0383;;;;;;;;
ROC7;10;Brouté;Témoin;1;Tom.nit;5;0,0165;;;;3;0,0165;;;
ROC7;10;Brouté;Témoin;1;Tom.nit;6;0,0042;;;;;;;;
ROC7;10;Brouté;Témoin;1;Aul.pal;7;0,0043;;;;;;;;
ROC7;10;Brouté;Témoin;1;Aul.tur;8;0,0033;;;;2;0,0033;;;
ROC7;10;Brouté;Témoin;1;Sco.cos;9;0,0021;;;;3;0,0021;;;
ROC7;10;Brouté;Témoin;1;Bry.pse;10;0,0009;;;;4;0,0009;;;
ROC7;10;Brouté;Témoin;1;Mélange;;0,0301;;;;;;;;
ROC7;10;Brouté;Témoin;1;Mélange_org;;0,0224;;;;;;;;
ROC7;10;Brouté;Témoin;1;PV;;0,4736;;;;;;;;
ROC7;10;Brouté;Témoin;1;Lichen;;0,026;;;;;;;;
ROC7;10;Brouté;Témoin;2;Rhi.pun;1;0,0399;19,6;9,8;1,4266;;;;;
ROC7;10;Brouté;Témoin;2;NI2;2;0,022;;;;6;0,0166;;;
ROC7;10;Brouté;Témoin;2;Aul.pal;3;0,034;;;;;;;;
ROC7;10;Brouté;Témoin;2;Pol.sp;4;0,0222;;;;;;;;
ROC7;10;Brouté;Témoin;2;Mélange;;0,098;;;;;;;;
ROC7;10;Brouté;Témoin;2;Mélange_org;;0,0428;;;;;;;;
ROC7;10;Brouté;Témoin;2;PV;;0,5941;;;;;;;;
ROC7;10;Brouté;Témoin;3;Poh.nut;1;0,2835;19,6;9,8;1,4857;;;;;
ROC7;10;Brouté;Témoin;3;Aul.pal;2;0,2013;;;;;;;;
ROC7;10;Brouté;Témoin;3;NI3;3;0,0451;;;;15;0,0457;;;
ROC7;10;Brouté;Témoin;3;Rhi.pun;4;0,0719;;;;;;;;
ROC7;10;Brouté;Témoin;3;Pol.sp;5;0,0534;;;;;;;;
ROC7;10;Brouté;Témoin;3;Mélange;;0,0651;;;;;;;;
ROC7;10;Brouté;Témoin;3;Mélange_org;;0,0398;;;;;;;;
ROC7;10;Brouté;Témoin;3;PV;;0,167;;;;;;;;
ROC7;10;Non Brouté;Exclos;1;Poh.nut;1;0,9704;19,6;9,8;1,6883;;;;;
ROC7;10;Non Brouté;Exclos;1;Hep.sp;2;0,0998;;;;;;;;
ROC7;10;Non Brouté;Exclos;1;Aul.tur;3;0,129;;;;;;;;
ROC7;10;Non Brouté;Exclos;1;Aul.pal;4;0,1176;;;;;;;;
ROC7;10;Non Brouté;Exclos;1;Tom.nit;5;0,026;;;;4;0,026;;;
ROC7;10;Non Brouté;Exclos;1;Bry.pse;6;0,0252;;;;;;;;
ROC7;10;Non Brouté;Exclos;1;NI1;7;0,0257;;;;10;0,0257;;;
ROC7;10;Non Brouté;Exclos;1;NI2;8;0,0007;;;;1;0,0007;;;
ROC7;10;Non Brouté;Exclos;1;NI3;9;0,0041;;;;2;0,0041;;;
ROC7;10;Non Brouté;Exclos;1;NI4;10;0,0021;;;;1;0,0021;;;
ROC7;10;Non Brouté;Exclos;1;PV;;0,0988;;;;;;;;
ROC7;10;Non Brouté;Exclos;1;Lichen;;0,064;;;;;;;;
ROC7;10;Non Brouté;Exclos;2;Poh.nut;1;0,9171;19,6;9,8;1,9502;;;;;
ROC7;10;Non Brouté;Exclos;2;Hep.sp;2;0,2576;;;;;;;;
ROC7;10;Non Brouté;Exclos;2;Aul.pal;3;0,1662;;;;;;;;
ROC7;10;Non Brouté;Exclos;2;Aul.tur;4;0,0478;;;;;;;;
ROC7;10;Non Brouté;Exclos;2;Pol.sp;5;0,0143;;;;4;0,0143;;;
ROC7;10;Non Brouté;Exclos;2;Bry.pse;6;0,0118;;;;8;0,0118;;;
ROC7;10;Non Brouté;Exclos;2;NI5;7;0,0038;;;;4;0,0038;;;
ROC7;10;Non Brouté;Exclos;2;NI6;8;0,0062;;;;3;0,0062;;;
ROC7;10;Non Brouté;Exclos;2;PV;;0,0557;;;;;;;;
ROC7;10;Non Brouté;Exclos;2;Mélange;;0,2715;;;;;;;;
ROC7;10;Non Brouté;Exclos;2;Mélange_org;;0,103;;;;;;;;
ROC7;10;Non Brouté;Exclos;3;Poh.nut;1;0,7772;19,6;19,6;1,5854;;;;;
ROC7;10;Non Brouté;Exclos;3;Aul.pal;2;0,1546;;;;;;;;
ROC7;10;Non Brouté;Exclos;3;Hep.sp;3;0,0902;;;;;;;;
ROC7;10;Non Brouté;Exclos;3;Aul.tur;4;0,0398;;;;6;0,0398;;;
ROC7;10;Non Brouté;Exclos;3;Sph.sp;5;0,0232;;;;4;0,0232;;;
ROC7;10;Non Brouté;Exclos;3;Pol.sp;6;0,0408;;;;;;;;
ROC7;10;Non Brouté;Exclos;3;NI7;7;0,003;;;;2;0,003;;;
ROC7;10;Non Brouté;Exclos;3;PV;;0,0883;;;;;;;;
ROC7;10;Non Brouté;Exclos;3;Lichen;;0,1982;;;;;;;;
ROC7;14;Brouté;Témoin;1;Aul.pal;1;0,7233;19,6;9,8;1,0215;;;;;
ROC7;14;Brouté;Témoin;1;Aul.tur;2;0,1364;;;;;;;;
ROC7;14;Brouté;Témoin;1;Poh.sp;3;0,0189;;;;15;0,0106;;;
ROC7;14;Brouté;Témoin;1;PV;;0,0819;;;;;;;;
ROC7;14;Brouté;Témoin;1;Mélange;;0,0381;;;;;;;;
ROC7;14;Brouté;Témoin;1;Mélange_org;;0,0381;;;;;;;;
ROC7;14;Brouté;Témoin;2;Poh.sp;1;0,0714;19,6;9,8;0,9126;;;;;
ROC7;14;Brouté;Témoin;2;Aul.tur;2;0,085;;;;;;;;
ROC7;14;Brouté;Témoin;2;Aul.pal;3;0,0647;;;;;;;;
ROC7;14;Brouté;Témoin;2;NI1;4;0,0373;;;;;;;Enveloppe manquante;
ROC7;14;Brouté;Témoin;2;Rhi.pun;5;0,0043;;;;1;0,0043;;;
ROC7;14;Brouté;Témoin;2;Mélange;;0,0582;;;;;;;;
ROC7;14;Brouté;Témoin;2;Mélange_org;;0,0582;;;;;;;;
ROC7;14;Brouté;Témoin;2;PV;;0,2925;;;;;;;;
ROC7;14;Brouté;Témoin;3;Aul.pal;1;0,8249;19,6;9,8;0,9715;;;;;
ROC7;14;Brouté;Témoin;3;Aul.tur;2;0,0831;;;;;;;;
ROC7;14;Brouté;Témoin;3;NI2;3;0,0004;;;;1;0,0004;;;
ROC7;14;Brouté;Témoin;3;Mélange;;0,0039;;;;;;;;
ROC7;14;Brouté;Témoin;3;Mélange_org;;0,0006;;;;;;;;
ROC7;14;Brouté;Témoin;3;PV;;0,0371;;;;;;;;
ROC7;14;Non Brouté;Exclos;1;Poh.nut;1;0,0601;100;100;0,3617;15;0,0084;;Pas de densité, sp. Présentes;
ROC7;14;Non Brouté;Exclos;1;Aul.tur;2;0,1056;;;;;;;;
ROC7;14;Non Brouté;Exclos;1;Aul.pal;3;0,0932;;;;;;;;
ROC7;14;Non Brouté;Exclos;1;NI1;4;0,0055;;;;10;0,0055;;;
ROC7;14;Non Brouté;Exclos;1;NI2;5;0,0014;;;;1;0,0014;;;
ROC7;14;Non Brouté;Exclos;1;PV;;0,0349;;;;;;;;
ROC7;14;Non Brouté;Exclos;1;Lichen;;0,0039;;;;;;;;
ROC7;14;Non Brouté;Exclos;2;Aul.pal;1;1,5421;19,6;19,6;4,8205;;;;;
ROC7;14;Non Brouté;Exclos;2;Aul.tur;2;0,4736;;;;;;;;
ROC7;14;Non Brouté;Exclos;2;NI3;3;0,2224;;;;15;0,0196;;;
ROC7;14;Non Brouté;Exclos;2;Pol.sp;4;0,0634;;;;15;0,0634;;;
ROC7;14;Non Brouté;Exclos;2;NI4;5;0,0256;;;;14;0,0256;;;
ROC7;14;Non Brouté;Exclos;2;NI5;6;0,0432;;;;15;0,0046;;;
ROC7;14;Non Brouté;Exclos;2;NI6;7;0,0023;;;;10;0,0023;;;
ROC7;14;Non Brouté;Exclos;2;NI7;8;0,0008;;;;5;0,0008;;;
ROC7;14;Non Brouté;Exclos;2;NI8;9;0,0017;;;;3;0,0017;;;
ROC7;14;Non Brouté;Exclos;2;Mélange;;0,158;;;;;;;;
ROC7;14;Non Brouté;Exclos;2;Mélange_org;;0,1334;;;;;;;;
ROC7;14;Non Brouté;Exclos;2;PV;;1,7245;;;;;;;;
ROC7;14;Non Brouté;Exclos;3;Aul.tur;1;0,4384;100;100;0,7689;;;;Pas de densité, sp. Présentes;
ROC7;14;Non Brouté;Exclos;3;Aul.pal;2;0,1293;;;;;;;;
ROC7;14;Non Brouté;Exclos;3;NI9;3;0,0176;;;;11;0,014;;;
ROC7;14;Non Brouté;Exclos;3;Pol.sp;4;0,0177;;;;;;;;
ROC7;14;Non Brouté;Exclos;3;NI10;5;0,001;;;;1;0,001;;;
ROC7;14;Non Brouté;Exclos;3;NI11;6;0,0003;;;;1;0,0003;;;
ROC7;14;Non Brouté;Exclos;3;NI12;7;0,0001;;;;1;0,0001;;;
ROC7;14;Non Brouté;Exclos;3;PV;;0,0682;;;;;;;;
ROC7;14;Non Brouté;Exclos;4;Aul.tur;1;0,7635;100;100;1,3747;;;;Pas de densité,  sp. Présentes;
ROC7;14;Non Brouté;Exclos;4;Aul.pal;2;0,2629;;;;;;;;
ROC7;14;Non Brouté;Exclos;4;Pol.sp;3;0,0469;;;;8;0,0469;;;
ROC7;14;Non Brouté;Exclos;4;NI13;4;0,0026;;;;3;0,0026;;;
ROC7;14;Non Brouté;Exclos;4;NI14;5;0,0006;;;;3;0,0006;;;
ROC7;14;Non Brouté;Exclos;4;NI15;6;0,0002;;;;1;0,0002;;;
ROC7;14;Non Brouté;Exclos;4;NI16;7;0,0001;;;;1;0,0001;;;
ROC7;14;Non Brouté;Exclos;4;PV;;0,1558;;;;;;;;
ROC8;1;Brouté;Témoin;1;Bry.pse;1;0,6688;19,6;19,6;2,6545;;;;;
ROC8;1;Brouté;Témoin;1;Sco.rev;2;0,0915;;;;;;;;
ROC8;1;Brouté;Témoin;1;NI1;3;0,015;;;;4;0,015;;;
ROC8;1;Brouté;Témoin;1;NI2;4;0,0104;;;;7;0,0104;;;
ROC8;1;Brouté;Témoin;1;NI3;5;0,0004;;;;1;0,0004;;;
ROC8;1;Brouté;Témoin;1;NI4;6;0,0005;;;;1;0,0005;;;
ROC8;1;Brouté;Témoin;1;NI5;7;0,0015;;;;1;0,0015;;;
ROC8;1;Brouté;Témoin;1;Mélange ;;1,0664;;;;;;;;
ROC8;1;Brouté;Témoin;1;Mélange_org;;0,365;;;;;;;;
ROC8;1;Brouté;Témoin;1;PV;;0,326;;;;;;;;
ROC8;1;Brouté;Témoin;1;Lichen;;0,0176;;;;;;;;
ROC8;1;Brouté;Témoin;2;Cin.lat;1;0,4116;19,6;9,8;2,537;;;;;
ROC8;1;Brouté;Témoin;2;Sco.rev;2;0,461;;;;;;;;
ROC8;1;Brouté;Témoin;2;Bry.pse;3;0,2085;;;;;;;;
ROC8;1;Brouté;Témoin;2;Mee.tri;4;0,0647;;;;8;0,0647;;;
ROC8;1;Brouté;Témoin;2;NI6;5;0,0383;;;;12;0,0383;;;
ROC8;1;Brouté;Témoin;2;Aul.tur;6;0,0145;;;;;;;;
ROC8;1;Brouté;Témoin;2;NI7;7;0,0011;;;;3;0,0011;;;
ROC8;1;Brouté;Témoin;2;NI8;8;0,0011;;;;1;0,0011;;;
ROC8;1;Brouté;Témoin;2;NI9;9;0,0013;;;;3;0,0013;;;
ROC8;1;Brouté;Témoin;2;Mélange;;1,0003;;;;;;;;
ROC8;1;Brouté;Témoin;2;Mélange_org;;0,2441;;;;;;;;
ROC8;1;Brouté;Témoin;2;PV;;0,0875;;;;;;;;
ROC8;1;Brouté;Témoin;3;Cin.lat;1;0,2598;19,6;19,6;1,8824;;;;;
ROC8;1;Brouté;Témoin;3;Sco.rev;2;0,1989;;;;;;;;
ROC8;1;Brouté;Témoin;3;Aul.tur;3;0,0944;;;;;;;;
ROC8;1;Brouté;Témoin;3;Bry.pse;4;0,0569;;;;;;;;
ROC8;1;Brouté;Témoin;3;Aul.pal;5;0,055;;;;;;;;
ROC8;1;Brouté;Témoin;3;NI10;6;0,0221;;;;8;0,0221;;;
ROC8;1;Brouté;Témoin;3;NI11;7;0,0046;;;;8;0,0046;;;
ROC8;1;Brouté;Témoin;3;NI12;8;0,0041;;;;4;0,0041;;;
