Parcelle;Traitement;Herbivorie_enveloppe;Herbivorie;Motte;Sp;Num_env;Masse;Air_motte;Air_sousmotte;Masse_tot;Nb_ind;Masse_ind;Masse/ind;Notes;
ROC6;1;Brouté;Témoin;2;NI8;11;0,0026;;;;1;0,0026;;;
ROC6;1;Brouté;Témoin;2;NI9;12;0,0016;;;;2;0,0016;;;
ROC6;1;Brouté;Témoin;2;PV;;0,1767;;;;;;;;
ROC6;1;Brouté;Témoin;2;Mélange;;2,0451;;;;;;;;
ROC6;1;Brouté;Témoin;2;Mélange_org;;0,1787;;;;;;;;
ROC6;1;Brouté;Témoin;3;Sco.rev;1;0,5552;19,6;9,8;4,3126;;;;;
ROC6;1;Brouté;Témoin;3;Mee.tri;2;0,2365;;;;;;;;
ROC6;1;Brouté;Témoin;3;Bry.pse;3;0,1674;;;;;;;;
ROC6;1;Brouté;Témoin;3;Dis.sp;4;0,1553;;;;;;;;
ROC6;1;Brouté;Témoin;3;Pol.sp;5;0,0888;;;;12;0,0888;;;
ROC6;1;Brouté;Témoin;3;Aul.pal;6;0,2599;;;;;;;;
ROC6;1;Brouté;Témoin;3;NI10;7;0,0984;;;;14;0,0984;;;
ROC6;1;Brouté;Témoin;3;NI11;8;0,0129;;;;6;0,0129;;;
ROC6;1;Brouté;Témoin;3;NI12;9;0,0296;;;;10;0,0296;;;
ROC6;1;Brouté;Témoin;3;NI13;10;0,0158;;;;8;0,0158;;;
ROC6;1;Brouté;Témoin;3;NI14;11;0,0124;;;;2;0,0124;;;
ROC6;1;Brouté;Témoin;3;NI15;12;0,0164;;;;4;0,0164;;;
ROC6;1;Brouté;Témoin;3;NI16;13;0,0164;;;;9;0,0164;;;
ROC6;1;Brouté;Témoin;3;NI17;14;0,0115;;;;11;0,0115;;;
ROC6;1;Brouté;Témoin;3;NI18;15;0,0079;;;;5;0,0079;;;
ROC6;1;Brouté;Témoin;3;NI19;16;0,0027;;;;6;0,0027;;;
ROC6;1;Brouté;Témoin;3;NI20;17;0,0009;;;;2;0,0009;;;
ROC6;1;Brouté;Témoin;3;PV;;0,1986;;;;;;;;
ROC6;1;Brouté;Témoin;3;Mélange;;1,3938;;;;;;;;
ROC6;1;Brouté;Témoin;3;Mélange_org;;0,3115;;;;;;;;
ROC6;1;Non Brouté;Exclos;1;Cin.lat;1;0,2491;19,6;9,8;2,4012;;;;;
ROC6;1;Non Brouté;Exclos;1;Mee.tri;2;0,2217;;;;13;0,2217;;;
ROC6;1;Non Brouté;Exclos;1;Sco.rev;3;0,2021;;;;;;;;
ROC6;1;Non Brouté;Exclos;1;Bry.pse;4;0,1111;;;;;;;;
ROC6;1;Non Brouté;Exclos;1;Rhi.pun;5;0,0188;;;;10;0,0188;;;
ROC6;1;Non Brouté;Exclos;1;Aul.tur;6;0,0471;;;;3;0,0471;;;
ROC6;1;Non Brouté;Exclos;1;NI1;7;0,0064;;;;4;0,0064;;;
ROC6;1;Non Brouté;Exclos;1;NI2;8;0,0047;;;;1;0,0047;;;
ROC6;1;Non Brouté;Exclos;1;NI3;9;0,0064;;;;2;0,0064;;;
ROC6;1;Non Brouté;Exclos;1;NI4;10;0,001;;;;1;0,001;;;
ROC6;1;Non Brouté;Exclos;1;NI5;11;0,0011;;;;1;0,0011;;;
ROC6;1;Non Brouté;Exclos;1;Mélange;;0,8966;;;;;;;;
ROC6;1;Non Brouté;Exclos;1;Mélange_org;;0,0982;;;;;;;;
ROC6;1;Non Brouté;Exclos;1;PV;;0,0534;;;;;;;;
ROC6;1;Non Brouté;Exclos;2;Phi.tom;1;0,5366;19,6;9,8;4,2568;2;0,5366;;;
ROC6;1;Non Brouté;Exclos;2;Sco.rev;2;0,4711;;;;;;;;
ROC6;1;Non Brouté;Exclos;2;Bry.pse;3;0,3083;;;;;;;;
ROC6;1;Non Brouté;Exclos;2;Cin.lat;4;0,1018;;;;;;;;
ROC6;1;Non Brouté;Exclos;2;Rhi.pun;5;0,0265;;;;4;0,0265;;;
ROC6;1;Non Brouté;Exclos;2;Mee.tri;6;0,0228;;;;5;0,0228;;;
ROC6;1;Non Brouté;Exclos;2;NI6;7;0,0251;;;;11;0,0251;;;
ROC6;1;Non Brouté;Exclos;2;NI7;8;0,0384;;;;2;0,0384;;enveloppe #8 = Aul.tur, pas N17;
ROC6;1;Non Brouté;Exclos;2;NI8;9;0,0055;;;;1;0,0055;;;
ROC6;1;Non Brouté;Exclos;2;NI9;10;0,0073;;;;1;0,0073;;;
ROC6;1;Non Brouté;Exclos;2;NI10;11;0,0048;;;;1;0,0048;;;
ROC6;1;Non Brouté;Exclos;2;Mélange;;1,4953;;;;;;;;
ROC6;1;Non Brouté;Exclos;2;Mélange_org;;0,3132;;;;;;;;
ROC6;1;Non Brouté;Exclos;2;PV;;0,2092;;;;11;0,2092;;;
ROC6;1;Non Brouté;Exclos;3;Mee.tri;1;0,8585;19,6;9,8;4,6729;14;0,8585;;;
ROC6;1;Non Brouté;Exclos;3;Sco.cos;2;0,3624;;;;15;0,0919;;;
ROC6;1;Non Brouté;Exclos;3;Phi.tom;3;0,0456;;;;;;;;
ROC6;1;Non Brouté;Exclos;3;NI11;4;0,0445;;;;13;0,0445;;;
ROC6;1;Non Brouté;Exclos;3;NI12;5;0,0146;;;;2;0,0146;;;
ROC6;1;Non Brouté;Exclos;3;NI13;6;0,0088;;;;1;0,0088;;;
ROC6;1;Non Brouté;Exclos;3;NI14;7;0,0108;;;;4;0,0108;;;
ROC6;1;Non Brouté;Exclos;3;NI15;8;0,0055;;;;1;0,0055;;;
ROC6;1;Non Brouté;Exclos;3;Mélange;;1,3925;;;;;;;;
ROC6;1;Non Brouté;Exclos;3;Mélange_org;;0,2761;;;;;;;;
ROC6;1;Non Brouté;Exclos;3;PV;;0,0663;;;;;;;;
ROC6;1;Non Brouté;Exclos;4;Cin.lat;1;0,3753;19,6;9,8;3,9943;;;;;
ROC6;1;Non Brouté;Exclos;4;Sco.rev;2;0,5014;;;;;;;;
ROC6;1;Non Brouté;Exclos;4;Mee.tri;3;0,2123;;;;;;;;
ROC6;1;Non Brouté;Exclos;4;Bry.pse;4;0,1341;;;;;;;;
ROC6;1;Non Brouté;Exclos;4;NI16;5;0,0504;;;;7;0,0504;;;
ROC6;1;Non Brouté;Exclos;4;NI17;6;0,0369;;;;4;0,0369;;;
ROC6;1;Non Brouté;Exclos;4;NI18;7;0,0258;;;;12;0,0258;;;
ROC6;1;Non Brouté;Exclos;4;NI19;8;0,0177;;;;2;0,0177;;;
ROC6;1;Non Brouté;Exclos;4;NI20;9;0,0202;;;;2;0,0202;;;
ROC6;1;Non Brouté;Exclos;4;NI21;10;0,0097;;;;1;0,0097;;;
ROC6;1;Non Brouté;Exclos;4;Mélange;;1,9136;;;;;;;;
ROC6;1;Non Brouté;Exclos;4;Mélange_org;;0,4271;;;;;;;;
ROC6;1;Non Brouté;Exclos;4;PV;;0,0877;;;;4;0,0877;;;
ROC6;6;Non Brouté;Exclos;1;Aul.pal;1;1,4473;19,6;19,6;3,1579;15;0,3197;;;
ROC6;6;Non Brouté;Exclos;1;Poh.nut;2;0,6628;;;;15;0,0215;;;
ROC6;6;Non Brouté;Exclos;1;Sco.rev;3;0,0992;;;;15;0,0563;;;
ROC6;6;Non Brouté;Exclos;1;NI1;4;0,0702;;;;15;0,0279;;;
ROC6;6;Non Brouté;Exclos;1;Aul.tur;5;0,0568;;;;;;;;
ROC6;6;Non Brouté;Exclos;1;NI2;6;0,0347;;;;15;0,0133;;;
ROC6;6;Non Brouté;Exclos;1;NI3;7;0,0409;;;;12;0,0409;;;
ROC6;6;Non Brouté;Exclos;1;NI4;8;0,0249;;;;7;0,0249;;;
ROC6;6;Non Brouté;Exclos;1;NI5;9;0,0173;;;;11;0,0173;;;
ROC6;6;Non Brouté;Exclos;1;Pol.sp;10;0,0112;;;;3;0,0112;;;
ROC6;6;Non Brouté;Exclos;1;Mélange;;0,3356;;;;;;;;
ROC6;6;Non Brouté;Exclos;1;Mélange_org;;0,1407;;;;;;;;
ROC6;6;Non Brouté;Exclos;1;PV;;0,1975;;;;;;;;
ROC6;6;Non Brouté;Exclos;2;Poh.nut;1;0,2802;19,6;19,6;1,5355;1;0,2802;;;
ROC6;6;Non Brouté;Exclos;2;Rhi.pun;2;0,1675;;;;15;0,1539;;estimé car aucun individu complet;
ROC6;6;Non Brouté;Exclos;2;Rhi.gra;3;0,0968;;;;15;0,0764;;estimé car aucun individu complet;
ROC6;6;Non Brouté;Exclos;2;Aul.pal;4;0,1584;;;;;;;;
ROC6;6;Non Brouté;Exclos;2;NI6;5;0,0335;;;;15;0,028;;;
ROC6;6;Non Brouté;Exclos;2;NI7;6;0,033;;;;15;0,0192;;;
ROC6;6;Non Brouté;Exclos;2;NI8;7;0,0324;;;;14;0,0324;;estimé car aucun individu complet;
ROC6;6;Non Brouté;Exclos;2;NI9;8;0,0088;;;;11;0,0088;;;
ROC6;6;Non Brouté;Exclos;2;NI10;9;0,0079;;;;6;0,0079;;;
ROC6;6;Non Brouté;Exclos;2;NI11;10;0,0068;;;;3;0,0068;;;
ROC6;6;Non Brouté;Exclos;2;NI12;11;0,0053;;;;6;0,0053;;;
ROC6;6;Non Brouté;Exclos;2;Mélange;;0,3435;;;;;;;;
ROC6;6;Non Brouté;Exclos;2;Mélange_org;;0,1081;;;;;;;;
ROC6;6;Non Brouté;Exclos;2;PV;;0,1225;;;;;;;;
ROC6;6;Non Brouté;Exclos;3;Aul.tur;1;2,7528;19,6;19,6;4,8304;15;0,0744;;;
ROC6;6;Non Brouté;Exclos;3;Aul.pal;2;0,5853;;;;15;0,0979;;;
ROC6;6;Non Brouté;Exclos;3;Pol.sp;3;0,1094;;;;15;0,0163;;;
ROC6;6;Non Brouté;Exclos;3;NI13;4;0,0152;;;;7;0,0152;;;
ROC6;6;Non Brouté;Exclos;3;NI14;5;0,0119;;;;12;0,009;;;
ROC6;6;Non Brouté;Exclos;3;Mélange;;0,1816;;;;;;;;
ROC6;6;Non Brouté;Exclos;3;Mélange_org;;0,1274;;;;;;;;
ROC6;6;Non Brouté;Exclos;3;PV;;0,6189;;;;;;;;
ROC6;6;Brouté;Témoin;1;Aul.pal;1;1,6281;19,6;9,8;2,5358;;;;;
ROC6;6;Brouté;Témoin;1;Sco.rev;2;0,1397;;;;;;;;
ROC6;6;Brouté;Témoin;1;Phi.tom;3;0,0732;;;;;;;;
ROC6;6;Brouté;Témoin;1;Aul.tur;4;0,0614;;;;7;0,0614;;;
ROC6;6;Brouté;Témoin;1;NI1;5;0,0131;;;;13;0,0131;;;
ROC6;6;Brouté;Témoin;1;NI2;6;0,0299;;;;5;0,0299;;;
ROC6;6;Brouté;Témoin;1;NI3;7;0,0069;;;;8;0,0069;;;
ROC6;6;Brouté;Témoin;1;NI4;8;0,0058;;;;4;0,0058;;;
ROC6;6;Brouté;Témoin;1;NI5;9;0,0058;;;;3;0,0058;;;
ROC6;6;Brouté;Témoin;1;NI6;10;0,0022;;;;3;0,0022;;;
ROC6;6;Brouté;Témoin;1;NI7;11;0,0006;;;;1;0,0006;;;
ROC6;6;Brouté;Témoin;1;PV;;0,1014;;;;;;;;
ROC6;6;Brouté;Témoin;1;Mélange ;;0,0474;;;;;;;;
ROC6;6;Brouté;Témoin;1;Mélange_org;;0,0242;;;;;;;;
ROC6;6;Brouté;Témoin;2;Aul.pal;1;0,5528;19,6;19,6;4,7764;;;;;
ROC6;6;Brouté;Témoin;2;Sco.rev;2;0,4655;;;;;;;;
ROC6;6;Brouté;Témoin;2;Phi.tom;3;0,2899;;;;;;;;
ROC6;6;Brouté;Témoin;2;Cal.ric;4;0,1144;;;;;;;;
ROC6;6;Brouté;Témoin;2;Aul.tur;5;0,1726;;;;10;0,1726;;;
ROC6;6;Brouté;Témoin;2;Cin.lat;6;0,0718;;;;10;0,0718;;;
ROC6;6;Brouté;Témoin;2;Dre.arc;7;0,0594;;;;15;0,0594;;;
ROC6;6;Brouté;Témoin;2;Mee.tri;8;0,0738;;;;15;0,0738;;;
ROC6;6;Brouté;Témoin;2;NI8;9;0,0222;;;;5;0,0222;;;
ROC6;6;Brouté;Témoin;2;NI9;10;0,0225;;;;10;0,0225;;;
ROC6;6;Brouté;Témoin;2;NI10;11;0,0174;;;;4;0,0174;;;
ROC6;6;Brouté;Témoin;2;PV;;0,4541;;;;;;;;
ROC6;6;Brouté;Témoin;2;Mélange;;1,5239;;;;;;;;
ROC6;6;Brouté;Témoin;2;Mélange_org;;0,1786;;;;;;;;
ROC6;6;Brouté;Témoin;3;Aul.pal;1;0,8673;19,6;9,8;1,2899;;;;;
ROC6;6;Brouté;Témoin;3;Phi.tom;2;0,0488;;;;;;;;
ROC6;6;Brouté;Témoin;3;Sco.rev;3;0,0959;;;;;;;;
ROC6;6;Brouté;Témoin;3;Mee.tri;4;0,0341;;;;8;0,0341;;;
ROC6;6;Brouté;Témoin;3;Bry.pse;5;0,0134;;;;;;;;
ROC6;6;Brouté;Témoin;3;NI11;6;0,0202;;;;5;0,0202;;;
ROC6;6;Brouté;Témoin;3;NI12;7;0,0039;;;;2;0,0039;;;
ROC6;6;Brouté;Témoin;3;NI13;8;0,0064;;;;2;0,0064;;;
ROC6;6;Brouté;Témoin;3;NI14;9;0,0018;;;;2;0,0018;;;
ROC6;6;Brouté;Témoin;3;PV;;0,0266;;;;;;;;
ROC6;6;Brouté;Témoin;4;Sco.rev;1;0,4728;19,6;19,6;5,3954;;;;;
ROC6;6;Brouté;Témoin;4;Bry.pse;2;0,2115;;;;;;;;
ROC6;6;Brouté;Témoin;4;Cal.ric;3;0,0785;;;;15;0,0261;;;
ROC6;6;Brouté;Témoin;4;Cin.lat;4;0,0469;;;;14;0,0469;;;
ROC6;6;Brouté;Témoin;4;Phi.tom;5;0,0462;;;;;;;;
ROC6;6;Brouté;Témoin;4;NI15;6;0,0499;;;;14;0,0499;;;
ROC6;6;Brouté;Témoin;4;NI16;7;0,0391;;;;12;0,0391;;;
ROC6;6;Brouté;Témoin;4;Bry.pse;8;0,0678;;;;;;;;
ROC6;6;Brouté;Témoin;4;NI17;9;0,0325;;;;8;0,0325;;;
ROC6;6;Brouté;Témoin;4;NI18;10;0,0021;;;;5;0,0021;;;
ROC6;6;Brouté;Témoin;4;PV;;0,7559;;;;;;;;
ROC6;6;Brouté;Témoin;4;Mélange;;2,3799;;;;;;;;
ROC6;6;Brouté;Témoin;4;Mélange_org;;0,1908;;;;;;;;
ROC6;10;Non Brouté;Exclos;1;Phi.tom;1;0,4038;19,6;9,8;2,3227;;;;;
ROC6;10;Non Brouté;Exclos;1;Bry.pse;2;0,1992;;;;;;;;
ROC6;10;Non Brouté;Exclos;1;Dre.arc;3;0,1537;;;;;;;;
ROC6;10;Non Brouté;Exclos;1;Sco.rev;4;0,0806;;;;;;;;
ROC6;10;Non Brouté;Exclos;1;Aul.pal;5;0,0639;;;;;;;;
ROC6;10;Non Brouté;Exclos;1;Mee.tri;6;0,0387;;;;15;0,0222;;;
ROC6;10;Non Brouté;Exclos;1;Bry.pse;7;0,0152;;;;8;0,0152;;estimé car aucun individu complet;
ROC6;10;Non Brouté;Exclos;1;NI1;8;0,0166;;;;8;0,0166;;;
ROC6;10;Non Brouté;Exclos;1;NI2;9;0,0022;;;;1;0,0022;;;
ROC6;10;Non Brouté;Exclos;1;NI3;10;0,0018;;;;4;0,0018;;;
ROC6;10;Non Brouté;Exclos;1;NI4;11;0,0008;;;;1;0,0008;;;
ROC6;10;Non Brouté;Exclos;1;Lichen;;0,0809;;;;;;;;
ROC6;10;Non Brouté;Exclos;1;PV;;0,2614;;;;;;;;
ROC6;10;Non Brouté;Exclos;1;Mélange;;0,5787;;;;;;;;
ROC6;10;Non Brouté;Exclos;1;Mélange_org;;0,2595;;;;;;;;
ROC6;10;Non Brouté;Exclos;2;Phi.tom;1;0,8636;19,6;19,6;3,957;;;;;
ROC6;10;Non Brouté;Exclos;2;Bry.pse;2;0,2276;;;;;;;;
ROC6;10;Non Brouté;Exclos;2;Sco.rev;3;0,1364;;;;;;;;
ROC6;10;Non Brouté;Exclos;2;Rhi.gra;4;0,0481;;;;14;0,0481;;;
ROC6;10;Non Brouté;Exclos;2;Dre.arc;5;0,0452;;;;;;;;
ROC6;10;Non Brouté;Exclos;2;Rhi.pun;6;0,222;;;;;;;;
ROC6;10;Non Brouté;Exclos;2;NI5;7;0,0299;;;;8;0,0299;;;
ROC6;10;Non Brouté;Exclos;2;NI6;8;0,0269;;;;15;0,0019;;;
ROC6;10;Non Brouté;Exclos;2;NI7;9;0,0135;;;;7;0,0135;;;
ROC6;10;Non Brouté;Exclos;2;NI8;10;0,0134;;;;4;0,0134;;;
ROC6;10;Non Brouté;Exclos;2;NI9;11;0,0063;;;;9;0,0063;;;
ROC6;10;Non Brouté;Exclos;2;NI10;12;0,0063;;;;10;0,0063;;;
ROC6;10;Non Brouté;Exclos;2;NI11;13;0,0017;;;;6;0,0017;;;
ROC6;10;Non Brouté;Exclos;2;PV;;0,2777;;;;;;;;
ROC6;10;Non Brouté;Exclos;2;Lichen;;0,1363;;;;;;;;
ROC6;10;Non Brouté;Exclos;2;Mélange;;1,6866;;;;;;;;
ROC6;10;Non Brouté;Exclos;2;Mélange_org;;0,8646;;;;;;;;
ROC6;10;Non Brouté;Exclos;3;Phi.tom;1;0,7278;19,6;9,8;2,8145;;;;;
ROC6;10;Non Brouté;Exclos;3;Poh.nut+Bry.sp;2;0,1006;;;;15;0,0153;;;
ROC6;10;Non Brouté;Exclos;3;Aul.pal;3;0,0946;;;;;;;;
ROC6;10;Non Brouté;Exclos;3;Sco.rev;4;0,1023;;;;;;;;
ROC6;10;Non Brouté;Exclos;3;NI12;5;0,0558;;;;15;0,0137;;;
ROC6;10;Non Brouté;Exclos;3;Bry.pse;6;0,0528;;;;;;;;
ROC6;10;Non Brouté;Exclos;3;Rhi.pun;7;0,0354;;;;;;;;
ROC6;10;Non Brouté;Exclos;3;NI13;8;0,0204;;;;13;0,0204;;;
ROC6;10;Non Brouté;Exclos;3;NI14;9;0,0177;;;;13;0,0177;;;
ROC6;10;Non Brouté;Exclos;3;NI15;10;0,0146;;;;15;0,0146;;;
ROC6;10;Non Brouté;Exclos;3;NI16;11;0,0036;;;;4;0,0036;;;
ROC6;10;Non Brouté;Exclos;3;NI17;12;0,0039;;;;3;0,0039;;;
ROC6;10;Non Brouté;Exclos;3;NI18;13;0,0006;;;;1;0,0006;;enveloppe vide, nombre d'individu estimé;
ROC6;10;Non Brouté;Exclos;3;PV;;0,1152;;;;;;;;
ROC6;10;Non Brouté;Exclos;3;Lichen;;0,0318;;;;;;;;
ROC6;10;Non Brouté;Exclos;3;Mélange;;0,9921;;;;;;;;
ROC6;10;Non Brouté;Exclos;3;Mélange_org;;0,431;;;;;;;;
ROC6;10;Non Brouté;Exclos;4;NI19;1;0,1276;19,6;19,6;4,3856;15;0,0042;;;
ROC6;10;Non Brouté;Exclos;4;Mee.tri;2;0,0601;;;;15;0,02;;;
ROC6;10;Non Brouté;Exclos;4;Phi.tom;3;0,0532;;;;;;;;
ROC6;10;Non Brouté;Exclos;4;Rhi.pun;4;0,0302;;;;;;;;
ROC6;10;Non Brouté;Exclos;4;Aul.pal;5;0,0439;;;;;;;;
ROC6;10;Non Brouté;Exclos;4;NI20;6;0,1591;;;;;;;enveloppe vide;
ROC6;10;Non Brouté;Exclos;4;NI21;7;0,0079;;;;5;0,0079;;;
ROC6;10;Non Brouté;Exclos;4;NI22;8;0,0055;;;;3;0,0055;;;
ROC6;10;Non Brouté;Exclos;4;NI23;9;0,0025;;;;2;0,0025;;;
ROC6;10;Non Brouté;Exclos;4;NI24;10;0,0035;;;;2;0,0035;;;
ROC6;10;Non Brouté;Exclos;4;NI25;11;0,0007;;;;1;0,0007;;;
ROC6;10;Non Brouté;Exclos;4;PV;;0,2602;;;;;;;;
ROC6;10;Non Brouté;Exclos;4;Lichen;;0,1395;;;;;;;;
ROC6;10;Non Brouté;Exclos;4;Mélange;;3,0102;;;;;;;;
ROC6;10;Non Brouté;Exclos;4;Mélange_org;;0,5439;;;;;;;;
ROC6;10;Brouté;Témoin;1;Aul.pal;1;0,5802;19,6;19,6;2,6925;;;;;
ROC6;10;Brouté;Témoin;1;Aul.tur;2;0,2284;;;;;;;;
ROC6;10;Brouté;Témoin;1;Phi.tom;3;0,1908;;;;;;;;
ROC6;10;Brouté;Témoin;1;Bry.pse;4;0,0456;;;;;;;;
ROC6;10;Brouté;Témoin;1;Sco.cos;5;0,0428;;;;;;;;
ROC6;10;Brouté;Témoin;1;NI1;6;0,0788;;;;10;0,0788;;;
ROC6;10;Brouté;Témoin;1;NI2;7;0,0439;;;;11;0,0439;;;
ROC6;10;Brouté;Témoin;1;NI3;8;0,0045;;;;3;0,0045;;;
ROC6;10;Brouté;Témoin;1;NI4;9;0,0051;;;;3;0,0051;;;
ROC6;10;Brouté;Témoin;1;NI5;10;0,0033;;;;6;0,0033;;;
ROC6;10;Brouté;Témoin;1;NI6;11;0,0026;;;;2;0,0026;;;
ROC6;10;Brouté;Témoin;1;Lichen;;0,018;;;;;;;;
ROC6;10;Brouté;Témoin;1;PV;;0,0242;;;;;;;;
ROC6;10;Brouté;Témoin;1;Mélange;;0,9777;;;;;;;;
ROC6;10;Brouté;Témoin;1;Mélange_org;;0,335;;;;;;;;
ROC6;10;Brouté;Témoin;2;Bry.pse;1;0,4284;19,6;9,8;3,6606;;;;;
ROC6;10;Brouté;Témoin;2;Aul.pal;2;0,5682;;;;;;;;
ROC6;10;Brouté;Témoin;2;Sco.rev;3;0,3542;;;;;;;;
ROC6;10;Brouté;Témoin;2;Mee.tri;4;0,0392;;;;9;0,0392;;;
ROC6;10;Brouté;Témoin;2;NI7;5;0,0472;;;;10;0,0472;;;
ROC6;10;Brouté;Témoin;2;NI8;6;0,0305;;;;4;0,0305;;;
ROC6;10;Brouté;Témoin;2;Lichen;;0,0073;;;;;;;;
ROC6;10;Brouté;Témoin;2;PV;;0,1427;;;;;;;;
ROC6;10;Brouté;Témoin;2;Mélange;;1,5736;;;;;;;;
ROC6;10;Brouté;Témoin;2;Mélange_org;;0,0372;;;;;;;;
ROC6;10;Brouté;Témoin;3;Aul.tur;1;0,5119;19,6;9,8;4,4844;;;;;
ROC6;10;Brouté;Témoin;3;Bry.pse;2;0,1453;;;;;;;;
ROC6;10;Brouté;Témoin;3;Cal.ric;3;0,1379;;;;15;0,0097;;;
ROC6;10;Brouté;Témoin;3;Sco.cos;4;0,21;;;;;;;;
ROC6;10;Brouté;Témoin;3;Tom.nit;5;0,1312;;;;12;0,1312;;;
ROC6;10;Brouté;Témoin;3;Cin.lat;6;0,0361;;;;7;0,0361;;;
ROC6;10;Brouté;Témoin;3;Aul.pal;7;0,0579;;;;;;;;
ROC6;10;Brouté;Témoin;3;NI9;8;0,0283;;;;15;0,0084;;;
ROC6;10;Brouté;Témoin;3;NI10;9;0,0306;;;;11;0,0306;;;
ROC6;10;Brouté;Témoin;3;NI11;10;0,0286;;;;5;0,0286;;;
ROC6;10;Brouté;Témoin;3;NI12;11;0,0186;;;;12;0,0186;;;
ROC6;10;Brouté;Témoin;3;NI13;12;0,0138;;;;13;0,0138;;;
ROC6;10;Brouté;Témoin;3;NI14;13;0,0069;;;;2;0,0069;;;
ROC6;10;Brouté;Témoin;3;NI15;14;0,0009;;;;2;0,0009;;;
ROC6;10;Brouté;Témoin;3;NI16;15;0,0039;;;;2;0,0039;;;
ROC6;10;Brouté;Témoin;3;Lichen;;0,0956;;;;;;;;
ROC6;10;Brouté;Témoin;3;PV;;0,1863;;;;;;;;
ROC6;10;Brouté;Témoin;3;Mélange;;1,9787;;;;;;;;
ROC6;10;Brouté;Témoin;3;Mélange_org;;0,5012;;;;;;;;
ROC6;14;Non Brouté;Exclos;3;NI1;1;0,2591;19,6;9,8;1,4873;15;0,0221;;;
ROC6;14;Non Brouté;Exclos;3;Rhi.gra;2;0,0097;;;;4;0,0097;;;
ROC6;14;Non Brouté;Exclos;3;Dre.arc;3;0,0097;;;;8;0,0097;;;
ROC6;14;Non Brouté;Exclos;3;NI2;4;0,0129;;;;4;0,0129;;;
ROC6;14;Non Brouté;Exclos;3;NI3;5;0,0009;;;;3;0,0097;;;
ROC6;14;Non Brouté;Exclos;3;NI4;6;0,0007;;;;2;0,0007;;;
ROC6;14;Non Brouté;Exclos;3;NI5;7;0,0007;;;;2;0,0007;;;
ROC6;14;Non Brouté;Exclos;3;PV;;0,7037;;;;;;;;
ROC6;14;Non Brouté;Exclos;4;Aul.tur;1;0,8818;19,6;19,6;5,2078;;;;;
ROC6;14;Non Brouté;Exclos;4;Aul.pal;2;0,5837;;;;;;;;
ROC6;14;Non Brouté;Exclos;4;NI6;3;0,0216;;;;12;0,0216;;;
ROC6;14;Non Brouté;Exclos;4;NI7;4;0,0171;;;;14;0,0171;;;
ROC6;14;Non Brouté;Exclos;4;Mélange;;0,0481;;;;;;;;
ROC6;14;Non Brouté;Exclos;4;Mélange_org;;0,0284;;;;;;;;
ROC6;14;Non Brouté;Exclos;4;PV;;0,6186;;;;;;;;
ROC6;14;Brouté;Témoin;1;Bra.alb;1;0,3032;19,6;9,8;2,7306;;;;;
ROC6;14;Brouté;Témoin;1;Sco.rev;2;0,0891;;;;15;0,0891;;;
ROC6;14;Brouté;Témoin;1;Rhi.gra;3;0,0538;;;;15;0,0332;;;
ROC6;14;Brouté;Témoin;1;Aul.tur;4;0,0164;;;;2;0,0164;;;
ROC6;14;Brouté;Témoin;1;Mee.tri;5;0,0204;;;;9;0,0192;;;
ROC6;14;Brouté;Témoin;1;Phi.tom;6;0,0115;;;;;;;;
ROC6;14;Brouté;Témoin;1;Rhi.pun;7;0,001;;;;;;;;
ROC6;14;Brouté;Témoin;1;Aul.pal;8;0,0057;;;;;;;;
ROC6;14;Brouté;Témoin;1;NI1;9;0,0005;;;;2;0,0005;;;
ROC6;14;Brouté;Témoin;1;Mélange;;1,4688;;;;;;;;
ROC6;14;Brouté;Témoin;1;Mélange_org;;0,8776;;;;;;;;
ROC6;14;Brouté;Témoin;1;PV;;0,1105;;;;;;;;
ROC6;14;Brouté;Témoin;2;Phi.tom;1;0,8638;19,6;9,8;1,7736;;;;;
ROC6;14;Brouté;Témoin;2;Aul.pal;2;0,2874;;;;;;;;
ROC6;14;Brouté;Témoin;2;Mee.tri;3;0,1609;;;;;;;;
ROC6;14;Brouté;Témoin;2;Sco.rev;4;0,0317;;;;;;;;
ROC6;14;Brouté;Témoin;2;Cal.ric;5;0,0108;;;;8;0,0098;;;
ROC6;14;Brouté;Témoin;2;Rhi.pun;6;0,0134;;;;6;0,0134;;;
ROC6;14;Brouté;Témoin;2;NI2;7;0,0209;;;;8;0,0209;;;
ROC6;14;Brouté;Témoin;2;NI3;8;0,0095;;;;7;0,0095;;;
ROC6;14;Brouté;Témoin;2;NI4;9;0,0002;;;;1;0,0002;;;
ROC6;14;Brouté;Témoin;2;Mélange_org;;0,0802;;;;;;;;
ROC6;14;Brouté;Témoin;2;Mélange;;0,8813;;;;;;;;
ROC6;14;Brouté;Témoin;2;PV;;0,0228;;;;;;;;
ROC6;14;Brouté;Témoin;3;Phi.tom;1;1,4978;19,6;9,8;4,0373;;;;;
ROC6;14;Brouté;Témoin;3;Rhi.gra;2;0,0977;;;;;;;;
ROC6;14;Brouté;Témoin;3;Mee.tri;3;0,0933;;;;;;;;
ROC6;14;Brouté;Témoin;3;Sco.rev;4;0,0167;;;;;;;;
ROC6;14;Brouté;Témoin;3;Pol.sp;5;0,0059;;;;2;0,0059;;;
ROC6;14;Brouté;Témoin;3;Cal.ric;6;0,0086;;;;;;;;
