Date,Parcelle,Traitement,Exclos,Motte,Motte_enveloppe,Sp,Sp_enveloppe,Nbr_Tiges,Nbr_individu_repro
06/08/18,B1,PR,Temoin,H4,2,Pol.viv,2,0,
06/08/18,B1,PR,Temoin,H4,2,Ste.lon,3,0,
06/08/18,B1,PR,Temoin,H4,2,Poa.arc,4,0,
06/08/18,B1,PR,Temoin,H4,2,Luz.niv,5,7,
06/08/18,B1,PR,Temoin,H4,2,Arc.lat,6,0,
06/08/18,B1,PR,Temoin,D4,3,Sal.arc,1,2,
06/08/18,B1,PR,Temoin,D4,3,Pol.viv,2,0,
06/08/18,B1,PR,Temoin,D4,3,Ste.lon,3,1,
06/08/18,B1,PR,Temoin,D4,3,Poa.arc,4,0,
06/08/18,B1,PR,Temoin,D4,3,Luz.niv,5,0,
06/08/18,B1,PR,Temoin,D4,3,Arc.lat,6,2,
06/08/18,B1,PR,Temoin,D2,4,Sal.arc,1,1,
06/08/18,B1,PR,Temoin,D2,4,Pol.viv,2,0,
06/08/18,B1,PR,Temoin,D2,4,Ste.lon,3,1,
06/08/18,B1,PR,Temoin,D2,4,Poa.arc,4,0,
06/08/18,B1,PR,Temoin,D2,4,Luz.niv,5,1,
06/08/18,B1,PR,Temoin,D2,4,Arc.lat,6,0,
06/08/18,A1,PR,Exclos,C1,1,Sal.arc,1,5,
06/08/18,A1,PR,Exclos,C1,1,Arc.lat,2,4,
06/08/18,A1,PR,Exclos,C1,1,Luz.con,3,1,
06/08/18,A1,PR,Exclos,C1,1,Pol.viv,4,0,
06/08/18,A1,PR,Exclos,C1,1,Luz.niv,5,1,
06/08/18,A1,PR,Exclos,A5,2,Sal.arc,1,4,
06/08/18,A1,PR,Exclos,A5,2,Arc.lat,2,4,
06/08/18,A1,PR,Exclos,A5,2,Luz.con,3,0,
06/08/18,A1,PR,Exclos,H5,3,Sal.arc,1,3,
06/08/18,A1,PR,Exclos,H5,3,Arc.lat,2,1,
06/08/18,A1,PR,Exclos,H5,3,Luz.con,3,3,
06/08/18,A1,PR,Exclos,H5,3,Pol.viv,4,2,
06/08/18,A1,PR,Exclos,H2,4,Sal.arc,1,0,
06/08/18,A1,PR,Exclos,H2,4,Arc.lat,2,7,1
06/08/18,A1,PR,Exclos,H2,4,Luz.con,3,0,
06/08/18,A1,PR,Exclos,H2,4,Pol.viv,4,4,
06/08/18,A1,PR,Exclos,H2,4,Luz.niv,5,3,
06/08/18,A1,PR,Temoin,C6,1,Sal.arc,1,2,
06/08/18,A1,PR,Temoin,C6,1,Arc.lat,2,5,
06/08/18,A1,PR,Temoin,C6,1,Pol.viv,3,1,
06/08/18,A1,PR,Temoin,C6,1,Luz.niv,4,0,
06/08/18,A1,PR,Temoin,E5,2,Sal.arc,1,13,
06/08/18,A1,PR,Temoin,E5,2,Arc.lat,2,2,
06/08/18,A1,PR,Temoin,E5,2,Pol.viv,3,0,
06/08/18,A1,PR,Temoin,E5,2,Luz.niv,4,9,
06/08/18,A1,PR,Temoin,E4,3,Sal.arc,1,5,
06/08/18,A1,PR,Temoin,E4,3,Arc.lat,2,0,
06/08/18,A1,PR,Temoin,E4,3,Pol.viv,3,1,
06/08/18,A1,PR,Temoin,E4,3,Luz.niv,4,12,1
06/08/18,A1,PR,Temoin,E4,3,Ste.lon,5,1,
06/08/18,A1,PR,Temoin,F2,4,Sal.arc,1,0,
06/08/18,A1,PR,Temoin,F2,4,Arc.lat,2,0,
06/08/18,A1,PR,Temoin,F2,4,Pol.viv,3,0,
06/08/18,A1,PR,Temoin,F2,4,Luz.niv,4,0,
06/08/18,A1,PR,Temoin,F2,4,Ste.lon,5,0,
06/08/18,A1,PR,Temoin,F2,4,Fes.sp,6,1,
06/08/18,Roc7,10,Exclos,E5,1,Dup.fis,1,13,
06/08/18,Roc7,10,Exclos,E5,1,Poa.arc,2,7,
06/08/18,Roc7,10,Exclos,E5,1,Hie.pau,3,10,1
06/08/18,Roc7,10,Exclos,E5,1,Eri.sch,4,2,
06/08/18,Roc7,10,Exclos,E5,1,Ste.lon,5,2,
06/08/18,Roc7,10,Exclos,E5,1,Car.aqu,6,2,
06/08/18,Roc7,10,Exclos,E6,2,Dup.fis,1,9,
06/08/18,Roc7,10,Exclos,E6,2,Poa.arc,2,4,
06/08/18,Roc7,10,Exclos,E6,2,Hie.pau,3,4,
06/08/18,Roc7,10,Exclos,E6,2,Eri.sch,4,1,
06/08/18,Roc7,10,Exclos,E6,2,Ste.lon,5,9,2
06/08/18,Roc7,10,Exclos,E1,3,Dup.fis,1,8,
06/08/18,Roc7,10,Exclos,E1,3,Poa.arc,2,5,3
06/08/18,Roc7,10,Exclos,E1,3,Hie.pau,3,3,
06/08/18,Roc7,10,Exclos,E1,3,Eri.sch,4,3,
06/08/18,Roc7,10,Exclos,E1,3,Ste.lon,5,2,2
06/08/18,Roc7,10,Exclos,E1,3,Car.aqu,6,2,
06/08/18,Roc7,10,Exclos,G1,4,Dup.fis,1,9,
06/08/18,Roc7,10,Exclos,G1,4,Poa.arc,2,4,2
06/08/18,Roc7,10,Exclos,G1,4,Hie.pau,3,6,
06/08/18,Roc7,10,Exclos,G1,4,Eri.sch,4,3,
06/08/18,Roc7,10,Exclos,G1,4,Ste.lon,5,1,
06/08/18,Roc7,10,Exclos,G1,4,Car.aqu,6,2,
07/08/18,Roc7,14,Temoin,D6,1,Hie.pau,1,143,4
07/08/18,Roc7,14,Temoin,D6,1,Dup.fis,2,15,
07/08/18,Roc7,14,Temoin,D6,1,Eri.sch,3,0,
07/08/18,Roc7,14,Temoin,D6,1,Ped.alb,4,0,
07/08/18,Roc7,14,Temoin,D6,1,Poa.arc,5,6,
07/08/18,Roc7,14,Temoin,C4,2,Hie.pau,1,136,7
07/08/18,Roc7,14,Temoin,C4,2,Dup.fis,2,2,
07/08/18,Roc7,14,Temoin,C4,2,Eri.sch,3,1,
07/08/18,Roc7,14,Temoin,C4,2,Ped.alb,4,1,
07/08/18,Roc7,14,Temoin,C4,2,Poa.arc,5,0,
07/08/18,Roc7,14,Temoin,C6,3,Hie.pau,1,120,10
07/08/18,Roc7,14,Temoin,C6,3,Dup.fis,2,2,
07/08/18,Roc7,14,Temoin,C6,3,Eri.sch,3,0,
07/08/18,Roc7,14,Temoin,C6,3,Ped.alb,4,1,
07/08/18,Roc7,14,Temoin,C6,3,Poa.arc,5,2,
07/08/18,Roc7,14,Temoin,H2,4,Hie.pau,1,117,
07/08/18,Roc7,14,Temoin,H2,4,Dup.fis,2,28,
07/08/18,Roc7,14,Temoin,H2,4,Eri.sch,3,0,
07/08/18,Roc7,14,Temoin,H2,4,Ped.alb,4,0,
07/08/18,Roc7,14,Temoin,H2,4,Poa.arc,5,4,
07/08/18,Roc7,14,Exclos,D7,1,Poa.arc,1,137,
07/08/18,Roc7,14,Exclos,D7,1,Hie.pau,2,0,
07/08/18,Roc7,14,Exclos,D7,1,Dup.fis,3,3,
07/08/18,Roc7,14,Exclos,D7,1,Eri.sch,4,12,
07/08/18,Roc7,14,Exclos,D7,1,Car.aqu,5,0,
07/08/18,Roc7,14,Exclos,D7,1,Sax.fol,6,,
07/08/18,Roc7,14,Exclos,D7,1,Ste.lon,7,,
07/08/18,Roc7,14,Exclos,H3,2,Poa.arc,1,155,11
07/08/18,Roc7,14,Exclos,H3,2,Hie.pau,2,14,
07/08/18,Roc7,14,Exclos,H3,2,Dup.fis,3,11,
07/08/18,Roc7,14,Exclos,H3,2,Eri.sch,4,8,
07/08/18,Roc7,14,Exclos,H3,2,Car.aqu,5,1,
07/08/18,Roc7,14,Exclos,H3,2,Sax.fol,6,0,
07/08/18,Roc7,14,Exclos,H3,2,Ste.lon,7,0,
07/08/18,Roc7,14,Exclos,A4,3,Poa.arc,1,3,1
07/08/18,Roc7,14,Exclos,A4,3,Hie.pau,2,65,
07/08/18,Roc7,14,Exclos,A4,3,Dup.fis,3,12,
07/08/18,Roc7,14,Exclos,A4,3,Eri.sch,4,2,
07/08/18,Roc7,14,Exclos,A4,3,Car.aqu,5,1,
07/08/18,Roc7,14,Exclos,A4,3,Sax.fol,6,1,
07/08/18,Roc7,14,Exclos,A4,3,Ste.lon,7,12,
07/08/18,Roc7,14,Exclos,C8,4,Poa.arc,1,164,
07/08/18,Roc7,14,Exclos,C8,4,Hie.pau,2,0,
07/08/18,Roc7,14,Exclos,C8,4,Dup.fis,3,17,
07/08/18,Roc7,14,Exclos,C8,4,Eri.sch,4,24,
07/08/18,Roc7,14,Exclos,C8,4,Car.aqu,5,0,
07/08/18,Roc7,14,Exclos,C8,4,Sax.fol,6,0,
07/08/18,Roc7,14,Exclos,C8,4,Ste.lon,7,3,
07/08/18,35,PS,Temoin,B4,1,Dup.fis,1,24,
07/08/18,35,PS,Temoin,B4,1,Eri.sch,2,4,
07/08/18,35,PS,Temoin,B4,1,Car.aqu,3,0,
07/08/18,35,PS,Temoin,E3,2,Dup.fis,1,11,
07/08/18,35,PS,Temoin,E3,2,Eri.sch,2,2,
07/08/18,35,PS,Temoin,E3,2,Car.aqu,3,0,
07/08/18,35,PS,Temoin,C4,3,Dup.fis,1,27,
07/08/18,35,PS,Temoin,C4,3,Eri.sch,2,0,
07/08/18,35,PS,Temoin,C4,3,Car.aqu,3,7,
07/08/18,35,PS,Temoin,A2,4,Dup.fis,1,10,
07/08/18,35,PS,Temoin,A2,4,Eri.sch,2,3,
07/08/18,35,PS,Temoin,A2,4,Car.aqu,3,5,
07/08/18,35,PS,Exclos,H7,4,Dup.fis,1,29,1
07/08/18,35,PS,Exclos,H7,4,Car.aqu,2,9,2
07/08/18,35,PS,Exclos,H7,4,Eri.sch,3,13,
07/08/18,35,PS,Exclos,H7,4,Caryo.sp,4,0,
07/08/18,35,PS,Exclos,H7,4,Hie.pau,5,6,
07/08/18,35,PS,Exclos,H7,4,Fes.sp,6,5,
07/08/18,35,PS,Exclos,F1,1,Dup.fis,1,11,
07/08/18,35,PS,Exclos,F1,1,Car.aqu,2,9,2
07/08/18,35,PS,Exclos,F1,1,Eri.sch,3,2,
07/08/18,35,PS,Exclos,F1,1,Caryo.sp,4,2,
07/08/18,35,PS,Exclos,F1,1,Hie.pau,5,0,
07/08/18,35,PS,Exclos,F1,1,Fes.sp,6,0,
07/08/18,35,PS,Exclos,F8,2,Dup.fis,1,19,
07/08/18,35,PS,Exclos,F8,2,Car.aqu,2,8,
07/08/18,35,PS,Exclos,F8,2,Eri.sch,3,5,
07/08/18,35,PS,Exclos,F8,2,Caryo.sp,4,0,
07/08/18,35,PS,Exclos,F8,2,Hie.pau,5,2,
07/08/18,35,PS,Exclos,F8,2,Fes.sp,6,0,
07/08/18,35,PS,Exclos,E2,3,Dup.fis,1,21,
07/08/18,35,PS,Exclos,E2,3,Car.aqu,2,2,
07/08/18,35,PS,Exclos,E2,3,Eri.sch,3,10,
07/08/18,35,PS,Exclos,E2,3,Caryo.sp,4,0,
07/08/18,35,PS,Exclos,E2,3,Hie.pau,5,0,
07/08/18,35,PS,Exclos,E2,3,Fes.sp,6,0,
07/08/18,C1,PR,Temoin,E8,1,Sal.arc,1,2,
07/08/18,C1,PR,Temoin,F6,2,Sal.arc,1,4,
07/08/18,C1,PR,Temoin,F6,2,Poa.arc,2,1,
07/08/18,C1,PR,Temoin,F6,2,Sax.opp,3,1,
07/08/18,C1,PR,Temoin,F7,3,Sal.arc,1,0,
07/08/18,C1,PR,Temoin,F7,3,Poa.arc,2,0,
07/08/18,C1,PR,Temoin,F7,3,Sax.opp,3,0,
07/08/18,C1,PR,Temoin,F7,3,Arc.lat,4,4,
07/08/18,C1,PR,Temoin,F7,3,Pol.viv,5,1,
07/08/18,C1,PR,Temoin,F7,3,Luz.niv,6,7,
07/08/18,C1,PR,Temoin,D4,4,Sal.arc,1,3,
07/08/18,C1,PR,Temoin,D4,4,Poa.arc,2,0,
07/08/18,C1,PR,Temoin,D4,4,Sax.opp,3,0,
07/08/18,C1,PR,Temoin,D4,4,Arc.lat,4,4,
07/08/18,C1,PR,Temoin,D4,4,Pol.viv,5,0,
07/08/18,C1,PR,Temoin,D4,4,Luz.niv,6,0,
07/08/18,C1,PR,Exclos,E6,2,Arc.lat,1,4,
07/08/18,C1,PR,Exclos,E6,2,Luz.niv,2,2,
07/08/18,C1,PR,Exclos,E6,2,Sal.arc,3,4,
07/08/18,C1,PR,Exclos,C5,1,Arc.lat,1,4,
07/08/18,C1,PR,Exclos,C5,1,Luz.niv,2,2,
07/08/18,C1,PR,Exclos,C5,1,Sal.arc,3,2,
07/08/18,C1,PR,Exclos,F5,3,Arc.lat,1,6,
07/08/18,C1,PR,Exclos,F5,3,Luz.niv,2,0,
07/08/18,C1,PR,Exclos,F5,3,Sal.arc,3,11,
07/08/18,C1,PR,Exclos,G4,4,Arc.lat,1,3,
07/08/18,C1,PR,Exclos,G4,4,Luz.niv,2,9,
07/08/18,C1,PR,Exclos,G4,4,Sal.arc,3,1,
07/08/18,C1,PR,Exclos,G4,4,Pol.viv,4,1,
07/08/18,C1,PR,Exclos,G4,4,Poa.arc,5,2,
,ROC7,6,Temoin,E4,2,Hie.pau,1,6,
,ROC7,6,Temoin,E4,2,Ped.alb,2,2,
,ROC7,6,Temoin,E4,2,Eri.sch,3,1,
,ROC7,6,Temoin,E4,2,Dup.fis,4,1,
,ROC7,6,Temoin,E4,2,Car.aqu,5,0,
,ROC7,6,Temoin,G2,1,Hie.pau,1,10,
,ROC7,6,Temoin,G2,1,Ped.alb,2,0,
,ROC7,6,Temoin,G2,1,Eri.sch,3,7,
,ROC7,6,Temoin,G2,1,Dup.fis,4,25,
,ROC7,6,Temoin,G2,1,Car.aqu,5,0,
,ROC7,6,Temoin,C7,3,Hie.pau,1,29,
,ROC7,6,Temoin,C7,3,Ped.alb,2,0,
,ROC7,6,Temoin,C7,3,Eri.sch,3,1,
,ROC7,6,Temoin,C7,3,Dup.fis,4,13,
,ROC7,6,Temoin,C7,3,Car.aqu,5,1,
,ROC7,6,Temoin,B3,4,Hie.pau,1,44,
,ROC7,6,Temoin,B3,4,Ped.alb,2,0,
,ROC7,6,Temoin,B3,4,Eri.sch,3,3,
,ROC7,6,Temoin,B3,4,Dup.fis,4,0,
,ROC7,6,Temoin,B3,4,Car.aqu,5,1,
,ROC7,1,Exclos,F4,3,Car.aqu,1,1,
,ROC7,1,Exclos,F4,3,Dup.fis,2,4,
,ROC7,1,Exclos,F4,3,Eri.sch,3,7,
,ROC7,1,Exclos,F4,3,Hie.pau,4,2,
,ROC7,1,Exclos,F4,3,Poa.arc,5,1,
,ROC7,1,Exclos,G1,1,Car.aqu,1,5,
,ROC7,1,Exclos,G1,1,Dup.fis,2,9,
,ROC7,1,Exclos,G1,1,Eri.sch,3,0,
,ROC7,1,Exclos,G1,1,Hie.pau,4,0,
,ROC7,1,Exclos,G1,1,Poa.arc,5,0,
,ROC7,1,Exclos,B2,4,Car.aqu,1,0,
,ROC7,1,Exclos,B2,4,Dup.fis,2,13,
,ROC7,1,Exclos,B2,4,Eri.sch,3,9,
,ROC7,1,Exclos,B2,4,Hie.pau,4,0,
,ROC7,1,Exclos,B2,4,Poa.arc,5,0,
,ROC7,1,Exclos,B3,2,Car.aqu,1,3,
,ROC7,1,Exclos,B3,2,Dup.fis,2,8,
,ROC7,1,Exclos,B3,2,Eri.sch,3,6,
,ROC7,1,Exclos,B3,2,Hie.pau,4,0,
,ROC7,1,Exclos,B3,2,Poa.arc,5,0,
,ROC7,1,Temoin,B5,1,Dup.fis,1,15,
,ROC7,1,Temoin,B5,1,Eri.sch,2,2,
,ROC7,1,Temoin,B5,1,Ped.alb,3,0,
,ROC7,1,Temoin,B5,1,Car.pra,4,0,
,ROC7,1,Temoin,G4,2,Dup.fis,1,22,
,ROC7,1,Temoin,G4,2,Eri.sch,2,1,
,ROC7,1,Temoin,G4,2,Ped.alb,3,3,
,ROC7,1,Temoin,G4,2,Car.pra,4,0,
,ROC7,1,Temoin,B7,3,Dup.fis,1,22,
,ROC7,1,Temoin,B7,3,Eri.sch,2,3,
,ROC7,1,Temoin,B7,3,Ped.alb,3,0,
,ROC7,1,Temoin,B7,3,Car.pra,4,2,
,ROC7,1,Temoin,E4,4,Dup.fis,1,20,
,ROC7,1,Temoin,E4,4,Eri.sch,2,2,
,ROC7,1,Temoin,E4,4,Ped.alb,3,2,
,ROC7,1,Temoin,E4,4,Car.pra,4,0,
,ROC7,4,Temoin,A5,2,Car.aqu,1,3,
,ROC7,4,Temoin,A5,2,Dup.fis,2,33,
,ROC7,4,Temoin,A5,2,Eri.sch,3,0,
,ROC7,4,Temoin,A5,2,Eri.ang,4,0,
,ROC7,4,Temoin,A5,2,Sal.arc,5,0,
,ROC7,4,Temoin,A5,2,Hie.pau,6,4,
,ROC7,4,Temoin,H6,1,Car.aqu,1,6,
,ROC7,4,Temoin,H6,1,Dup.fis,2,21,
,ROC7,4,Temoin,H6,1,Eri.sch,3,13,
,ROC7,4,Temoin,H6,1,Eri.ang,4,1,
,ROC7,4,Temoin,H6,1,Sal.arc,5,0,
,ROC7,4,Temoin,H6,1,Hie.pau,6,0,
,ROC7,4,Temoin,C8,3,Car.aqu,1,1,
,ROC7,4,Temoin,C8,3,Dup.fis,2,17,
,ROC7,4,Temoin,C8,3,Eri.sch,3,18,
,ROC7,4,Temoin,C8,3,Eri.ang,4,0,
,ROC7,4,Temoin,C8,3,Sal.arc,5,2,
,ROC7,4,Temoin,C8,3,Hie.pau,6,0,
,ROC7,4,Temoin,C2,4,Car.aqu,1,6,
,ROC7,4,Temoin,C2,4,Dup.fis,2,6,
,ROC7,4,Temoin,C2,4,Eri.sch,3,5,
,ROC7,4,Temoin,C2,4,Eri.ang,4,0,
,ROC7,4,Temoin,C2,4,Sal.arc,5,0,
,ROC7,4,Temoin,C2,4,Hie.pau,6,2,
,ROC7,6,Exclos,E1,1,Hie.pau,1,45,
,ROC7,6,Exclos,E1,1,Eri.sch,2,31,
,ROC7,6,Exclos,E1,1,Dup.fis,3,5,
,ROC7,6,Exclos,E1,1,Poa.sp,4,0,
,ROC7,6,Exclos,E1,1,Ste.lon,5,1,
,ROC7,6,Exclos,E1,1,Car.aqu,6,1,
,ROC7,6,Exclos,G3,2,Hie.pau,1,31,
,ROC7,6,Exclos,G3,2,Eri.sch,2,40,
,ROC7,6,Exclos,G3,2,Dup.fis,3,0,
,ROC7,6,Exclos,G3,2,Poa.sp,4,0,
,ROC7,6,Exclos,G3,2,Ste.lon,5,1,
,ROC7,6,Exclos,G3,2,Car.aqu,6,0,
,ROC7,6,Exclos,G4,3,Hie.pau,1,46,
,ROC7,6,Exclos,G4,3,Eri.sch,2,48,
,ROC7,6,Exclos,G4,3,Dup.fis,3,0,
,ROC7,6,Exclos,G4,3,Poa.sp,4,0,
,ROC7,6,Exclos,G4,3,Ste.lon,5,1,
,ROC7,6,Exclos,G4,3,Car.aqu,6,0,
,ROC7,6,Exclos,F7,4,Hie.pau,1,62,
,ROC7,6,Exclos,F7,4,Eri.sch,2,103,
,ROC7,6,Exclos,F7,4,Dup.fis,3,13,
,ROC7,6,Exclos,F7,4,Poa.sp,4,1,
,ROC7,6,Exclos,F7,4,Ste.lon,5,3,
,ROC7,6,Exclos,F7,4,Car.aqu,6,0,
,ROC7,4,Exclos,H5,2,Dup.fis,1,7,
,ROC7,4,Exclos,H5,2,Eri.ang,2,0,
,ROC7,4,Exclos,H5,2,Car.aqu,3,8,
,ROC7,4,Exclos,H5,2,Eri.sch,4,12,
,ROC7,4,Exclos,H5,2,Luz.con,5,2,
,ROC7,4,Exclos,H5,2,Sax.fol,6,2,
,ROC7,4,Exclos,B8,2,Dup.fis,1,7,
,ROC7,4,Exclos,B8,2,Eri.ang,2,1,
,ROC7,4,Exclos,B8,2,Car.aqu,3,5,
,ROC7,4,Exclos,B8,2,Eri.sch,4,6,
,ROC7,4,Exclos,B8,2,Luz.con,5,0,
,ROC7,4,Exclos,B8,2,Sax.fol,6,0,
,ROC7,4,Exclos,G7,2,Dup.fis,1,15,
,ROC7,4,Exclos,G7,2,Eri.ang,2,0,
,ROC7,4,Exclos,G7,2,Car.aqu,3,6,
,ROC7,4,Exclos,G7,2,Eri.sch,4,0,
,ROC7,4,Exclos,G7,2,Luz.con,5,0,
,ROC7,4,Exclos,G7,2,Sax.fol,6,0,
,ROC7,4,Exclos,F7,2,Dup.fis,1,7,
,ROC7,4,Exclos,F7,2,Eri.ang,2,1,
,ROC7,4,Exclos,F7,2,Car.aqu,3,0,
,ROC7,4,Exclos,F7,2,Eri.sch,4,5,
,ROC7,4,Exclos,F7,2,Luz.con,5,0,
,ROC7,4,Exclos,F7,2,Sax.fol,6,0,
