"Titre de tracé : 20156712"
"#","Date Heure, GMT-04:00","Temp., °C (LGR S/N: 20156712, SEN S/N: 20156712)","Coupleur détaché (LGR S/N: 20156712)","Pile défectueuse (LGR S/N: 20156712)","Coupleur attaché (LGR S/N: 20156712)","Hôte connecté (LGR S/N: 20156712)","Arrêté (LGR S/N: 20156712)","Fin de fichier (LGR S/N: 20156712)"
1,07/15/18 11:38:35 AM,10.651,,,,,,
2,07/15/18 11:38:42 AM,,Enregistré,,,,,
3,07/15/18 12:38:35 PM,16.618,,,,,,
4,07/15/18 01:38:35 PM,11.041,,,,,,
5,07/15/18 02:38:35 PM,9.571,,,,,,
6,07/15/18 03:38:35 PM,9.472,,,,,,
7,07/15/18 04:38:35 PM,9.669,,,,,,
8,07/15/18 05:38:35 PM,9.965,,,,,,
9,07/15/18 06:38:35 PM,10.357,,,,,,
10,07/15/18 07:38:35 PM,11.528,,,,,,
11,07/15/18 08:38:35 PM,20.901,,,,,,
12,07/15/18 09:38:35 PM,21.091,,,,,,
13,07/15/18 10:38:35 PM,15.091,,,,,,
14,07/15/18 11:38:35 PM,11.041,,,,,,
15,07/16/18 12:38:35 AM,9.077,,,,,,
16,07/16/18 01:38:35 AM,7.481,,,,,,
17,07/16/18 02:38:35 AM,6.471,,,,,,
18,07/16/18 03:38:35 AM,7.179,,,,,,
19,07/16/18 04:38:35 AM,7.882,,,,,,
20,07/16/18 05:38:35 AM,7.983,,,,,,
21,07/16/18 06:38:35 AM,7.481,,,,,,
22,07/16/18 07:38:35 AM,6.978,,,,,,
23,07/16/18 08:38:35 AM,7.882,,,,,,
24,07/16/18 09:38:35 AM,8.382,,,,,,
25,07/16/18 10:38:35 AM,7.882,,,,,,
26,07/16/18 11:38:35 AM,11.819,,,,,,
27,07/16/18 12:38:35 PM,35.756,,,,,,
28,07/16/18 01:38:35 PM,17.570,,,,,,
29,07/16/18 02:38:35 PM,6.978,,,,,,
30,07/16/18 03:38:35 PM,7.280,,,,,,
31,07/16/18 04:38:35 PM,7.381,,,,,,
32,07/16/18 05:38:35 PM,7.179,,,,,,
33,07/16/18 06:38:35 PM,7.079,,,,,,
34,07/16/18 07:38:35 PM,6.978,,,,,,
35,07/16/18 08:38:35 PM,6.877,,,,,,
36,07/16/18 09:38:35 PM,6.877,,,,,,
37,07/16/18 10:38:35 PM,6.775,,,,,,
38,07/16/18 11:38:35 PM,6.573,,,,,,
39,07/17/18 12:38:35 AM,6.268,,,,,,
40,07/17/18 01:38:35 AM,5.962,,,,,,
41,07/17/18 02:38:35 AM,5.450,,,,,,
42,07/17/18 03:38:35 AM,5.037,,,,,,
43,07/17/18 04:38:35 AM,4.831,,,,,,
44,07/17/18 05:38:35 AM,4.623,,,,,,
45,07/17/18 06:38:35 AM,4.727,,,,,,
46,07/17/18 07:38:35 AM,4.934,,,,,,
47,07/17/18 08:38:35 AM,5.244,,,,,,
48,07/17/18 09:38:35 AM,5.757,,,,,,
49,07/17/18 10:38:35 AM,6.370,,,,,,
50,07/17/18 11:38:35 AM,7.179,,,,,,
51,07/17/18 12:38:35 PM,7.782,,,,,,
52,07/17/18 01:38:35 PM,8.282,,,,,,
53,07/17/18 02:38:35 PM,9.077,,,,,,
54,07/17/18 03:38:35 PM,9.768,,,,,,
55,07/17/18 04:38:35 PM,10.357,,,,,,
56,07/17/18 05:38:35 PM,10.748,,,,,,
57,07/17/18 06:38:35 PM,11.041,,,,,,
58,07/17/18 07:38:35 PM,11.041,,,,,,
59,07/17/18 08:38:35 PM,10.846,,,,,,
60,07/17/18 09:38:35 PM,10.651,,,,,,
61,07/17/18 10:38:35 PM,10.455,,,,,,
62,07/17/18 11:38:35 PM,10.063,,,,,,
63,07/18/18 12:38:35 AM,9.472,,,,,,
64,07/18/18 01:38:35 AM,8.978,,,,,,
65,07/18/18 02:38:35 AM,8.382,,,,,,
66,07/18/18 03:38:35 AM,7.983,,,,,,
67,07/18/18 04:38:35 AM,7.582,,,,,,
68,07/18/18 05:38:35 AM,7.381,,,,,,
69,07/18/18 06:38:35 AM,7.280,,,,,,
70,07/18/18 07:38:35 AM,7.280,,,,,,
71,07/18/18 08:38:35 AM,7.481,,,,,,
