"Titre de tracé : 20151589"
"#","Date Heure, GMT-04:00","Temp., °C (LGR S/N: 20151589, SEN S/N: 20151589)","Coupleur attaché (LGR S/N: 20151589)","Hôte connecté (LGR S/N: 20151589)","Arrêté (LGR S/N: 20151589)","Fin de fichier (LGR S/N: 20151589)"
1,06/21/19 06:00:00 PM,7.882,,,,
2,06/21/19 07:00:00 PM,7.481,,,,
3,06/21/19 08:00:00 PM,9.472,,,,
4,06/21/19 09:00:00 PM,10.944,,,,
5,06/21/19 10:00:00 PM,18.521,,,,
6,06/21/19 11:00:00 PM,19.377,,,,
7,06/22/19 12:00:00 AM,17.379,,,,
8,06/22/19 01:00:00 AM,15.760,,,,
9,06/22/19 02:00:00 AM,14.325,,,,
10,06/22/19 03:00:00 AM,12.883,,,,
11,06/22/19 04:00:00 AM,11.625,,,,
12,06/22/19 05:00:00 AM,10.553,,,,
13,06/22/19 06:00:00 AM,9.669,,,,
14,06/22/19 07:00:00 AM,8.879,,,,
15,06/22/19 08:00:00 AM,8.481,,,,
16,06/22/19 09:00:00 AM,9.472,,,,
17,06/22/19 10:00:00 AM,10.161,,,,
18,06/22/19 11:00:00 AM,9.275,,,,
19,06/22/19 12:00:00 PM,7.582,,,,
20,06/22/19 01:00:00 PM,6.674,,,,
21,06/22/19 02:00:00 PM,2.943,,,,
22,06/22/19 03:00:00 PM,2.943,,,,
23,06/22/19 04:00:00 PM,3.155,,,,
24,06/22/19 05:00:00 PM,3.578,,,,
25,06/22/19 06:00:00 PM,4.102,,,,
26,06/22/19 07:00:00 PM,4.519,,,,
27,06/22/19 08:00:00 PM,4.934,,,,
28,06/22/19 09:00:00 PM,5.141,,,,
29,06/22/19 10:00:00 PM,5.347,,,,
30,06/22/19 11:00:00 PM,5.347,,,,
31,06/23/19 12:00:00 AM,5.244,,,,
32,06/23/19 01:00:00 AM,5.037,,,,
33,06/23/19 02:00:00 AM,4.727,,,,
34,06/23/19 03:00:00 AM,4.623,,,,
35,06/23/19 04:00:00 AM,4.415,,,,
36,06/23/19 05:00:00 AM,4.207,,,,
37,06/23/19 06:00:00 AM,4.102,,,,
38,06/23/19 07:00:00 AM,3.998,,,,
39,06/23/19 08:00:00 AM,3.998,,,,
40,06/23/19 09:00:00 AM,3.998,,,,
41,06/23/19 10:00:00 AM,4.207,,,,
42,06/23/19 11:00:00 AM,4.519,,,,
43,06/23/19 12:00:00 PM,4.727,,,,
44,06/23/19 01:00:00 PM,4.934,,,,
45,06/23/19 02:00:00 PM,5.244,,,,
46,06/23/19 03:00:00 PM,5.552,,,,
47,06/23/19 04:00:00 PM,5.655,,,,
48,06/23/19 05:00:00 PM,5.552,,,,
49,06/23/19 06:00:00 PM,5.347,,,,
50,06/23/19 07:00:00 PM,5.141,,,,
51,06/23/19 08:00:00 PM,4.934,,,,
52,06/23/19 09:00:00 PM,4.727,,,,
53,06/23/19 10:00:00 PM,4.519,,,,
54,06/23/19 11:00:00 PM,4.311,,,,
55,06/24/19 12:00:00 AM,4.102,,,,
56,06/24/19 01:00:00 AM,3.893,,,,
57,06/24/19 02:00:00 AM,3.683,,,,
58,06/24/19 03:00:00 AM,3.472,,,,
59,06/24/19 04:00:00 AM,3.367,,,,
60,06/24/19 05:00:00 AM,3.155,,,,
61,06/24/19 06:00:00 AM,2.943,,,,
62,06/24/19 07:00:00 AM,2.730,,,,
63,06/24/19 08:00:00 AM,2.624,,,,
64,06/24/19 09:00:00 AM,2.517,,,,
65,06/24/19 10:00:00 AM,2.624,,,,
66,06/24/19 11:00:00 AM,2.837,,,,
67,06/24/19 12:00:00 PM,3.261,,,,
68,06/24/19 01:00:00 PM,3.578,,,,
69,06/24/19 02:00:00 PM,3.893,,,,
70,06/24/19 03:00:00 PM,4.311,,,,
71,06/24/19 04:00:00 PM,4.727,,,,
72,06/24/19 05:00:00 PM,5.037,,,,
73,06/24/19 06:00:00 PM,5.244,,,,
74,06/24/19 07:00:00 PM,5.450,,,,
75,06/24/19 08:00:00 PM,5.450,,,,
76,06/24/19 09:00:00 PM,5.347,,,,
77,06/24/19 10:00:00 PM,5.141,,,,
78,06/24/19 11:00:00 PM,4.934,,,,
79,06/25/19 12:00:00 AM,4.623,,,,
80,06/25/19 01:00:00 AM,4.207,,,,
81,06/25/19 02:00:00 AM,3.893,,,,
82,06/25/19 03:00:00 AM,3.472,,,,
83,06/25/19 04:00:00 AM,3.155,,,,
84,06/25/19 05:00:00 AM,2.837,,,,
85,06/25/19 06:00:00 AM,2.624,,,,
86,06/25/19 07:00:00 AM,2.730,,,,
87,06/25/19 08:00:00 AM,2.943,,,,
88,06/25/19 09:00:00 AM,3.367,,,,
89,06/25/19 10:00:00 AM,3.998,,,,
90,06/25/19 11:00:00 AM,4.727,,,,
91,06/25/19 12:00:00 PM,5.450,,,,
92,06/25/19 01:00:00 PM,6.268,,,,
93,06/25/19 02:00:00 PM,6.775,,,,
94,06/25/19 03:00:00 PM,7.179,,,,
95,06/25/19 04:00:00 PM,7.381,,,,
96,06/25/19 05:00:00 PM,7.280,,,,
97,06/25/19 06:00:00 PM,7.179,,,,
98,06/25/19 07:00:00 PM,7.179,,,,
