Date,Parcelle,Traitement,Exclos,Prof_up,Prof_down,PHOTO,Oxydo_Reduction,Largeur1,Largeur2,Largeur3,Largeur4,Hauteur1,Hauteur2,Hauteur3,Hauteur4,Recup_lessivat,Recup_CapChamps,Longueur1,Longueur2,Longueur3,Longueur4,Poids_frais,Poids_sec,Calibration,Remarque,Diff_poids_sec,Poids_sec+ass,Poids_sec_net,Numero_Cupule,Poids_cupule,Volume_cuiller_ml,Nbre_cuiller,Poids_sec_brulage,Poids_brule,remarques,Largeur1_Cal,Largeur2_Cal,Largeur3_Cal,Largeur4_Cal,Hauteur1_Cal,Hauteur2_Cal,Hauteur3_Cal,Hauteur4_Cal,Longueur1_Cal,Longueur2_Cal,Longueur3_Cal,Longueur4_Cal,Poids_frais_cal,Poids_sec_cal
43970,C1,PR,Temoin,2.5,4,,0,5,4.9,5.2,5.7,2.4,3.1,2,2.6,Oui,Oui,6.2,5,5,5.9,25.5,11.7056,Non,,,,-4.59,177,,,,,,,,,,,,,,,,,,,,
43970,C1,PR,Temoin,4,8,,0,4.7,4.2,4.8,4.5,2,2.1,1.5,2.4,Oui,Oui,4.7,5.4,5,5,41.8,27.3893,Non,,,,-4.59,178,,,,,,,,,,,,,,,,,,,,
43970,C1,PR,Temoin,8,13,,0,3.8,3.9,3.5,3.5,5.2,5.1,4.7,4.9,Oui,Oui,4.7,4.9,4.8,4.5,159.8,122.6,Non,,,,-4.59,179,,,,,,,,,,,,,,,,,,,,
43970,B1,PR,Temoin,0,3,,0,3.4,4,4.3,4.7,3.5,4,2.5,2.6,Oui,Oui,3.1,4.3,4.6,4.5,7,5.4113,Non,,,,-4.59,180,,,,,,,,,,,,,,,,,,,,
43970,B1,PR,Temoin,3,8,,0,4.7,5.3,5,5.4,3.6,3.2,4.5,4,Oui,Oui,4.4,4.3,5.2,5.3,22.9,11.7775,Non,,,,-4.59,181,,,,,,,,,,,,,,,,,,,,
43970,B1,PR,Temoin,7.5,11,,0,4.8,4,5.5,5,3,3.4,2.4,2.7,Oui,Oui,6.3,6,6,7,58.3,37.9261,Non,,,,-4.59,182,,,,,,,,,,,,,,,,,,,,
43970,B1,PR,Temoin,11,15,,0,1.7,1.8,1.9,1.8,3.9,4.2,3.7,3.8,Oui,Oui,4,4,3.9,4,52.5,42.2315,Non,,,,-4.59,183,,,,,,,,,,,,,,,,,,,,
43972,35,PS,Temoin,0,2.5,Oui,0,2.9,3,2.5,3.8,1.3,1.8,1.9,1.8,Oui,Oui,4.2,4,4.3,4.4,24.1,12.9903,Non,,,,-4.59,184,,,,,,,,,,,,,,,,,,,,
43972,35,PS,Temoin,2.5,5,,1,6,5.5,6,5.7,1.8,1.7,2,1,Oui,Oui,7.6,7.1,7.3,7.8,60.2,24.0974,Non,,,,-4.59,185,,,,,,,,,,,,,,,,,,,,
43972,35,PS,Temoin,5,8,,1,3.4,3.3,3.4,2.6,2.8,2.8,3,3.5,Oui,Oui,6.9,7,6,6.4,96.3,71.526,Non,,,,-4.59,186,,,,,,,,,,,,,,,,,,,,
43972,35,PS,Temoin,8,11,,0,2.9,3.6,3.2,3.8,3.4,3.7,2.9,2.9,Oui,Oui,5.8,5.9,6.3,6.4,88.8,47.3946,Non,,,,-4.59,187,,,,,,,,,,,,,,,,,,,,
43972,35,PS,Temoin,11,17,,0,2.5,2.5,3.4,3.5,3.8,3.8,4.8,4.3,Oui,Oui,4.5,4.6,4,4.3,78.1,43.1512,Non,,,,-4.59,188,,,,,,,,,,,,,,,,,,,,
43972,C1,PR,Exclos,0,4,Oui,0,4.6,5.2,5,5.5,3.9,3,3.7,3.2,Oui,Oui,6,6,5.5,5.5,13.2,5.7299,Non,,,,-4.59,189,,,,,,,,,,,,,,,,,,,,
43972,C1,PR,Exclos,4,8,,0,5.7,5.2,4.8,5.2,3.6,4.1,3.5,3.8,Oui,Oui,6.5,5.7,5,5.4,92.1,47.2677,Non,,,,-4.59,190,,,,,,,,,,,,,,,,,,,,
43972,C1,PR,Exclos,8,10,,0,4.5,4,3.8,4.8,2,1.6,2.2,2.3,Oui,Oui,4.5,4.6,4.3,4.9,55.3,32.9563,Non,,,,-4.59,191,,,,,,,,,,,,,,,,,,,,
43972,C1,PR,Exclos,10,13,,0,4.5,4.7,4,4,2.9,2,2.5,2.6,Oui,Oui,5.8,6.3,5,5.5,125.8,97.6618,Non,,,,-4.59,192,,,,,,,,,,,,,,,,,,,,
43972,A1,PR,Exclos,0,4,Oui,0,5.3,5.7,5.5,5.6,2.9,2,3.2,2.2,Oui,Oui,6.9,6.7,7.1,6.6,22.4,6.4105,Non,,,,-4.59,193,,,,,,,,,,,,,,,,,,,,
43972,A1,PR,Exclos,4,9,,0,7,6.5,6.5,7.5,4.8,4.9,4.7,4,Oui,Oui,7.7,8.3,8.4,7,127.3,32.2402,Non,,,,-4.59,194,,,,,,,,,,,,,,,,,,,,
43972,A1,PR,Exclos,9,15,,0,4,4.3,3,3.7,4.5,5.1,4,3.6,Oui,Oui,8,7.7,6.4,7.7,128.4,52.8452,Non,,,,-4.59,195,,,,,,,,,,,,,,,,,,,,
43972,A1,PR,Exclos,15,22,,0,5,5.5,4.1,5,2,2.3,4,3.7,Oui,Oui,6.9,7.5,4.8,5.2,162.9,105.5,Non,,,,-4.59,196,,,,,,,,,,,,,,,,,,,,
43973,D1,PR,Exclos,0,5,Oui,0,3.5,3.9,3.8,3.6,2.3,2.3,1.4,1.5,Oui,Oui,4.4,4.2,5,4.6,11.1,3.6571,Oui,,,,-4.59,197,,,,,,,,,,,,,,,,,,,,
43973,D1,PR,Exclos,5,9,,0,3.2,3.8,2.5,3,3.5,3.6,2.8,3.5,Oui,Oui,3.6,3.8,4,3.5,23.1,6.9831,Oui,,,,-4.59,198,,,,,,,,,,,,,,,,,,,,
43973,D1,PR,Exclos,9,13,,0,2.6,3,2.9,3,2.3,3.1,3.1,3.4,Oui,Oui,3.9,3.7,4,3.5,37.2,13.9725,Oui,,,,-4.59,199,,,,,,,,,,,,,,,,,,,,
43973,A1,PR,Temoin,0,3,Oui,0,5.6,6,6.1,6,2.1,2.9,2.3,3.1,Oui,Oui,7,8.5,8.6,6.8,20.7,4.4777,Non,,,,-4.59,200,,,,,,,,,,,,,,,,,,,,
43973,A1,PR,Temoin,3,8,,0,5,6.7,6.8,6.8,4.2,4,3,4.9,Oui,Oui,6.9,7.2,8.4,9,84.5,18.567,Non,,,,-4.59,201,,,,,,,,,,,,,,,,,,,,
43973,A1,PR,Temoin,8,11,,0,6,6.9,5.2,7.4,3,1.9,3.6,2.5,Oui,Oui,7.7,7.8,7.3,8.5,141.2,57.7864,Non,,,,-4.59,202,,,,,,,,,,,,,,,,,,,,
43973,A1,PR,Temoin,11,15,,0,4.2,4.2,3.9,3.8,2.5,2.3,2.2,2,Oui,Oui,6.8,7.3,7.2,7.3,110,80.9248,Non,,,,-4.59,203,,,,,,,,,,,,,,,,,,,,
43973,G1,PO,Temoin,0,2,,0,4,5.8,4.5,5.2,2,2.1,1.6,2.3,Oui,Oui,6.7,5.5,6,7,16.4,5.9272,Non,,,,-4.59,204,,,,,,,,,,,,,,,,,,,,
43973,G1,PO,Temoin,2,4.5,,0,4,4.8,5.2,4.5,2,2,2.1,2.2,Oui,Oui,6.9,6.6,6.4,6.8,14.8,4.8959,Non,,,,-4.59,205,,,,,,,,,,,,,,,,,,,,
43973,G1,PO,Temoin,4.5,7,,0,7.6,7.2,7.3,6.8,2.7,2.8,3.5,3.5,Oui,Oui,8.1,8.1,8,7.6,79.4,27.0538,Non,,,,-4.59,206,,,,,,,,,,,,,,,,,,,,
43973,G1,PO,Temoin,7,9,,0,7,6.6,7,6.8,2.2,2.4,2.4,2.8,Oui,Oui,7,7.5,7.3,7.5,91.4,43.6831,Non,,,,-4.59,207,,,,,,,,,,,,,,,,,,,,
43973,G1,PO,Temoin,9,15,,0,3.5,3.7,3.8,3.9,3.6,3.7,3.4,3.8,Oui,Oui,5.7,5.8,7.1,7,175.7,142.3,Non,,,,-4.59,208,,,,,,,,,,,,,,,,,,,,
43976,43,PA,Temoin,0,1.5,Oui,0,4.6,4.7,4.4,4.6,1.2,1.8,1.5,1.3,Oui,Oui,6.4,6.5,5.9,6.3,19,8.4633,Non,,,,-4.59,209,,,,,,,,,,,,,,,,,,,,
43976,43,PA,Temoin,1.5,4.5,,0,5.2,4.9,4.8,4.7,2.3,2.6,2.2,2.7,Oui,Oui,7.6,7.5,7.5,7.7,34.6,14.4422,Non,,,,-4.59,210,,,,,,,,,,,,,,,,,,,,
43976,43,PA,Temoin,4.5,10,,1,3.5,3.6,2.8,2.9,4.4,4.7,4.7,4.7,Oui,Oui,5.8,5.9,6,5.9,79.1,37.8927,Non,,,,-4.59,211,,,,,,,,,,,,,,,,,,,,
43976,43,PA,Temoin,10,15,,0,3.9,4.2,3.6,3.8,5.1,4.7,5,4.7,Oui,Oui,6,6.1,6.9,6.8,137.4,70.9541,Non,,,,-4.59,212,,,,,,,,,,,,,,,,,,,,
43976,43,PA,Temoin,15,18,,0,4.6,5.2,5.1,5.1,3,2.1,2.8,2.5,Oui,Oui,5.3,4.9,5.1,5,108.8,78.5877,Non,,,,-4.59,213,,,,,,,,,,,,,,,,,,,,
43976,H1,PO,Exclos,0,2,Oui,0,4.7,5.5,4.8,5,2,2,1.1,1.2,Oui,Oui,5.9,6.7,7,7,7.4,5.12,Non,,,,-4.59,214,,,,,,,,,,,,,,,,,,,,
43976,H1,PO,Exclos,2,5,,0,4,4.7,3.9,4.4,2,2.3,1.4,1.2,Oui,Oui,4.9,5.5,5,5.3,52.4,43.9,Non,,,,-4.59,215,,,,,,,,,,,,,,,,,,,,
43976,H1,PO,Exclos,5,12,,0,4.7,4.8,4.9,5,3,2.7,2.9,2.9,Oui,Oui,5.3,4.8,5.2,5.8,146.5,120.2,Non,,,,-4.59,216,,,,,,,,,,,,,,,,,,,,
43976,26,PA,Temoin,0,4,Oui,0,5.6,6.5,7.2,6.3,4,3.9,3,3,Oui,Oui,8.5,8.5,8.8,9.5,63.9,33.4576,Non,,,,-4.59,217,,,,,,,,,,,,,,,,,,,,
43976,26,PA,Temoin,4,6,,0,5.9,5.9,6.3,5.8,2.2,2.4,2.2,1.8,Oui,Oui,9,8.8,8.9,9,48,15.7336,Non,,,,-4.59,218,,,,,,,,,,,,,,,,,,,,
43976,26,PA,Temoin,6,8,,1,8.4,8.9,8.4,8.4,2,2.4,1.8,2.1,Oui,Oui,5.2,6.5,6,6.7,69.7,27.261,Non,,,,-4.59,219,,,,,,,,,,,,,,,,,,,,
43976,26,PA,Temoin,8,11,,0,4,4.2,4.1,3.9,3.8,3.9,3.6,3.2,Oui,Oui,7.5,7.2,7.1,7.4,136.1,78.1316,Non,,,,-4.59,220,,,,,,,,,,,,,,,,,,,,
43976,26,PA,Temoin,11,16,,0,3.9,4.2,3.3,3.8,5,4.7,4.8,4.8,Oui,Oui,5.9,6.1,5.8,5.8,174.8,123.7,Non,,,,-4.59,221,,,,,,,,,,,,,,,,,,,,
43978,ROC8,14,Exclos,0,5,Oui,0,5.5,5.3,5.8,5.3,4.7,4.8,4.3,4.3,Oui,Oui,4.6,5.4,4.7,5.6,101.5,26.744,Non,,,,-4.59,222,26.5757,0.5,4,28.3772,27.8536,,,,,,,,,,,,,,,
43978,ROC8,14,Exclos,5,7,,1,4.9,5,5,5,2.8,2.6,3,2.5,Oui,Oui,4.1,3.8,4,4,32.8,7.7733,Non,,,,-4.59,223,26.3801,0.5,2,27.2109,26.9267,,,,,,,,,,,,,,,
43978,ROC8,14,Exclos,7,10,,0,4.4,4.8,5,5,3.5,3.4,3.9,3.8,Oui,Oui,4.5,4.7,4.2,4.2,51.5,10.589,Non,,,,-4.59,224,24.4499,0.5,3,25.7743,25.329,,,,,,,,,,,,,,,
43978,ROC8,14,Exclos,10,15,,0,5,5.3,4.9,4.9,4.2,4.6,5,5.5,Oui,Oui,4.1,4.5,4.8,5.6,114.4,24.904,Non,,,,-4.59,225,22.7756,0.5,4,24.5467,24.0438,,,,,,,,,,,,,,,
43978,ROC8,14,Exclos,15,20,,0,3.8,3.8,3.4,3.5,3.7,4,4.2,4.4,Oui,Oui,5.1,5.3,4.7,4.8,85.7,27.6642,Non,,,,-4.59,226,25.2764,0.5,4,27.2528,26.8828,,,,,,,,,,,,,,,
43978,ROC8,6,Temoin,0,1.5,Oui,0,2.4,2.4,3.5,3,1.5,1.8,1.3,1,Oui,Oui,4.1,4,4.4,4.6,9.6,3.1214,Non,,,,-4.59,227,24.7153,0.25,3,25.0989,25.0037,,,,,,,,,,,,,,,
43978,ROC8,6,Temoin,1.5,4,,0,3.5,3.3,3.5,3.4,2.6,2.8,2.8,2.7,Oui,Oui,4.4,4.4,4.8,4.7,42.6,13.7414,Non,,,,-4.59,228,26.4808,0.5,3,27.8268,27.5888,,,,,,,,,,,,,,,
43978,ROC8,6,Temoin,4,7,,0,3.2,3.2,3.7,3.8,2.7,2.9,3.2,3,Oui,Oui,3.7,3.8,4.9,4.6,45.8,11.8644,Non,,,,-4.59,229,26.5474,0.5,3,27.8535,27.5836,,,,,,,,,,,,,,,
43978,ROC8,6,Temoin,7,12,,0,4,4.6,3.3,2.6,2.1,2.3,2.5,2.4,Oui,Oui,5.8,5.7,5.8,5.6,53.3,11.7198,Non,,,,-4.59,230,26.9224,0.5,3,27.9886,27.7129,,,,,,,,,,,,,,,
43978,ROC8,6,Temoin,12,20,,0,8.2,7.8,7.8,6,4.6,3.9,3.8,3.6,Oui,Oui,8.7,8.5,9.4,8.5,254,86.192,Non,,,,-4.59,231,26.3347,0.5,5,28.6407,28.2666,,,,,,,,,,,,,,,
43978,ROC6,4,Exclos,0,4,Oui,0,1.9,3.4,3.4,4.4,4,3.5,4.4,3.8,Oui,Oui,4.1,4.5,5.1,5.2,101,54.6962,Non,,,,-4.59,232,24.7166,0.5,4,27.382,27.1802,,,,,,,,,,,,,,,
43978,ROC6,4,Exclos,4,7,,1,5.1,5.7,6.7,6.6,3,2.8,3,3,Oui,Oui,5,4.8,6.5,6.7,101.5,48.298,Non,,,,-4.59,233,27.3128,0.5,4,29.7064,29.4673,,,,,,,,,,,,,,,
43978,ROC6,4,Exclos,7,10,,0,6.7,6.8,6.9,6.6,3.3,3.1,2.5,2.5,Oui,Oui,4,4.3,4.3,4.8,96.1,35.3996,Non,,,,-4.59,234,22.4837,0.5,4,24.6677,24.3248,,,,,,,,,,,,,,,
43978,ROC6,4,Exclos,10,15,,0,2.9,3.6,3.5,4,3.8,3.7,3.7,3.9,Oui,Oui,6.8,6.8,6.4,6.2,132.1,66.6739,Non,,,,-4.59,235,26.6659,0.5,4,29.1413,28.9194,,,,,,,,,,,,,,,
43978,ROC6,4,Exclos,15,20,,0,5.8,5,5.4,6.9,2.9,2.8,2.4,2.9,Oui,Oui,5.2,6,5.6,6.3,116.2,46.619,Non,,,,-4.59,236,27.5715,0.5,4,29.6748,29.3299,,,,,,,,,,,,,,,
43978,ROC6,4,Exclos,20,23,,0,3.3,3.7,5,4.8,2.4,2.3,2.7,2.7,Oui,Oui,3.6,4.2,4.5,4.1,67,23.205,Non,,,,-4.59,237,22.3532,0.5,4,24.2558,23.9009,,,,,,,,,,,,,,,
43980,ROC3,1,Exclos,0,2,Oui,0,4.4,6.8,4.8,6.8,2.8,3.2,2.8,3.7,Oui,Oui,4.4,6.5,4.5,5.7,19.4,4.4067,Non,,,,-4.59,238,27.5716,0.5,2,28.1934,27.7955,,,,,,,,,,,,,,,
43980,ROC3,1,Exclos,2,4,,0,4.6,5.3,4.3,4.5,1.6,1.9,2,2.2,Oui,Oui,5.8,5.4,5.5,5.4,19.1,3.6512,Non,,,,-4.59,239,24.716,0.5,2,25.3678,25.0426,,,,,,,,,,,,,,,
43980,ROC3,1,Exclos,4,6.5,,1,6.8,7.3,8,8,4.2,3.9,2.9,2.8,Oui,Oui,5,5,5.4,6.1,72.5,12.0385,Non,,,,-4.59,240,26.3345,0.5,4,27.8193,27.0155,,,,,,,,,,,,,,,
43980,ROC3,1,Exclos,6.5,9.5,,0,3.9,3.7,3.4,3.8,3.3,3,3,3.1,Oui,Oui,6.2,5.8,6.2,6.2,62.7,10.1806,Non,,,,-4.59,241,26.5491,0.5,4,27.8402,27.1044,,,,,,,,,,,,,,,
43980,ROC3,1,Exclos,9.5,15,,0,5,5,5.2,4.2,3.2,3.5,4.1,3.6,Oui,Oui,5.9,7,6.7,6.1,126.1,35.8814,Non,,,,-4.59,242,26.9161,0.5,4,28.3652,27.7113,,,,,,,,,,,,,,,
43980,ROC3,10,Temoin,0,2,Oui,0,3.7,2.9,3,2.2,2.5,2.5,2,2.1,Oui,Oui,3.5,2,3.4,2.3,8.2,1.1261,Non,,,,-4.59,243,26.4815,0.25,2,26.6296,26.5186,,,,,,,,,,,,,,,
43980,ROC3,10,Temoin,2,5,,1,3.9,4,4.8,4.4,2.8,3,3.4,3,Oui,Oui,4.7,4.7,4.8,4.8,43.7,5.9159,Non,,,,-4.59,244,26.834,0.5,4,28.0648,27.3088,,,,,,,,,,,,,,,
43980,ROC3,10,Temoin,5,8,,0,4,4.1,4.9,4.7,3.2,2.9,3.1,3,Oui,Oui,4.9,5,5.2,4.8,61.9,9.1054,Non,,,,-4.59,245,26.561,0.5,4,27.6996,27.0621,,,,,,,,,,,,,,,
43980,ROC3,10,Temoin,8,13,,0,4,4.2,3.8,3.9,3.8,4.3,4.2,4.6,Oui,Oui,5.4,5.3,5.2,5,88.9,21.6278,Non,,,,-4.59,246,28.4873,0.5,4,29.7953,29.2454,,,,,,,,,,,,,,,
43980,ROC3,10,Temoin,13,15,,0,4.2,4,3.8,3.7,1.8,1.6,2.2,2,Oui,Oui,8,8.7,8.1,8.2,73.2,30.5847,Non,,,,-4.59,247,24.6414,0.5,4,26.4613,26.0457,,,,,,,,,,,,,,,
43980,B1,PR,Exclos,0,2,Oui,0,3.7,4,4,4,2.1,2.2,2,2.1,Oui,Oui,4.4,4.7,5.6,5.8,8.1,2.0687,Non,,,,-4.59,248,,,,,,,,,,,,,,,,,,,,
43980,B1,PR,Exclos,2,5,,0,4.1,3.8,4.7,4.6,2.8,2.7,2.9,2.7,Oui,Oui,5.1,5.4,5.3,5.4,17,4.1088,Non,,,,-4.59,249,,,,,,,,,,,,,,,,,,,,
43980,B1,PR,Exclos,5,9,,1,4.4,5,3.5,4.3,3.8,3.9,4.1,3.7,Oui,Oui,5.4,5.3,5.9,5.5,31.3,6.0377,Non,,,,-4.59,250,,,,,,,,,,,,,,,,,,,,
43980,B1,PR,Exclos,9,11,,0,2.9,3.4,2.8,3.1,2.4,2.5,2.3,2.6,Oui,Oui,6,6.4,6.7,6.5,46.1,18.8864,Non,,,,-4.59,251,,,,,,,,,,,,,,,,,,,,
43980,B1,PR,Exclos,11,15,,0,2.3,2.4,2.5,2.2,4.1,3.9,3.9,3.8,Oui,Oui,4.7,4.7,4.8,4.9,64.7,40.2005,Non,,,,-4.59,252,,,,,,,,,,,,,,,,,,,,
43983,43,PA,Exclos,0,2,Oui,0,2.7,3.7,3.2,4.7,2,2.2,2.2,1.6,Oui,Oui,2.2,4,4.6,4.8,10.9,8.1473,Non,,,,-4.59,253,,,,,,,,,,,,,,,,,,,,
43983,43,PA,Exclos,2,4,,0,3.8,4.2,4.1,4.2,1.5,1.5,1.7,1.5,Oui,Oui,6.2,5.8,5.5,5.5,18.9,12.1082,Non,,,,-4.59,254,,,,,,,,,,,,,,,,,,,,
43983,43,PA,Exclos,4,6,,1,6.2,5.7,6.6,6.3,0.9,1.6,0.9,2.4,Oui,Oui,5.7,5.1,6.5,6.4,50.3,24.0473,Non,,,,-4.59,255,,,,,,,,,,,,,,,,,,,,
43983,43,PA,Exclos,6,9,,0,4.5,4.4,4.7,4.7,2.8,2.8,3.1,3.1,Oui,Oui,6.7,6.8,7.5,7.5,99.2,49.0911,Non,,,,-4.59,256,,,,,,,,,,,,,,,,,,,,
43983,43,PA,Exclos,9,12,,0,5,5.7,4.5,5,2.8,2.9,2.7,2.8,Oui,Oui,5.9,6.5,7.2,7.2,84.9,43.3568,Non,,,,-4.59,257,,,,,,,,,,,,,,,,,,,,
43983,43,PA,Exclos,12,15,,0,4.6,4.6,5.2,5.2,3,2.9,2.7,2.7,Oui,Oui,6,5.7,5.7,5.7,94.9,46.7364,Non,,,,-4.59,258,,,,,,,,,,,,,,,,,,,,
43983,35,PS,Temoin,0,5,Oui,0,2.8,3,4.3,4.2,4.8,5,5.2,4.8,Oui,Oui,5,4.6,4.4,4.5,110.5,78.6659,Non,,,,-4.59,259,,,,,,,,,,,,,,,,,,,,
43983,35,PS,Temoin,5,7,,0,3.7,4,3.1,3.3,2.3,2,2.8,2.7,Oui,Oui,6.4,6.5,6.5,6.2,90.4,68.5481,Non,,,,-4.59,260,,,,,,,,,,,,,,,,,,,,
43983,35,PS,Temoin,7,10,,0,4.3,3.2,3.8,3.5,1.9,1.9,3.3,2.9,Oui,Oui,7,7,6.9,6.8,85.1,63.5161,Non,,,,-4.59,261,,,,,,,,,,,,,,,,,,,,
43983,35,PS,Temoin,10,13,,1,4.6,4.6,4.4,4.3,4.2,2.4,3.2,2,Oui,Oui,3.9,3.9,6.3,6.3,134.2,92.8049,Non,,,,-4.59,262,,,,,,,,,,,,,,,,,,,,
43983,35,PS,Temoin,13,16,,0,3.3,3.2,3.1,3.1,2.9,2.6,3.5,3.1,Oui,Oui,7.4,7.8,7.2,7.5,104.7,69.9685,Non,,,,-4.59,263,,,,,,,,,,,,,,,,,,,,
43983,F1,PO,Exclos,0,1.5,Oui,0,3.7,3.4,3.7,3.4,2,2,1.8,1.5,Non,Non,4.5,4.2,4.9,4.8,1.8,1.8381,Non,,,,-4.59,264,,,,,,,,,,,,,,,,,,,,
43983,F1,PO,Exclos,1.5,3.5,,0,3.2,3.8,3.6,3.8,1.7,2,2,1.5,Oui,Non,4.6,4.3,4.3,4.4,4.5,3.6538,Non,,,,-4.59,265,,,,,,,,,,,,,,,,,,,,
43983,F1,PO,Exclos,3.5,6,,0,3.3,3.8,4.2,3.8,2.3,2,2.3,2.3,Oui,Oui,4.4,4.4,4.5,4.5,13.1,7.17,Non,,,,-4.59,266,,,,,,,,,,,,,,,,,,,,
43983,F1,PO,Exclos,6,8,,0,4.3,4.6,4.1,4.3,2.4,2.5,2.2,2.2,Oui,Oui,4.6,4.8,4.4,4.8,32.9,20.55,Non,,,,-4.59,267,,,,,,,,,,,,,,,,,,,,
43983,F1,PO,Exclos,8,13,,0,3.7,3.9,3.4,3.9,3.1,3.1,3.3,2.9,Oui,Oui,4.3,4.4,5,4.7,70.2,54.9992,Non,,,,-4.59,268,,,,,,,,,,,,,,,,,,,,
43984,ROC8,10,Temoin/Exclos,0,3,Oui,0,3.8,4.2,4.6,4.6,3.4,3.4,1.9,1.9,Oui,Oui,4,4.4,0.6,4.3,39.9,14.9407,Non,,,,-4.59,269,26.0794,0.5,3,27.5452,27.3142,,,,,,,,,,,,,,,
43984,ROC8,10,Temoin/Exclos,3,4.5,,0,3.2,3,3.2,3.2,1.5,1.3,2,1.6,Oui,Oui,3.1,3.3,3.6,3.3,19.5,7.6908,Non,,,,-4.59,270,24.997,0.5,2,25.9992,25.8587,,,,,,,,,,,,,,,
43984,ROC8,10,Temoin/Exclos,4.5,7.5,,1,3.8,4.2,4.6,4.6,3.2,3.3,3.1,3.8,Oui,Oui,4.8,4.4,5,4.5,57,20.8388,Non,,,,-4.59,271,24.0427,0.5,4,26.063,25.6819,,,,,,,,,,,,,,,
43984,ROC8,10,Temoin/Exclos,7.5,11,,0,5,4.8,5,5,3.9,3.5,2.9,2.9,Oui,Oui,4.8,4.4,4.8,4.7,45.2,13.8966,Non,,,,-4.59,272,27.9687,0.5,3,29.2917,28.9316,,,,,,,,,,,,,,,
43984,ROC8,10,Temoin/Exclos,11,15,,0,4.1,4.6,4,4.4,3.6,3.4,3.2,3.3,Oui,Oui,5.2,5,5.3,5.2,43.5,13.6933,Non,,,,-4.59,273,24.1306,0.5,3,25.4869,25.1592,,,,,,,,,,,,,,,
43984,ROC8,10,Temoin/Exclos,15,18,,0,4.6,3.3,4.6,4,5.2,4.7,4.7,4.5,Oui,Oui,5.7,5.5,5.7,5.4,124.2,53.1388,Non,,,,-4.59,274,23.8324,0.5,4,25.8675,25.5477,peut-[etre .64 au lieu de .54,,,,,,,,,,,,,,
43984,ROC8,10,Exclos/Temoin,0,2,,0,7.7,7.5,7.5,7.8,1.8,1.5,1.5,1.6,Oui,Oui,7.8,7,8,7,39.1,15.2841,Non,,,,-4.59,275,25.2373,0.5,4,27.0776,26.5977,,,,,,,,,,,,,,,
43984,ROC8,10,Exclos/Temoin,2,4.5,,0,5.8,6.5,5.9,6.7,1.8,1.7,2.6,2.2,Oui,Oui,6.9,7,7,7.1,52.9,23.9695,Non,,,,-4.59,276,26.4824,0.5,4,28.6194,28.3303,,,,,,,,,,,,,,,
43984,ROC8,10,Exclos/Temoin,4.5,6.5,,1,7.8,7.9,7.7,7.7,1.8,2,2.3,1.8,Oui,Oui,7.8,8.1,8.6,8.6,116.6,52.6531,Non,,,,-4.59,277,25.8246,0.5,4,27.885,27.6162,,,,,,,,,,,,,,,
43984,ROC8,10,Exclos/Temoin,6.5,9,,0,6.2,6.1,6.6,6.5,3.9,3.9,3.7,3.8,Oui,Oui,7.3,7.1,7.4,7.5,140.1,59.7696,Non,,,,-4.59,278,24.598,0.5,4,26.4564,26.0386,,,,,,,,,,,,,,,
43984,ROC8,10,Exclos/Temoin,9,13,,0,5.9,6,6.3,6.2,2.8,3.1,2.8,3,Oui,Oui,7.5,7.7,7.4,7.2,139.8,66.0402,Non,,,,-4.59,279,26.6123,0.5,4,28.5205,28.2634,,,,,,,,,,,,,,,
43984,ROC8,10,Exclos/Temoin,13,17,,0,5.8,6,5.9,5.8,3.4,2.5,4.5,3.1,Oui,Oui,7,7.1,7.5,7.3,225.1,146.7,Non,,,,-4.59,280,28.7907,0.5,4,31.2874,31.1415,,,,,,,,,,,,,,,
