Parcelle;Traitement;Herbivorie_enveloppe;Herbivorie;Motte;Hauteur_motte1;Hauteur_motte2;Hauteur_motte3;Hauteur_motte4;Hauteur_motte5;Hauteur_motteMoy.;Temps;Date/h;Temps_écoulé ;Masse_pétri;Biom_sec+Pétri;Biom_sec;Eau_réhyd;Eau_libre;Eau_retention(t0);Biom_hum+Pétri;Biom_hum;Eau_motte_t;Tpièce;hum.pièce;Vperte_eau;Eau_retention(tf);Mt/M0;pente;WRC_m60h;WRC_m60j;WRC;WHC;Notes;Temps hyd.
;;;;;;;;;;;4;06/11/19 11:38;26:02:00;;;;;;;14,6146;13,2963;8,8666;20,1;26;;;0,277039694045893;;;;;;;
;;;;;;;;;;;5;06/11/19 15:54;30:18:00;;;;;;;12,1395;10,8212;6,3915;20;25;;;0,199704419337099;;;;;;;
;;;;;;;;;;;6;07/11/19 09:14;47:38:00;;;;;;;7,3752;6,0569;1,6272;20;31;;;0,0508423736439534;;;;;;;
;;;;;;;;;;;7;07/11/19 11:54;50:18:00;;;;;;;6,9951;5,6768;1,2471;19,9;32;;;0,0389660300954857;;;;;;;
;;;;;;;;;;;8;07/11/19 16:02;54:26:00;;;;;;;6,5461;5,2278;0,7981;19,8;35;;;0,0249368844673299;;;;;;;
;;;;;;;;;;;9;08/11/19 09:33;71:57:00;;;;;;;6,0615;4,7432;0,313499999999999;20,1;26;;;0,00979540568914661;;;;;;;
;;;;;;;;;;;10;08/11/19 14:31;76:55:00;;;;;;;6,0493;4,731;0,301299999999999;20,1;25;;;0,00941421286806977;;;;;;;
B1;PR;Brouté;Témoin;3;3,5;2,5;3;3;2,5;2,9;0;05/11/19 09:37;00:00:00;1,3313;5,3384;4,0071;150;120;30;29,15;27,8187;23,8116;18,4;37;-3,92930788605418;0,0844051808040727;1;-0,661237784533913;23:43:31,79;30/12/99 18:08;18,1477777777778;7,48671108781912;;
;;;;;;;;;;;1;05/11/19 12:10;02:33:00;;;;;;;27,1677;25,8364;21,8293;20;30;;;0,916750659342505;;;;;;;
;;;;;;;;;;;2;05/11/19 18:18;08:41:00;;;;;;;22,7891;21,4578;17,4507;20,9;29;;;0,732865494128912;;;;;;;
;;;;;;;;;;;3;06/11/19 09:07;23:30:00;;;;;;;13,6894;12,3581;8,351;19,9;26;;;0,350711417964353;;;;;;;
;;;;;;;;;;;4;06/11/19 11:38;26:01:00;;;;;;;11,7372;10,4059;6,3988;20,1;26;;;0,268726167078231;;;;;;;
;;;;;;;;;;;5;06/11/19 15:54;30:17:00;;;;;;;9,5242;8,1929;4,1858;20;25;;;0,175788271262746;;;;;;;
;;;;;;;;;;;6;07/11/19 09:15;47:38:00;;;;;;;5,8913;4,56;0,5529;20;31;;;0,0232197752355995;;;;;;;
;;;;;;;;;;;7;07/11/19 11:55;50:18:00;;;;;;;5,7296;4,3983;0,3912;19,9;32;;;0,0164289673940432;;;;;;;
;;;;;;;;;;;8;07/11/19 16:03;54:26:00;;;;;;;5,6203;4,289;0,2819;19,8;35;;;0,0118387676594601;;;;;;;
;;;;;;;;;;;9;08/11/19 09:33;71:56:00;;;;;;;5,5728;4,2415;0,2344;20,1;26;;;0,00984394160829176;;;;;;;
;;;;;;;;;;;10;08/11/19 14:32;76:55:00;;;;;;;5,5691;4,2378;0,2307;20,1;25;;;0,00968855515799021;;;;;;;
B1;PR;Brouté;Témoin;4;7;8;8,5;8,5;8;8;0;05/11/19 09:38;00:00:00;1,355;9,797;8,442;240;182;58;59,5683;58,2133;49,7713;18,4;37;-5,12951194890098;0,0725846955697701;1;-0,870046389638648;23:14:25,37;30/12/99 13:47;13,7925;6,87040985548448;;
;;;;;;;;;;;1;05/11/19 12:11;02:33:00;;;;;;;53,2766;51,9216;43,4796;20;30;;;0,873587790553994;;;;;;;
;;;;;;;;;;;2;05/11/19 18:19;08:41:00;;;;;;;39,9893;38,6343;30,1923;20,9;29;;;0,606620683004061;;;;;;;
;;;;;;;;;;;3;06/11/19 09:07;23:29:00;;;;;;;16,4983;15,1433;6,7013;19,9;26;;;0,134641851830272;;;;;;;
;;;;;;;;;;;4;06/11/19 11:39;26:01:00;;;;;;;14,8903;13,5353;5,0933;20,1;26;;;0,102334076063916;;;;;;;
;;;;;;;;;;;5;06/11/19 15:55;30:17:00;;;;;;;13,1367;11,7817;3,3397;20;25;;;0,0671009196062791;;;;;;;
;;;;;;;;;;;6;07/11/19 09:15;47:37:00;;;;;;;10,4628;9,1078;0,665799999999999;20;31;;;0,0133771872545021;;;;;;;
;;;;;;;;;;;7;07/11/19 11:56;50:18:00;;;;;;;10,4429;9,0879;0,645899999999999;19,9;32;;;0,0129773584374931;;;;;;;
;;;;;;;;;;;8;07/11/19 16:03;54:25:00;;;;;;;10,4166;9,0616;0,6196;19,8;35;;;0,0124489414582299;;;;;;;
;;;;;;;;;;;9;08/11/19 09:34;71:56:00;;;;;;;10,368;9,013;0,571;20,1;26;;;0,0114724751011125;;;;;;;
;;;;;;;;;;;10;08/11/19 14:32;76:54:00;;;;;;;10,3585;9,0035;0,561499999999999;20,1;25;;;0,0112816020477665;;;;;;;
C1;PR;Brouté;Témoin;1;6,5;6,5;6;5,5;6;6,1;0;21/05/19 09:26;00:00:00;10,0704;17,208;6,6209;218;158;60;51,9663;41,8959;35,275;19,9;27;-3,45978145987509;0,0373061064205773;1;-0,649379647560227;24:15:54,80;30/12/99 18:28;18,4791666666667;9,06221208597019;;
;;;;;;;;;;;1;21/05/19 12:03;02:36:59;;;;;;;50,18;40,1096;33,4887;20;29;;;0,949360737065911;;;;;;Hydratation pendant environ 16h;
;;;;;;;;;;;2;21/05/19 15:50;06:23:59;;;;;;;46,5666;36,4962;29,8753;19,9;27;;;0,846925584691708;;;;;;;
;;;;;;;;;;;3;22/05/19 08:53;23:26:59;;;;;;;29,4038;19,3334;12,7125;19,9;28;;;0,360382707299787;;;;;;;
;;;;;;;;;;;4;22/05/19 12:04;26:38:00;;;;;;;26,734;16,6636;10,0427;20;31;;;0,284697377746279;;;;;;;
;;;;;;;;;;;5;22/05/19 15:51;30:25:00;;;;;;;23,8466;13,7762;7,1553;20;28;;;0,202843373493976;;;;;;;
;;;;;;;;;;;6;23/05/19 08:59;47:33:00;;;;;;;17,8944;7,824;1,2031;20;30;;;0,0341063075832743;;;;;;;
;;;;;;;;;;;7;23/05/19 12:00;50:34:00;;;;;;;17,4519;7,3815;0,760599999999999;19,9;28;;;0,02156201275691;;;;;;;
;;;;;;;;;;;8;23/05/19 16:40;55:14:00;;;;;;;17,0325;6,9621;0,3412;20;29;;;0,00967257264351523;;;;;;Humidité de la pièce lors de la prise de mesure : 37%;
;;;;;;;;;;;9;24/05/19 08:37;71:11:00;;;;;;;16,9056;6,8352;0,214300000000001;19,9;31;;;0,00607512402551384;;;;;;Humidité de la pièce lors de la prise de mesure : 43%;
;;;;;;;;;;;10;24/05/19 11:58;74:32:00;;;;;;;16,9364;6,866;0,2451;20,2;29;;;0,00694826364280652;;;;;;Humidité de la pièce lors de la prise de mesure : 39%;
;;;;;;;;;;;11;24/05/19 15:51;78:25:00;;;;;;;16,9173;6,8469;0,226000000000002;19,7;27;;;0,0064068036853296;;;;;;Humidité de la pièce lors de la prise de mesure : 37%;
;;;;;;;;;;;12;25/05/19 09:00;95:34:00;;;;;;;16,8997;6,8293;0,2084;19,9;25;;;0,0059078667611623;;;;;;Humidité de la pièce lors de la prise de mesure : 44%;
C1;PR;Brouté;Témoin;2;5,5;5,5;5,5;5,5;5,5;5,5;0;21/05/19 09:27;00:00:00;10,1654;14,7827;4,304;242;196;46;44,8573;34,6919;30,3879;19,9;27;-4,73614206384791;0,0328113382899628;1;-0,670805006032053;24:07:52,90;30/12/99 17:53;17,8888888888889;10,6877323420074;;
;;;;;;;;;;;1;21/05/19 12:03;02:35:59;;;;;;;43,0458;32,8804;28,5764;20;29;;;0,940387456849601;;;;;;Hydratation pendant environ 16h;
;;;;;;;;;;;2;21/05/19 15:50;06:22:59;;;;;;;39,746;29,5806;25,2766;19,9;27;;;0,83179818282935;;;;;;;
;;;;;;;;;;;3;22/05/19 08:53;23:25:59;;;;;;;24,5561;14,3907;10,0867;19,9;28;;;0,331931459561207;;;;;;;
;;;;;;;;;;;4;22/05/19 12:05;26:38:00;;;;;;;22,1721;12,0067;7,7027;20;31;;;0,25347918085817;;;;;;;
;;;;;;;;;;;5;22/05/19 15:52;30:25:00;;;;;;;19,7761;9,6107;5,3067;20;28;;;0,174632008134817;;;;;;;
;;;;;;;;;;;6;23/05/19 08:59;47:32:00;;;;;;;15,1562;4,9908;0,6868;20;30;;;0,02260110109616;;;;;;;
;;;;;;;;;;;7;23/05/19 12:00;50:33:00;;;;;;;14,8683;4,7029;0,398899999999999;19,9;28;;;0,0131269353920475;;;;;;;
;;;;;;;;;;;8;23/05/19 16:41;55:14:00;;;;;;;14,6372;4,4718;0,1678;20;29;;;0,00552193471743687;;;;;;Humidité de la pièce lors de la prise de mesure : 37%;
;;;;;;;;;;;9;24/05/19 08:39;71:12:00;;;;;;;14,5972;4,4318;0,127800000000001;19,9;31;;;0,00420562131637924;;;;;;Humidité de la pièce lors de la prise de mesure : 43%;
;;;;;;;;;;;10;24/05/19 11:58;74:31:00;;;;;;;14,6181;4,4527;0,1487;20,2;29;;;0,00489339506843184;;;;;;Humidité de la pièce lors de la prise de mesure : 39%;
;;;;;;;;;;;11;24/05/19 15:51;78:24:00;;;;;;;14,6043;4,4389;0,1349;19,7;27;;;0,00443926694506695;;;;;;Humidité de la pièce lors de la prise de mesure : 37%;
;;;;;;;;;;;12;25/05/19 09:00;95:33:00;;;;;;;14,5963;4,4309;0,126899999999999;19,9;25;;;0,00417600426485539;;;;;;Humidité de la pièce lors de la prise de mesure : 44%;
C1;PR;Brouté;Témoin;3;5;4,5;4,5;4;4,5;4,5;0;21/05/19 09:28;00:00:00;10,146;17,5388;7,1487;222;178;44;55,0985;44,9525;37,8038;19,9;27;-2,87919579315593;0,0461272678948618;1;-0,54445603263518;23:55:58,92;30/12/99 22:02;22,0402777777778;6,15496523843496;;
;;;;;;;;;;;1;21/05/19 12:05;02:36:59;;;;;;;52,9271;42,7811;35,6324;20;29;;;0,942561329813405;;;;;;Hydratation pendant environ 16h;
;;;;;;;;;;;2;21/05/19 15:51;06:23:00;;;;;;;49,3652;39,2192;32,0705;19,9;27;;;0,848340643004142;;;;;;;
;;;;;;;;;;;3;22/05/19 08:54;23:26:00;;;;;;;34,2945;24,1485;16,9998;19,9;28;;;0,449684952306382;;;;;;;
;;;;;;;;;;;4;22/05/19 12:05;26:37:00;;;;;;;32,0956;21,9496;14,8009;20;31;;;0,391518842021172;;;;;;;
;;;;;;;;;;;5;22/05/19 15:53;30:25:00;;;;;;;29,4502;19,3042;12,1555;20;28;;;0,321541749771187;;;;;;;
;;;;;;;;;;;6;23/05/19 09:00;47:32:00;;;;;;;21,2674;11,1214;3,9727;20;30;;;0,105087319264201;;;;;;;
;;;;;;;;;;;7;23/05/19 12:01;50:33:00;;;;;;;20,5133;10,3673;3,2186;19,9;28;;;0,0851395891418323;;;;;;;
;;;;;;;;;;;8;23/05/19 16:42;55:14:00;;;;;;;19,6069;9,4609;2,3122;20;29;;;0,0611631634915008;;;;;;Humidité de la pièce lors de la prise de mesure : 37%;
;;;;;;;;;;;9;24/05/19 08:39;71:11:00;;;;;;;17,7272;7,5812;0,432499999999999;19,9;31;;;0,0114406488236632;;;;;;Humidité de la pièce lors de la prise de mesure : 43%;
;;;;;;;;;;;10;24/05/19 11:59;74:31:00;;;;;;;17,6635;7,5175;0,368799999999998;20,2;29;;;0,00975563303159996;;;;;;Humidité de la pièce lors de la prise de mesure : 39%;
;;;;;;;;;;;11;24/05/19 15:52;78:24:00;;;;;;;17,585;7,439;0,2903;19,7;27;;;0,0076791222046461;;;;;;Humidité de la pièce lors de la prise de mesure : 37%;
;;;;;;;;;;;12;25/05/19 09:01;95:33:00;;;;;;;17,5221;7,3761;0,227399999999998;19,9;25;;;0,00601526830636067;;;;;;Humidité de la pièce lors de la prise de mesure : 44%;
C1;PR;Brouté;Témoin;4;4,5;4;4,5;5;4,5;4,5;0;21/05/19 09:29;00:00:00;10,0345;17,1381;6,7926;220-250;160;#VALEUR !;56,4546;46,4201;39,6275;19,9;27;-2,83811195421309;0,058107352118482;1;-0,486484367174004;23:56:33,17;31/12/99 00:40;24,6666666666667;#VALEUR !;;
;;;;;;;;;;;1;21/05/19 12:06;02:36:59;;;;;;;54,2635;44,229;37,4364;20;29;;;0,944707589426535;;;;;;Hydratation pendant environ 16h;
;;;;;;;;;;;2;21/05/19 15:51;06:21:59;;;;;;;51,1469;41,1124;34,3198;19,9;27;;;0,866060185477257;;;;;;;
;;;;;;;;;;;3;22/05/19 08:54;23:25:00;;;;;;;37,4712;27,4367;20,6441;19,9;28;;;0,520953883035771;;;;;;;
;;;;;;;;;;;4;22/05/19 12:06;26:37:00;;;;;;;34,9494;24,9149;18,1223;20;31;;;0,45731625764936;;;;;;;
;;;;;;;;;;;5;22/05/19 15:53;30:24:00;;;;;;;32,0483;22,0138;15,2212;20;28;;;0,384106996404012;;;;;;;
;;;;;;;;;;;6;23/05/19 09:00;47:31:00;;;;;;;21,3279;11,2934;4,5008;20;30;;;0,113577692259163;;;;;;;
;;;;;;;;;;;7;23/05/19 12:01;50:32:00;;;;;;;20,3778;10,3433;3,5507;19,9;28;;;0,089601917860072;;;;;;;
;;;;;;;;;;;8;23/05/19 16:43;55:14:00;;;;;;;19,3149;9,2804;2,4878;20;29;;;0,0627796353542364;;;;;;Humidité de la pièce lors de la prise de mesure : 37%;
;;;;;;;;;;;9;24/05/19 08:40;71:11:00;;;;;;;17,3165;7,282;0,489400000000002;19,9;31;;;0,0123500094631254;;;;;;Humidité de la pièce lors de la prise de mesure : 43%;
;;;;;;;;;;;10;24/05/19 11:59;74:30:00;;;;;;;17,2584;7,2239;0,431300000000002;20,2;29;;;0,0108838559081446;;;;;;Humidité de la pièce lors de la prise de mesure : 39%;
;;;;;;;;;;;11;24/05/19 15:52;78:23:00;;;;;;;17,1933;7,1588;0,366200000000001;19,7;27;;;0,00924105734653968;;;;;;Humidité de la pièce lors de la prise de mesure : 37%;
;;;;;;;;;;;12;25/05/19 09:02;95:33:00;;;;;;;17,119;7,0845;0,2919;19,9;25;;;0,00736609677622863;;;;;;Humidité de la pièce lors de la prise de mesure : 44%;
C1;PR;Non Brouté;Exclos;1;6,5;5,5;6,5;6;7;6,3;0;21/05/19 09:29;00:00:00;10,1444;15,4585;4,839;240;202;38;47,3265;37,1821;32,3431;19,9;27;-3,8095322989037;0,0577908658813806;1;-0,569961654708269;23:45:49,38;30/12/99 21:03;21,0541666666667;7,85286216160364;Structure de la motte légèrement détruite, motte plutôt lâche ;
;;;;;;;;;;;1;21/05/19 12:06;02:36:59;;;;;;;45,0772;34,9328;30,0938;20;29;;;0,930455027502002;;;;;;Hydratation pendant environ 16h;
;;;;;;;;;;;2;21/05/19 15:52;06:23:00;;;;;;;41,5901;31,4457;26,6067;19,9;27;;;0,822639140960514;;;;;;;
;;;;;;;;;;;3;22/05/19 08:55;23:26:00;;;;;;;29,1033;18,9589;14,1199;19,9;28;;;0,43656606818765;;;;;;;
;;;;;;;;;;;4;22/05/19 12:07;26:38:00;;;;;;;26,508;16,3636;11,5246;20;31;;;0,356323296158995;;;;;;;
;;;;;;;;;;;5;22/05/19 15:54;30:25:00;;;;;;;23,7115;13,5671;8,7281;20;28;;;0,269859722784767;;;;;;;
;;;;;;;;;;;6;23/05/19 09:01;47:32:00;;;;;;;16,6174;6,473;1,634;20;30;;;0,0505208220609651;;;;;;;
;;;;;;;;;;;7;23/05/19 12:02;50:33:00;;;;;;;16,054;5,9096;1,0706;19,9;28;;;0,0331013415535307;;;;;;;
;;;;;;;;;;;8;23/05/19 16:44;55:15:00;;;;;;;15,4837;5,3393;0,500300000000001;20;29;;;0,0154685234253983;;;;;;Humidité de la pièce lors de la prise de mesure : 37%;
;;;;;;;;;;;9;24/05/19 08:42;71:13:00;;;;;;;15,2566;5,1122;0,273200000000001;19,9;31;;;0,00844693303981378;;;;;;Humidité de la pièce lors de la prise de mesure : 43%;
;;;;;;;;;;;10;24/05/19 12:01;74:32:00;;;;;;;15,2796;5,1352;0,296200000000001;20,2;29;;;0,00915805844214069;;;;;;Humidité de la pièce lors de la prise de mesure : 39%;
;;;;;;;;;;;11;24/05/19 15:53;78:24:00;;;;;;;15,2633;5,1189;0,2799;19,7;27;;;0,00865408696136114;;;;;;Humidité de la pièce lors de la prise de mesure : 37%;
;;;;;;;;;;;12;25/05/19 09:02;95:33:00;;;;;;;15,2527;5,1083;0,269300000000001;19,9;25;;;0,00832635090637574;;;;;;Humidité de la pièce lors de la prise de mesure : 44%;
C1;PR;Non Brouté;Exclos;2;1;1;0,5;0,5;1;0,8;0;03/12/19 08:51;00:00:00;1,3349;4,5074;3,1725;100;76;24;13,8208;12,4859;9,3134;20;26;-2,18055821828324;0,0321434200157606;1;-0,742781470515984;23:52:21,80;30/12/99 16:09;16,1555555555556;7,56501182033097;;
;;;;;;;;;;;1;03/12/19 11:15;02:23:59;;;;;;;13,0599;11,725;8,5525;20;27;;;0,918300513238989;;;;;;;
;;;;;;;;;;;2;03/12/19 18:05;09:13:59;;;;;;;11,0585;9,7236;6,5511;20;30;;;0,703405845341121;;;;;;;
;;;;;;;;;;;3;04/12/19 08:49;23:57:59;;;;;;;6,885;5,5501;2,3776;20;29;;;0,255288079541306;;;;;;;
;;;;;;;;;;;4;04/12/19 13:06;28:15:00;;;;;;;6,0861;4,7512;1,5787;20,1;28;;;0,169508450190049;;;;;;;
;;;;;;;;;;;5;04/12/19 16:48;31:57:00;;;;;;;5,5077;4,1728;1,0003;20;27;;;0,107404385079563;;;;;;;
;;;;;;;;;;;6;05/12/19 08:35;47:44:00;;;;;;;4,6106;3,2757;0,1032;20;21;;;0,0110808082977216;;;;;;;
;;;;;;;;;;;7;05/12/19 11:36;50:45:00;;;;;;;4,615;3,2801;0,107600000000001;20,3;26;;;0,0115532458608028;;;;;;;
;;;;;;;;;;;8;05/12/19 16:32;55:41:00;;;;;;;4,6113;3,2764;0,1039;20,1;25;;;0,0111559688191209;;;;;;;
;;;;;;;;;;;9;06/12/19 08:27;71:36:00;;;;;;;4,6006;3,2657;0,0932000000000004;20;19;;;0,0100070865634463;;;;;;;
C1;PR;Non Brouté;Exclos;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C1;PR;Non Brouté;Exclos;4;4;4;4,5;5;4;4,3;0;21/05/19 09:32;00:00:00;10,0499;20,1284;9,4243;200;166;34;43,6975;33,6476;24,2233;19,9;27;-1,91419326946028;0,031766285029127;1;-0,744734682284185;23:36:42,71;30/12/99 16:06;16,1130555555556;3,60769500122025;;
;;;;;;;;;;;1;21/05/19 12:09;02:36:59;;;;;;;41,4836;31,4337;22,0094;20;29;;;0,908604525394971;;;;;;Hydratation pendant environ 16h;
;;;;;;;;;;;2;21/05/19 15:54;06:21:59;;;;;;;37,8056;27,7557;18,3314;19,9;27;;;0,75676724476021;;;;;;;
;;;;;;;;;;;3;22/05/19 08:57;23:25:00;;;;;;;25,8824;15,8325;6,4082;19,9;28;;;0,264546944470819;;;;;;;
;;;;;;;;;;;4;22/05/19 12:09;26:37:00;;;;;;;24,9842;14,9343;5,51;20;31;;;0,227466942984647;;;;;;;
;;;;;;;;;;;5;22/05/19 15:55;30:23:00;;;;;;;24,0069;13,957;4,5327;20;28;;;0,187121490465791;;;;;;;
;;;;;;;;;;;6;23/05/19 09:03;47:31:00;;;;;;;20,8353;10,7854;1,3611;20;30;;;0,0561897016508899;;;;;;;
;;;;;;;;;;;7;23/05/19 12:04;50:32:00;;;;;;;20,5445;10,4946;1,0703;19,9;28;;;0,0441847312298489;;;;;;;
;;;;;;;;;;;8;23/05/19 16:45;55:13:00;;;;;;;20,1878;10,1379;0,7136;20;29;;;0,0294592396576849;;;;;;Humidité de la pièce lors de la prise de mesure : 37%;
;;;;;;;;;;;9;24/05/19 08:43;71:11:00;;;;;;;19,765;9,7151;0,290800000000001;19,9;31;;;0,0120049704210409;;;;;;Humidité de la pièce lors de la prise de mesure : 43%;
;;;;;;;;;;;10;24/05/19 12:03;74:31:00;;;;;;;19,792;9,7421;0,317800000000002;20,2;29;;;0,0131195997242325;;;;;;Humidité de la pièce lors de la prise de mesure : 39%;
;;;;;;;;;;;11;24/05/19 15:54;78:22:00;;;;;;;19,777;9,7271;0,302800000000001;19,7;27;;;0,0125003612224594;;;;;;Humidité de la pièce lors de la prise de mesure : 37%;
;;;;;;;;;;;12;25/05/19 09:04;95:32:00;;;;;;;19,7603;9,7104;0,286100000000001;19,9;25;;;0,0118109423571521;;;;;;Humidité de la pièce lors de la prise de mesure : 44%;
D1;PR;Brouté;Témoin;1;2,5;2,5;4,5;4;4;3,5;0;03/12/19 08:52;00:00:00;1,3415;5,0241;3,6826;150;94;56;37,7119;36,3704;32,6878;20;26;-4,32081071979047;0,0743496442730681;1;-0,486781537965246;23:58:30,87;31/12/99 00:39;24,6516666666667;15,2066474773258;;
;;;;;;;;;;;1;03/12/19 11:16;02:24:00;;;;;;;36,0163;34,6748;30,9922;20;27;;;0,948127435924106;;;;;;;
;;;;;;;;;;;2;03/12/19 18:06;09:14:00;;;;;;;31,6544;30,3129;26,6303;20;30;;;0,814686213204926;;;;;;;
;;;;;;;;;;;3;04/12/19 08:49;23:57:00;;;;;;;21,625;20,2835;16,6009;20;29;;;0,507862260537571;;;;;;;
;;;;;;;;;;;4;04/12/19 13:08;28:16:00;;;;;;;18,9878;17,6463;13,9637;20,1;28;;;0,427183842289784;;;;;;;
;;;;;;;;;;;5;04/12/19 16:49;31:57:00;;;;;;;16,559;15,2175;11,5349;20;27;;;0,352880891341724;;;;;;;
;;;;;;;;;;;6;05/12/19 08:36;47:44:00;;;;;;;8,1324;6,7909;3,1083;20;21;;;0,0950905230697692;;;;;;;
;;;;;;;;;;;7;05/12/19 11:36;50:44:00;;;;;;;7,4991;6,1576;2,475;20,3;26;;;0,0757163222976156;;;;;;;
;;;;;;;;;;;8;05/12/19 16:32;55:40:00;;;;;;;6,639;5,2975;1,6149;20,1;25;;;0,0494037530821897;;;;;;;
;;;;;;;;;;;9;06/12/19 08:27;71:35:00;;;;;;;5,2979;3,9564;0,2738;20;19;;;0,00837621375559078;;;;;;;
D1;PR;Brouté;Témoin;2;2;;;;;2;0;03/12/19 08:52;00:00:00;1,349;4,1395;2,7905;150;112;38;19,2629;17,9139;15,1234;20;26;-4,93518096720482;0,0401182583766349;1;-0,91061682485321;22:44:55,74;30/12/99 13:10;13,1777777777778;13,6176312488801;;
;;;;;;;;;;;1;03/12/19 11:16;02:24:00;;;;;;;17,2638;15,9148;13,1243;20;27;;;0,867814115873415;;;;;;;
;;;;;;;;;;;2;03/12/19 18:06;09:14:00;;;;;;;11,65;10,301;7,5105;20;30;;;0,496614517899414;;;;;;;
;;;;;;;;;;;3;04/12/19 08:50;23:58:00;;;;;;;5,2933;3,9443;1,1538;20;29;;;0,0762923681182803;;;;;;;
;;;;;;;;;;;4;04/12/19 13:08;28:16:00;;;;;;;4,8172;3,4682;0,6777;20,1;28;;;0,0448113519446685;;;;;;;
;;;;;;;;;;;5;04/12/19 16:49;31:57:00;;;;;;;4,5155;3,1665;0,376;20;27;;;0,0248621341761773;;;;;;;
;;;;;;;;;;;6;05/12/19 08:37;47:45:00;;;;;;;4,2517;2,9027;0,1122;20;21;;;0,00741896663448693;;;;;;;
;;;;;;;;;;;7;05/12/19 11:37;50:45:00;;;;;;;4,2578;2,9088;0,1183;20,3;26;;;0,00782231508787704;;;;;;;
;;;;;;;;;;;8;05/12/19 16:33;55:41:00;;;;;;;4,254;2,905;0,1145;20,1;25;;;0,00757104883822418;;;;;;;
;;;;;;;;;;;9;06/12/19 08:28;71:36:00;;;;;;;4,2423;2,8933;0,1028;20;19;;;0,00679741328008254;;;;;;;
D1;PR;Brouté;Témoin;3;6;6;6,5;7;6;6,3;0;03/12/19 08:53;00:00:00;1,3352;5,9682;4,633;150;94;56;39,8365;38,5013;33,8683;20;26;-6,15551979197769;0,0636520612993739;1;-0,842041767559418;23:17:48,88;30/12/99 14:15;14,2511111111111;12,0872005180229;;
;;;;;;;;;;;1;03/12/19 11:17;02:23:59;;;;;;;36,1291;34,7939;30,1609;20;27;;;0,890534806884314;;;;;;;
;;;;;;;;;;;2;03/12/19 18:06;09:13:00;;;;;;;26,0797;24,7445;20,1115;20;30;;;0,593814865227957;;;;;;;
;;;;;;;;;;;3;04/12/19 08:50;23:57:00;;;;;;;11,0691;9,7339;5,1009;20;29;;;0,150609862319632;;;;;;;
;;;;;;;;;;;4;04/12/19 13:09;28:16:00;;;;;;;9,649;8,3138;3,6808;20,1;28;;;0,108679797923132;;;;;;;
;;;;;;;;;;;5;04/12/19 16:49;31:56:00;;;;;;;8,6657;7,3305;2,6975;20;27;;;0,0796467493201607;;;;;;;
;;;;;;;;;;;6;05/12/19 08:37;47:44:00;;;;;;;6,3506;5,0154;0,382399999999999;20;21;;;0,0112907940463501;;;;;;;
;;;;;;;;;;;7;05/12/19 11:37;50:44:00;;;;;;;6,2664;4,9312;0,2982;20,3;26;;;0,00880469347442888;;;;;;;
;;;;;;;;;;;8;05/12/19 16:33;55:40:00;;;;;;;6,235;4,8998;0,2668;20,1;25;;;0,00787757283359366;;;;;;;
;;;;;;;;;;;9;06/12/19 08:29;71:36:00;;;;;;;6,2004;4,8652;0,232199999999999;20;19;;;0,00685596856057136;;;;;;;
D1;PR;Brouté;Témoin;4;4;3;3;3;3,5;3,3;0;21/05/19 09:35;00:00:00;10,1495;14,405;4,092;247;216;31;39,958;29,8085;25,7165;19,9;27;-2,62360722926004;0,0407074780058653;1;-0,417467415166609;24:01:20,61;31/12/99 04:44;28,7447222222222;7,57575757575758;;
;;;;;;;;;;;1;21/05/19 12:12;02:36:59;;;;;;;38,7288;28,5793;24,4873;20;29;;;0,952201893725818;;;;;;Hydratation pendant environ 16h;
;;;;;;;;;;;2;21/05/19 15:57;06:21:59;;;;;;;36,8377;26,6882;22,5962;19,9;27;;;0,878665448253067;;;;;;;
;;;;;;;;;;;3;22/05/19 08:59;23:23:59;;;;;;;29,9018;19,7523;15,6603;19,9;28;;;0,608959228510878;;;;;;;
;;;;;;;;;;;4;22/05/19 12:11;26:36:00;;;;;;;28,4355;18,286;14,194;20;31;;;0,551941360605059;;;;;;;
;;;;;;;;;;;5;22/05/19 15:58;30:23:00;;;;;;;26,4105;16,261;12,169;20;28;;;0,473198141271168;;;;;;;
;;;;;;;;;;;6;23/05/19 09:06;47:31:00;;;;;;;18,3703;8,2208;4,1288;20;30;;;0,160550619252231;;;;;;;
;;;;;;;;;;;7;23/05/19 12:07;50:32:00;;;;;;;17,4596;7,3101;3,2181;19,9;28;;;0,125137557599207;;;;;;;
;;;;;;;;;;;8;23/05/19 16:47;55:12:00;;;;;;;16,3611;6,2116;2,1196;20;29;;;0,0824217914568468;;;;;;Humidité de la pièce lors de la prise de mesure : 37%;
;;;;;;;;;;;9;24/05/19 08:46;71:11:00;;;;;;;14,4433;4,2938;0,201800000000001;19,9;31;;;0,00784710205510086;;;;;;Humidité de la pièce lors de la prise de mesure : 43%;
;;;;;;;;;;;10;24/05/19 12:05;74:30:00;;;;;;;14,4218;4,2723;0,1803;20,2;29;;;0,00701106293624715;;;;;;Humidité de la pièce lors de la prise de mesure : 39%;
;;;;;;;;;;;11;24/05/19 15:56;78:21:00;;;;;;;14,3937;4,2442;0,152200000000001;19,7;27;;;0,00591837925067569;;;;;;Humidité de la pièce lors de la prise de mesure : 37%;
