Parcelle;Traitement;Herbivorie_enveloppe;Herbivorie;Motte;Hauteur_motte1;Hauteur_motte2;Hauteur_motte3;Hauteur_motte4;Hauteur_motte5;Hauteur_motteMoy.;Temps;Date/h;Temps_écoulé ;Masse_pétri;Biom_sec+Pétri;Biom_sec;Eau_réhyd;Eau_libre;Eau_retention(t0);Biom_hum+Pétri;Biom_hum;Eau_motte_t;Tpièce;hum.pièce;Vperte_eau;Eau_retention(tf);Mt/M0;pente;WRC_m60h;WRC_m60j;WRC;WHC;Notes;Temps hyd.
26;PA;Non Brouté;Exclos;1;2;2;1,5;1,5;2;1,8;0;05/11/19 09:14;00:00:00;1,3473;5,1394;3,7921;150;132;18;14,3288;12,9815;9,1894;18,4;37;-2,10958121352218;0,015242214076633;1;-0,870540287700771;23:58:01,12;30/12/99 13:47;13,7844444444444;4,74671026607948;;
;;;;;;;;;;;1;05/11/19 11:56;02:41:59;;;;;;;13,4856;12,1383;8,3462;20;30;;;0,908242105034061;;;;;;;
;;;;;;;;;;;2;05/11/19 18:03;08:48:59;;;;;;;11,259;9,9117;6,1196;20,9;29;;;0,665941193113805;;;;;;;
;;;;;;;;;;;3;06/11/19 08:49;23:34:59;;;;;;;6,4916;5,1443;1,3522;19,9;26;;;0,147147800726924;;;;;;;
;;;;;;;;;;;4;06/11/19 11:25;26:11:00;;;;;;;5,8995;4,5522;0,7601;20,1;26;;;0,0827148671295188;;;;;;;
;;;;;;;;;;;5;06/11/19 15:40;30:26:00;;;;;;;5,3405;3,9932;0,201099999999999;20;25;;;0,021883909722071;;;;;;;
;;;;;;;;;;;6;07/11/19 09:00;47:46:00;;;;;;;5,1992;3,8519;0,0598000000000001;20;31;;;0,00650749776916883;;;;;;;
;;;;;;;;;;;7;07/11/19 11:41;50:27:00;;;;;;;5,1992;3,8519;0,0598000000000001;19,9;32;;;0,00650749776916883;;;;;;;
;;;;;;;;;;;8;07/11/19 15:48;54:34:00;;;;;;;5,1989;3,8516;0,0594999999999999;19,8;35;;;0,00647485145929004;;;;;;;
;;;;;;;;;;;9;08/11/19 09:16;72:02:00;;;;;;;5,1954;3,8481;0,0560000000000001;20,1;26;;;0,0060939778440377;;;;;;;
;;;;;;;;;;;10;08/11/19 14:15;77:01:00;;;;;;;5,1933;3,846;0,0538999999999996;20,1;25;;;0,00586545367488624;;;;;;;
26;PA;Non Brouté;Exclos;2;4,5;4,5;3,5;4;3,5;4;0;05/11/19 09:15;00:00:00;1,3271;3,6006;2,2735;150;134;16;15,1001;13,773;11,4995;18,4;37;-4,83968842594607;0,0332673557657062;1;-0,956826960858159;23:23:49,19;30/12/99 12:32;12,5413888888889;7,03760721354739;;
;;;;;;;;;;;1;05/11/19 11:57;02:42:00;;;;;;;13,6825;12,3554;10,0819;20;30;;;0,876725075003261;;;;;;;
;;;;;;;;;;;2;05/11/19 18:03;08:48:00;;;;;;;10,1616;8,8345;6,561;20,9;29;;;0,570546545501978;;;;;;;
;;;;;;;;;;;3;06/11/19 08:50;23:35:00;;;;;;;4,2162;2,8891;0,6156;19,9;26;;;0,0535327622940128;;;;;;;
;;;;;;;;;;;4;06/11/19 11:26;26:11:00;;;;;;;3,9324;2,6053;0,331799999999999;20,1;26;;;0,0288534284099308;;;;;;;
;;;;;;;;;;;5;06/11/19 15:41;30:26:00;;;;;;;3,7005;2,3734;0,0998999999999999;20;25;;;0,00868733423192312;;;;;;;
;;;;;;;;;;;6;07/11/19 09:00;47:45:00;;;;;;;3,6725;2,3454;0,0718999999999994;20;31;;;0,00625244575851119;;;;;;;
;;;;;;;;;;;7;07/11/19 11:41;50:26:00;;;;;;;3,6728;2,3457;0,0721999999999996;19,9;32;;;0,00627853384929776;;;;;;;
;;;;;;;;;;;8;07/11/19 15:49;54:34:00;;;;;;;3,6722;2,3451;0,0716000000000001;19,8;35;;;0,00622635766772469;;;;;;;
;;;;;;;;;;;9;08/11/19 09:17;72:02:00;;;;;;;3,6709;2,3438;0,0702999999999996;20,1;26;;;0,00611330927431624;;;;;;;
;;;;;;;;;;;10;08/11/19 14:16;77:01:00;;;;;;;3,6685;2,3414;0,0678999999999999;20,1;25;;;0,00590460454802382;;;;;;;
26;PA;Non Brouté;Exclos;3;3,5;3,5;3;3,5;4;3,5;0;05/11/19 09:15;00:00:00;1,344;7,0396;5,6956;150;114;36;24,4852;23,1412;17,4456;18,4;37;-1,64783597286859;0,0309361612472786;1;-0,537981758556333;23:37:13,04;30/12/99 22:18;22,3055555555556;6,32066858627713;;
;;;;;;;;;;;1;05/11/19 11:57;02:42:00;;;;;;;23,183;21,839;16,1434;20;30;;;0,925356536891824;;;;;;;
;;;;;;;;;;;2;05/11/19 18:04;08:49:00;;;;;;;20,2873;18,9433;13,2477;20,9;29;;;0,759371990645206;;;;;;;
;;;;;;;;;;;3;06/11/19 08:50;23:35:00;;;;;;;15,0837;13,7397;8,0441;19,9;26;;;0,461096207639749;;;;;;;
;;;;;;;;;;;4;06/11/19 11:26;26:11:00;;;;;;;14,0547;12,7107;7,0151;20,1;26;;;0,40211285367084;;;;;;;
;;;;;;;;;;;5;06/11/19 15:41;30:26:00;;;;;;;12,2946;10,9506;5,255;20;25;;;0,301222084651717;;;;;;;
;;;;;;;;;;;6;07/11/19 09:00;47:45:00;;;;;;;7,3312;5,9872;0,2916;20;31;;;0,016714816343376;;;;;;;
;;;;;;;;;;;7;07/11/19 11:42;50:27:00;;;;;;;7,216;5,872;0,1764;19,9;32;;;0,0101114321089558;;;;;;;
;;;;;;;;;;;8;07/11/19 15:49;54:34:00;;;;;;;7,1876;5,8436;0,148;19,8;35;;;0,00848351446783141;;;;;;;
;;;;;;;;;;;9;08/11/19 09:17;72:02:00;;;;;;;7,1746;5,8306;0,135;20,1;26;;;0,00773834089971109;;;;;;;
;;;;;;;;;;;10;08/11/19 14:16;77:01:00;;;;;;;7,1696;5,8256;0,13;20,1;25;;;0,00745173568120328;;;;;;;
26;PA;Non Brouté;Exclos;4;4;4,5;4,5;4,5;5;4,5;0;05/11/19 09:16;00:00:00;1,3441;4,5561;3,212;150;118;32;19,589;18,2449;15,0329;18,4;37;-3,49253218995301;0,0330136986301371;1;-0,746230826662125;23:33:21,31;30/12/99 16:04;16,0808333333333;9,9626400996264;;
;;;;;;;;;;;1;05/11/19 11:57;02:41:00;;;;;;;18,1205;16,7764;13,5644;20;30;;;0,902314257395446;;;;;;;
;;;;;;;;;;;2;05/11/19 18:04;08:48:00;;;;;;;14,6635;13,3194;10,1074;20,9;29;;;0,672351974668893;;;;;;;
;;;;;;;;;;;3;06/11/19 08:51;23:35:00;;;;;;;8,4796;7,1355;3,9235;19,9;26;;;0,260994219345569;;;;;;;
;;;;;;;;;;;4;06/11/19 11:27;26:11:00;;;;;;;7,4459;6,1018;2,8898;20,1;26;;;0,192231705126755;;;;;;;
;;;;;;;;;;;5;06/11/19 15:41;30:25:00;;;;;;;6,2771;4,933;1,721;20;25;;;0,114482235629852;;;;;;;
;;;;;;;;;;;6;07/11/19 09:01;47:45:00;;;;;;;4,6744;3,3303;0,118300000000001;20;31;;;0,00786940643521879;;;;;;;
;;;;;;;;;;;7;07/11/19 11:42;50:26:00;;;;;;;4,6723;3,3282;0,1162;19,9;32;;;0,00772971282985985;;;;;;;
;;;;;;;;;;;8;07/11/19 15:50;54:34:00;;;;;;;4,671;3,3269;0,1149;19,8;35;;;0,00764323583606626;;;;;;;
;;;;;;;;;;;9;08/11/19 09:18;72:02:00;;;;;;;4,6634;3,3193;0,1073;20,1;26;;;0,0071376780261959;;;;;;;
;;;;;;;;;;;10;08/11/19 14:17;77:01:00;;;;;;;4,6296;3,2855;0,0735000000000001;20,1;25;;;0,00488927618756196;;;;;;;
26;PA;Brouté;Témoin;1;3,5;3;4;3,5;3,5;3,5;0;05/11/19 09:17;00:00:00;1,3393;8,3996;7,0603;150;110;40;38,7566;37,4173;30,357;18,4;37;-2,40612675900375;0,0353030324490462;1;-0,559606573659919;23:54:02,02;30/12/99 21:26;21,4436111111111;5,66548163675764;;
;;;;;;;;;;;1;05/11/19 11:58;02:41:00;;;;;;;36,7671;35,4278;28,3675;20;30;;;0,934463221003393;;;;;;;
;;;;;;;;;;;2;05/11/19 18:05;08:47:59;;;;;;;32,178;30,8387;23,7784;20,9;29;;;0,783292156668972;;;;;;;
;;;;;;;;;;;3;06/11/19 08:51;23:33:59;;;;;;;22,0384;20,6991;13,6388;19,9;26;;;0,449280231906974;;;;;;;
;;;;;;;;;;;4;06/11/19 11:27;26:10:00;;;;;;;19,9722;18,6329;11,5726;20,1;26;;;0,38121685278519;;;;;;;
;;;;;;;;;;;5;06/11/19 15:42;30:25:00;;;;;;;17,2116;15,8723;8,812;20;25;;;0,290279013077709;;;;;;;
;;;;;;;;;;;6;07/11/19 09:01;47:44:00;;;;;;;10,8799;9,5406;2,4803;20;31;;;0,0817043844912211;;;;;;;
;;;;;;;;;;;7;07/11/19 11:42;50:25:00;;;;;;;10,3779;9,0386;1,9783;19,9;32;;;0,0651678360839346;;;;;;;
;;;;;;;;;;;8;07/11/19 15:50;54:33:00;;;;;;;9,6503;8,311;1,2507;19,8;35;;;0,0411997232928155;;;;;;;
;;;;;;;;;;;9;08/11/19 09:18;72:01:00;;;;;;;8,6553;7,316;0,255700000000001;20,1;26;;;0,00842309846163985;;;;;;;
;;;;;;;;;;;10;08/11/19 14:17;77:00:00;;;;;;;8,6424;7,3031;0,242800000000001;20,1;25;;;0,00799815528543666;;;;;;;
26;PA;Brouté;Témoin;2;2,5;3;3;3;2,5;2,8;0;05/11/19 09:18;00:00:00;1,3568;5,8576;4,5008;150;122;28;27,8984;26,5416;22,0408;18,4;37;-2,67067868245994;0,0700616186751986;1;-0,545360904051381;23:52:20,95;30/12/99 22:00;22,0038888888889;6,22111624600071;;
;;;;;;;;;;;1;05/11/19 11:58;02:40:00;;;;;;;26,4418;25,085;20,5842;20;30;;;0,933913469565533;;;;;;;
;;;;;;;;;;;2;05/11/19 18:05;08:46:59;;;;;;;23,2248;21,868;17,3672;20,9;29;;;0,787956879968059;;;;;;;
;;;;;;;;;;;3;06/11/19 08:52;23:33:59;;;;;;;16,0369;14,6801;10,1793;19,9;26;;;0,461838953214039;;;;;;;
;;;;;;;;;;;4;06/11/19 11:27;26:09:00;;;;;;;14,5785;13,2217;8,7209;20,1;26;;;0,395670756052412;;;;;;;
;;;;;;;;;;;5;06/11/19 15:42;30:24:00;;;;;;;12,647;11,2902;6,7894;20;25;;;0,308037820768756;;;;;;;
;;;;;;;;;;;6;07/11/19 09:02;47:44:00;;;;;;;7,308;5,9512;1,4504;20;31;;;0,0658052339298029;;;;;;;
;;;;;;;;;;;7;07/11/19 11:43;50:25:00;;;;;;;6,9494;5,5926;1,0918;19,9;32;;;0,0495354070632645;;;;;;;
;;;;;;;;;;;8;07/11/19 15:51;54:33:00;;;;;;;6,4255;5,0687;0,567900000000001;19,8;35;;;0,02576585241915;;;;;;;
;;;;;;;;;;;9;08/11/19 09:19;72:01:00;;;;;;;6,0502;4,6934;0,192600000000001;20,1;26;;;0,00873833980617766;;;;;;;
;;;;;;;;;;;10;08/11/19 14:18;77:00:00;;;;;;;6,0431;4,6863;0,1855;20,1;25;;;0,0084162099379333;;;;;;;
26;PA;Brouté;Témoin;3;2;2;2,5;3;2,5;2,4;0;05/11/19 09:19;00:00:00;1,3438;7,7533;6,4095;150;114;36;32,9076;31,5638;25,1543;18,4;37;-1,86311191463674;0,0369997659723848;1;-0,474734570902954;23:51:28,78;31/12/99 01:16;25,2772222222222;5,61666276620641;;
;;;;;;;;;;;1;05/11/19 11:59;02:39:59;;;;;;;31,3653;30,0215;23,612;20;30;;;0,938686427370271;;;;;;;
;;;;;;;;;;;2;05/11/19 18:06;08:46:59;;;;;;;28,2393;26,8955;20,486;20,9;29;;;0,814413440246797;;;;;;;
;;;;;;;;;;;3;06/11/19 08:52;23:32:59;;;;;;;21,1575;19,8137;13,4042;19,9;26;;;0,532879070377629;;;;;;;
;;;;;;;;;;;4;06/11/19 11:28;26:09:00;;;;;;;19,6885;18,3447;11,9352;20,1;26;;;0,474479512449164;;;;;;;
;;;;;;;;;;;5;06/11/19 15:43;30:24:00;;;;;;;17,6421;16,2983;9,8888;20;25;;;0,393125628620156;;;;;;;
;;;;;;;;;;;6;07/11/19 09:02;47:43:00;;;;;;;10,9194;9,5756;3,1661;20;31;;;0,125867147962774;;;;;;;
;;;;;;;;;;;7;07/11/19 11:43;50:24:00;;;;;;;10,3394;8,9956;2,5861;19,9;32;;;0,102809460012801;;;;;;;
;;;;;;;;;;;8;07/11/19 15:51;54:32:00;;;;;;;9,483;8,1392;1,7297;19,8;35;;;0,0687635911156343;;;;;;;
;;;;;;;;;;;9;08/11/19 09:20;72:01:00;;;;;;;8,0012;6,6574;0,2479;20,1;26;;;0,00985517386689355;;;;;;;
;;;;;;;;;;;10;08/11/19 14:18;76:59:00;;;;;;;7,9797;6,6359;0,2264;20,1;25;;;0,00900044922736868;;;;;;;
26;PA;Brouté;Témoin;4;4,5;5;5;6;5,5;5,2;0;05/11/19 09:19;00:00:00;1,3554;7,3896;6,0342;150;94;56;52,7406;51,3852;45,351;18,4;37;-3,56012622169914;0,0629826654734679;1;-0,473694376022071;23:52:55,04;31/12/99 01:19;25,3327777777778;9,28043485466176;;
;;;;;;;;;;;1;05/11/19 11:59;02:39:59;;;;;;;49,9661;48,6107;42,5765;20;30;;;0,938821635686093;;;;;;;
;;;;;;;;;;;2;05/11/19 18:06;08:46:59;;;;;;;44,4184;43,063;37,0288;20,9;29;;;0,816493572357831;;;;;;;
;;;;;;;;;;;3;06/11/19 08:53;23:33:59;;;;;;;31,7992;30,4438;24,4096;19,9;26;;;0,538237304579833;;;;;;;
;;;;;;;;;;;4;06/11/19 11:28;26:09:00;;;;;;;29,1896;27,8342;21,8;20,1;26;;;0,480695023262993;;;;;;;
;;;;;;;;;;;5;06/11/19 15:43;30:24:00;;;;;;;25,0296;23,6742;17,64;20;25;;;0,388966064695376;;;;;;;
;;;;;;;;;;;6;07/11/19 09:03;47:44:00;;;;;;;11,7519;10,3965;4,3623;20;31;;;0,0961897201825759;;;;;;;
;;;;;;;;;;;7;07/11/19 11:44;50:25:00;;;;;;;10,9508;9,5954;3,5612;19,9;32;;;0,0785252805891822;;;;;;;
;;;;;;;;;;;8;07/11/19 15:52;54:33:00;;;;;;;9,8661;8,5107;2,4765;19,8;35;;;0,0546073956472845;;;;;;;
;;;;;;;;;;;9;08/11/19 09:20;72:01:00;;;;;;;7,8086;6,4532;0,419000000000001;20,1;26;;;0,00923904654803644;;;;;;;
;;;;;;;;;;;10;08/11/19 14:19;77:00:00;;;;;;;7,7307;6,3753;0,341099999999999;20,1;25;;;0,00752133359793608;;;;;;;
33;PS;Non Brouté;Exclos;1;4;;;;;4;0;05/11/19 09:20;00:00:00;1,3411;6,402;5,0609;150;114;36;29,3431;28,002;22,9411;18,4;37;-2,48038812762419;0,0515718548084333;1;-0,547183712860032;23:50:53,12;30/12/99 21:55;21,9305555555556;7,11335928392183;Structure détruitre pour retirer sable;
;;;;;;;;;;;1;05/11/19 12:00;02:39:59;;;;;;;27,7669;26,4258;21,3649;20;30;;;0,93129361713257;;;;;;;
;;;;;;;;;;;2;05/11/19 18:07;08:46:59;;;;;;;24,4366;23,0955;18,0346;20,9;29;;;0,78612621016429;;;;;;;
;;;;;;;;;;;3;06/11/19 08:53;23:32:59;;;;;;;16,9344;15,5933;10,5324;19,9;26;;;0,459106145738434;;;;;;;
;;;;;;;;;;;4;06/11/19 11:29;26:09:00;;;;;;;15,4814;14,1403;9,0794;20,1;26;;;0,395770037182175;;;;;;;
;;;;;;;;;;;5;06/11/19 15:44;30:24:00;;;;;;;13,3405;11,9994;6,9385;20;25;;;0,302448444058916;;;;;;;
;;;;;;;;;;;6;07/11/19 09:04;47:44:00;;;;;;;7,8149;6,4738;1,4129;20;31;;;0,0615881540117954;;;;;;;
;;;;;;;;;;;7;07/11/19 11:44;50:24:00;;;;;;;7,4161;6,075;1,0141;19,9;32;;;0,0442045063227134;;;;;;;
;;;;;;;;;;;8;07/11/19 15:52;54:32:00;;;;;;;6,9125;5,5714;0,5105;19,8;35;;;0,022252638278025;;;;;;;
;;;;;;;;;;;9;08/11/19 09:21;72:01:00;;;;;;;6,5411;5,2;0,1391;20,1;26;;;0,00606335354451182;;;;;;;
;;;;;;;;;;;10;08/11/19 14:19;76:59:00;;;;;;;6,5354;5,1943;0,1334;20,1;25;;;0,00581489117784239;;;;;;;
33;PS;Non Brouté;Exclos;2;3;;;;;3;0;05/11/19 09:21;00:00:00;1,3497;4,2383;2,8886;150;132;18;16,0228;14,6731;11,7845;18,4;37;-3,16780857469978;0,0260956864917262;1;-0,776488764807824;23:54:48,45;30/12/99 15:27;15,4541666666667;6,23139237000623;Structure détruitre pour retirer sable;
;;;;;;;;;;;1;05/11/19 12:00;02:39:00;;;;;;;14,9677;13,618;10,7294;20;30;;;0,910467139038568;;;;;;;
;;;;;;;;;;;2;05/11/19 18:07;08:46:00;;;;;;;12,5898;11,2401;8,3515;20,9;29;;;0,708685137256566;;;;;;;
;;;;;;;;;;;3;06/11/19 08:54;23:33:00;;;;;;;6,9146;5,5649;2,6763;19,9;26;;;0,22710339853197;;;;;;;
;;;;;;;;;;;4;06/11/19 11:29;26:08:00;;;;;;;6,1109;4,7612;1,8726;20,1;26;;;0,15890364461793;;;;;;;
;;;;;;;;;;;5;06/11/19 15:44;30:23:00;;;;;;;5,2231;3,8734;0,9848;20;25;;;0,0835673978531121;;;;;;;
;;;;;;;;;;;6;07/11/19 09:04;47:43:00;;;;;;;4,3193;2,9696;0,0810000000000004;20;31;;;0,00687343544486405;;;;;;;
;;;;;;;;;;;7;07/11/19 11:45;50:24:00;;;;;;;4,3178;2,9681;0,0795000000000004;19,9;32;;;0,00674614960329249;;;;;;;
;;;;;;;;;;;8;07/11/19 15:53;54:32:00;;;;;;;4,3147;2,965;0,0764000000000005;19,8;35;;;0,00648309219737795;;;;;;;
;;;;;;;;;;;9;08/11/19 09:21;72:00:00;;;;;;;4,3094;2,9597;0,0711000000000004;20,1;26;;;0,00603334889049178;;;;;;;
;;;;;;;;;;;10;08/11/19 14:20;76:59:00;;;;;;;4,3072;2,9575;0,0689000000000002;20,1;25;;;0,00584666298952015;;;;;;;
33;PS;Non Brouté;Exclos;3;3;;;;;3;0;05/11/19 09:21;00:00:00;1,0564;4,8187;3,7623;150;124;26;21,8015;20,7451;16,9828;18,4;37;-2,51634941217209;0,035820287235645;1;-0,557461749147081;23:50:47,97;30/12/99 21:31;21,5261111111111;6,91066634771284;Structure détruitre pour retirer sable;
;;;;;;;;;;;1;05/11/19 12:01;02:40:00;;;;;;;20,6161;19,5597;15,7974;20;30;;;0,930199967025461;;;;;;;
;;;;;;;;;;;2;05/11/19 18:08;08:47:00;;;;;;;18,1186;17,0622;13,2999;20,9;29;;;0,783139411640012;;;;;;;
;;;;;;;;;;;3;06/11/19 08:55;23:34:00;;;;;;;12,3566;11,3002;7,5379;19,9;26;;;0,443854959135125;;;;;;;
;;;;;;;;;;;4;06/11/19 11:30;26:09:00;;;;;;;11,3863;10,3299;6,5676;20,1;26;;;0,386720682101891;;;;;;;
;;;;;;;;;;;5;06/11/19 15:44;30:23:00;;;;;;;9,7652;8,7088;4,9465;20;25;;;0,291265280165815;;;;;;;
;;;;;;;;;;;6;07/11/19 09:04;47:43:00;;;;;;;5,4937;4,4373;0,675;20;31;;;0,0397460960501213;;;;;;;
;;;;;;;;;;;7;07/11/19 11:45;50:24:00;;;;;;;5,258;4,2016;0,4393;19,9;32;;;0,0258673481404715;;;;;;;
;;;;;;;;;;;8;07/11/19 15:53;54:32:00;;;;;;;5,0094;3,953;0,190700000000001;19,8;35;;;0,011229008172975;;;;;;;
;;;;;;;;;;;9;08/11/19 09:22;72:01:00;;;;;;;4,9272;3,8708;0,1085;20,1;26;;;0,00638881692064914;;;;;;;
;;;;;;;;;;;10;08/11/19 14:20;76:59:00;;;;;;;4,9238;3,8674;0,1051;20,1;25;;;0,00618861436276705;;;;;;;
33;PS;Non Brouté;Exclos;4;2;;;;;2;0;05/11/19 09:23;00:00:00;1,3469;3,5326;2,1857;150;130;20;13,1889;11,842;9,6563;18,4;37;-3,6825773399813;0,0294916960241572;1;-0,833550044219538;23:47:55,90;30/12/99 14:23;14,3963888888889;9,15038660383401;Structure détruitre pour retirer sable;
;;;;;;;;;;;1;05/11/19 12:01;02:38:00;;;;;;;12,2783;10,9314;8,7457;20;30;;;0,905698870167662;;;;;;;
;;;;;;;;;;;2;05/11/19 18:08;08:45:00;;;;;;;9,969;8,6221;6,4364;20,9;29;;;0,666549299421103;;;;;;;
;;;;;;;;;;;3;06/11/19 08:55;23:32:00;;;;;;;5,2855;3,9386;1,7529;19,9;26;;;0,181529157130578;;;;;;;
;;;;;;;;;;;4;06/11/19 11:30;26:07:00;;;;;;;4,6717;3,3248;1,1391;20,1;26;;;0,117964437724594;;;;;;;
;;;;;;;;;;;5;06/11/19 15:45;30:22:00;;;;;;;4,0774;2,7305;0,5448;20;25;;;0,0564191253378624;;;;;;;
;;;;;;;;;;;6;07/11/19 09:05;47:42:00;;;;;;;3,6014;2,2545;0,0688000000000004;20;31;;;0,00712488220125725;;;;;;;
;;;;;;;;;;;7;07/11/19 11:46;50:23:00;;;;;;;3,5999;2,253;0,0673000000000004;19,9;32;;;0,00696954319977635;;;;;;;
;;;;;;;;;;;8;07/11/19 15:53;54:30:00;;;;;;;3,5983;2,2514;0,0657000000000005;19,8;35;;;0,00680384826486341;;;;;;;
;;;;;;;;;;;9;08/11/19 09:22;71:59:00;;;;;;;3,5937;2,2468;0,0611000000000006;20,1;26;;;0,00632747532698866;;;;;;;
;;;;;;;;;;;10;08/11/19 14:21;76:58:00;;;;;;;3,592;2,2451;0,0594000000000001;20,1;25;;;0,00615142445864359;;;;;;;
33;PS;Brouté;Témoin;1;0,5;0,5;0,5;0,5;0,5;0,5;0;05/11/19 09:24;00:00:00;1,3474;4,2992;2,9518;150;132;18;12,5667;11,2193;8,2675;18,4;37;-2,12166886527321;0,0253201436411681;1;-0,757513414758205;23:41:53,20;30/12/99 15:50;15,8413888888889;6,09797411748763;;
;;;;;;;;;;;1;05/11/19 12:01;02:36:59;;;;;;;11,8025;10,4551;7,5033;20;30;;;0,907565769579679;;;;;;;
;;;;;;;;;;;2;05/11/19 18:09;08:44:59;;;;;;;9,9818;8,6344;5,6826;20,9;29;;;0,687342001814333;;;;;;;
;;;;;;;;;;;3;06/11/19 08:55;23:30:59;;;;;;;6,3971;5,0497;2,0979;19,9;26;;;0,253752645902631;;;;;;;
;;;;;;;;;;;4;06/11/19 11:30;26:06:00;;;;;;;5,7516;4,4042;1,4524;20,1;26;;;0,17567583912912;;;;;;;
;;;;;;;;;;;5;06/11/19 15:45;30:21:00;;;;;;;4,951;3,6036;0,6518;20;25;;;0,0788388267311763;;;;;;;
;;;;;;;;;;;6;07/11/19 09:05;47:41:00;;;;;;;4,378;3,0306;0,0788000000000002;20;31;;;0,00953129724826129;;;;;;;
;;;;;;;;;;;7;07/11/19 11:46;50:22:00;;;;;;;4,3773;3,0299;0,0781000000000001;19,9;32;;;0,00944662836407621;;;;;;;
;;;;;;;;;;;8;07/11/19 15:54;54:30:00;;;;;;;4,375;3,0276;0,0758000000000001;19,8;35;;;0,00916843060175387;;;;;;;
;;;;;;;;;;;9;08/11/19 09:23;71:59:00;;;;;;;4,3705;3,0231;0,0712999999999999;20,1;26;;;0,00862413063199273;;;;;;;
;;;;;;;;;;;10;08/11/19 14:21;76:57:00;;;;;;;4,3689;3,0215;0,0697000000000001;20,1;25;;;0,00843060175385547;;;;;;;
33;PS;Brouté;Témoin;2;2;2;2,5;3;2;2,3;0;05/11/19 09:24;00:00:00;1,3505;5,2324;3,8819;150;118;32;22,2373;20,8868;17,0049;18,4;37;-2,74814788925831;0,0404801772327983;1;-0,627350663121327;23:54:04,24;30/12/99 19:07;19,1280555555556;8,2433859707875;;
;;;;;;;;;;;1;05/11/19 12:02;02:37:59;;;;;;;20,9568;19,6063;15,7244;20;30;;;0,924698175231845;;;;;;;
;;;;;;;;;;;2;05/11/19 18:09;08:44:59;;;;;;;18,2396;16,8891;13,0072;20,9;29;;;0,764908938011985;;;;;;;
;;;;;;;;;;;3;06/11/19 08:56;23:31:59;;;;;;;11,6195;10,269;6,3871;19,9;26;;;0,375603502519862;;;;;;;
;;;;;;;;;;;4;06/11/19 11:31;26:07:00;;;;;;;10,6538;9,3033;5,4214;20,1;26;;;0,318813988909079;;;;;;;
;;;;;;;;;;;5;06/11/19 15:46;30:22:00;;;;;;;9,2973;7,9468;4,0649;20;25;;;0,239042864115637;;;;;;;
;;;;;;;;;;;6;07/11/19 09:06;47:42:00;;;;;;;5,4765;4,126;0,2441;20;31;;;0,0143546860022699;;;;;;;
;;;;;;;;;;;7;07/11/19 11:46;50:22:00;;;;;;;5,3861;4,0356;0,1537;19,9;32;;;0,0090385712353498;;;;;;;
;;;;;;;;;;;8;07/11/19 15:54;54:30:00;;;;;;;5,3702;4,0197;0,137799999999999;19,8;35;;;0,00810354662479635;;;;;;;
;;;;;;;;;;;9;08/11/19 09:23;71:59:00;;;;;;;5,359;4,0085;0,1266;20,1;26;;;0,00744491293685937;;;;;;;
;;;;;;;;;;;10;08/11/19 14:22;76:58:00;;;;;;;5,3559;4,0054;0,1235;20,1;25;;;0,00726261254109109;;;;;;;
33;PS;Brouté;Témoin;3;2,5;;;;;2,5;0;03/12/19 08:50;00:00:00;1,354;3,8708;2,5168;100;74;26;12,4345;11,0805;8,5637;20;26;-19,9330424371225;0,024666242848061;1;-0,924833262615769;23:33:49,61;30/12/99 12:58;12,9752777777778;10,3305785123967;;
;;;;;;;;;;;1;03/12/19 11:15;02:25:00;;;;;;;11,4844;10,1304;7,6136;20;27;;;0,889054964559711;;;;;;;
;;;;;;;;;;;2;03/12/19 18:04;09:14:00;;;;;;;8,9743;7,6203;5,1035;20;30;;;0,595945677686047;;;;;;;
;;;;;;;;;;;3;04/12/19 08:49;23:58:59;;;;;;;4,4632;3,1092;0,5924;20;29;;;0,0691757067622639;;;;;;;
;;;;;;;;;;;4;04/12/19 13:05;28:15:00;;;;;;;4,0365;2,6825;0,1657;20,1;28;;;0,0193491131169938;;;;;;;
;;;;;;;;;;;5;04/12/19 16:47;31:57:00;;;;;;;3,9401;2,5861;0,0693000000000001;20;27;;;0,00809229655405959;;;;;;;
;;;;;;;;;;;6;05/12/19 08:35;47:45:00;;;;;;;3,9313;2,5773;0,0604999999999998;20;21;;;0,00706470334084564;;;;;;;
;;;;;;;;;;;7;05/12/19 11:35;50:45:00;;;;;;;3,9334;2,5794;0,0625999999999998;20,3;26;;;0,00730992444854441;;;;;;;
;;;;;;;;;;;8;05/12/19 16:31;55:41:00;;;;;;;3,9322;2,5782;0,0613999999999999;20,1;25;;;0,00716979810128798;;;;;;;
;;;;;;;;;;;9;06/12/19 08:25;71:35:00;;;;;;;3,9274;2,5734;0,0566;20;19;;;0,00660929271226222;;;;;;;
33;PS;Brouté;Témoin;4;1,5;1,5;2;1,5;2;1,7;0;05/11/19 09:25;00:00:00;1,3532;5,9893;4,6361;150;128;22;22,5763;21,2231;16,587;18,4;37;-2,11835039185018;0,0415176549254761;1;-0,592083212856852;23:45:21,95;30/12/99 20:16;20,2675;4,74536787385949;;
;;;;;;;;;;;1;05/11/19 12:02;02:36:59;;;;;;;21,4162;20,063;15,4269;20;30;;;0,930059685295714;;;;;;;
;;;;;;;;;;;2;05/11/19 18:09;08:44:00;;;;;;;18,5545;17,2013;12,5652;20,9;29;;;0,757533007777175;;;;;;;
