"Titre de tracé : 20177023"
"#","Date Heure, GMT-04:00","Temp., °C (LGR S/N: 20177023, SEN S/N: 20177023)","Coupleur détaché (LGR S/N: 20177023)","Pile défectueuse (LGR S/N: 20177023)","Coupleur attaché (LGR S/N: 20177023)","Hôte connecté (LGR S/N: 20177023)","Fin de fichier (LGR S/N: 20177023)"
2192,10/13/18 04:57:23 AM,-2.610,,,,,
2193,10/13/18 05:57:23 AM,-2.727,,,,,
2194,10/13/18 06:57:23 AM,-2.727,,,,,
2195,10/13/18 07:57:23 AM,-2.727,,,,,
2196,10/13/18 08:57:23 AM,-2.727,,,,,
2197,10/13/18 09:57:23 AM,-2.727,,,,,
2198,10/13/18 10:57:23 AM,-2.727,,,,,
2199,10/13/18 11:57:23 AM,-2.844,,,,,
2200,10/13/18 12:57:23 PM,-2.844,,,,,
2201,10/13/18 01:57:23 PM,-2.844,,,,,
2202,10/13/18 02:57:23 PM,-2.844,,,,,
2203,10/13/18 03:57:23 PM,-2.844,,,,,
2204,10/13/18 04:57:23 PM,-2.962,,,,,
2205,10/13/18 05:57:23 PM,-2.962,,,,,
2206,10/13/18 06:57:23 PM,-2.962,,,,,
2207,10/13/18 07:57:23 PM,-3.079,,,,,
2208,10/13/18 08:57:23 PM,-3.197,,,,,
2209,10/13/18 09:57:23 PM,-3.316,,,,,
2210,10/13/18 10:57:23 PM,-3.434,,,,,
2211,10/13/18 11:57:23 PM,-3.553,,,,,
2212,10/14/18 12:57:23 AM,-3.672,,,,,
2213,10/14/18 01:57:23 AM,-3.672,,,,,
2214,10/14/18 02:57:23 AM,-3.792,,,,,
2215,10/14/18 03:57:23 AM,-3.792,,,,,
2216,10/14/18 04:57:23 AM,-3.911,,,,,
2217,10/14/18 05:57:23 AM,-3.911,,,,,
2218,10/14/18 06:57:23 AM,-3.911,,,,,
2219,10/14/18 07:57:23 AM,-4.031,,,,,
2220,10/14/18 08:57:23 AM,-4.031,,,,,
2221,10/14/18 09:57:23 AM,-4.031,,,,,
2222,10/14/18 10:57:23 AM,-4.031,,,,,
2223,10/14/18 11:57:23 AM,-4.031,,,,,
2224,10/14/18 12:57:23 PM,-3.911,,,,,
2225,10/14/18 01:57:23 PM,-3.911,,,,,
2226,10/14/18 02:57:23 PM,-3.911,,,,,
2227,10/14/18 03:57:23 PM,-3.911,,,,,
2228,10/14/18 04:57:23 PM,-3.911,,,,,
2229,10/14/18 05:57:23 PM,-3.911,,,,,
2230,10/14/18 06:57:23 PM,-3.911,,,,,
2231,10/14/18 07:57:23 PM,-3.911,,,,,
2232,10/14/18 08:57:23 PM,-4.031,,,,,
2233,10/14/18 09:57:23 PM,-4.031,,,,,
2234,10/14/18 10:57:23 PM,-4.031,,,,,
2235,10/14/18 11:57:23 PM,-4.152,,,,,
2236,10/15/18 12:57:23 AM,-4.272,,,,,
2237,10/15/18 01:57:23 AM,-4.393,,,,,
2238,10/15/18 02:57:23 AM,-4.393,,,,,
2239,10/15/18 03:57:23 AM,-4.514,,,,,
2240,10/15/18 04:57:23 AM,-4.514,,,,,
2241,10/15/18 05:57:23 AM,-4.514,,,,,
2242,10/15/18 06:57:23 AM,-4.636,,,,,
2243,10/15/18 07:57:23 AM,-4.636,,,,,
2244,10/15/18 08:57:23 AM,-4.758,,,,,
2245,10/15/18 09:57:23 AM,-4.758,,,,,
2246,10/15/18 10:57:23 AM,-4.880,,,,,
2247,10/15/18 11:57:23 AM,-4.880,,,,,
2248,10/15/18 12:57:23 PM,-5.003,,,,,
2249,10/15/18 01:57:23 PM,-5.003,,,,,
2250,10/15/18 02:57:23 PM,-5.003,,,,,
2251,10/15/18 03:57:23 PM,-5.003,,,,,
2252,10/15/18 04:57:23 PM,-5.003,,,,,
2253,10/15/18 05:57:23 PM,-5.003,,,,,
2254,10/15/18 06:57:23 PM,-5.003,,,,,
2255,10/15/18 07:57:23 PM,-5.125,,,,,
2256,10/15/18 08:57:23 PM,-5.125,,,,,
2257,10/15/18 09:57:23 PM,-5.249,,,,,
2258,10/15/18 10:57:23 PM,-5.372,,,,,
2259,10/15/18 11:57:23 PM,-5.372,,,,,
2260,10/16/18 12:57:23 AM,-5.496,,,,,
2261,10/16/18 01:57:23 AM,-5.620,,,,,
2262,10/16/18 02:57:23 AM,-5.620,,,,,
2263,10/16/18 03:57:23 AM,-5.745,,,,,
2264,10/16/18 04:57:23 AM,-5.745,,,,,
2265,10/16/18 05:57:23 AM,-5.870,,,,,
2266,10/16/18 06:57:23 AM,-5.870,,,,,
2267,10/16/18 07:57:23 AM,-5.995,,,,,
2268,10/16/18 08:57:23 AM,-5.995,,,,,
2269,10/16/18 09:57:23 AM,-6.120,,,,,
2270,10/16/18 10:57:23 AM,-6.246,,,,,
2271,10/16/18 11:57:23 AM,-6.246,,,,,
2272,10/16/18 12:57:23 PM,-6.373,,,,,
2273,10/16/18 01:57:23 PM,-6.373,,,,,
2274,10/16/18 02:57:23 PM,-6.373,,,,,
2275,10/16/18 03:57:23 PM,-6.373,,,,,
2276,10/16/18 04:57:23 PM,-6.373,,,,,
2277,10/16/18 05:57:23 PM,-6.499,,,,,
2278,10/16/18 06:57:23 PM,-6.499,,,,,
2279,10/16/18 07:57:23 PM,-6.626,,,,,
2280,10/16/18 08:57:23 PM,-6.754,,,,,
2281,10/16/18 09:57:23 PM,-6.754,,,,,
2282,10/16/18 10:57:23 PM,-6.882,,,,,
2283,10/16/18 11:57:23 PM,-6.882,,,,,
2284,10/17/18 12:57:23 AM,-7.010,,,,,
2285,10/17/18 01:57:23 AM,-6.882,,,,,
2286,10/17/18 02:57:23 AM,-6.882,,,,,
2287,10/17/18 03:57:23 AM,-6.882,,,,,
2288,10/17/18 04:57:23 AM,-6.754,,,,,
2289,10/17/18 05:57:23 AM,-6.754,,,,,
2290,10/17/18 06:57:23 AM,-6.626,,,,,
2291,10/17/18 07:57:23 AM,-6.754,,,,,
2292,10/17/18 08:57:23 AM,-6.754,,,,,
2293,10/17/18 09:57:23 AM,-6.882,,,,,
2294,10/17/18 10:57:23 AM,-7.010,,,,,
2295,10/17/18 11:57:23 AM,-7.138,,,,,
2296,10/17/18 12:57:23 PM,-7.138,,,,,
2297,10/17/18 01:57:23 PM,-7.267,,,,,
2298,10/17/18 02:57:23 PM,-7.267,,,,,
2299,10/17/18 03:57:23 PM,-7.267,,,,,
2300,10/17/18 04:57:23 PM,-7.267,,,,,
2301,10/17/18 05:57:23 PM,-7.138,,,,,
2302,10/17/18 06:57:23 PM,-7.138,,,,,
2303,10/17/18 07:57:23 PM,-7.138,,,,,
2304,10/17/18 08:57:23 PM,-7.138,,,,,
2305,10/17/18 09:57:23 PM,-7.010,,,,,
2306,10/17/18 10:57:23 PM,-7.010,,,,,
2307,10/17/18 11:57:23 PM,-7.010,,,,,
2308,10/18/18 12:57:23 AM,-7.010,,,,,
2309,10/18/18 01:57:23 AM,-7.010,,,,,
2310,10/18/18 02:57:23 AM,-7.010,,,,,
2311,10/18/18 03:57:23 AM,-7.010,,,,,
2312,10/18/18 04:57:23 AM,-7.010,,,,,
2313,10/18/18 05:57:23 AM,-7.010,,,,,
2314,10/18/18 06:57:23 AM,-7.010,,,,,
2315,10/18/18 07:57:23 AM,-7.010,,,,,
2316,10/18/18 08:57:23 AM,-7.010,,,,,
2317,10/18/18 09:57:23 AM,-7.010,,,,,
2318,10/18/18 10:57:23 AM,-7.010,,,,,
2319,10/18/18 11:57:23 AM,-7.010,,,,,
2320,10/18/18 12:57:23 PM,-7.010,,,,,
2321,10/18/18 01:57:23 PM,-6.882,,,,,
2322,10/18/18 02:57:23 PM,-6.882,,,,,
2323,10/18/18 03:57:23 PM,-6.882,,,,,
2324,10/18/18 04:57:23 PM,-6.882,,,,,
2325,10/18/18 05:57:23 PM,-6.882,,,,,
2326,10/18/18 06:57:23 PM,-6.882,,,,,
2327,10/18/18 07:57:23 PM,-6.882,,,,,
2328,10/18/18 08:57:23 PM,-6.882,,,,,
2329,10/18/18 09:57:23 PM,-7.010,,,,,
2330,10/18/18 10:57:23 PM,-7.010,,,,,
2331,10/18/18 11:57:23 PM,-7.138,,,,,
2332,10/19/18 12:57:23 AM,-7.267,,,,,
2333,10/19/18 01:57:23 AM,-7.267,,,,,
2334,10/19/18 02:57:23 AM,-7.397,,,,,
2335,10/19/18 03:57:23 AM,-7.527,,,,,
2336,10/19/18 04:57:23 AM,-7.527,,,,,
2337,10/19/18 05:57:23 AM,-7.527,,,,,
2338,10/19/18 06:57:23 AM,-7.657,,,,,
2339,10/19/18 07:57:23 AM,-7.657,,,,,
2340,10/19/18 08:57:23 AM,-7.787,,,,,
2341,10/19/18 09:57:23 AM,-7.787,,,,,
2342,10/19/18 10:57:23 AM,-7.787,,,,,
2343,10/19/18 11:57:23 AM,-7.787,,,,,
2344,10/19/18 12:57:23 PM,-7.787,,,,,
2345,10/19/18 01:57:23 PM,-7.787,,,,,
2346,10/19/18 02:57:23 PM,-7.657,,,,,
2347,10/19/18 03:57:23 PM,-7.527,,,,,
2348,10/19/18 04:57:23 PM,-7.527,,,,,
2349,10/19/18 05:57:23 PM,-7.397,,,,,
2350,10/19/18 06:57:23 PM,-7.397,,,,,
2351,10/19/18 07:57:23 PM,-7.267,,,,,
2352,10/19/18 08:57:23 PM,-7.267,,,,,
2353,10/19/18 09:57:23 PM,-7.267,,,,,
2354,10/19/18 10:57:23 PM,-7.267,,,,,
2355,10/19/18 11:57:23 PM,-7.267,,,,,
2356,10/20/18 12:57:23 AM,-7.138,,,,,
2357,10/20/18 01:57:23 AM,-7.138,,,,,
2358,10/20/18 02:57:23 AM,-7.138,,,,,
2359,10/20/18 03:57:23 AM,-7.138,,,,,
2360,10/20/18 04:57:23 AM,-7.138,,,,,
2361,10/20/18 05:57:23 AM,-7.138,,,,,
2362,10/20/18 06:57:23 AM,-7.010,,,,,
2363,10/20/18 07:57:23 AM,-7.010,,,,,
2364,10/20/18 08:57:23 AM,-7.010,,,,,
2365,10/20/18 09:57:23 AM,-7.010,,,,,
2366,10/20/18 10:57:23 AM,-7.010,,,,,
2367,10/20/18 11:57:23 AM,-7.010,,,,,
2368,10/20/18 12:57:23 PM,-7.010,,,,,
2369,10/20/18 01:57:23 PM,-7.010,,,,,
2370,10/20/18 02:57:23 PM,-7.010,,,,,
2371,10/20/18 03:57:23 PM,-7.010,,,,,
2372,10/20/18 04:57:23 PM,-7.010,,,,,
2373,10/20/18 05:57:23 PM,-6.882,,,,,
2374,10/20/18 06:57:23 PM,-6.882,,,,,
2375,10/20/18 07:57:23 PM,-6.882,,,,,
2376,10/20/18 08:57:23 PM,-6.882,,,,,
2377,10/20/18 09:57:23 PM,-6.882,,,,,
2378,10/20/18 10:57:23 PM,-6.882,,,,,
2379,10/20/18 11:57:23 PM,-6.882,,,,,
2380,10/21/18 12:57:23 AM,-6.882,,,,,
2381,10/21/18 01:57:23 AM,-6.882,,,,,
2382,10/21/18 02:57:23 AM,-6.882,,,,,
2383,10/21/18 03:57:23 AM,-6.882,,,,,
2384,10/21/18 04:57:23 AM,-6.882,,,,,
2385,10/21/18 05:57:23 AM,-6.882,,,,,
2386,10/21/18 06:57:23 AM,-6.882,,,,,
2387,10/21/18 07:57:23 AM,-6.882,,,,,
2388,10/21/18 08:57:23 AM,-6.882,,,,,
2389,10/21/18 09:57:23 AM,-6.882,,,,,
2390,10/21/18 10:57:23 AM,-6.882,,,,,
2391,10/21/18 11:57:23 AM,-6.882,,,,,
2392,10/21/18 12:57:23 PM,-6.882,,,,,
2393,10/21/18 01:57:23 PM,-6.882,,,,,
2394,10/21/18 02:57:23 PM,-6.882,,,,,
2395,10/21/18 03:57:23 PM,-6.882,,,,,
2396,10/21/18 04:57:23 PM,-6.882,,,,,
2397,10/21/18 05:57:23 PM,-7.010,,,,,
2398,10/21/18 06:57:23 PM,-7.010,,,,,
2399,10/21/18 07:57:23 PM,-7.138,,,,,
2400,10/21/18 08:57:23 PM,-7.267,,,,,
2401,10/21/18 09:57:23 PM,-7.397,,,,,
2402,10/21/18 10:57:23 PM,-7.527,,,,,
2403,10/21/18 11:57:23 PM,-7.657,,,,,
2404,10/22/18 12:57:23 AM,-7.787,,,,,
2405,10/22/18 01:57:23 AM,-7.787,,,,,
2406,10/22/18 02:57:23 AM,-7.918,,,,,
2407,10/22/18 03:57:23 AM,-7.918,,,,,
2408,10/22/18 04:57:23 AM,-7.918,,,,,
2409,10/22/18 05:57:23 AM,-8.050,,,,,
2410,10/22/18 06:57:23 AM,-8.050,,,,,
2411,10/22/18 07:57:23 AM,-8.050,,,,,
2412,10/22/18 08:57:23 AM,-8.050,,,,,
2413,10/22/18 09:57:23 AM,-8.182,,,,,
2414,10/22/18 10:57:23 AM,-8.182,,,,,
2415,10/22/18 11:57:23 AM,-8.182,,,,,
2416,10/22/18 12:57:23 PM,-8.182,,,,,
2417,10/22/18 01:57:23 PM,-8.182,,,,,
2418,10/22/18 02:57:23 PM,-8.182,,,,,
2419,10/22/18 03:57:23 PM,-8.182,,,,,
2420,10/22/18 04:57:23 PM,-8.182,,,,,
2421,10/22/18 05:57:23 PM,-8.182,,,,,
2422,10/22/18 06:57:23 PM,-8.182,,,,,
2423,10/22/18 07:57:23 PM,-8.182,,,,,
2424,10/22/18 08:57:23 PM,-8.182,,,,,
2425,10/22/18 09:57:23 PM,-8.050,,,,,
2426,10/22/18 10:57:23 PM,-8.050,,,,,
2427,10/22/18 11:57:23 PM,-8.050,,,,,
2428,10/23/18 12:57:23 AM,-8.050,,,,,
2429,10/23/18 01:57:23 AM,-7.918,,,,,
2430,10/23/18 02:57:23 AM,-7.918,,,,,
2431,10/23/18 03:57:23 AM,-7.918,,,,,
2432,10/23/18 04:57:23 AM,-7.918,,,,,
2433,10/23/18 05:57:23 AM,-7.918,,,,,
2434,10/23/18 06:57:23 AM,-8.050,,,,,
2435,10/23/18 07:57:23 AM,-8.050,,,,,
2436,10/23/18 08:57:23 AM,-8.182,,,,,
2437,10/23/18 09:57:23 AM,-8.314,,,,,
2438,10/23/18 10:57:23 AM,-8.314,,,,,
2439,10/23/18 11:57:23 AM,-8.447,,,,,
2440,10/23/18 12:57:23 PM,-8.447,,,,,
2441,10/23/18 01:57:23 PM,-8.580,,,,,
2442,10/23/18 02:57:23 PM,-8.713,,,,,
2443,10/23/18 03:57:23 PM,-8.713,,,,,
2444,10/23/18 04:57:23 PM,-8.713,,,,,
2445,10/23/18 05:57:23 PM,-8.847,,,,,
2446,10/23/18 06:57:23 PM,-8.847,,,,,
2447,10/23/18 07:57:23 PM,-8.847,,,,,
2448,10/23/18 08:57:23 PM,-8.982,,,,,
2449,10/23/18 09:57:23 PM,-8.982,,,,,
2450,10/23/18 10:57:23 PM,-9.117,,,,,
2451,10/23/18 11:57:23 PM,-9.117,,,,,
2452,10/24/18 12:57:23 AM,-9.117,,,,,
2453,10/24/18 01:57:23 AM,-9.117,,,,,
2454,10/24/18 02:57:23 AM,-9.117,,,,,
2455,10/24/18 03:57:23 AM,-9.117,,,,,
2456,10/24/18 04:57:23 AM,-9.117,,,,,
2457,10/24/18 05:57:23 AM,-9.117,,,,,
2458,10/24/18 06:57:23 AM,-9.117,,,,,
2459,10/24/18 07:57:23 AM,-9.117,,,,,
2460,10/24/18 08:57:23 AM,-9.117,,,,,
2461,10/24/18 09:57:23 AM,-9.117,,,,,
2462,10/24/18 10:57:23 AM,-9.117,,,,,
2463,10/24/18 11:57:23 AM,-9.252,,,,,
2464,10/24/18 12:57:23 PM,-9.252,,,,,
2465,10/24/18 01:57:23 PM,-9.252,,,,,
2466,10/24/18 02:57:23 PM,-9.252,,,,,
2467,10/24/18 03:57:23 PM,-9.388,,,,,
2468,10/24/18 04:57:23 PM,-9.388,,,,,
2469,10/24/18 05:57:23 PM,-9.525,,,,,
2470,10/24/18 06:57:23 PM,-9.525,,,,,
2471,10/24/18 07:57:23 PM,-9.662,,,,,
2472,10/24/18 08:57:23 PM,-9.662,,,,,
2473,10/24/18 09:57:23 PM,-9.799,,,,,
2474,10/24/18 10:57:23 PM,-9.799,,,,,
2475,10/24/18 11:57:23 PM,-9.799,,,,,
2476,10/25/18 12:57:23 AM,-9.937,,,,,
2477,10/25/18 01:57:23 AM,-9.937,,,,,
2478,10/25/18 02:57:23 AM,-9.937,,,,,
2479,10/25/18 03:57:23 AM,-10.075,,,,,
2480,10/25/18 04:57:23 AM,-10.075,,,,,
2481,10/25/18 05:57:23 AM,-10.075,,,,,
2482,10/25/18 06:57:23 AM,-10.075,,,,,
2483,10/25/18 07:57:23 AM,-10.214,,,,,
2484,10/25/18 08:57:23 AM,-10.214,,,,,
2485,10/25/18 09:57:23 AM,-10.214,,,,,
2486,10/25/18 10:57:23 AM,-10.214,,,,,
2487,10/25/18 11:57:23 AM,-10.214,,,,,
2488,10/25/18 12:57:23 PM,-10.214,,,,,
2489,10/25/18 01:57:23 PM,-10.214,,,,,
2490,10/25/18 02:57:23 PM,-10.214,,,,,
2491,10/25/18 03:57:23 PM,-10.075,,,,,
2492,10/25/18 04:57:23 PM,-10.075,,,,,
2493,10/25/18 05:57:23 PM,-10.075,,,,,
2494,10/25/18 06:57:23 PM,-10.075,,,,,
2495,10/25/18 07:57:23 PM,-10.075,,,,,
2496,10/25/18 08:57:23 PM,-10.075,,,,,
2497,10/25/18 09:57:23 PM,-10.075,,,,,
2498,10/25/18 10:57:23 PM,-10.075,,,,,
2499,10/25/18 11:57:23 PM,-10.214,,,,,
2500,10/26/18 12:57:23 AM,-10.214,,,,,
2501,10/26/18 01:57:23 AM,-10.214,,,,,
2502,10/26/18 02:57:23 AM,-10.214,,,,,
2503,10/26/18 03:57:23 AM,-10.214,,,,,
2504,10/26/18 04:57:23 AM,-10.353,,,,,
2505,10/26/18 05:57:23 AM,-10.353,,,,,
2506,10/26/18 06:57:23 AM,-10.353,,Enregistré,,,
2507,10/26/18 07:57:23 AM,-10.353,,,,,
2508,10/26/18 08:57:23 AM,-10.493,,,,,
2509,10/26/18 09:57:23 AM,-10.493,,,,,
2510,10/26/18 10:57:23 AM,-10.493,,,,,
2511,10/26/18 11:57:23 AM,-10.493,,,,,
2512,10/26/18 12:57:23 PM,-10.493,,,,,
2513,10/26/18 01:57:23 PM,-10.634,,,,,
2514,10/26/18 02:57:23 PM,-10.634,,,,,
2515,10/26/18 03:57:23 PM,-10.634,,,,,
2516,10/26/18 04:57:23 PM,-10.634,,,,,
2517,10/26/18 05:57:23 PM,-10.634,,,,,
2518,10/26/18 06:57:23 PM,-10.634,,,,,
2519,10/26/18 07:57:23 PM,-10.774,,,,,
2520,10/26/18 08:57:23 PM,-10.774,,,,,
2521,10/26/18 09:57:23 PM,-10.774,,,,,
2522,10/26/18 10:57:23 PM,-10.774,,,,,
2523,10/26/18 11:57:23 PM,-10.774,,,,,
2524,10/27/18 12:57:23 AM,-10.916,,,,,
2525,10/27/18 01:57:23 AM,-10.916,,,,,
2526,10/27/18 02:57:23 AM,-10.916,,,,,
2527,10/27/18 03:57:23 AM,-11.058,,,,,
2528,10/27/18 04:57:23 AM,-11.058,,,,,
2529,10/27/18 05:57:23 AM,-11.058,,,,,
2530,10/27/18 06:57:23 AM,-11.058,,,,,
2531,10/27/18 07:57:23 AM,-11.200,,,,,
2532,10/27/18 08:57:23 AM,-11.200,,,,,
2533,10/27/18 09:57:23 AM,-11.200,,,,,
2534,10/27/18 10:57:23 AM,-11.200,,,,,
2535,10/27/18 11:57:23 AM,-11.344,,,,,
2536,10/27/18 12:57:23 PM,-11.344,,,,,
2537,10/27/18 01:57:23 PM,-11.344,,,,,
2538,10/27/18 02:57:23 PM,-11.344,,,,,
2539,10/27/18 03:57:23 PM,-11.344,,,,,
2540,10/27/18 04:57:23 PM,-11.344,,,,,
2541,10/27/18 05:57:23 PM,-11.487,,,,,
2542,10/27/18 06:57:23 PM,-11.487,,,,,
2543,10/27/18 07:57:23 PM,-11.487,,,,,
2544,10/27/18 08:57:23 PM,-11.487,,,,,
2545,10/27/18 09:57:23 PM,-11.487,,,,,
2546,10/27/18 10:57:23 PM,-11.631,,,,,
2547,10/27/18 11:57:23 PM,-11.631,,,,,
2548,10/28/18 12:57:23 AM,-11.631,,,,,
2549,10/28/18 01:57:23 AM,-11.631,,,,,
2550,10/28/18 02:57:23 AM,-11.631,,,,,
2551,10/28/18 03:57:23 AM,-11.631,,,,,
2552,10/28/18 04:57:23 AM,-11.776,,,,,
2553,10/28/18 05:57:23 AM,-11.776,,,,,
2554,10/28/18 06:57:23 AM,-11.776,,,,,
2555,10/28/18 07:57:23 AM,-11.776,,,,,
2556,10/28/18 08:57:23 AM,-11.776,,,,,
2557,10/28/18 09:57:23 AM,-11.922,,,,,
2558,10/28/18 10:57:23 AM,-11.922,,,,,
2559,10/28/18 11:57:23 AM,-11.922,,,,,
2560,10/28/18 12:57:23 PM,-11.922,,,,,
2561,10/28/18 01:57:23 PM,-11.922,,,,,
2562,10/28/18 02:57:23 PM,-11.922,,,,,
2563,10/28/18 03:57:23 PM,-11.922,,,,,
2564,10/28/18 04:57:23 PM,-11.922,,,,,
2565,10/28/18 05:57:23 PM,-11.922,,,,,
2566,10/28/18 06:57:23 PM,-11.922,,,,,
2567,10/28/18 07:57:23 PM,-11.776,,,,,
2568,10/28/18 08:57:23 PM,-11.776,,,,,
2569,10/28/18 09:57:23 PM,-11.776,,,,,
2570,10/28/18 10:57:23 PM,-11.631,,,,,
2571,10/28/18 11:57:23 PM,-11.631,,,,,
2572,10/29/18 12:57:23 AM,-11.487,,,,,
2573,10/29/18 01:57:23 AM,-11.344,,,,,
2574,10/29/18 02:57:23 AM,-11.344,,,,,
2575,10/29/18 03:57:23 AM,-11.200,,,,,
2576,10/29/18 04:57:23 AM,-11.200,,,,,
2577,10/29/18 05:57:23 AM,-11.200,,,,,
2578,10/29/18 06:57:23 AM,-11.058,,,,,
2579,10/29/18 07:57:23 AM,-11.058,,,,,
2580,10/29/18 08:57:23 AM,-11.058,,,,,
2581,10/29/18 09:57:23 AM,-11.058,,,,,
2582,10/29/18 10:57:23 AM,-11.058,,,,,
2583,10/29/18 11:57:23 AM,-10.916,,,,,
2584,10/29/18 12:57:23 PM,-10.916,,,,,
2585,10/29/18 01:57:23 PM,-10.916,,,,,
2586,10/29/18 02:57:23 PM,-10.916,,,,,
2587,10/29/18 03:57:23 PM,-10.916,,,,,
2588,10/29/18 04:57:23 PM,-10.916,,,,,
2589,10/29/18 05:57:23 PM,-10.916,,,,,
2590,10/29/18 06:57:23 PM,-10.916,,,,,
2591,10/29/18 07:57:23 PM,-10.916,,,,,
2592,10/29/18 08:57:23 PM,-10.916,,,,,
2593,10/29/18 09:57:23 PM,-11.058,,,,,
2594,10/29/18 10:57:23 PM,-11.058,,,,,
2595,10/29/18 11:57:23 PM,-11.058,,,,,
2596,10/30/18 12:57:23 AM,-11.058,,,,,
2597,10/30/18 01:57:23 AM,-11.058,,,,,
2598,10/30/18 02:57:23 AM,-11.058,,,,,
2599,10/30/18 03:57:23 AM,-11.058,,,,,
2600,10/30/18 04:57:23 AM,-11.058,,,,,
2601,10/30/18 05:57:23 AM,-11.200,,,,,
2602,10/30/18 06:57:23 AM,-11.200,,,,,
2603,10/30/18 07:57:23 AM,-11.200,,,,,
2604,10/30/18 08:57:23 AM,-11.200,,,,,
2605,10/30/18 09:57:23 AM,-11.200,,,,,
2606,10/30/18 10:57:23 AM,-11.344,,,,,
2607,10/30/18 11:57:23 AM,-11.344,,,,,
2608,10/30/18 12:57:23 PM,-11.344,,,,,
2609,10/30/18 01:57:23 PM,-11.487,,,,,
2610,10/30/18 02:57:23 PM,-11.487,,,,,
2611,10/30/18 03:57:23 PM,-11.487,,,,,
2612,10/30/18 04:57:23 PM,-11.487,,,,,
2613,10/30/18 05:57:23 PM,-11.631,,,,,
2614,10/30/18 06:57:23 PM,-11.631,,,,,
2615,10/30/18 07:57:23 PM,-11.631,,,,,
2616,10/30/18 08:57:23 PM,-11.631,,,,,
2617,10/30/18 09:57:23 PM,-11.776,,,,,
2618,10/30/18 10:57:23 PM,-11.776,,,,,
2619,10/30/18 11:57:23 PM,-11.776,,,,,
2620,10/31/18 12:57:23 AM,-11.776,,,,,
2621,10/31/18 01:57:23 AM,-11.776,,,,,
2622,10/31/18 02:57:23 AM,-11.922,,,,,
2623,10/31/18 03:57:23 AM,-11.922,,,,,
2624,10/31/18 04:57:23 AM,-11.922,,,,,
2625,10/31/18 05:57:23 AM,-11.922,,,,,
2626,10/31/18 06:57:23 AM,-11.922,,,,,
2627,10/31/18 07:57:23 AM,-11.922,,,,,
2628,10/31/18 08:57:23 AM,-11.922,,,,,
2629,10/31/18 09:57:23 AM,-11.922,,,,,
2630,10/31/18 10:57:23 AM,-11.776,,,,,
2631,10/31/18 11:57:23 AM,-11.776,,,,,
2632,10/31/18 12:57:23 PM,-11.631,,,,,
2633,10/31/18 01:57:23 PM,-11.487,,,,,
2634,10/31/18 02:57:23 PM,-11.487,,,,,
2635,10/31/18 03:57:23 PM,-11.344,,,,,
2636,10/31/18 04:57:23 PM,-11.344,,,,,
2637,10/31/18 05:57:23 PM,-11.200,,,,,
2638,10/31/18 06:57:23 PM,-11.200,,,,,
2639,10/31/18 07:57:23 PM,-11.200,,,,,
2640,10/31/18 08:57:23 PM,-11.200,,,,,
2641,10/31/18 09:57:23 PM,-11.200,,,,,
2642,10/31/18 10:57:23 PM,-11.344,,,,,
2643,10/31/18 11:57:23 PM,-11.344,,,,,
2644,11/01/18 12:57:23 AM,-11.344,,,,,
2645,11/01/18 01:57:23 AM,-11.487,,,,,
2646,11/01/18 02:57:23 AM,-11.487,,,,,
2647,11/01/18 03:57:23 AM,-11.487,,,,,
2648,11/01/18 04:57:23 AM,-11.631,,,,,
2649,11/01/18 05:57:23 AM,-11.631,,,,,
2650,11/01/18 06:57:23 AM,-11.631,,,,,
2651,11/01/18 07:57:23 AM,-11.631,,,,,
2652,11/01/18 08:57:23 AM,-11.631,,,,,
2653,11/01/18 09:57:23 AM,-11.631,,,,,
2654,11/01/18 10:57:23 AM,-11.631,,,,,
2655,11/01/18 11:57:23 AM,-11.631,,,,,
2656,11/01/18 12:57:23 PM,-11.487,,,,,
2657,11/01/18 01:57:23 PM,-11.487,,,,,
2658,11/01/18 02:57:23 PM,-11.487,,,,,
2659,11/01/18 03:57:23 PM,-11.487,,,,,
2660,11/01/18 04:57:23 PM,-11.487,,,,,
2661,11/01/18 05:57:23 PM,-11.631,,,,,
2662,11/01/18 06:57:23 PM,-11.631,,,,,
2663,11/01/18 07:57:23 PM,-11.631,,,,,
2664,11/01/18 08:57:23 PM,-11.776,,,,,
2665,11/01/18 09:57:23 PM,-11.776,,,,,
2666,11/01/18 10:57:23 PM,-11.776,,,,,
2667,11/01/18 11:57:23 PM,-11.922,,,,,
2668,11/02/18 12:57:23 AM,-11.922,,,,,
2669,11/02/18 01:57:23 AM,-11.922,,,,,
2670,11/02/18 02:57:23 AM,-11.922,,,,,
2671,11/02/18 03:57:23 AM,-12.068,,,,,
2672,11/02/18 04:57:23 AM,-12.068,,,,,
2673,11/02/18 05:57:23 AM,-12.068,,,,,
2674,11/02/18 06:57:23 AM,-12.214,,,,,
2675,11/02/18 07:57:23 AM,-12.214,,,,,
2676,11/02/18 08:57:23 AM,-12.214,,,,,
2677,11/02/18 09:57:23 AM,-12.214,,,,,
2678,11/02/18 10:57:23 AM,-12.214,,,,,
2679,11/02/18 11:57:23 AM,-12.361,,,,,
2680,11/02/18 12:57:23 PM,-12.361,,,,,
2681,11/02/18 01:57:23 PM,-12.214,,,,,
2682,11/02/18 02:57:23 PM,-12.214,,,,,
2683,11/02/18 03:57:23 PM,-12.214,,,,,
2684,11/02/18 04:57:23 PM,-12.214,,,,,
