"Titre de tracé : 20151590"
"#","Date Heure, GMT-04:00","Temp., °C (LGR S/N: 20151590, SEN S/N: 20151590)","Coupleur attaché (LGR S/N: 20151590)","Coupleur détaché (LGR S/N: 20151590)","Hôte connecté (LGR S/N: 20151590)","Arrêté (LGR S/N: 20151590)","Fin de fichier (LGR S/N: 20151590)"
894,07/28/19 11:00:00 PM,12.980,,,,,
895,07/29/19 12:00:00 AM,12.013,,,,,
896,07/29/19 01:00:00 AM,10.944,,,,,
897,07/29/19 02:00:00 AM,9.866,,,,,
898,07/29/19 03:00:00 AM,8.879,,,,,
899,07/29/19 04:00:00 AM,8.082,,,,,
900,07/29/19 05:00:00 AM,7.381,,,,,
901,07/29/19 06:00:00 AM,7.079,,,,,
902,07/29/19 07:00:00 AM,7.079,,,,,
903,07/29/19 08:00:00 AM,7.381,,,,,
904,07/29/19 09:00:00 AM,7.983,,,,,
905,07/29/19 10:00:00 AM,8.581,,,,,
906,07/29/19 10:59:49 AM,,Enregistré,,,,
907,07/29/19 10:59:55 AM,,,Enregistré,,,
908,07/29/19 11:00:00 AM,11.722,,,,,
909,07/29/19 12:00:00 PM,13.365,,,,,
910,07/29/19 01:00:00 PM,15.282,,,,,
911,07/29/19 02:00:00 PM,13.558,,,,,
912,07/29/19 03:00:00 PM,11.431,,,,,
913,07/29/19 04:00:00 PM,13.173,,,,,
914,07/29/19 05:00:00 PM,11.236,,,,,
915,07/29/19 06:00:00 PM,9.275,,,,,
916,07/29/19 07:00:00 PM,9.472,,,,,
917,07/29/19 08:00:00 PM,9.669,,,,,
918,07/29/19 09:00:00 PM,9.472,,,,,
919,07/29/19 10:00:00 PM,7.882,,,,,
920,07/29/19 11:00:00 PM,7.179,,,,,
921,07/30/19 12:00:00 AM,6.573,,,,,
922,07/30/19 01:00:00 AM,6.166,,,,,
923,07/30/19 02:00:00 AM,5.962,,,,,
924,07/30/19 03:00:00 AM,5.860,,,,,
925,07/30/19 04:00:00 AM,5.860,,,,,
926,07/30/19 05:00:00 AM,5.962,,,,,
927,07/30/19 06:00:00 AM,5.962,,,,,
928,07/30/19 07:00:00 AM,6.064,,,,,
929,07/30/19 08:00:00 AM,6.268,,,,,
930,07/30/19 09:00:00 AM,6.370,,,,,
931,07/30/19 10:00:00 AM,6.775,,,,,
932,07/30/19 11:00:00 AM,9.176,,,,,
933,07/30/19 12:00:00 PM,11.041,,,,,
934,07/30/19 01:00:00 PM,11.041,,,,,
935,07/30/19 02:00:00 PM,11.625,,,,,
936,07/30/19 03:00:00 PM,13.750,,,,,
937,07/30/19 04:00:00 PM,15.091,,,,,
938,07/30/19 05:00:00 PM,15.187,,,,,
939,07/30/19 06:00:00 PM,15.378,,,,,
940,07/30/19 07:00:00 PM,13.846,,,,,
941,07/30/19 08:00:00 PM,12.883,,,,,
942,07/30/19 09:00:00 PM,12.401,,,,,
943,07/30/19 10:00:00 PM,14.613,,,,,
944,07/30/19 11:00:00 PM,13.365,,,,,
945,07/31/19 12:00:00 AM,12.110,,,,,
946,07/31/19 01:00:00 AM,11.236,,,,,
947,07/31/19 02:00:00 AM,10.748,,,,,
948,07/31/19 03:00:00 AM,10.259,,,,,
949,07/31/19 04:00:00 AM,9.768,,,,,
950,07/31/19 05:00:00 AM,9.373,,,,,
951,07/31/19 06:00:00 AM,9.077,,,,,
952,07/31/19 07:00:00 AM,8.879,,,,,
953,07/31/19 08:00:00 AM,8.779,,,,,
954,07/31/19 09:00:00 AM,8.879,,,,,
955,07/31/19 10:00:00 AM,8.978,,,,,
956,07/31/19 11:00:00 AM,9.077,,,,,
957,07/31/19 12:00:00 PM,9.275,,,,,
958,07/31/19 01:00:00 PM,9.472,,,,,
959,07/31/19 02:00:00 PM,9.669,,,,,
960,07/31/19 03:00:00 PM,9.965,,,,,
961,07/31/19 04:00:00 PM,10.063,,,,,
962,07/31/19 05:00:00 PM,10.063,,,,,
963,07/31/19 06:00:00 PM,10.161,,,,,
964,07/31/19 07:00:00 PM,10.259,,,,,
965,07/31/19 08:00:00 PM,10.357,,,,,
966,07/31/19 09:00:00 PM,10.357,,,,,
967,07/31/19 10:00:00 PM,10.455,,,,,
968,07/31/19 11:00:00 PM,10.455,,,,,
969,08/01/19 12:00:00 AM,10.357,,,,,
970,08/01/19 01:00:00 AM,10.455,,,,,
971,08/01/19 02:00:00 AM,10.846,,,,,
972,08/01/19 03:00:00 AM,11.041,,,,,
973,08/01/19 04:00:00 AM,11.041,,,,,
974,08/01/19 05:00:00 AM,11.041,,,,,
975,08/01/19 06:00:00 AM,10.846,,,,,
976,08/01/19 07:00:00 AM,10.748,,,,,
977,08/01/19 08:00:00 AM,10.553,,,,,
978,08/01/19 09:00:00 AM,10.553,,,,,
979,08/01/19 10:00:00 AM,10.553,,,,,
980,08/01/19 11:00:00 AM,12.497,,,,,
981,08/01/19 12:00:00 PM,18.140,,,,,
982,08/01/19 12:33:26 PM,,Enregistré,,,,
983,08/01/19 12:34:11 PM,,,,Enregistré,,
984,08/01/19 12:34:16 PM,,,,,Enregistré,Enregistré
