"Titre de tracé : 20177045"
"#","Date Heure, GMT-04:00","Temp., °C (LGR S/N: 20177045, SEN S/N: 20177045)","Pile OK (LGR S/N: 20177045)","Coupleur détaché (LGR S/N: 20177045)","Pile défectueuse (LGR S/N: 20177045)","Coupleur attaché (LGR S/N: 20177045)","Hôte connecté (LGR S/N: 20177045)","Arrêté (LGR S/N: 20177045)","Fin de fichier (LGR S/N: 20177045)"
1,07/13/18 10:58:29 PM,22.333,Enregistré,,,,,,
2,07/13/18 10:58:34 PM,,,Enregistré,,,,,
3,07/13/18 11:58:29 PM,12.690,,,,,,,
4,07/14/18 12:58:29 AM,9.669,,,,,,,
5,07/14/18 01:58:29 AM,7.983,,,,,,,
6,07/14/18 02:58:29 AM,6.573,,,,,,,
7,07/14/18 03:58:29 AM,5.552,,,,,,,
8,07/14/18 04:58:29 AM,5.037,,,,,,,
9,07/14/18 05:58:29 AM,4.831,,,,,,,
10,07/14/18 06:58:29 AM,4.727,,,,,,,
11,07/14/18 07:58:29 AM,4.519,,,,,,,
12,07/14/18 08:58:29 AM,4.727,,,,,,,
13,07/14/18 09:58:29 AM,5.655,,,,,,,
14,07/14/18 10:58:29 AM,11.236,,,,,,,
15,07/14/18 11:58:29 AM,10.846,,,,,,,
16,07/14/18 12:58:29 PM,12.497,,,,,,,
17,07/14/18 01:58:29 PM,14.038,,,,,,,
18,07/14/18 02:58:29 PM,12.401,,,,,,,
19,07/14/18 03:58:29 PM,10.553,,,,,,,
20,07/14/18 04:58:29 PM,9.077,,,,,,,
21,07/14/18 05:58:29 PM,8.779,,,,,,,
22,07/14/18 06:58:29 PM,8.978,,,,,,,
23,07/14/18 07:58:29 PM,9.472,,,,,,,
24,07/14/18 08:58:29 PM,8.978,,,,,,,
25,07/14/18 09:58:29 PM,11.528,,,,,,,
26,07/14/18 10:58:29 PM,9.373,,,,,,,
27,07/14/18 11:58:29 PM,8.082,,,,,,,
28,07/15/18 12:58:29 AM,6.978,,,,,,,
29,07/15/18 01:58:29 AM,5.962,,,,,,,
30,07/15/18 02:58:29 AM,5.244,,,,,,,
31,07/15/18 03:58:29 AM,4.831,,,,,,,
32,07/15/18 04:58:29 AM,5.141,,,,,,,
33,07/15/18 05:58:29 AM,5.450,,,,,,,
34,07/15/18 06:58:29 AM,5.962,,,,,,,
35,07/15/18 07:58:29 AM,6.166,,,,,,,
36,07/15/18 08:58:29 AM,4.623,,,,,,,
37,07/15/18 09:58:29 AM,5.450,,,,,,,
38,07/15/18 10:58:29 AM,8.082,,,,,,,
39,07/15/18 11:58:29 AM,11.722,,,,,,,
40,07/15/18 12:58:29 PM,12.013,,,,,,,
41,07/15/18 01:58:29 PM,9.669,,,,,,,
42,07/15/18 02:58:29 PM,9.373,,,,,,,
43,07/15/18 03:58:29 PM,9.866,,,,,,,
44,07/15/18 04:58:29 PM,9.866,,,,,,,
45,07/15/18 05:58:29 PM,9.866,,,,,,,
46,07/15/18 06:58:29 PM,10.748,,,,,,,
47,07/15/18 07:58:29 PM,14.900,,,,,,,
48,07/15/18 08:58:29 PM,20.329,,,,,,,
49,07/15/18 09:58:29 PM,16.141,,,,,,,
50,07/15/18 10:58:29 PM,10.748,,,,,,,
51,07/15/18 11:58:29 PM,8.680,,,,,,,
52,07/16/18 12:58:29 AM,7.280,,,,,,,
53,07/16/18 01:58:29 AM,6.166,,,,,,,
54,07/16/18 02:58:29 AM,6.775,,,,,,,
55,07/16/18 03:58:29 AM,7.882,,,,,,,
56,07/16/18 04:58:29 AM,7.882,,,,,,,
57,07/16/18 05:58:29 AM,7.582,,,,,,,
58,07/16/18 06:58:29 AM,6.775,,,,,,,
59,07/16/18 07:58:29 AM,6.573,,,,,,,
60,07/16/18 08:58:29 AM,7.582,,,,,,,
61,07/16/18 09:58:29 AM,8.382,,,,,,,
62,07/16/18 10:58:29 AM,8.879,,,,,,,
63,07/16/18 11:58:29 AM,18.140,,,,,,,
64,07/16/18 12:58:29 PM,23.196,,,,,,,
65,07/16/18 01:58:29 PM,15.569,,,,,,,
66,07/16/18 02:58:29 PM,4.207,,,,,,,
67,07/16/18 03:58:29 PM,4.207,,,,,,,
68,07/16/18 04:58:29 PM,4.102,,,,,,,
69,07/16/18 05:58:29 PM,3.683,,,,,,,
70,07/16/18 06:58:29 PM,3.472,,,,,,,
71,07/16/18 07:58:29 PM,3.155,,,,,,,
72,07/16/18 08:58:29 PM,3.049,,,,,,,
73,07/16/18 09:58:29 PM,2.730,,,,,,,
74,07/16/18 10:58:29 PM,2.517,,,,,,,
75,07/16/18 11:58:29 PM,2.195,,,,,,,
76,07/17/18 12:58:29 AM,1.872,,,,,,,
77,07/17/18 01:58:29 AM,1.548,,,,,,,
78,07/17/18 02:58:29 AM,1.221,,,,,,,
79,07/17/18 03:58:29 AM,1.003,,,,,,,
80,07/17/18 04:58:29 AM,0.784,,,,,,,
81,07/17/18 05:58:29 AM,0.784,,,,,,,
82,07/17/18 06:58:29 AM,0.893,,,,,,,
83,07/17/18 07:58:29 AM,1.112,,,,,,,
84,07/17/18 08:58:29 AM,1.548,,,,,,,
85,07/17/18 09:58:29 AM,2.088,,,,,,,
86,07/17/18 10:58:29 AM,2.943,,,,,,,
87,07/17/18 11:58:29 AM,3.788,,,,,,,
88,07/17/18 12:58:29 PM,4.102,,,,,,,
89,07/17/18 01:58:29 PM,4.623,,,,,,,
90,07/17/18 02:58:29 PM,4.934,,,,,,,
91,07/17/18 03:58:29 PM,5.552,,,,,,,
92,07/17/18 04:58:29 PM,5.962,,,,,,,
93,07/17/18 05:58:29 PM,6.064,,,,,,,
94,07/17/18 06:58:29 PM,5.962,,,,,,,
95,07/17/18 07:58:29 PM,5.655,,,,,,,
96,07/17/18 08:58:29 PM,5.037,,,,,,,
97,07/17/18 09:58:29 PM,4.623,,,,,,,
98,07/17/18 10:58:29 PM,4.102,,,,,,,
99,07/17/18 11:58:29 PM,3.683,,,,,,,
100,07/18/18 12:58:29 AM,3.155,,,,,,,
101,07/18/18 01:58:29 AM,2.624,,,,,,,
102,07/18/18 02:58:29 AM,2.195,,,,,,,
103,07/18/18 03:58:29 AM,1.872,,,,,,,
104,07/18/18 04:58:29 AM,1.656,,,,,,,
105,07/18/18 05:58:29 AM,1.548,,,,,,,
106,07/18/18 06:58:29 AM,1.656,,,,,,,
107,07/18/18 07:58:29 AM,1.872,,,,,,,
108,07/18/18 08:58:29 AM,2.195,,,,,,,
109,07/18/18 09:58:29 AM,2.837,,,,,,,
110,07/18/18 10:58:29 AM,3.367,,,,,,,
111,07/18/18 11:58:29 AM,3.788,,,,,,,
112,07/18/18 12:58:29 PM,4.623,,,,,,,
113,07/18/18 01:58:29 PM,5.347,,,,,,,
114,07/18/18 02:58:29 PM,5.552,,,,,,,
115,07/18/18 03:58:29 PM,5.860,,,,,,,
116,07/18/18 04:58:29 PM,6.064,,,,,,,
117,07/18/18 05:58:29 PM,6.370,,,,,,,
118,07/18/18 06:58:29 PM,6.370,,,,,,,
119,07/18/18 07:58:29 PM,5.962,,,,,,,
120,07/18/18 08:58:29 PM,5.347,,,,,,,
121,07/18/18 09:58:29 PM,4.831,,,,,,,
122,07/18/18 10:58:29 PM,4.311,,,,,,,
123,07/18/18 11:58:29 PM,3.893,,,,,,,
124,07/19/18 12:58:29 AM,3.261,,,,,,,
125,07/19/18 01:58:29 AM,2.837,,,,,,,
126,07/19/18 02:58:29 AM,2.410,,,,,,,
127,07/19/18 03:58:29 AM,2.088,,,,,,,
128,07/19/18 04:58:29 AM,1.872,,,,,,,
129,07/19/18 05:58:29 AM,1.764,,,,,,,
130,07/19/18 06:58:29 AM,1.764,,,,,,,
131,07/19/18 07:58:29 AM,1.872,,,,,,,
132,07/19/18 08:58:29 AM,2.088,,,,,,,
133,07/19/18 09:58:29 AM,2.517,,,,,,,
134,07/19/18 10:58:29 AM,3.155,,,,,,,
135,07/19/18 11:58:29 AM,3.261,,,,,,,
136,07/19/18 12:58:29 PM,3.261,,,,,,,
137,07/19/18 01:58:29 PM,3.367,,,,,,,
138,07/19/18 02:58:29 PM,3.578,,,,,,,
139,07/19/18 03:58:29 PM,3.683,,,,,,,
140,07/19/18 04:58:29 PM,3.578,,,,,,,
141,07/19/18 05:58:29 PM,3.261,,,,,,,
142,07/19/18 06:58:29 PM,3.049,,,,,,,
143,07/19/18 07:58:29 PM,2.837,,,,,,,
144,07/19/18 08:58:29 PM,2.624,,,,,,,
145,07/19/18 09:58:29 PM,2.410,,,,,,,
146,07/19/18 10:58:29 PM,2.195,,,,,,,
147,07/19/18 11:58:29 PM,1.980,,,,,,,
148,07/20/18 12:58:29 AM,1.872,,,,,,,
149,07/20/18 01:58:29 AM,1.656,,,,,,,
150,07/20/18 02:58:29 AM,1.548,,,,,,,
151,07/20/18 03:58:29 AM,1.439,,,,,,,
152,07/20/18 04:58:29 AM,1.439,,,,,,,
153,07/20/18 05:58:29 AM,1.439,,,,,,,
154,07/20/18 06:58:29 AM,1.439,,,,,,,
155,07/20/18 07:58:29 AM,1.548,,,,,,,
156,07/20/18 08:58:29 AM,1.764,,,,,,,
157,07/20/18 09:58:29 AM,2.195,,,,,,,
158,07/20/18 10:58:29 AM,2.837,,,,,,,
159,07/20/18 11:58:29 AM,3.472,,,,,,,
160,07/20/18 12:58:29 PM,4.102,,,,,,,
161,07/20/18 01:58:29 PM,4.207,,,,,,,
162,07/20/18 02:58:29 PM,4.102,,,,,,,
163,07/20/18 03:58:29 PM,4.207,,,,,,,
164,07/20/18 04:58:29 PM,4.311,,,,,,,
165,07/20/18 05:58:29 PM,4.207,,,,,,,
166,07/20/18 06:58:29 PM,4.102,,,,,,,
167,07/20/18 07:58:29 PM,4.102,,,,,,,
168,07/20/18 08:58:29 PM,3.998,,,,,,,
169,07/20/18 09:58:29 PM,3.788,,,,,,,
170,07/20/18 10:58:29 PM,3.578,,,,,,,
171,07/20/18 11:58:29 PM,3.155,,,,,,,
172,07/21/18 12:58:29 AM,2.943,,,,,,,
173,07/21/18 01:58:29 AM,2.624,,,,,,,
174,07/21/18 02:58:29 AM,2.517,,,,,,,
175,07/21/18 03:58:29 AM,2.517,,,,,,,
176,07/21/18 04:58:29 AM,2.410,,,,,,,
177,07/21/18 05:58:29 AM,2.088,,,,,,,
178,07/21/18 06:58:29 AM,1.872,,,,,,,
179,07/21/18 07:58:29 AM,1.764,,,,,,,
180,07/21/18 08:58:29 AM,1.764,,,,,,,
181,07/21/18 09:58:29 AM,1.980,,,,,,,
182,07/21/18 10:58:29 AM,2.410,,,,,,,
183,07/21/18 11:58:29 AM,2.943,,,,,,,
184,07/21/18 12:58:29 PM,3.261,,,,,,,
185,07/21/18 01:58:29 PM,3.683,,,,,,,
186,07/21/18 02:58:29 PM,4.102,,,,,,,
187,07/21/18 03:58:29 PM,4.102,,,,,,,
188,07/21/18 04:58:29 PM,3.998,,,,,,,
189,07/21/18 05:58:29 PM,3.788,,,,,,,
190,07/21/18 06:58:29 PM,3.472,,,,,,,
191,07/21/18 07:58:29 PM,3.155,,,,,,,
192,07/21/18 08:58:29 PM,2.943,,,,,,,
193,07/21/18 09:58:29 PM,2.730,,,,,,,
194,07/21/18 10:58:29 PM,2.410,,,,,,,
195,07/21/18 11:58:29 PM,2.195,,,,,,,
196,07/22/18 12:58:29 AM,1.980,,,,,,,
197,07/22/18 01:58:29 AM,1.764,,,,,,,
198,07/22/18 02:58:29 AM,1.656,,,,,,,
199,07/22/18 03:58:29 AM,1.548,,,,,,,
200,07/22/18 04:58:29 AM,1.439,,,,,,,
201,07/22/18 05:58:29 AM,1.330,,,,,,,
202,07/22/18 06:58:29 AM,1.221,,,,,,,
203,07/22/18 07:58:29 AM,1.221,,,,,,,
204,07/22/18 08:58:29 AM,1.330,,,,,,,
205,07/22/18 09:58:29 AM,1.548,,,,,,,
206,07/22/18 10:58:29 AM,1.872,,,,,,,
207,07/22/18 11:58:29 AM,2.088,,,,,,,
208,07/22/18 12:58:29 PM,2.088,,,,,,,
209,07/22/18 01:58:29 PM,2.303,,,,,,,
210,07/22/18 02:58:29 PM,2.517,,,,,,,
211,07/22/18 03:58:29 PM,2.624,,,,,,,
212,07/22/18 04:58:29 PM,2.624,,,,,,,
213,07/22/18 05:58:29 PM,2.517,,,,,,,
214,07/22/18 06:58:29 PM,2.517,,,,,,,
215,07/22/18 07:58:29 PM,2.517,,,,,,,
216,07/22/18 08:58:29 PM,2.410,,,,,,,
217,07/22/18 09:58:29 PM,2.303,,,,,,,
218,07/22/18 10:58:29 PM,2.088,,,,,,,
219,07/22/18 11:58:29 PM,1.872,,,,,,,
220,07/23/18 12:58:29 AM,1.656,,,,,,,
221,07/23/18 01:58:29 AM,1.439,,,,,,,
222,07/23/18 02:58:29 AM,1.221,,,,,,,
223,07/23/18 03:58:29 AM,1.003,,,,,,,
224,07/23/18 04:58:29 AM,0.784,,,,,,,
225,07/23/18 05:58:29 AM,0.784,,,,,,,
226,07/23/18 06:58:29 AM,0.674,,,,,,,
227,07/23/18 07:58:29 AM,0.674,,,,,,,
228,07/23/18 08:58:29 AM,0.674,,,,,,,
229,07/23/18 09:58:29 AM,1.003,,,,,,,
230,07/23/18 10:58:29 AM,1.439,,,,,,,
231,07/23/18 11:58:29 AM,1.872,,,,,,,
232,07/23/18 12:58:29 PM,2.303,,,,,,,
233,07/23/18 01:58:29 PM,2.624,,,,,,,
234,07/23/18 02:58:29 PM,2.943,,,,,,,
235,07/23/18 03:58:29 PM,3.472,,,,,,,
236,07/23/18 04:58:29 PM,3.683,,,,,,,
237,07/23/18 05:58:29 PM,3.683,,,,,,,
238,07/23/18 06:58:29 PM,3.472,,,,,,,
239,07/23/18 07:58:29 PM,3.155,,,,,,,
240,07/23/18 08:58:29 PM,2.837,,,,,,,
241,07/23/18 09:58:29 PM,2.517,,,,,,,
242,07/23/18 10:58:29 PM,2.088,,,,,,,
243,07/23/18 11:58:29 PM,1.764,,,,,,,
244,07/24/18 12:58:29 AM,1.439,,,,,,,
245,07/24/18 01:58:29 AM,1.221,,,,,,,
246,07/24/18 02:58:29 AM,1.003,,,,,,,
247,07/24/18 03:58:29 AM,0.893,,,,,,,
248,07/24/18 04:58:29 AM,0.893,,,,,,,
249,07/24/18 05:58:29 AM,0.893,,,,,,,
250,07/24/18 06:58:29 AM,0.784,,,,,,,
251,07/24/18 07:58:29 AM,0.893,,,,,,,
252,07/24/18 08:58:29 AM,0.893,,,,,,,
253,07/24/18 09:58:29 AM,1.112,,,,,,,
254,07/24/18 10:58:29 AM,1.330,,,,,,,
255,07/24/18 11:58:29 AM,1.548,,,,,,,
256,07/24/18 12:58:29 PM,1.872,,,,,,,
257,07/24/18 01:58:29 PM,1.980,,,,,,,
258,07/24/18 02:58:29 PM,2.088,,,,,,,
259,07/24/18 03:58:29 PM,2.195,,,,,,,
260,07/24/18 04:58:29 PM,2.303,,,,,,,
261,07/24/18 05:58:29 PM,2.303,,,,,,,
262,07/24/18 06:58:29 PM,2.303,,,,,,,
263,07/24/18 07:58:29 PM,2.303,,,,,,,
264,07/24/18 08:58:29 PM,2.195,,,,,,,
265,07/24/18 09:58:29 PM,2.088,,,,,,,
266,07/24/18 10:58:29 PM,1.872,,,,,,,
267,07/24/18 11:58:29 PM,1.764,,,,,,,
268,07/25/18 12:58:29 AM,1.548,,,,,,,
269,07/25/18 01:58:29 AM,1.330,,,,,,,
270,07/25/18 02:58:29 AM,1.112,,,,,,,
271,07/25/18 03:58:29 AM,0.893,,,,,,,
272,07/25/18 04:58:29 AM,0.784,,,,,,,
273,07/25/18 05:58:29 AM,0.784,,,,,,,
274,07/25/18 06:58:29 AM,0.674,,,,,,,
275,07/25/18 07:58:29 AM,0.563,,,,,,,
276,07/25/18 08:58:29 AM,0.453,,,,,,,
277,07/25/18 09:58:29 AM,0.453,,,,,,,
278,07/25/18 10:58:29 AM,0.453,,,,,,,
279,07/25/18 11:58:29 AM,0.674,,,,,,,
280,07/25/18 12:58:29 PM,0.893,,,,,,,
281,07/25/18 01:58:29 PM,1.221,,,,,,,
282,07/25/18 02:58:29 PM,1.548,,,,,,,
283,07/25/18 03:58:29 PM,1.872,,,,,,,
284,07/25/18 04:58:29 PM,2.303,,,,,,,
285,07/25/18 05:58:29 PM,2.517,,,,,,,
286,07/25/18 06:58:29 PM,2.517,,,,,,,
287,07/25/18 07:58:29 PM,2.410,,,,,,,
288,07/25/18 08:58:29 PM,2.088,,,,,,,
289,07/25/18 09:58:29 PM,1.872,,,,,,,
290,07/25/18 10:58:29 PM,1.656,,,,,,,
291,07/25/18 11:58:29 PM,1.439,,,,,,,
292,07/26/18 12:58:29 AM,1.330,,,,,,,
293,07/26/18 01:58:29 AM,1.112,,,,,,,
294,07/26/18 02:58:29 AM,1.003,,,,,,,
295,07/26/18 03:58:29 AM,0.784,,,,,,,
296,07/26/18 04:58:29 AM,0.674,,,,,,,
297,07/26/18 05:58:29 AM,0.563,,,,,,,
298,07/26/18 06:58:29 AM,0.563,,,,,,,
299,07/26/18 07:58:29 AM,0.563,,,,,,,
300,07/26/18 08:58:29 AM,0.674,,,,,,,
301,07/26/18 09:58:29 AM,1.003,,,,,,,
302,07/26/18 10:58:29 AM,1.548,,,,,,,
303,07/26/18 11:58:29 AM,2.195,,,,,,,
304,07/26/18 12:58:29 PM,2.837,,,,,,,
305,07/26/18 01:58:29 PM,3.049,,,,,,,
306,07/26/18 02:58:29 PM,3.367,,,,,,,
307,07/26/18 03:58:29 PM,3.893,,,,,,,
308,07/26/18 04:58:29 PM,4.102,,,,,,,
309,07/26/18 05:58:29 PM,3.998,,,,,,,
310,07/26/18 06:58:29 PM,3.788,,,,,,,
311,07/26/18 07:58:29 PM,3.472,,,,,,,
312,07/26/18 08:58:29 PM,3.155,,,,,,,
313,07/26/18 09:58:29 PM,2.730,,,,,,,
314,07/26/18 10:58:29 PM,2.303,,,,,,,
315,07/26/18 11:58:29 PM,1.980,,,,,,,
316,07/27/18 12:58:29 AM,1.764,,,,,,,
317,07/27/18 01:58:29 AM,1.439,,,,,,,
318,07/27/18 02:58:29 AM,1.221,,,,,,,
319,07/27/18 03:58:29 AM,1.003,,,,,,,
320,07/27/18 04:58:29 AM,0.784,,,,,,,
321,07/27/18 05:58:29 AM,0.674,,,,,,,
322,07/27/18 06:58:29 AM,0.563,,,,,,,
323,07/27/18 07:58:29 AM,0.784,,,,,,,
324,07/27/18 08:58:29 AM,1.330,,,,,,,
325,07/27/18 09:58:29 AM,1.656,,,,,,,
326,07/27/18 10:58:29 AM,2.195,,,,,,,
327,07/27/18 11:58:29 AM,2.730,,,,,,,
328,07/27/18 12:58:29 PM,3.367,,,,,,,
329,07/27/18 01:58:29 PM,3.893,,,,,,,
330,07/27/18 02:58:29 PM,4.311,,,,,,,
331,07/27/18 03:58:29 PM,4.519,,,,,,,
332,07/27/18 04:58:29 PM,4.415,,,,,,,
333,07/27/18 05:58:29 PM,4.102,,,,,,,
334,07/27/18 06:58:29 PM,3.788,,,,,,,
335,07/27/18 07:58:29 PM,3.367,,,,,,,
336,07/27/18 08:58:29 PM,3.155,,,,,,,
337,07/27/18 09:58:29 PM,2.837,,,,,,,
338,07/27/18 10:58:29 PM,2.624,,,,,,,
339,07/27/18 11:58:29 PM,2.410,,,,,,,
340,07/28/18 12:58:29 AM,2.303,,,,,,,
341,07/28/18 01:58:29 AM,2.088,,,,,,,
342,07/28/18 02:58:29 AM,1.980,,,,,,,
343,07/28/18 03:58:29 AM,1.764,,,,,,,
344,07/28/18 04:58:29 AM,1.656,,,,,,,
345,07/28/18 05:58:29 AM,1.656,,,,,,,
346,07/28/18 06:58:29 AM,1.548,,,,,,,
347,07/28/18 07:58:29 AM,1.548,,,,,,,
348,07/28/18 08:58:29 AM,1.548,,,,,,,
349,07/28/18 09:58:29 AM,1.548,,,,,,,
350,07/28/18 10:58:29 AM,1.548,,,,,,,
351,07/28/18 11:58:29 AM,1.548,,,,,,,
352,07/28/18 12:58:29 PM,1.656,,,,,,,
353,07/28/18 01:58:29 PM,1.872,,,,,,,
354,07/28/18 02:58:29 PM,1.980,,,,,,,
355,07/28/18 03:58:29 PM,2.088,,,,,,,
356,07/28/18 04:58:29 PM,2.303,,,,,,,
357,07/28/18 05:58:29 PM,2.303,,,,,,,
358,07/28/18 06:58:29 PM,2.195,,,,,,,
359,07/28/18 07:58:29 PM,2.088,,,,,,,
360,07/28/18 08:58:29 PM,2.088,,,,,,,
361,07/28/18 09:58:29 PM,1.980,,,,,,,
362,07/28/18 10:58:29 PM,1.872,,,,,,,
363,07/28/18 11:58:29 PM,1.656,,,,,,,
364,07/29/18 12:58:29 AM,1.548,,,,,,,
365,07/29/18 01:58:29 AM,1.330,,,,,,,
366,07/29/18 02:58:29 AM,1.221,,,,,,,
367,07/29/18 03:58:29 AM,1.003,,,,,,,
368,07/29/18 04:58:29 AM,0.893,,,,,,,
369,07/29/18 05:58:29 AM,0.784,,,,,,,
370,07/29/18 06:58:29 AM,0.784,,,,,,,
371,07/29/18 07:58:29 AM,1.003,,,,,,,
372,07/29/18 08:58:29 AM,1.112,,,,,,,
373,07/29/18 09:58:29 AM,1.330,,,,,,,
374,07/29/18 10:58:29 AM,1.656,,,,,,,
375,07/29/18 11:58:29 AM,1.872,,,,,,,
376,07/29/18 12:58:29 PM,1.980,,,,,,,
377,07/29/18 01:58:29 PM,2.195,,,,,,,
378,07/29/18 02:58:29 PM,2.303,,,,,,,
379,07/29/18 03:58:29 PM,2.624,,,,,,,
380,07/29/18 04:58:29 PM,2.837,,,,,,,
381,07/29/18 05:58:29 PM,2.943,,,,,,,
382,07/29/18 06:58:29 PM,2.943,,,,,,,
383,07/29/18 07:58:29 PM,3.049,,,,,,,
384,07/29/18 08:58:29 PM,3.155,,,,,,,
385,07/29/18 09:58:29 PM,3.049,,,,,,,
386,07/29/18 10:58:29 PM,2.837,,,,,,,
387,07/29/18 11:58:29 PM,2.624,,,,,,,
388,07/30/18 12:58:29 AM,2.303,,,,,,,
389,07/30/18 01:58:29 AM,1.980,,,,,,,
390,07/30/18 02:58:29 AM,1.764,,,,,,,
391,07/30/18 03:58:29 AM,1.548,,,,,,,
392,07/30/18 04:58:29 AM,1.330,,,,,,,
393,07/30/18 05:58:29 AM,1.221,,,,,,,
394,07/30/18 06:58:29 AM,1.112,,,,,,,
395,07/30/18 07:58:29 AM,1.112,,,,,,,
396,07/30/18 08:58:29 AM,1.221,,,,,,,
397,07/30/18 09:58:29 AM,1.330,,,,,,,
398,07/30/18 10:58:29 AM,1.548,,,,,,,
399,07/30/18 11:58:29 AM,1.872,,,,,,,
400,07/30/18 12:58:29 PM,2.195,,,,,,,
401,07/30/18 01:58:29 PM,2.517,,,,,,,
402,07/30/18 02:58:29 PM,2.943,,,,,,,
403,07/30/18 03:58:29 PM,3.261,,,,,,,
404,07/30/18 04:58:29 PM,3.367,,,,,,,
405,07/30/18 05:58:29 PM,3.367,,,,,,,
406,07/30/18 06:58:29 PM,3.472,,,,,,,
407,07/30/18 07:58:29 PM,3.367,,,,,,,
408,07/30/18 08:58:29 PM,2.943,,,,,,,
409,07/30/18 09:58:29 PM,2.624,,,,,,,
410,07/30/18 10:58:29 PM,2.303,,,,,,,
411,07/30/18 11:58:29 PM,1.980,,,,,,,
412,07/31/18 12:58:29 AM,1.656,,,,,,,
413,07/31/18 01:58:29 AM,1.439,,,,,,,
414,07/31/18 02:58:29 AM,1.221,,,,,,,
415,07/31/18 03:58:29 AM,1.112,,,,,,,
416,07/31/18 04:58:29 AM,1.003,,,,,,,
417,07/31/18 05:58:29 AM,0.893,,,,,,,
418,07/31/18 06:58:29 AM,0.893,,,,,,,
419,07/31/18 07:58:29 AM,1.003,,,,,,,
420,07/31/18 08:58:29 AM,1.221,,,,,,,
421,07/31/18 09:58:29 AM,1.439,,,,,,,
422,07/31/18 10:58:29 AM,1.764,,,,,,,
423,07/31/18 11:58:29 AM,2.088,,,,,,,
424,07/31/18 12:58:29 PM,2.410,,,,,,,
425,07/31/18 01:58:29 PM,2.624,,,,,,,
426,07/31/18 02:58:29 PM,2.837,,,,,,,
427,07/31/18 03:58:29 PM,3.261,,,,,,,
428,07/31/18 04:58:29 PM,3.683,,,,,,,
429,07/31/18 05:58:29 PM,3.788,,,,,,,
430,07/31/18 06:58:29 PM,3.683,,,,,,,
431,07/31/18 07:58:29 PM,3.472,,,,,,,
432,07/31/18 08:58:29 PM,3.049,,,,,,,
433,07/31/18 09:58:29 PM,2.624,,,,,,,
434,07/31/18 10:58:29 PM,2.195,,,,,,,
435,07/31/18 11:58:29 PM,1.872,,,,,,,
436,08/01/18 12:58:29 AM,1.439,,,,,,,
437,08/01/18 01:58:29 AM,1.112,,,,,,,
438,08/01/18 02:58:29 AM,0.893,,,,,,,
439,08/01/18 03:58:29 AM,0.674,,,,,,,
440,08/01/18 04:58:29 AM,0.563,,,,,,,
441,08/01/18 05:58:29 AM,0.453,,,,,,,
442,08/01/18 06:58:29 AM,0.343,,,,,,,
443,08/01/18 07:58:29 AM,0.343,,,,,,,
444,08/01/18 08:58:29 AM,0.232,,,,,,,
445,08/01/18 09:58:29 AM,0.453,,,,,,,
446,08/01/18 10:58:29 AM,1.112,,,,,,,
447,08/01/18 11:58:29 AM,1.764,,,,,,,
448,08/01/18 12:58:29 PM,2.517,,,,,,,
449,08/01/18 01:58:29 PM,3.261,,,,,,,
450,08/01/18 02:58:29 PM,3.683,,,,,,,
451,08/01/18 03:58:29 PM,3.893,,,,,,,
452,08/01/18 04:58:29 PM,3.893,,,,,,,
453,08/01/18 05:58:29 PM,3.788,,,,,,,
454,08/01/18 06:58:29 PM,3.683,,,,,,,
455,08/01/18 07:58:29 PM,3.578,,,,,,,
456,08/01/18 08:58:29 PM,3.367,,,,,,,
457,08/01/18 09:58:29 PM,3.049,,,,,,,
458,08/01/18 10:58:29 PM,2.624,,,,,,,
459,08/01/18 11:58:29 PM,2.303,,,,,,,
460,08/02/18 12:58:29 AM,1.980,,,,,,,
461,08/02/18 01:58:29 AM,1.656,,,,,,,
462,08/02/18 02:58:29 AM,1.439,,,,,,,
463,08/02/18 03:58:29 AM,1.221,,,,,,,
464,08/02/18 04:58:29 AM,1.112,,,,,,,
465,08/02/18 05:58:29 AM,1.003,,,,,,,
466,08/02/18 06:58:29 AM,1.003,,,,,,,
467,08/02/18 07:58:29 AM,1.112,,,,,,,
468,08/02/18 08:58:29 AM,1.221,,,,,,,
469,08/02/18 09:58:29 AM,1.330,,,,,,,
470,08/02/18 10:58:29 AM,1.656,,,,,,,
471,08/02/18 11:58:29 AM,1.980,,,,,,,
472,08/02/18 12:58:29 PM,2.410,,,,,,,
473,08/02/18 01:58:29 PM,2.837,,,,,,,
474,08/02/18 02:58:29 PM,3.261,,,,,,,
475,08/02/18 03:58:29 PM,3.578,,,,,,,
476,08/02/18 04:58:29 PM,3.788,,,,,,,
477,08/02/18 05:58:29 PM,3.683,,,,,,,
478,08/02/18 06:58:29 PM,3.472,,,,,,,
479,08/02/18 07:58:29 PM,3.261,,,,,,,
480,08/02/18 08:58:29 PM,3.049,,,,,,,
481,08/02/18 09:58:29 PM,2.837,,,,,,,
482,08/02/18 10:58:29 PM,2.517,,,,,,,
483,08/02/18 11:58:29 PM,2.303,,,,,,,
484,08/03/18 12:58:29 AM,2.088,,,,,,,
485,08/03/18 01:58:29 AM,1.872,,,,,,,
486,08/03/18 02:58:29 AM,1.656,,,,,,,
487,08/03/18 03:58:29 AM,1.548,,,,,,,
488,08/03/18 04:58:29 AM,1.439,,,,,,,
489,08/03/18 05:58:29 AM,1.330,,,,,,,
490,08/03/18 06:58:29 AM,1.330,,,,,,,
491,08/03/18 07:58:29 AM,1.330,,,,,,,
492,08/03/18 08:58:29 AM,1.439,,,,,,,
