"Titre de tracé : 10358255"
"#","Date Heure, GMT-04:00","Temp., °C (LGR S/N: 10358255, SEN S/N: 10358255)","Pile défectueuse (LGR S/N: 10358255)","Coupleur attaché (LGR S/N: 10358255)","Hôte connecté (LGR S/N: 10358255)","Arrêté (LGR S/N: 10358255)","Fin de fichier (LGR S/N: 10358255)"
1,06/24/19 06:00:00 PM,18.426,,,,,
2,06/24/19 07:00:00 PM,18.616,,,,,
3,06/24/19 08:00:00 PM,19.187,,,,,
4,06/24/19 09:00:00 PM,19.187,,,,,
5,06/24/19 10:00:00 PM,19.662,,,,,
6,06/24/19 11:00:00 PM,17.570,,,,,
7,06/25/19 12:00:00 AM,16.999,,,,,
8,06/25/19 01:00:00 AM,16.523,,,,,
9,06/25/19 02:00:00 AM,15.569,,,,,
10,06/25/19 03:00:00 AM,14.613,,,,,
11,06/25/19 04:00:00 AM,13.654,,,,,
12,06/25/19 05:00:00 AM,12.883,,,,,
13,06/25/19 06:00:00 AM,12.304,,,,,
14,06/25/19 07:00:00 AM,11.916,,,,,
15,06/25/19 08:00:00 AM,12.304,,,,,
16,06/25/19 09:00:00 AM,6.877,,,,,
17,06/25/19 10:00:00 AM,7.882,,,,,
18,06/25/19 11:00:00 AM,12.690,,,,,
19,06/25/19 12:00:00 PM,12.690,,,,,
20,06/25/19 01:00:00 PM,12.690,,,,,
21,06/25/19 02:00:00 PM,12.207,,,,,
22,06/25/19 03:00:00 PM,9.669,,,,,
23,06/25/19 04:00:00 PM,8.382,,,,,
24,06/25/19 05:00:00 PM,8.082,,,,,
25,06/25/19 06:00:00 PM,10.553,,,,,
26,06/25/19 07:00:00 PM,11.916,,,,,
27,06/25/19 08:00:00 PM,11.625,,,,,
28,06/25/19 09:00:00 PM,11.334,,,,,
29,06/25/19 10:00:00 PM,11.139,,,,,
30,06/25/19 11:00:00 PM,11.139,,,,,
31,06/26/19 12:00:00 AM,10.944,,,,,
32,06/26/19 01:00:00 AM,10.748,,,,,
33,06/26/19 02:00:00 AM,10.455,,,,,
34,06/26/19 03:00:00 AM,10.161,,,,,
35,06/26/19 04:00:00 AM,9.866,,,,,
36,06/26/19 05:00:00 AM,9.571,,,,,
37,06/26/19 06:00:00 AM,9.373,,,,,
38,06/26/19 07:00:00 AM,9.077,,,,,
39,06/26/19 08:00:00 AM,8.879,,,,,
40,06/26/19 09:00:00 AM,8.680,,,,,
41,06/26/19 10:00:00 AM,11.431,,,,,
