Date;Parcelle;Traitement;Exclos;Sous_parcelle;Medaille;Heure_NDVI;Mesure_NDVI;Ombre_NDVI;Red_i   ;NIR_i   ;Red_r   ;NIR_r   ;Blue_i  ;Blue_r  ;Green_i ;Green_r ;Remarque_NDVI;Heure_PRI;Mesure_PRI;Ombre_PRI;531_i   ;570_i   ;531_r   ;570_r   ;Remarque_PRI;;
17/07/2018;ROC8;4;Exclos;NO;418;;;;174,9848;115,5401;3,732347;7,625179;60,99625;0,6113633;75,52374;1,239371;;;;;37,9117;41,12201;0,6406852;0,6651127;;;
17/07/2018;ROC8;4;Temoin;NE;416;;;;168,5666;112,6223;2,446585;5,031461;58,68537;0,4669028;72,9093;0,927281;;;;;41,3716;45,05437;0,4856233;0,5107702;;;
17/07/2018;ROC8;4;Temoin;SE;415;;;;137,7767;91,21035;1,593617;4,337972;49,69788;0,3130445;60,5164;0,6656965;;;;;20,71943;21,77901;0,1913652;0,1954046;;;
17/07/2018;ROC8;4;Temoin;SO;414;;;;117,0101;75,16624;1,233722;3,661281;43,80651;0,2526991;51,14027;0,5280544;;;;;49,25483;54,11799;0,492467;0,5177271;;;
17/07/2018;ROC8;4;Temoin;NO;413;;;;120,4633;76,70645;1,734143;3,846318;45,95523;0,3816341;54,43234;0,7076481;;;;;49,13763;53,9542;0,5635449;0,6068089;;;
17/07/2018;43;PAS;Exclos;NE;154;;;;197,7915;132,7056;4,559598;11,19834;67,5811;0,7776651;85,02203;1,607147;;;;;37,89399;40,99262;0,7590753;0,7952486;;;
17/07/2018;43;PAS;Exclos;SE;150;;;;196,8415;131,8138;5,72963;12,53946;67,29517;0,8752984;84,61316;2,064963;;;;;39,98982;43,15288;0,9025593;0,9556092;;;
17/07/2018;43;PAS;Exclos;SO;120;;;;210,796;141,8204;5,326508;10,27182;71,38563;0,9546843;89,85344;1,900964;;;;;39,60145;42,85808;0,813747;0,832799;;;
17/07/2018;43;PAS;Exclos;NO;102;;;;194,9475;130,6446;4,62926;9,593531;66,798;0,7164838;83,78729;1,632304;;;;;37,68141;40,8141;0,6500133;0,6863522;;;
17/07/2018;43;PAS;Temoin;NE;104;;;;126,0923;82,02331;2,574479;6,6616;46,63591;0,423263;55,27124;1,0144;;;;;39,457;42,64516;0,6829664;0,7376488;;;
17/07/2018;43;PAS;Temoin;SE;145;;;;161,1911;106,6741;3,674375;9,351836;56,7863;0,5631028;69,65633;1,39991;;;;;36,78202;39,87072;0,7422161;0,7916109;;;
17/07/2018;43;PAS;Temoin;SO;118;;;;164,0026;109,1539;3,36145;7,717698;57,07009;0,5469732;70,44147;1,217934;;;;;36,90603;40,05743;0,6072947;0,6464213;;;
17/07/2018;43;PAS;Temoin;NO;144;;;;197,4345;132,1508;5,218935;12,498;67,11807;0,8309954;84,48774;2,079915;;;;;37,10634;40,19828;0,7175131;0,7500371;;;
17/07/2018;26;PAS;Exclos;NE;112;;;;168,4825;112,9689;4,20118;8,138964;57,98762;0,7761676;72,33429;1,550331;;;;;34,61805;37,66132;0,7619191;0,7737744;;;
17/07/2018;26;PAS;Exclos;SE;210;;;;158,2999;105,3539;4,118882;7,16112;55,14542;0,7844677;67,71627;1,548036;;;;;35,08546;38,09043;0,831872;0,8441312;;;
17/07/2018;26;PAS;Exclos;SO;123;;;;155,0104;103,1632;4,336397;7,823814;54,02946;0,8114645;66,46037;1,599358;;;;;37,14586;40,21794;0,8866218;0,8928798;;;
17/07/2018;26;PAS;Exclos;NO;127 ou 172;;;;150,4965;99,7692;3,055476;6,723324;52,90069;0,6150213;65,31197;1,262233;;;;;34,64122;37,5434;0,6808882;0,6850279;;;
17/07/2018;26;PAS;Temoin;NE;115;;;;167,3969;112,3322;2,976968;8,837785;57,66969;0,4905624;71,9743;1,162074;;;;;35,20129;38,07241;0,5546699;0,5976057;;;
17/07/2018;26;PAS;Temoin;SE;103;;;;171,4755;115,0799;3,497772;10,6011;58,536;0,5992126;73,06079;1,385149;;;;;35,06366;37,9594;0,6108728;0,657787;;;
17/07/2018;26;PAS;Temoin;SO;106;;;;183,1879;123,8269;3,870249;9,997733;62,29359;0,6205191;78,39716;1,435829;;;;;37,03821;39,92149;0,68081;0,7181528;;;
17/07/2018;26;PAS;Temoin;NO;224;;;;158,5949;106,4509;3,56775;9,570468;55,31613;0,5973516;68,58123;1,350065;;;;;34,97099;37,98397;0,5941228;0,638006;;;
18/07/2018;H1;PO;Exclos;NE;22;;;;143,0944;96,01062;3,456702;8,671545;51,44545;0,6601372;62,42713;1,370737;;;;;23,18289;24,65416;0,4862795;0,494694;;;
18/07/2018;H1;PO;Exclos;SE;24;;;;139,237;93,08326;3,278046;6,512958;50,4127;0,6459115;61,03765;1,232017;;;;;23,34783;24,85292;0,4786233;0,4874856;;;
18/07/2018;H1;PO;Exclos;SO;25;;;;139,6427;93,24483;2,965753;7,590385;50,64528;0,5429087;61,339;1,16948;;;;;25,16654;26,87995;0,4788733;0,4925817;;;
18/07/2018;H1;PO;Exclos;NO;23;;;;142,4985;95,14751;3,033361;9,01189;51,47532;0,5871047;62,52649;1,238832;;;;;25,29374;27,03896;0,4894201;0,4967056;;;
18/07/2018;H1;PO;Temoin;NE;27;;;;160,8061;108,0857;4,124885;9,104675;56,57292;0,7864358;70,04564;1,506658;;;;;32,12568;34,56915;0,6876538;0,6969133;;;
18/07/2018;H1;PO;Temoin;SE;19;;;;188,5042;127,0657;3,992986;8,82472;64,66209;0,7555243;81,18752;1,4827;;;;;27,81;29,74745;0,5102325;0,5183641;;;
18/07/2018;H1;PO;Temoin;SO;20;;;;205,7261;139,0185;3,965342;10,96371;69,91331;0,6980011;88,42323;1,570933;;;;;27,35895;29,27982;0,4753733;0,4913412;;;
18/07/2018;H1;PO;Temoin;NO;26;;;;208,011;140,5629;4,996682;12,64251;70,71776;0,87517;89,4853;1,876833;;;;;24,61504;26,24286;0,5276074;0,5356977;;;
18/07/2018;G1;PO;Exclos;NE;282;;;;216,1241;144,5798;9,148579;13,41932;73,61116;1,181975;92,65031;2,373068;;;;;38,52083;41,7411;0,8186221;0,8231432;;;
18/07/2018;G1;PO;Exclos;SE;280;;;;210,206;140,1016;4,903326;10,66096;72,50159;1,01762;91,14517;1,910213;;;;;37,31757;40,46361;0,8020283;0,8056085;;;
18/07/2018;G1;PO;Exclos;SO;279;;;;208,9064;139,3182;5,384165;12,16032;71,54566;1,054671;89,79967;2,083827;;;;;39,77315;43,22167;0,9465903;0,9549722;;;
18/07/2018;G1;PO;Exclos;NO;281;;;;169,9916;112,9816;5,016111;10,2225;59,60929;1,211047;73,29698;2,575911;;;;;43,29028;47,12456;0,9722152;0,9764129;;;
18/07/2018;G1;PO;Temoin;NE;284;;;;205,9532;138,0831;5,186869;9,790299;70,80951;1,043547;88,88422;1,938239;;;;;28,27468;30,34197;0,6088884;0,6063563;;;
18/07/2018;G1;PO;Temoin;SE;286;;;;207,3354;139,1248;5,717309;13,30827;71,03568;1,002025;89,30936;2,091511;;;;;29,58696;31,86185;0,6569195;0,6728072;;;
18/07/2018;G1;PO;Temoin;SO;285;;;;211,507;141,6216;4,301961;11,69719;72,45251;0,7251476;91,35857;1,615805;;;;;33,5388;36,25445;0,6342946;0,6527412;;;
18/07/2018;G1;PO;Temoin;NO;283;;;;211,4406;141,4431;6,296242;11,22447;72,55708;1,206298;91,32599;2,253441;;;;;32,55356;35,1735;0,734513;0,7272051;;;
18/07/2018;F1;PO;Exclos;NE;260;;;;216,0386;142,8685;4,785327;11,60414;74,31958;0,7879974;93,24324;1,743137;;;;;43,17718;46,91001;0,7956846;0,8600734;;;
18/07/2018;F1;PO;Exclos;SE;258;;;;226,1268;151,2711;4,891636;14,27705;76,91852;0,7878049;97,2504;1,940343;;;;;39,9612;43,28227;0,7419817;0,8002609;;;
18/07/2018;F1;PO;Exclos;SO;259;;;;198,8329;132,492;3,366505;9,674584;68,63946;0,4996968;85,97169;1,302689;;;;;43,44563;47,22938;0,6865913;0,7631295;;;
18/07/2018;F1;PO;Exclos;NO;261;;;;213,2403;141,9969;4,90459;11,82011;73,69225;0,8439376;93,29211;1,81494;;;;;44,02069;49,11613;0,9706372;1,023401;;;
18/07/2018;F1;PO;Temoin;NE;275;;;;189,3627;125,1917;5,343726;12,36669;66,54835;0,9048194;83,42567;1,992396;;;;;38,80836;42,14399;0,9230279;0,9583417;;;
18/07/2018;F1;PO;Temoin;SE;274;;;Ombre;207,3398;137,1934;5,071398;12,72223;72,0151;0,8122346;90,40401;1,883457;;;;;40,03479;43,28882;0,7493567;0,8025743;;;
18/07/2018;F1;PO;Temoin;SO;276;;;Ombre;197,3814;130,0589;4,274318;9,364501;68,87203;0,7879974;85,93912;1,607008;;;;;32,11613;34,47252;0,5716698;0,5848318;;;
18/07/2018;F1;PO;Temoin;NO;277;;;;201,9557;133,8122;6,039079;12,07287;70,08616;1,101348;88,16912;2,200258;;;;;30,42093;32,63818;0,6615757;0,6754726;;;
18/07/2018;E1;PO;Exclos;NE;266;;;;142,6578;96,03506;3,509461;9,271583;50,74557;0,5611562;62,02641;1,267814;;;;;28,06483;30,265;0,5854511;0,6268079;;;
18/07/2018;E1;PO;Exclos;SE;264;;;;127,1131;87,22112;3,333807;8,084439;45,65864;0,6774861;55,77132;1,261555;;;;;36,57762;39,72496;0,9302154;0,953715;;;
18/07/2018;E1;PO;Exclos;SO;263;;;;120,9457;83,53481;2,975863;5,677358;43,78518;0,7057878;53,18295;1,19728;;;;;33,54152;36,04317;0,6957944;0,6938288;;;
18/07/2018;E1;PO;Exclos;NO;267;;;;108,6211;76,33548;3,66;6,72119;40,14281;0,7663487;48,24566;1,367364;;;;;35,46021;38,37049;1,026778;1,02035;;;
18/07/2018;E1;PO;Temoin;NE;271;;;;113,1158;78,4348;2,748445;6,788913;41,85721;0,5442351;51,78044;1,090341;;;;;27,08641;29,06285;0,7265443;0,7701535;;;
18/07/2018;E1;PO;Temoin;SE;269;;;;117,8022;81,96697;2,318338;7,178318;42,16991;0,4140644;51,72506;0,9258553;;;;;26,09572;28,02385;0,4652483;0,4820877;;;
18/07/2018;E1;PO;Temoin;SO;268;;;;121,9945;84,46065;2,431299;7,598384;43,81078;0,429702;53,72701;0,9565932;;;;;26,22654;28,17007;0,4730764;0,4873347;;;
18/07/2018;E1;PO;Temoin;NO;270;;;;136,7397;93,23207;3,448488;8,163226;48,43255;0,6176098;59,48203;1,258495;;;;;26,32874;28,27637;0,8894968;0,7246906;;;
20/07/2018;36;PS;Exclos;NE;357;;;;84,29363;58,71821;1,697069;3,729136;30,77884;0,2922483;37,44748;0,6022041;;;;;15,96416;17,18504;0,2426562;0,249483;;;
20/07/2018;36;PS;Exclos;SE;358;;;;82,52792;57,54791;2,051474;3,910174;30,12906;0,3753448;36,70143;0,7462442;;;;;15,84629;17,05615;0,3004052;0,3019628;;;
20/07/2018;36;PS;Exclos;SO;360;;;;80,64864;56,26918;2,406859;3,93297;29,41928;0,4393499;35,90488;0,8517577;;;;;15,69665;16,9031;0,3744674;0,3728728;;;
20/07/2018;36;PS;Exclos;NO;359;;;;79,51723;55,51768;1,744665;3,320268;28,94107;0,3132486;35,36897;0,619468;;;;;15,69548;16,89837;0,2940302;0,2984089;;;
20/07/2018;36;PS;Temoin;NE;355;;;;102,1439;69,78667;1,628208;2,665707;37,38412;0,3944052;45,15721;0,643495;;;;;16,03483;17,31481;0,2445972;0,2389462;;;
20/07/2018;36;PS;Temoin;SE;354;;;;99,87521;68,46542;1,695684;2,366021;36,59859;0,4034754;44,2499;0,6624454;;;;;16,59624;17,854;0,2642334;0,2639036;;;
20/07/2018;36;PS;Temoin;SO;352;;;;96,57539;66,4352;1,37342;2,987388;35,45098;0,3489689;42,91743;0,5712577;;;;;17,41686;18,81455;0,2521878;0,2483027;;;
20/07/2018;36;PS;Temoin;NO;353;;;;92,6811;63,92877;1,257757;2,924199;34,04008;0,3523912;41,24778;0,5780207;;;;;18,25234;19,69278;0,2785927;0,2664287;;;
20/07/2018;35;PS;Exclos;NE;367;;;;140,5646;94,34285;3,210912;5,219431;50,49592;0,5579901;61,7837;1,118471;;;;;21,89412;23,50921;0,4215454;0,4261643;;;
20/07/2018;35;PS;Exclos;SE;370;;;;143,2567;96,58141;3,09007;5,070522;51,13605;0,5456683;62,85554;1,071478;;;;;22,77448;24,499;0,4000142;0,4069868;;;
20/07/2018;35;PS;Exclos;SO;369;;;;148,7367;100,1402;3,593813;5,705753;52,78547;0,6506605;65,08066;1,252706;;;;;22,84427;24,59514;0,4316547;0,4380665;;;
20/07/2018;35;PS;Exclos;NO;368;;;;155,829;104,6141;3,258774;5,78934;54,90858;0,5978221;68,00296;1,15851;;;;;22,87764;24,62771;0,420311;0,4204312;;;
20/07/2018;35;PS;Temoin;NE;365;;;;127,4701;85,39285;1,514723;3,27001;46,54842;0,3578675;56,30887;0,6442426;;;;;21,5877;23,2087;0,2428024;0,2423627;;;
20/07/2018;35;PS;Temoin;SE;364;;;;130,7374;87,5974;1,400748;3,264144;47,67079;0,2980032;57,74232;0,5992833;;;;;20,88277;22,39158;0,2154091;0,2211121;;;
20/07/2018;35;PS;Temoin;SO;362;;;;132,4854;88,83254;1,429867;3,205087;48,13382;0,3401425;58,40205;0,6306471;;;;;20,6173;22,09685;0,2193274;0,2250271;;;
20/07/2018;35;PS;Temoin;NO;363;;;;132,8749;89,15674;1,496735;3,860582;48,07408;0,3072697;58,48023;0,6678871;;;;;20,33011;21,77393;0,2276561;0,2338758;;;
20/07/2018;33;PS;Exclos;NE;375;;;;230,8457;155,9618;6,795405;12,2919;77,97474;1,070629;99,29146;2,271835;;;;;27,5579;29,66884;0,6459352;0,6481144;;;
20/07/2018;33;PS;Exclos;SE;373;;;;266,8312;182,6046;8,028148;15,69269;88,71833;1,326499;114,504;2,819761;;;;;27,35758;29,47683;0,6768882;0,6852123;;;
20/07/2018;33;PS;Exclos;SO;372;;;;211,2194;141,4346;6,471107;10,77921;72,63389;1,132153;90,89432;2,227641;;;;;28,36326;30,59092;0,6784194;0,6815746;;;
20/07/2018;33;PS;Exclos;NO;374;;;;136,2455;90,25901;3,864088;6,406174;50,07983;0,7076275;60,14337;1,351752;;;;;29,74367;32,05839;0,6745913;0,6814237;;;
20/07/2018;33;PS;Temoin;NE;377;;;;167,5429;110,4805;2,281163;6,980616;59,76293;0,394448;72,92722;0,8052337;;;;;28,39187;30,52704;0,3102958;0,3226155;;;
20/07/2018;33;PS;Temoin;SE;379;;;;232,3061;157,1215;2,903358;9,121606;79,01389;0,4659829;100,5197;1,040548;;;;;23,53987;25,21227;0,3282176;0,2938835;;;
20/07/2018;33;PS;Temoin;SO;380;;;;251,5223;169,694;2,909992;9,771502;84,27366;0,4510299;107,2651;1,019216;;;;;22,13249;23,63582;0,2299286;0,2330714;;;
20/07/2018;33;PS;Temoin;NO;378;;;;248,3449;169,2997;6,12817;11,23167;83,21104;1,144838;106,5891;2,320454;;;;;21,67629;23,1404;0,26478;0,255845;;;
20/07/2018;ROC6;1;Exclos;NE;350;;;;74,7305;50,64301;1,344234;2,686903;27,76745;0,2796148;33,35561;0,459607;;;;;9,480671;10,14778;0,1346332;0,1360322;;;
20/07/2018;ROC6;1;Exclos;SE;349;;;;74,84408;50,70572;1,320909;2,74636;27,78319;0,2720328;33,37353;0,4721942;;;;;9,67854;10,36335;0,158596;0,1575048;;;
20/07/2018;ROC6;1;Exclos;SO;348;;;;74,37794;50,3305;1,574278;2,937263;26,5053;0,3197823;33,16502;0,5547934;;;;;9,783011;10,48121;0,1713366;0,1709844;;;
20/07/2018;ROC6;1;Exclos;NO;347;;;;74,36024;50,41554;1,635724;2,68397;27,64128;0,3110509;33,18457;0,4948651;;;;;9,831823;10,5383;0,1340716;0,1343286;;;
20/07/2018;ROC6;1;Temoin;NE;345;;;;73,85281;50,04244;0,8714628;1,955681;27,45601;0,1864423;32,93534;0,3263287;;;;;9,837505;10,53549;0,0983;0,0996;;;
20/07/2018;ROC6;1;Temoin;SE;344;;;;73,10788;49,57262;0,8032942;1,893603;27,22512;0,1617956;32,62748;0,279683;;;;;9,96325;10,68785;0,0869;0,0883;;;
20/07/2018;ROC6;1;Temoin;SO;343;;;;72,4072;48,99119;0,703406;1,968153;27,01568;0,1573902;32,33427;0,2852637;;;;;10,10633;10,8339;0,0876716;0,0892;;;
20/07/2018;ROC6;1;Temoin;NO;51;;;;71,32742;48,29815;0,7786177;1,912504;26,65885;0,1736066;31,87165;0,3048747;;;;;10,22159;10,96472;0,1037501;0,1053366;;;
20/07/2018;ROC6;6;Exclos;NE;56;;;;89,9787;59,78541;2,616023;6,487228;33,65472;0,449725;40,18571;1,084899;;;;;14,09213;15,12964;0,3273738;0,3397647;;;
20/07/2018;ROC6;6;Exclos;SE;55;;;;89,41373;59,46865;2,063112;7,087532;33,49615;0,3437374;39,95441;1,035124;;;;;13,87561;14,89462;0,3415769;0,3609204;;;
20/07/2018;ROC6;6;Exclos;SO;54;;;;90,28257;59,96186;2,803051;6,692662;33,8555;0,4635229;40,34372;1,134935;;;;;13,75934;14,77975;0,3722643;0,3857808;;;
20/07/2018;ROC6;6;Exclos;NO;53;;;;90,52744;60,24354;2,870185;5,906921;33,97163;0,5229499;40,50987;1,072364;;;;;13,6604;14,66697;0,3483581;0,3551369;;;
20/07/2018;ROC6;6;Temoin;NE;60;;;;91,116;60,65384;1,367492;4,74564;34,09803;0,2853559;40,64344;0,6839862;;;;;13,64889;14,62231;0,2301284;0,2333105;;;
20/07/2018;ROC6;6;Temoin;SE;59;;;;90,53777;60,46357;1,043522;3,800592;33,82926;0,1982711;40,36327;0,4811131;;;;;14,02627;15,05749;0,1728796;0,1750283;;;
20/07/2018;ROC6;6;Temoin;SO;58;;;;89,91822;60,08941;1,222439;4,953874;33,54453;0,1919693;40,09286;0,6235711;;;;;14,31287;15,36745;0,2415011;0,2503588;;;
20/07/2018;ROC6;6;Temoin;NO;57;;;;89,36948;59,8056;1,298175;4,752972;33,32527;0,2297032;39,84853;0,6129484;;;;;14,94626;16,05288;0,267874;0,2771192;;;
20/07/2018;ROC6;10;Exclos;NE;98;;;;68,69435;46,61657;1,457685;3,792726;25,75832;0,2622391;30,73629;0,551073;;;;;13,85317;14,87221;0,2424217;0,2487655;;;
20/07/2018;ROC6;10;Exclos;SE;97;;;;67,90369;46,08403;1,657529;4,163334;25,47929;0,2998581;30,39747;0,6055422;;;;;14,01767;15,04996;0,2568741;0,2646879;;;
20/07/2018;ROC6;10;Exclos;SO;96;;;;67,97008;46,02132;1,805588;3,709539;25,5053;0,3400514;30,45394;0,6896018;;;;;14,01214;15,24644;0,2911396;0,2953244;;;
20/07/2018;ROC6;10;Exclos;NO;95;;;;66,87997;45,56532;2,5027;4,022289;25,28057;0,3296176;30,23222;0,7514426;;;;;14,27441;15,34381;0,2716084;0,2767741;;;
20/07/2018;ROC6;10;Temoin;NE;93;;;;68,39638;46,41673;1,106202;2,760758;25,5977;0,198501;30,62864;0,4187681;;;;;13,194;14,14966;0,1664804;0,1729784;;;
20/07/2018;ROC6;10;Temoin;SE;92;;;;68,31082;46,47945;1,663542;3,381992;25,5304;0,2567854;30,59275;0,5254291;;;;;13,44359;14,42582;0,2020996;0,2067613;;;
20/07/2018;ROC6;10;Temoin;SO;91;;;;69,28144;47,00348;1,137719;3,141497;25,874;0,2104884;30,99215;0,4549825;;;;;13,6623;14,66539;0,1662502;0,1728356;;;
20/07/2018;ROC6;10;Temoin;NO;90;;;;69,20769;47,03537;0,9401886;3,014717;25,8108;0,1785094;30,95457;0,4008957;;;;;13,73835;14,76854;0,166062;0,1733543;;;
20/07/2018;ROC6;4;Exclos;NE;65;;;;86,88393;58,25051;3,0024;5,129446;32,34604;0,5758097;38,74085;1,112403;;;;;11,05109;11,85066;0,3049676;0,3068913;;;
20/07/2018;ROC6;4;Exclos;SE;64;;;;84,01926;56,49027;1,569633;3,000453;31,35836;0,3364539;37,52893;0,590295;;;;;11,56689;12,40755;0,1950172;0,1959202;;;
20/07/2018;ROC6;4;Exclos;SO;63;;;;82,02197;55,20836;3,69846;5,136378;30,66294;0,4836742;36,64605;0,8044166;;;;;11,7295;12,59107;0,247705;0,2468911;;;
20/07/2018;ROC6;4;Exclos;NO;62;;;;79,54525;53,61288;2,566235;3,794059;29,83794;0,47439;35,62471;0,8512362;;;;;11,65548;12,52032;0,2799678;0,2790134;;;
20/07/2018;ROC6;4;Temoin;NE;69;;;;78,46842;52,85181;2,607843;3,3328;29,46468;0,3427727;35,15232;0,5876349;;;;;11,70765;12,57058;0,1631758;0,1681938;;;
20/07/2018;ROC6;4;Temoin;SE;68;;;;77,31637;52,06523;1,485706;2,751426;29,11196;0,3256492;34,69622;0,5479435;;;;;12,05588;12,92451;0,1710023;0,1727548;;;
20/07/2018;ROC6;4;Temoin;SO;67;;;;76,41949;51,40302;1,316602;2,673572;28,76379;0,2719238;34,21894;0,4914054;;;;;12,17697;13,05007;0,1574583;0,1582534;;;
20/07/2018;ROC6;4;Temoin;NO;66;;;;75,26744;50,65895;1,092892;2,658641;28,37069;0,2370376;33,71723;0,4233058;;;;;12,22709;13,11994;0,155801;0,1581633;;;
20/07/2018;ROC6;14;Exclos;NE;87;;;;72,46474;48,72439;2,027406;6,182343;27,41426;0,3474769;32,51997;0,8857989;;;;;10,78591;11,55138;0,2669678;0,2750739;;;
20/07/2018;ROC6;14;Exclos;SE;86;;;;71,97794;48,4916;1,765626;6,681597;27,2306;0,2870046;32,2968;0,9294542;;;;;10,61703;11,36032;0,2689678;0,2769347;;;
20/07/2018;ROC6;14;Exclos;SO;85;;;;71,7139;48,26201;2,164334;6,140883;27,1293;0,3640926;32,17952;0,9259075;;;;;10,15617;10,87961;0,2674053;0,2761636;;;
20/07/2018;ROC6;14;Exclos;NO;84;;;;71,40118;48,07068;2,082383;6,995813;26,9705;0,3641858;32,04595;0,9248122;;;;;9,765964;10,46317;0,2571553;0,2660685;;;
20/07/2018;ROC6;14;Temoin;NE;74;;;;71,90862;48,57026;2,042033;4,72431;27,08572;0,4146634;32,27237;0,7276068;;;;;9,29577;9,953391;0,1485607;0,1585966;;;
20/07/2018;ROC6;14;Temoin;SE;73;;;;73,04887;49,2176;1,11789;4,740308;27,4259;0,1954393;32,71381;0,5672241;;;;;9,185325;9,841663;0,1288766;0,1380681;;;
20/07/2018;ROC6;14;Temoin;SO;72;;;;73,34832;49,52585;1,573838;4,974937;27,47199;0,2191169;32,85227;0,56027;;;;;9,153269;9,790528;0,121661;0,1300953;;;
20/07/2018;ROC6;14;Temoin;NO;71;;;;74,12128;50,02757;0,8947205;4,546472;27,67071;0,1555215;33,1243;0,486607;;;;;9,284842;9,939731;0,1413321;0,1466466;;;
21/07/2018;A1;PR;Exclos;NE;3;;;;106,0161;71,08665;2,767058;5,255959;40,18037;0,5513158;47,0484;1,019355;;;;;24,65535;26,39767;0,5529824;0,5490416;;;
21/07/2018;A1;PR;Exclos;SE;39;;;;105,0396;70,42444;2,280302;5,515783;39,84544;0,441104;46,62162;0,8710906;;;;;24,79091;26,53619;0,4573577;0,4733539;;;
21/07/2018;A1;PR;Exclos;SO;40;;;;103,9775;69,68675;2,361256;5,977576;39,49614;0,4404195;46,1867;0,9168322;;;;;24,94696;26,73478;0,4237953;0,4406481;;;
21/07/2018;A1;PR;Exclos;NO;41;;;;103,3978;69,36468;2,061406;4,721644;39,25932;0,3925655;45,92443;0,7618392;;;;;24,84351;26,59871;0,4228579;0,4305229;;;
21/07/2018;A1;PR;Temoin;NE;7;;;;102,7546;68,91399;2,482443;5,338212;39,06219;0,4906908;45,67684;0,9398682;;;;;24,51217;26,22815;0,5225294;0,5298472;;;
21/07/2018;A1;PR;Temoin;SE;5;;;;102,5452;68,71522;2,983603;5,479123;38,9828;0,6416758;45,56281;1,149852;;;;;24,39356;26,08648;0,5822323;0,5807583;;;
21/07/2018;A1;PR;Temoin;SO;6;;;;101,6498;68,12634;2,225713;4,815229;38,71905;0,4563138;45,20445;0,8889108;;;;;24,26289;26,00329;0,4710295;0,4811322;;;
21/07/2018;A1;PR;Temoin;NO;8;;;;101,4359;67,97009;2,486479;5,494054;38,64536;0,5134733;45,11486;0,9694412;;;;;24,30513;26,05881;0,5482324;0,5477508;;;
21/07/2018;B1;PR;Exclos;NE;33;;;;84,46327;58,17823;2,409494;5,098517;31,13933;0,5070129;37,17056;0,9206918;;;;;19,38564;20,80323;0,489342;0,4848369;;;
21/07/2018;B1;PR;Exclos;SE;32;;;;83,63426;57,61275;2,511933;5,138644;30,85779;0,5595518;36,83175;0,9853491;;;;;19,6007;21,03597;0,5607636;0,5515561;;;
21/07/2018;B1;PR;Exclos;SO;31;;;;80,75927;55,74302;2,804473;5,32968;29,80075;0,6130533;35,58236;1,091488;;;;;19,70721;21,15452;0,5661229;0,5538527;;;
21/07/2018;B1;PR;Exclos;NO;30;;;;82,67691;56,98029;2,778725;5,37154;30,53084;0,6150855;36,4408;1,090515;;;;;19,7738;21,22195;0,5885916;0,57184;;;
21/07/2018;B1;PR;Temoin;NE;15;;;;82,28011;56,66991;1,822698;4,435956;30,38756;0,3742966;36,25185;0,7121162;;;;;16,96415;18,16975;0,3132801;0,32223;;;
21/07/2018;B1;PR;Temoin;SE;16;;;;82,02786;56,42437;1,659927;5,403402;30,31912;0,3128839;36,13293;0,6880544;;;;;17,75213;19,00788;0,3336394;0,3465707;;;
21/07/2018;B1;PR;Temoin;SO;17;;;;81,0602;55,71964;1,732656;3,902709;30,01202;0,3398017;35,74362;0,6736591;;;;;18,49727;19,81992;0,3477488;0,3550531;;;
21/07/2018;B1;PR;Temoin;NO;18;;;;79,62491;54,78743;1,561728;3,952434;29,51921;0,3144416;35,13277;0,623658;;;;;18,99384;20,37979;0,3215926;0,3323217;;;
21/07/2018;C1;PR;Exclos;NE;13;;;;72,97807;51,74316;1,820485;3,526236;27,19615;0,3986622;32,4092;0,7010589;;;;;14,59365;15,71332;0,311452;0,3114007;;;
21/07/2018;C1;PR;Exclos;SE;12;;;;74,14931;52,52336;2,145603;4,533008;27,65063;0,3974642;32,92394;0,7921423;;;;;14,55795;15,68723;0,4282797;0,3611551;;;
21/07/2018;C1;PR;Exclos;SO;36;;;;74,32484;52,62965;1,835331;4,896416;27,71064;0,3773343;32,97118;0,77121;;;;;14,61551;15,77916;0,351155;0,3559919;;;
21/07/2018;C1;PR;Exclos;NO;35;;;;74,4045;52,72213;1,811364;4,665386;27,71588;0,379174;32,98259;0,734109;;;;;14,86539;16,02503;0,3543737;0,3457158;;;
21/07/2018;C1;PR;Temoin;NE;38;;;;68,1161;49,07623;1,683118;4,762704;25,11767;0,3015465;30,14336;0,7119597;;;;;15,20256;16,38228;0,3632643;0,3823107;;;
21/07/2018;C1;PR;Temoin;SE;37;;;;67,66473;48,69038;1,509217;4,430624;25,00359;0,2719792;29,96581;0,6047077;;;;;15,34579;16,55075;0,3290769;0,3529409;;;
21/07/2018;C1;PR;Temoin;SO;9;;;;69,14131;49,45357;1,456705;3,558897;25,6568;0,2978209;30,66462;0,5757258;;;;;15,76484;17,00834;0,2824209;0,2882501;;;
21/07/2018;C1;PR;Temoin;NO;10;;;;70,03818;49,96591;1,641973;4,413693;26,01751;0,3059202;31,06859;0,6544132;;;;;16,01676;17,28521;0,3026239;0,3146025;;;
21/07/2018;D1;PR;Exclos;NE;44;;;;135,4076;93,88048;2,722332;5,708153;48,09115;0,562782;58,92167;1,056404;;;;;23,18857;24,93242;0,4670296;0,4612003;;;
21/07/2018;D1;PR;Exclos;SE;47;;;;131,9013;92,03838;3,66616;7,308563;46,98372;0,6109568;57,74232;1,136326;;;;;22,56859;24,2505;0,4842483;0,4585684;;;
