Date;Parcelle;Traitement;Exclos;Sous_parcelle;Medaille;Temp_eau_thermique;Temp;pH;Type_sol;Humidite_pourc;Temp_wet;Front_degel;Conductivite;Hmoyenne;Hmax_veg;Hmax_repro;Temp_vasculaires;Temp_mousses;Hobo_Out;Prof_hobo;Hobo_In;Couv_hobo;EC_Smart;Humidity_Smart;Temp_Smart;Flux_CH4;Flux_CO2;Flux_H2O;Eau;Niveau_Eau;Remarque
20/06/19;ROC7;10;Exclos;;;;;;;;;;;;;;;;2023619;11;20151582;;;;;;;;;;
20/06/19;ROC7;4;Temoin;;;;;;;;;;;;;;;;20172486;16,5;20156687;;;;;;;;;;
21/06/19;ROC6;14;Temoin;;;;;;;;;;;;;;;;2368269;7;101222889;;;;;;;;;;
21/06/19;ROC6;4;Exclos;;;;;;;;;;;;;;;;10169520;5,5;20177056;;;;;;;;;;
21/06/19;ROC6;1;Temoin;;;;;;;;;;;;;;;;20177067;7;10727384;Caca (reset batterie);;;;;;;;;
21/06/19;ROC6;6;Temoin;;;;;;;;;;;;;;;;1191690;6,5;20177048;;;;;;;;;;
21/06/19;ROC6;10;Temoin;;;;;;;;;;;;;;;;20153863;6,5;20177059;;;;;;;;;;
21/06/19;ROC6;6;Exclos;;;;;;;;;;;;;;;;10358264;13,5;1010815;;;;;;;;;;
20/06/19;ROC7;1;Exclos;;;;;;;;;;;;;;;;2368266;8;2023594;;;;;;;;;;
21/06/19;ROC6;14;Exclos;;;;;;;;;;;;;;;;10358255;17;20151609;;;;;;;;;;
21/06/19;ROC6;10;Exclos;;;;;;;;;;;;;;;;10347278;8;20156689;;;;;;;;;;
21/06/19;ROC6;4;Temoin;;;;;;;;;;;;;;;;1010811;7,5;20151589;;;;;;;;;;
20/06/19;ROC7;6;Temoin;;;;;;;;;;;;;;;;20177041;7;201511598;A verifier (81 dans lke cahier)!;;;;;;;;;
20/06/19;ROC8;14;Temoin;;;;;;;;;;;;;;;;10358252;7;20177038;;;;;;;;;;
20/06/19;ROC8;14;Exclos;;;;;;;;;;;;;;;;10358248;11;20156688;;;;;;;;;;
20/06/19;ROC8;10;Temoin;;;;;;;;;;;;;;;;10355247;8;2023586;;;;;;;;;;
20/06/19;ROC8;1;Exclos;;;;;;;;;;;;;;;;20023621;4;10358262;;;;;;;;;;
20/06/19;ROC8;4;Exclos;;;;;;;;;;;;;;;;20178200;9,5;20177029;No data!;;;;;;;;;
20/06/19;ROC8;6;Temoin;;;;;;;;;;;;;;;;2368290;7,5;10727379;;;;;;;;;;
20/06/19;ROC8;10;Exclos;;;;;;;;;;;;;;;;10358258;11;20156707;;;;;;;;;;
20/06/19;ROC8;1;Temoin;;;;;;;;;;;;;;;;2368267;10;20151608;;;;;;;;;;
20/06/19;ROC8;6;Exclos;;;;;;;;;;;;;;;;20178177;9;20177050;;;;;;;;;;
20/06/19;ROC8;4;Temoin;;;;;;;;;;;;;;;;;;2023618;Hobo a trouver;;;;;;;;;
22/06/19;ROC3;10;Temoin;;1;;;;;;;11;;;;;;;20141227;5,5;20156682;;;;;;;;;;
22/06/19;ROC3;10;Temoin;;2;;;;;;;13;;;;;;;;;;;;;;;;;;;
22/06/19;ROC3;10;Temoin;;3;;;;;;;11;;;;;;;;;;;;;;;;;;;
22/06/19;ROC4;1;Temoin;;;;;;;;;;;;;;;;20156705;5;;;;;;;;;;;
22/06/19;ROC3;1;Temoin;;1;;;;;;;15;;;;;;;20156709;7,5;20177069;;;;;;;;;;
22/06/19;ROC3;1;Temoin;;2;;;;;;;15;;;;;;;;;;;;;;;;;;;
22/06/19;ROC3;1;Temoin;;3;;;;;;;16;;;;;;;;;;;;;;;;;;;
22/06/19;ROC3;1;Exclos;;1;;;;;;;14;;;;;;;20151595;7;20151587;;;;;;;;;;
22/06/19;ROC3;1;Exclos;;2;;;;;;;13;;;;;;;;;;;;;;;;;;;
22/06/19;ROC3;1;Exclos;;3;;;;;;;14;;;;;;;;;;;;;;;;;;;
22/06/19;ROC4;14;Temoin;;;;;;;;;;;;;;;;20151606;7;;;;;;;;;;;
22/06/19;ROC3;10;Exclos;;1;;;;;;;21;;;;;;;20177046;7;20156711;;;;;;;;;;
22/06/19;ROC3;10;Exclos;;2;;;;;;;19;;;;;;;;;;;;;;;;;;;
22/06/19;ROC3;10;Exclos;;3;;;;;;;23;;;;;;;;;;;;;;;;;;;
22/06/19;ROC3;14;Temoin;;1;;;;;;;8;;;;;;;20177045;6;20151596;;;;;;;;;;
22/06/19;ROC3;14;Temoin;;2;;;;;;;9,5;;;;;;;;;;;;;;;;;;;
22/06/19;ROC3;14;Temoin;;3;;;;;;;9;;;;;;;;;;;;;;;;;;;
22/06/19;ROC3;6;Temoin;;1;;;;;;;14;;;;;;;20156708;7,5;20177047;Arrete en decembre!;;;;;;;;;
22/06/19;ROC3;6;Temoin;;2;;;;;;;14;;;;;;;;;;;;;;;;;;;
22/06/19;ROC3;6;Temoin;;3;;;;;;;14;;;;;;;;;;;;;;;;;;;
22/06/19;ROC3;4;Exclos;;1;;;;;;;13,5;;;;;;;20151611;7;20141229;;;;;;;;;;
22/06/19;ROC3;4;Exclos;;2;;;;;;;17;;;;;;;;;;;;;;;;;;;
22/06/19;ROC3;4;Exclos;;3;;;;;;;17;;;;;;;;;;;;;;;;;;;
22/06/19;ROC4;6;Temoin;;;;;;;;;;;;;;;;20156765;6;;;;;;;;;;;
22/06/19;ROC4;1;Exclos;;;;;;;;;;;;;;;;20151586;5;;;;;;;;;;;
22/06/19;ROC4;10;Temoin;;;;;;;;;;;;;;;;20156686;5;;;;;;;;;;;
22/06/19;ROC4;4;Temoin;;;;;;;;;;;;;;;;20156681;5;;;;;;;;;;;
22/06/19;ROC4;6;Exclos;;;;;;;;;;;;;;;;20177040;5;;;;;;;;;;;
22/06/19;ROC3;4;Temoin;;1;;;;;;;17;;;;;;;20156712;6,5;20177027;;;;;;;;;;
22/06/19;ROC3;4;Temoin;;2;;;;;;;16;;;;;;;;;;;;;;;;;;;
22/06/19;ROC3;4;Temoin;;3;;;;;;;15;;;;;;;;;;;;;;;;;;;
22/06/19;ROC4;10;Exclos;;;;;;;;;;;;;;;;20156714;7;;;;;;;;;;;
22/06/19;ROC4;14;Exclos;;;;;;;;;;;;;;;;20177033;8;;;;;;;;;;;
22/06/19;ROC4;4;Exclos;;;;;;;;;;;;;;;;20151585;5;;;;;;;;;;;
22/06/19;ROC3;14;Exclos;;1;;;;;;;2,5;;;;;;;;;;Dans la glace!;;;;;;;;;
22/06/19;ROC3;14;Exclos;;2;;;;;;;2,5;;;;;;;;;;;;;;;;;;;
22/06/19;ROC3;14;Exclos;;3;;;;;;;3;;;;;;;;;;;;;;;;;;;
22/06/19;ROC3;6;Exclos;;1;;;;;;;14;;;;;;;;;;Pas trouve!;;;;;;;;;
22/06/19;ROC3;6;Exclos;;2;;;;;;;15;;;;;;;;;;;;;;;;;;;
22/06/19;ROC3;6;Exclos;;3;;;;;;;14,5;;;;;;;;;;;;;;;;;;;
24/06/19;H1;PO;Temoin;;1;;;;;;;14;;;;;;;;;;;;;;;;;;;
24/06/19;H1;PO;Temoin;;2;;;;;;;10;;;;;;;;;;;;;;;;;;;
24/06/19;H1;PO;Temoin;;3;;;;;;;8;;;;;;;;;;;;;;;;;;;
24/06/19;H1;PO;Exclos;;1;;;;;;;10;;;;;;;;;;;;;;;;;;;
24/06/19;H1;PO;Exclos;;2;;;;;;;14;;;;;;;;;;;;;;;;;;;
24/06/19;H1;PO;Exclos;;3;;;;;;;9;;;;;;;;;;;;;;;;;;;
24/06/19;G1;PO;Temoin;;1;;;;;;;13;;;;;;;;;;;;;;;;;;;
24/06/19;G1;PO;Temoin;;2;;;;;;;6;;;;;;;;;;;;;;;;;;;
24/06/19;G1;PO;Temoin;;3;;;;;;;16;;;;;;;;;;;;;;;;;;;
24/06/19;G1;PO;Exclos;;1;;;;;;;15;;;;;;;;;;;;;;;;;;;
24/06/19;G1;PO;Exclos;;2;;;;;;;7;;;;;;;;;;;;;;;;;;;
24/06/19;G1;PO;Exclos;;3;;;;;;;15;;;;;;;;;;;;;;;;;;;
24/06/19;E1;PO;Temoin;;1;;;;;;;18;;;;;;;;;;;;;;;;;;;
24/06/19;E1;PO;Temoin;;2;;;;;;;10;;;;;;;;;;;;;;;;;;;
24/06/19;E1;PO;Temoin;;3;;;;;;;13;;;;;;;;;;;;;;;;;;;
24/06/19;E1;PO;Exclos;;1;;;;;;;19;;;;;;;;;;;;;;;;;;;
24/06/19;E1;PO;Exclos;;2;;;;;;;10;;;;;;;;;;;;;;;;;;;
24/06/19;E1;PO;Exclos;;3;;;;;;;7;;;;;;;;;;;;;;;;;;;
24/06/19;F1;PO;Temoin;;1;;;;;;;8;;;;;;;;;;;;;;;;;;;
24/06/19;F1;PO;Temoin;;2;;;;;;;17;;;;;;;;;;;;;;;;;;;
24/06/19;F1;PO;Temoin;;3;;;;;;;8;;;;;;;;;;;;;;;;;;;
24/06/19;F1;PO;Exclos;;1;;;;;;;19;;;;;;;;;;;;;;;;;;;
24/06/19;F1;PO;Exclos;;2;;;;;;;10;;;;;;;;;;;;;;;;;;;
24/06/19;E1;PO;Exclos;;3;;;;;;;7;;;;;;;;;;;;;;;;;;;
25/06/19;ROC6;1;Temoin;;1;;;;;;;19;;;;;;;;;;;;;;;;;;;
25/06/19;ROC6;1;Temoin;;2;;;;;;;17;;;;;;;;;;;;;;;;;;;
25/06/19;ROC6;1;Temoin;;3;;;;;;;17;;;;;;;;;;;;;;;;;;;
25/06/19;ROC6;1;Exclos;;1;;;;;;;14;;;;;;;;;;;;;;;;;;;
25/06/19;ROC6;1;Exclos;;2;;;;;;;15;;;;;;;;;;;;;;;;;;;
25/06/19;ROC6;1;Exclos;;3;;;;;;;15;;;;;;;;;;;;;;;;;;;
25/06/19;ROC6;4;Temoin;;1;;;;;;;16;;;;;;;;;;;;;;;;;;;
25/06/19;ROC6;4;Temoin;;2;;;;;;;18;;;;;;;;;;;;;;;;;;;
25/06/19;ROC6;4;Temoin;;3;;;;;;;18;;;;;;;;;;;;;;;;;;;
25/06/19;ROC6;4;Exclos;;1;;;;;;;21;;;;;;;;;;;;;;;;;;;
25/06/19;ROC6;4;Exclos;;2;;;;;;;17;;;;;;;;;;;;;;;;;;;
25/06/19;ROC6;4;Exclos;;3;;;;;;;18;;;;;;;;;;;;;;;;;;;
25/06/19;ROC6;6;Temoin;;1;;;;;;;17;;;;;;;;;;;;;;;;;;;
25/06/19;ROC6;6;Temoin;;2;;;;;;;16;;;;;;;;;;;;;;;;;;;
25/06/19;ROC6;6;Temoin;;3;;;;;;;18;;;;;;;;;;;;;;;;;;;
25/06/19;ROC6;6;Exclos;;1;;;;;;;12;;;;;;;;;;;;;;;;;;;
25/06/19;ROC6;6;Exclos;;2;;;;;;;14;;;;;;;;;;;;;;;;;;;
25/06/19;ROC6;6;Exclos;;3;;;;;;;20;;;;;;;;;;;;;;;;;;;
25/06/19;ROC6;10;Temoin;;1;;;;;;;17;;;;;;;;;;;;;;;;;;;
25/06/19;ROC6;10;Temoin;;2;;;;;;;18;;;;;;;;;;;;;;;;;;;
25/06/19;ROC6;10;Temoin;;3;;;;;;;16;;;;;;;;;;;;;;;;;;;
25/06/19;ROC6;10;Exclos;;1;;;;;;;14;;;;;;;;;;;;;;;;;;;
25/06/19;ROC6;10;Exclos;;2;;;;;;;14;;;;;;;;;;;;;;;;;;;
25/06/19;ROC6;10;Exclos;;3;;;;;;;25;;;;;;;;;;;;;;;;;;;
25/06/19;ROC6;14;Temoin;;1;;;;;;;14;;;;;;;;;;;;;;;;;;;
25/06/19;ROC6;14;Temoin;;2;;;;;;;15;;;;;;;;;;;;;;;;;;;
25/06/19;ROC6;14;Temoin;;3;;;;;;;16;;;;;;;;;;;;;;;;;;;
25/06/19;ROC6;14;Exclos;;1;;;;;;;10;;;;;;;;;;;;;;;;;;;
25/06/19;ROC6;14;Exclos;;2;;;;;;;9,5;;;;;;;;;;;;;;;;;;;
25/06/19;ROC6;14;Exclos;;3;;;;;;;14;;;;;;;;;;;;;;;;;;;
24/06/19;H1;PO;Temoin;;1;;;;;;;14;;;;;;;;;;;;;;;;;;;
24/06/19;H1;PO;Temoin;;2;;;;;;;10;;;;;;;;;;;;;;;;;;;
24/06/19;H1;PO;Temoin;;3;;;;;;;8;;;;;;;;;;;;;;;;;;;
24/06/19;H1;PO;Exclos;;1;;;;;;;10;;;;;;;;;;;;;;;;;;;
24/06/19;H1;PO;Exclos;;2;;;;;;;14;;;;;;;;;;;;;;;;;;;
24/06/19;H1;PO;Exclos;;3;;;;;;;9;;;;;;;;;;;;;;;;;;;
24/06/19;G1;PO;Temoin;;1;;;;;;;13;;;;;;;;;;;;;;;;;;;
24/06/19;G1;PO;Temoin;;2;;;;;;;6;;;;;;;;;;;;;;;;;;;
24/06/19;G1;PO;Temoin;;3;;;;;;;16;;;;;;;;;;;;;;;;;;;
24/06/19;G1;PO;Exclos;;1;;;;;;;15;;;;;;;;;;;;;;;;;;;
24/06/19;G1;PO;Exclos;;2;;;;;;;7;;;;;;;;;;;;;;;;;;;
24/06/19;G1;PO;Exclos;;3;;;;;;;15;;;;;;;;;;;;;;;;;;;
24/06/19;E1;PO;Temoin;;1;;;;;;;18;;;;;;;;;;;;;;;;;;;
24/06/19;E1;PO;Temoin;;2;;;;;;;10;;;;;;;;;;;;;;;;;;;
24/06/19;E1;PO;Temoin;;3;;;;;;;13;;;;;;;;;;;;;;;;;;;
24/06/19;E1;PO;Exclos;;1;;;;;;;19;;;;;;;;;;;;;;;;;;;
24/06/19;E1;PO;Exclos;;2;;;;;;;10;;;;;;;;;;;;;;;;;;;
24/06/19;E1;PO;Exclos;;3;;;;;;;7;;;;;;;;;;;;;;;;;;;
24/06/19;F1;PO;Temoin;;1;;;;;;;8;;;;;;;;;;;;;;;;;;;
24/06/19;F1;PO;Temoin;;2;;;;;;;17;;;;;;;;;;;;;;;;;;;
24/06/19;F1;PO;Temoin;;3;;;;;;;8;;;;;;;;;;;;;;;;;;;
24/06/19;F1;PO;Exclos;;1;;;;;;;13;;;;;;;;;;;;;;;;;;;
24/06/19;F1;PO;Exclos;;2;;;;;;;8;;;;;;;;;;;;;;;;;;;
24/06/19;F1;PO;Exclos;;3;;;;;;;13;;;;;;;;;;;;;;;;;;;
26/06/19;33;PS;Exclos;;1;;;;;;;24;;;;;;;;;;;;;;;;;;;
26/06/19;33;PS;Exclos;;2;;;;;;;26;;;;;;;;;;;;;;;;;;;
26/06/19;33;PS;Exclos;;3;;;;;;;26;;;;;;;;;;;;;;;;;;;
26/06/19;33;PS;Temoin;;1;;;;;;;21;;;;;;;;;;;;;;;;;;;
26/06/19;33;PS;Temoin;;2;;;;;;;22;;;;;;;;;;;;;;;;;;;
26/06/19;33;PS;Temoin;;3;;;;;;;23;;;;;;;;;;;;;;;;;;;
26/06/19;35;PS;Exclos;;1;;;;;;;23;;;;;;;;;;;;;;;;;;;
26/06/19;35;PS;Exclos;;2;;;;;;;23;;;;;;;;;;;;;;;;;;;
26/06/19;35;PS;Exclos;;3;;;;;;;22;;;;;;;;;;;;;;;;;;;
26/06/19;35;PS;Temoin;;1;;;;;;;23;;;;;;;;;;;;;;;;;;;
26/06/19;35;PS;Temoin;;2;;;;;;;24;;;;;;;;;;;;;;;;;;;
26/06/19;35;PS;Temoin;;3;;;;;;;22;;;;;;;;;;;;;;;;;;;
26/06/19;36;PS;Exclos;;1;;;;;;;24;;;;;;;;;;;;;;;;;;;
26/06/19;36;PS;Exclos;;2;;;;;;;23;;;;;;;;;;;;;;;;;;;
26/06/19;36;PS;Exclos;;3;;;;;;;25;;;;;;;;;;;;;;;;;;;
26/06/19;36;PS;Temoin;;1;;;;;;;26;;;;;;;;;;;;;;;;;;;
26/06/19;36;PS;Temoin;;2;;;;;;;25;;;;;;;;;;;;;;;;;;;
26/06/19;36;PS;Temoin;;3;;;;;;;23;;;;;;;;;;;;;;;;;;;
30/06/19;ROC3;1;Temoin;;1;;;;;;;20;;;;;;;;;;;0,026;0,8727;14,4033;62,3249;0,1884;;;;
30/06/19;ROC3;1;Temoin;;2;;;;;;;20;;;;;;;;;;;;;;;;;;;
30/06/19;ROC3;1;Temoin;;3;;;;;;;23;;;;;;;;;;;;;;;;;;;
30/06/19;ROC3;1;Exclos;;1;;;;;;;17;;;;;;;;;;;0,026;0,9263;13,9;2,7081;0,1594;;;1,5;
30/06/19;ROC3;1;Exclos;;2;;;;;;;19;;;;;;;;;;;;;;;;;;;
30/06/19;ROC3;1;Exclos;;3;;;;;;;20;;;;;;;;;;;;;;;;;;;
30/06/19;ROC3;4;Temoin;;1;;;;;;;25;;;;;;;;;;;0,0182;0,95;14,9;2,7764;0,1117;;;;
30/06/19;ROC3;4;Temoin;;2;;;;;;;21;;;;;;;;;;;;;;;;;;;
30/06/19;ROC3;4;Temoin;;3;;;;;;;18;;;;;;;;;;;;;;;;;;;
30/06/19;ROC3;4;Exclos;;1;;;;;;;18;;;;;;;;;;;0,0216;0,8011;15,1167;10,2927;0,291;;;1;
30/06/19;ROC3;4;Exclos;;2;;;;;;;21;;;;;;;;;;;;;;;;;;;
30/06/19;ROC3;4;Exclos;;3;;;;;;;23;;;;;;;;;;;;;;;;;;;
30/06/19;ROC3;6;Temoin;;1;;;;;;;20;;;;;;;;;;;0,0317;0,8622;15,9356;18,215;0,1956;;;;
30/06/19;ROC3;6;Temoin;;2;;;;;;;22;;;;;;;;;;;;;;;;;;;
30/06/19;ROC3;6;Temoin;;3;;;;;;;20;;;;;;;;;;;;;;;;;;;
30/06/19;ROC3;6;Exclos;;1;;;;;;;18;;;;;;;;;;;;0,85;14,6;5,5132;0,4094;;;0,5;
30/06/19;ROC3;6;Exclos;;2;;;;;;;20;;;;;;;;;;;;;;;;;;;
30/06/19;ROC3;6;Exclos;;3;;;;;;;18;;;;;;;;;;;;;;;;;;;
30/06/19;ROC3;10;Temoin;;1;;;;;;;11;;;;;;;;;;;0,0171;0,677;15,4267;0,6465;0,4566;;;;
30/06/19;ROC3;10;Temoin;;2;;;;;;;13;;;;;;;;;;;;;;;;;;;
30/06/19;ROC3;10;Temoin;;3;;;;;;;12;;;;;;;;;;;;;;;;;;;
30/06/19;ROC3;10;Exclos;;1;;;;;;;22;;;;;;;;;;;0,0175;0,5134;15,3022;1,9043;0,9826;;;5;
30/06/19;ROC3;10;Exclos;;2;;;;;;;24;;;;;;;;;;;;;;;;;;;
30/06/19;ROC3;10;Exclos;;3;;;;;;;25;;;;;;;;;;;;;;;;;;;
30/06/19;ROC3;14;Temoin;;1;;;;;;;6;;;;;;;;;;;0,005;0,1296;12,4;-0,0351;1,077;;;;
30/06/19;ROC3;14;Temoin;;2;;;;;;;10;;;;;;;;;;;;;;;;;;;
30/06/19;ROC3;14;Temoin;;3;;;;;;;7;;;;;;;;;;;;;;;;;;;
30/06/19;ROC3;14;Exclos;;1;;;;;;;2;;;;;;;;;;;0,003;0,037;12,7556;-0,013;0,7986;;;0;
30/06/19;ROC3;14;Exclos;;2;;;;;;;2;;;;;;;;;;;;;;;;;;;
30/06/19;ROC3;14;Exclos;;3;;;;;;;4;;;;;;;;;;;;;;;;;;;
01/07/19;E1;PO;Temoin;;1;;;;;;;25;;;;;;;;;;;0,0381;0,3077;16,8033;-0,0448;0,6719;;;;
01/07/19;E1;PO;Temoin;;2;;;;;;;7;;;;;;;;;;;;;;;;;;;
01/07/19;E1;PO;Temoin;;3;;;;;;;10;;;;;;;;;;;;;;;;;;;
01/07/19;E1;PO;Temoin;;4;;;;;;;16;;;;;;;;;;;;;;;;;;;
01/07/19;E1;PO;Exclos;;1;;;;;;;26;;;;;;;;;;;0,0483;0,3891;17,3433;-0,0528;0,4106;;;;
01/07/19;E1;PO;Exclos;;2;;;;;;;20;;;;;;;;;;;;;;;;;;;
01/07/19;E1;PO;Exclos;;3;;;;;;;22;;;;;;;;;;;;;;;;;;;
01/07/19;E1;PO;Exclos;;4;;;;;;;18;;;;;;;;;;;;;;;;;;;
01/07/19;F1;PO;Temoin;;1;;;;;;;26;;;;;;;;;;;0,0086;0,2251;17,2356;-0,0962;0,4015;;;;
01/07/19;F1;PO;Temoin;;2;;;;;;;26;;;;;;;;;;;;;;;;;;;
01/07/19;F1;PO;Temoin;;3;;;;;;;26;;;;;;;;;;;;;;;;;;;
01/07/19;F1;PO;Temoin;;4;;;;;;;25;;;;;;;;;;;;;;;;;;;
01/07/19;F1;PO;Exclos;;1;;;;;;;26;;;;;;;;;;;0,013;0,359;16,7;-0,0286;0,4948;;;;
01/07/19;F1;PO;Exclos;;2;;;;;;;23;;;;;;;;;;;;;;;;;;;
01/07/19;F1;PO;Exclos;;3;;;;;;;21;;;;;;;;;;;;;;;;;;;
01/07/19;F1;PO;Exclos;;4;;;;;;;20;;;;;;;;;;;;;;;;;;;
01/07/19;G1;PO;Temoin;;1;;;;;;;16;;;;;;;;;;;0,021;0,39;15,7956;-0,0183;0,407;;;;
01/07/19;G1;PO;Temoin;;2;;;;;;;25;;;;;;;;;;;;;;;;;;;
