"Titre de tracé : 20151596"
"#","Date Heure, GMT-04:00","Temp., °C (LGR S/N: 20151596, SEN S/N: 20151596)","Pile défectueuse (LGR S/N: 20151596)","Coupleur attaché (LGR S/N: 20151596)","Coupleur détaché (LGR S/N: 20151596)","Hôte connecté (LGR S/N: 20151596)","Arrêté (LGR S/N: 20151596)","Fin de fichier (LGR S/N: 20151596)"
610,07/18/19 10:00:00 PM,3.155,,,,,,
611,07/18/19 11:00:00 PM,2.943,,,,,,
612,07/19/19 12:00:00 AM,2.837,,,,,,
613,07/19/19 01:00:00 AM,2.730,,,,,,
614,07/19/19 02:00:00 AM,2.624,,,,,,
615,07/19/19 03:00:00 AM,2.410,,,,,,
616,07/19/19 04:00:00 AM,2.303,,,,,,
617,07/19/19 05:00:00 AM,2.303,,,,,,
618,07/19/19 06:00:00 AM,2.303,,,,,,
619,07/19/19 07:00:00 AM,2.303,,,,,,
620,07/19/19 08:00:00 AM,2.410,,,,,,
621,07/19/19 09:00:00 AM,2.624,,,,,,
622,07/19/19 10:00:00 AM,2.730,,,,,,
623,07/19/19 11:00:00 AM,3.261,,,,,,
624,07/19/19 12:00:00 PM,3.788,,,,,,
625,07/19/19 01:00:00 PM,4.102,,,,,,
626,07/19/19 02:00:00 PM,4.415,,,,,,
627,07/19/19 03:00:00 PM,4.623,,,,,,
628,07/19/19 04:00:00 PM,4.934,,,,,,
629,07/19/19 05:00:00 PM,5.037,,,,,,
630,07/19/19 06:00:00 PM,5.347,,,,,,
631,07/19/19 07:00:00 PM,5.450,,,,,,
632,07/19/19 08:00:00 PM,5.450,,,,,,
633,07/19/19 09:00:00 PM,5.347,,,,,,
634,07/19/19 10:00:00 PM,5.141,,,,,,
635,07/19/19 11:00:00 PM,4.831,,,,,,
636,07/20/19 12:00:00 AM,4.623,,,,,,
637,07/20/19 01:00:00 AM,4.311,,,,,,
638,07/20/19 02:00:00 AM,4.102,,,,,,
639,07/20/19 03:00:00 AM,3.893,,,,,,
640,07/20/19 04:00:00 AM,3.683,,,,,,
641,07/20/19 05:00:00 AM,3.472,,,,,,
642,07/20/19 06:00:00 AM,3.367,,,,,,
643,07/20/19 07:00:00 AM,3.261,,,,,,
644,07/20/19 08:00:00 AM,3.367,,,,,,
645,07/20/19 09:00:00 AM,3.472,,,,,,
646,07/20/19 10:00:00 AM,3.683,,,,,,
647,07/20/19 11:00:00 AM,3.893,,,,,,
648,07/20/19 12:00:00 PM,4.207,,,,,,
649,07/20/19 01:00:00 PM,4.311,,,,,,
650,07/20/19 02:00:00 PM,4.519,,,,,,
651,07/20/19 03:00:00 PM,4.831,,,,,,
652,07/20/19 04:00:00 PM,5.037,,,,,,
653,07/20/19 05:00:00 PM,5.141,,,,,,
654,07/20/19 06:00:00 PM,5.141,,,,,,
655,07/20/19 07:00:00 PM,5.141,,,,,,
656,07/20/19 08:00:00 PM,5.141,,,,,,
657,07/20/19 09:00:00 PM,4.934,,,,,,
658,07/20/19 10:00:00 PM,4.831,,,,,,
659,07/20/19 11:00:00 PM,4.623,,,,,,
660,07/21/19 12:00:00 AM,4.415,,,,,,
661,07/21/19 01:00:00 AM,4.207,,,,,,
662,07/21/19 02:00:00 AM,3.893,,,,,,
663,07/21/19 03:00:00 AM,3.578,,,,,,
664,07/21/19 04:00:00 AM,3.367,,,,,,
665,07/21/19 05:00:00 AM,3.261,,,,,,
666,07/21/19 06:00:00 AM,3.155,,,,,,
667,07/21/19 07:00:00 AM,3.155,,,,,,
668,07/21/19 08:00:00 AM,3.155,,,,,,
669,07/21/19 09:00:00 AM,3.367,,,,,,
670,07/21/19 10:00:00 AM,3.788,,,,,,
671,07/21/19 11:00:00 AM,4.207,,,,,,
672,07/21/19 12:00:00 PM,4.831,,,,,,
673,07/21/19 01:00:00 PM,5.450,,,,,,
674,07/21/19 02:00:00 PM,6.064,,,,,,
675,07/21/19 03:00:00 PM,6.471,,,,,,
676,07/21/19 04:00:00 PM,6.877,,,,,,
677,07/21/19 05:00:00 PM,6.978,,,,,,
678,07/21/19 06:00:00 PM,6.978,,,,,,
679,07/21/19 07:00:00 PM,6.978,,,,,,
680,07/21/19 08:00:00 PM,6.775,,,,,,
681,07/21/19 09:00:00 PM,6.674,,,,,,
682,07/21/19 10:00:00 PM,6.471,,,,,,
683,07/21/19 11:00:00 PM,6.268,,,,,,
684,07/22/19 12:00:00 AM,5.962,,,,,,
685,07/22/19 01:00:00 AM,5.552,,,,,,
686,07/22/19 02:00:00 AM,5.141,,,,,,
687,07/22/19 03:00:00 AM,4.831,,,,,,
688,07/22/19 04:00:00 AM,4.519,,,,,,
689,07/22/19 05:00:00 AM,4.311,,,,,,
690,07/22/19 06:00:00 AM,4.102,,,,,,
691,07/22/19 07:00:00 AM,3.998,,,,,,
692,07/22/19 08:00:00 AM,3.893,,,,,,
693,07/22/19 09:00:00 AM,3.998,,,,,,
694,07/22/19 10:00:00 AM,4.311,,,,,,
695,07/22/19 11:00:00 AM,4.727,,,,,,
696,07/22/19 12:00:00 PM,5.141,,,,,,
697,07/22/19 01:00:00 PM,5.552,,,,,,
698,07/22/19 02:00:00 PM,5.962,,,,,,
699,07/22/19 03:00:00 PM,6.268,,,,,,
700,07/22/19 04:00:00 PM,6.573,,,,,,
701,07/22/19 05:00:00 PM,6.674,,,,,,
702,07/22/19 06:00:00 PM,6.775,,,,,,
703,07/22/19 07:00:00 PM,6.674,,,,,,
704,07/22/19 08:00:00 PM,6.573,,,,,,
705,07/22/19 09:00:00 PM,6.471,,,,,,
706,07/22/19 10:00:00 PM,6.268,,,,,,
707,07/22/19 11:00:00 PM,5.962,,,,,,
708,07/23/19 12:00:00 AM,5.552,,,,,,
709,07/23/19 01:00:00 AM,5.244,,,,,,
710,07/23/19 02:00:00 AM,4.934,,,,,,
711,07/23/19 03:00:00 AM,4.623,,,,,,
712,07/23/19 04:00:00 AM,4.311,,,,,,
713,07/23/19 05:00:00 AM,3.998,,,,,,
714,07/23/19 06:00:00 AM,3.788,,,,,,
715,07/23/19 07:00:00 AM,3.578,,,,,,
716,07/23/19 08:00:00 AM,3.472,,,,,,
717,07/23/19 09:00:00 AM,3.261,,,,,,
718,07/23/19 10:00:00 AM,3.261,,,,,,
719,07/23/19 11:00:00 AM,3.155,,,,,,
720,07/23/19 12:00:00 PM,3.049,,,,,,
721,07/23/19 01:00:00 PM,2.943,,,,,,
722,07/23/19 02:00:00 PM,2.943,,,,,,
723,07/23/19 03:00:00 PM,2.837,,,,,,
724,07/23/19 04:00:00 PM,2.730,,,,,,
725,07/23/19 05:00:00 PM,2.730,,,,,,
726,07/23/19 06:00:00 PM,2.624,,,,,,
727,07/23/19 07:00:00 PM,2.410,,,,,,
728,07/23/19 08:00:00 PM,2.195,,,,,,
729,07/23/19 09:00:00 PM,2.088,,,,,,
730,07/23/19 10:00:00 PM,2.088,,,,,,
731,07/23/19 11:00:00 PM,1.980,,,,,,
732,07/24/19 12:00:00 AM,1.980,,,,,,
733,07/24/19 01:00:00 AM,1.980,,,,,,
734,07/24/19 02:00:00 AM,1.872,,,,,,
735,07/24/19 03:00:00 AM,1.764,,,,,,
736,07/24/19 04:00:00 AM,1.764,,,,,,
737,07/24/19 05:00:00 AM,1.656,,,,,,
738,07/24/19 06:00:00 AM,1.656,,,,,,
739,07/24/19 07:00:00 AM,1.548,,,,,,
740,07/24/19 08:00:00 AM,1.548,,,,,,
741,07/24/19 09:00:00 AM,1.764,,,,,,
742,07/24/19 10:00:00 AM,1.980,,,,,,
743,07/24/19 11:00:00 AM,2.410,,,,,,
744,07/24/19 12:00:00 PM,2.837,,,,,,
745,07/24/19 01:00:00 PM,3.261,,,,,,
746,07/24/19 02:00:00 PM,3.683,,,,,,
747,07/24/19 03:00:00 PM,4.207,,,,,,
748,07/24/19 04:00:00 PM,4.519,,,,,,
749,07/24/19 05:00:00 PM,4.727,,,,,,
750,07/24/19 06:00:00 PM,4.934,,,,,,
751,07/24/19 07:00:00 PM,4.934,,,,,,
752,07/24/19 08:00:00 PM,4.934,,,,,,
753,07/24/19 09:00:00 PM,4.934,,,,,,
754,07/24/19 10:00:00 PM,4.831,,,,,,
755,07/24/19 11:00:00 PM,4.727,,,,,,
756,07/25/19 12:00:00 AM,4.519,,,,,,
757,07/25/19 01:00:00 AM,4.311,,,,,,
758,07/25/19 02:00:00 AM,4.207,,,,,,
759,07/25/19 03:00:00 AM,3.998,,,,,,
760,07/25/19 04:00:00 AM,3.893,,,,,,
761,07/25/19 05:00:00 AM,3.683,,,,,,
762,07/25/19 06:00:00 AM,3.683,,,,,,
763,07/25/19 07:00:00 AM,3.578,,,,,,
764,07/25/19 08:00:00 AM,3.578,,,,,,
765,07/25/19 09:00:00 AM,3.578,,,,,,
766,07/25/19 10:00:00 AM,3.578,,,,,,
767,07/25/19 11:00:00 AM,3.683,,,,,,
768,07/25/19 12:00:00 PM,3.683,,,,,,
769,07/25/19 01:00:00 PM,3.788,,,,,,
770,07/25/19 02:00:00 PM,4.102,,,,,,
771,07/25/19 03:00:00 PM,4.519,,,,,,
772,07/25/19 04:00:00 PM,5.141,,,,,,
773,07/25/19 05:00:00 PM,5.552,,,,,,
774,07/25/19 06:00:00 PM,5.860,,,,,,
775,07/25/19 07:00:00 PM,6.064,,,,,,
776,07/25/19 08:00:00 PM,6.166,,,,,,
777,07/25/19 09:00:00 PM,5.962,,,,,,
778,07/25/19 10:00:00 PM,5.757,,,,,,
779,07/25/19 11:00:00 PM,5.552,,,,,,
780,07/26/19 12:00:00 AM,5.244,,,,,,
781,07/26/19 01:00:00 AM,4.934,,,,,,
782,07/26/19 02:00:00 AM,4.727,,,,,,
783,07/26/19 03:00:00 AM,4.415,,,,,,
784,07/26/19 04:00:00 AM,4.207,,,,,,
785,07/26/19 05:00:00 AM,3.998,,,,,,
786,07/26/19 06:00:00 AM,3.893,,,,,,
787,07/26/19 07:00:00 AM,3.788,,,,,,
788,07/26/19 08:00:00 AM,3.788,,,,,,
789,07/26/19 09:00:00 AM,3.788,,,,,,
790,07/26/19 10:00:00 AM,3.893,,,,,,
791,07/26/19 11:00:00 AM,4.207,,,,,,
792,07/26/19 12:00:00 PM,4.623,,,,,,
793,07/26/19 01:00:00 PM,5.141,,,,,,
794,07/26/19 02:00:00 PM,5.655,,,,,,
795,07/26/19 03:00:00 PM,6.064,,,,,,
796,07/26/19 04:00:00 PM,6.573,,,,,,
797,07/26/19 05:00:00 PM,7.079,,,,,,
798,07/26/19 06:00:00 PM,7.582,,,,,,
799,07/26/19 07:00:00 PM,7.682,,,,,,
800,07/26/19 08:00:00 PM,7.582,,,,,,
801,07/26/19 09:00:00 PM,7.381,,,,,,
802,07/26/19 10:00:00 PM,6.978,,,,,,
803,07/26/19 11:00:00 PM,6.674,,,,,,
804,07/27/19 12:00:00 AM,6.370,,,,,,
805,07/27/19 01:00:00 AM,5.962,,,,,,
806,07/27/19 02:00:00 AM,5.552,,,,,,
807,07/27/19 03:00:00 AM,5.244,,,,,,
808,07/27/19 04:00:00 AM,4.934,,,,,,
809,07/27/19 05:00:00 AM,4.623,,,,,,
810,07/27/19 06:00:00 AM,4.311,,,,,,
811,07/27/19 07:00:00 AM,4.207,,,,,,
812,07/27/19 08:00:00 AM,4.102,,,,,,
813,07/27/19 09:00:00 AM,3.998,,,,,,
814,07/27/19 10:00:00 AM,3.998,,,,,,
815,07/27/19 11:00:00 AM,4.207,,,,,,
816,07/27/19 12:00:00 PM,4.623,,,,,,
817,07/27/19 01:00:00 PM,5.141,,,,,,
818,07/27/19 02:00:00 PM,5.655,,,,,,
819,07/27/19 03:00:00 PM,33.953,,,,,,
820,07/27/19 04:00:00 PM,29.152,,,,,,
821,07/27/19 05:00:00 PM,26.781,,,,,,
822,07/27/19 06:00:00 PM,18.521,,,,,,
823,07/27/19 07:00:00 PM,21.091,,,,,,
824,07/27/19 08:00:00 PM,22.908,,,,,,
825,07/27/19 09:00:00 PM,24.545,,,,,,
826,07/27/19 10:00:00 PM,23.100,,,,,,
827,07/27/19 11:00:00 PM,21.378,,,,,,
828,07/28/19 12:00:00 AM,20.615,,,,,,
829,07/28/19 01:00:00 AM,19.662,,,,,,
830,07/28/19 02:00:00 AM,17.855,,,,,,
831,07/28/19 03:00:00 AM,16.332,,,,,,
832,07/28/19 04:00:00 AM,15.187,,,,,,
833,07/28/19 05:00:00 AM,14.421,,,,,,
834,07/28/19 06:00:00 AM,14.134,,,,,,
835,07/28/19 07:00:00 AM,13.942,,,,,,
836,07/28/19 08:00:00 AM,15.664,,,,,,
837,07/28/19 09:00:00 AM,17.284,,,,,,
838,07/28/19 10:00:00 AM,18.901,,,,,,
839,07/28/19 11:00:00 AM,19.853,,,,,,
840,07/28/19 12:00:00 PM,20.043,,,,,,
841,07/28/19 01:00:00 PM,21.282,,,,,,
842,07/28/19 02:00:00 PM,22.333,,,,,,
843,07/28/19 03:00:00 PM,22.333,,,,,,
844,07/28/19 04:00:00 PM,22.621,,,,,,
845,07/28/19 05:00:00 PM,22.621,,,,,,
846,07/28/19 06:00:00 PM,22.525,,,,,,
847,07/28/19 07:00:00 PM,21.378,,,,,,
848,07/28/19 08:00:00 PM,21.951,,,,,,
849,07/28/19 09:00:00 PM,21.378,,,,,,
850,07/28/19 10:00:00 PM,21.282,,,,,,
851,07/28/19 11:00:00 PM,21.378,,,,,,
852,07/29/19 12:00:00 AM,21.187,,,,,,
853,07/29/19 01:00:00 AM,19.853,,,,,,
854,07/29/19 02:00:00 AM,17.855,,,,,,
855,07/29/19 03:00:00 AM,16.237,,,,,,
856,07/29/19 04:00:00 AM,14.996,,,,,,
857,07/29/19 05:00:00 AM,14.134,,,,,,
858,07/29/19 06:00:00 AM,13.461,,,,,,
859,07/29/19 07:00:00 AM,13.173,,,,,,
860,07/29/19 08:00:00 AM,13.076,,,,,,
861,07/29/19 09:00:00 AM,14.996,,,,,,
862,07/29/19 10:00:00 AM,16.427,,,,,,
863,07/29/19 11:00:00 AM,16.427,,,,,,
864,07/29/19 12:00:00 PM,16.237,,,,,,
865,07/29/19 01:00:00 PM,16.999,,,,,,
866,07/29/19 02:00:00 PM,18.236,,,,,,
867,07/29/19 03:00:00 PM,18.711,,,,,,
868,07/29/19 04:00:00 PM,19.377,,,,,,
869,07/29/19 05:00:00 PM,19.282,,,,,,
870,07/29/19 06:00:00 PM,18.901,,,,,,
871,07/29/19 07:00:00 PM,18.521,,,,,,
872,07/29/19 08:00:00 PM,19.282,,,,,,
873,07/29/19 09:00:00 PM,20.424,,,,,,
874,07/29/19 10:00:00 PM,20.901,,,,,,
875,07/29/19 11:00:00 PM,21.664,,,,,,
876,07/30/19 12:00:00 AM,22.621,,,,,,
877,07/30/19 01:00:00 AM,21.951,,,,,,
878,07/30/19 02:00:00 AM,20.805,,,,,,
879,07/30/19 03:00:00 AM,19.472,,,,,,
880,07/30/19 04:00:00 AM,18.331,,,,,,
881,07/30/19 05:00:00 AM,17.379,,,,,,
882,07/30/19 06:00:00 AM,16.523,,,,,,
883,07/30/19 07:00:00 AM,15.760,,,,,,
884,07/30/19 08:00:00 AM,15.187,,,,,,
885,07/30/19 09:00:00 AM,15.951,,,,,,
886,07/30/19 10:00:00 AM,17.665,,,,,,
887,07/30/19 11:00:00 AM,19.472,,,,,,
888,07/30/19 12:00:00 PM,20.519,,,,,,
889,07/30/19 01:00:00 PM,20.805,,,,,,
890,07/30/19 02:00:00 PM,21.187,,,,,,
891,07/30/19 03:00:00 PM,22.238,,,,,,
892,07/30/19 04:00:00 PM,23.484,,,,,,
893,07/30/19 05:00:00 PM,22.621,,,,,,
894,07/30/19 06:00:00 PM,21.187,,,,,,
895,07/30/19 07:00:00 PM,20.329,,,,,,
896,07/30/19 08:00:00 PM,20.043,,,,,,
897,07/30/19 09:00:00 PM,20.329,,,,,,
898,07/30/19 10:00:00 PM,20.138,,,,,,
899,07/30/19 11:00:00 PM,19.662,,,,,,
900,07/31/19 12:00:00 AM,19.377,,,,,,
901,07/31/19 01:00:00 AM,18.331,,,,,,
902,07/31/19 02:00:00 AM,16.903,,,,,,
903,07/31/19 03:00:00 AM,15.855,,,,,,
904,07/31/19 04:00:00 AM,14.996,,,,,,
905,07/31/19 05:00:00 AM,14.421,,,,,,
906,07/31/19 06:00:00 AM,14.038,,,,,,
907,07/31/19 07:00:00 AM,13.942,,,,,,
908,07/31/19 08:00:00 AM,17.665,,,,,,
909,07/31/19 09:00:00 AM,20.234,,,,,,
910,07/31/19 10:00:00 AM,20.901,,,,,,
911,07/31/19 11:00:00 AM,21.855,,,,,,
912,07/31/19 12:00:00 PM,22.621,,,,,,
913,07/31/19 01:00:00 PM,23.292,,,,,,
914,07/31/19 02:00:00 PM,23.869,,,,,,
915,07/31/19 03:00:00 PM,22.142,,,,,,
916,07/31/19 04:00:00 PM,20.805,,,,,,
917,07/31/19 05:00:00 PM,22.238,,,,,,
918,07/31/19 06:00:00 PM,23.292,,,,,,
919,07/31/19 07:00:00 PM,24.835,,,,,,
920,07/31/19 08:00:00 PM,23.869,,,,,,
921,07/31/19 09:00:00 PM,23.100,,,,,,
922,07/31/19 10:00:00 PM,22.238,,,,,,
923,07/31/19 11:00:00 PM,20.805,,,,,,
924,08/01/19 12:00:00 AM,19.567,,,,,,
925,08/01/19 01:00:00 AM,18.711,,,,,,
926,08/01/19 02:00:00 AM,17.665,,,,,,
927,08/01/19 03:00:00 AM,16.618,,,,,,
928,08/01/19 04:00:00 AM,15.951,,,,,,
929,08/01/19 05:00:00 AM,15.473,,,,,,
930,08/01/19 06:00:00 AM,15.187,,,,,,
931,08/01/19 07:00:00 AM,15.855,,,,,,
932,08/01/19 08:00:00 AM,18.521,,,,,,
933,08/01/19 09:00:00 AM,21.091,,,,,,
934,08/01/19 10:00:00 AM,22.908,,,,,,
935,08/01/19 11:00:00 AM,22.238,,,,,,
936,08/01/19 11:11:51 AM,,,Enregistré,,,,
937,08/01/19 11:12:12 AM,,,,Enregistré,,,
938,08/01/19 11:12:13 AM,,,Enregistré,,,,
939,08/01/19 11:12:22 AM,,,,,Enregistré,,
940,08/01/19 11:12:29 AM,,,,,,Enregistré,Enregistré
