"Titre de tracé : 10358248"
"#","Date Heure, GMT-04:00","Temp., °C (LGR S/N: 10358248, SEN S/N: 10358248)","Pile défectueuse (LGR S/N: 10358248)","Coupleur attaché (LGR S/N: 10358248)","Hôte connecté (LGR S/N: 10358248)","Arrêté (LGR S/N: 10358248)","Fin de fichier (LGR S/N: 10358248)"
1,06/24/19 06:00:00 PM,18.426,,,,,
2,06/24/19 07:00:00 PM,18.711,,,,,
3,06/24/19 08:00:00 PM,19.282,,,,,
4,06/24/19 09:00:00 PM,19.282,,,,,
5,06/24/19 10:00:00 PM,19.853,,,,,
6,06/24/19 11:00:00 PM,18.140,,,,,
7,06/25/19 12:00:00 AM,17.475,,,,,
8,06/25/19 01:00:00 AM,16.808,,,,,
9,06/25/19 02:00:00 AM,15.760,,,,,
10,06/25/19 03:00:00 AM,14.804,,,,,
11,06/25/19 04:00:00 AM,13.846,,,,,
12,06/25/19 05:00:00 AM,12.980,,,,,
13,06/25/19 06:00:00 AM,12.304,,,,,
14,06/25/19 07:00:00 AM,12.110,,,,,
15,06/25/19 08:00:00 AM,12.594,,,,,
16,06/25/19 09:00:00 AM,6.471,,,,,
17,06/25/19 10:00:00 AM,8.382,,,,,
18,06/25/19 11:00:00 AM,15.091,,,,,
19,06/25/19 12:00:00 PM,13.365,,,,,
20,06/25/19 01:00:00 PM,13.076,,,,,
21,06/25/19 02:00:00 PM,12.787,,,,,
22,06/25/19 03:00:00 PM,10.063,,,,,
23,06/25/19 04:00:00 PM,8.680,,,,,
24,06/25/19 05:00:00 PM,8.581,,,,,
25,06/25/19 06:00:00 PM,10.553,,,,,
26,06/25/19 07:00:00 PM,12.304,,,,,
27,06/25/19 08:00:00 PM,11.722,,,,,
28,06/25/19 09:00:00 PM,11.334,,,,,
29,06/25/19 10:00:00 PM,11.139,,,,,
30,06/25/19 11:00:00 PM,11.041,,,,,
31,06/26/19 12:00:00 AM,10.846,,,,,
32,06/26/19 01:00:00 AM,10.553,,,,,
33,06/26/19 02:00:00 AM,10.259,,,,,
34,06/26/19 03:00:00 AM,9.965,,,,,
35,06/26/19 04:00:00 AM,9.571,,,,,
36,06/26/19 05:00:00 AM,9.373,,,,,
37,06/26/19 06:00:00 AM,8.978,,,,,
38,06/26/19 07:00:00 AM,8.779,,,,,
39,06/26/19 08:00:00 AM,8.581,,,,,
40,06/26/19 09:00:00 AM,8.382,,,,,
41,06/26/19 10:00:00 AM,10.944,,,,,
42,06/26/19 11:00:00 AM,11.722,,,,,
43,06/26/19 12:00:00 PM,11.722,,,,,
44,06/26/19 01:00:00 PM,12.594,,,,,
45,06/26/19 02:00:00 PM,20.805,,,,,
46,06/26/19 03:00:00 PM,4.311,,,,,
47,06/26/19 04:00:00 PM,4.415,,,,,
48,06/26/19 05:00:00 PM,4.623,,,,,
49,06/26/19 06:00:00 PM,4.831,,,,,
50,06/26/19 07:00:00 PM,4.934,,,,,
51,06/26/19 08:00:00 PM,5.037,,,,,
52,06/26/19 09:00:00 PM,5.037,,,,,
53,06/26/19 10:00:00 PM,5.037,,,,,
54,06/26/19 11:00:00 PM,4.934,,,,,
55,06/27/19 12:00:00 AM,4.727,,,,,
56,06/27/19 01:00:00 AM,4.623,,,,,
57,06/27/19 02:00:00 AM,4.519,,,,,
58,06/27/19 03:00:00 AM,4.415,,,,,
59,06/27/19 04:00:00 AM,4.311,,,,,
60,06/27/19 05:00:00 AM,4.102,,,,,
61,06/27/19 06:00:00 AM,4.102,,,,,
62,06/27/19 07:00:00 AM,4.102,,,,,
63,06/27/19 08:00:00 AM,4.102,,,,,
64,06/27/19 09:00:00 AM,4.207,,,,,
65,06/27/19 10:00:00 AM,4.311,,,,,
66,06/27/19 11:00:00 AM,4.415,,,,,
67,06/27/19 12:00:00 PM,4.623,,,,,
68,06/27/19 01:00:00 PM,4.831,,,,,
69,06/27/19 02:00:00 PM,4.934,,,,,
70,06/27/19 03:00:00 PM,5.141,,,,,
71,06/27/19 04:00:00 PM,5.244,,,,,
72,06/27/19 05:00:00 PM,5.347,,,,,
73,06/27/19 06:00:00 PM,5.450,,,,,
74,06/27/19 07:00:00 PM,5.552,,,,,
75,06/27/19 08:00:00 PM,5.655,,,,,
76,06/27/19 09:00:00 PM,5.655,,,,,
77,06/27/19 10:00:00 PM,5.655,,,,,
78,06/27/19 11:00:00 PM,5.552,,,,,
79,06/28/19 12:00:00 AM,5.450,,,,,
80,06/28/19 01:00:00 AM,5.244,,,,,
81,06/28/19 02:00:00 AM,5.037,,,,,
82,06/28/19 03:00:00 AM,4.727,,,,,
83,06/28/19 04:00:00 AM,4.519,,,,,
84,06/28/19 05:00:00 AM,4.415,,,,,
85,06/28/19 06:00:00 AM,4.311,,,,,
86,06/28/19 07:00:00 AM,4.311,,,,,
87,06/28/19 08:00:00 AM,4.415,,,,,
88,06/28/19 09:00:00 AM,4.415,,,,,
89,06/28/19 10:00:00 AM,4.415,,,,,
90,06/28/19 11:00:00 AM,4.415,,,,,
91,06/28/19 12:00:00 PM,4.519,,,,,
92,06/28/19 01:00:00 PM,4.623,,,,,
93,06/28/19 02:00:00 PM,4.727,,,,,
94,06/28/19 03:00:00 PM,4.727,,,,,
95,06/28/19 04:00:00 PM,4.831,,,,,
96,06/28/19 05:00:00 PM,4.934,,,,,
97,06/28/19 06:00:00 PM,5.037,,,,,
98,06/28/19 07:00:00 PM,5.141,,,,,
