"Titre de tracé : 10727384"
"#","Date Heure, GMT-04:00","Temp., °C (LGR S/N: 10727384, SEN S/N: 10727384)","Pile défectueuse (LGR S/N: 10727384)","Coupleur attaché (LGR S/N: 10727384)","Hôte connecté (LGR S/N: 10727384)","Arrêté (LGR S/N: 10727384)","Fin de fichier (LGR S/N: 10727384)"
1,06/21/19 06:00:00 PM,8.581,,,,,
2,06/21/19 07:00:00 PM,7.682,,,,,
3,06/21/19 08:00:00 PM,8.481,,,,,
4,06/21/19 09:00:00 PM,9.866,,,,,
5,06/21/19 10:00:00 PM,18.426,,,,,
6,06/21/19 11:00:00 PM,19.187,,,,,
7,06/22/19 12:00:00 AM,17.475,,,,,
8,06/22/19 01:00:00 AM,15.951,,,,,
9,06/22/19 02:00:00 AM,14.517,,,,,
10,06/22/19 03:00:00 AM,13.076,,,,,
11,06/22/19 04:00:00 AM,11.819,,,,,
12,06/22/19 05:00:00 AM,10.748,,,,,
13,06/22/19 06:00:00 AM,9.866,,,,,
14,06/22/19 07:00:00 AM,9.077,,,,,
15,06/22/19 08:00:00 AM,8.581,,,,,
16,06/22/19 09:00:00 AM,9.373,,,,,
17,06/22/19 10:00:00 AM,9.866,,,,,
18,06/22/19 11:00:00 AM,10.651,,,,,
19,06/22/19 12:00:00 PM,8.581,,,,,
20,06/22/19 01:00:00 PM,2.195,,,,,
21,06/22/19 02:00:00 PM,2.303,,,,,
22,06/22/19 03:00:00 PM,2.517,,,,,
23,06/22/19 04:00:00 PM,2.837,,,,,
24,06/22/19 05:00:00 PM,3.261,,,,,
25,06/22/19 06:00:00 PM,3.683,,,,,
26,06/22/19 07:00:00 PM,3.998,,,,,
27,06/22/19 08:00:00 PM,4.207,,,,,
28,06/22/19 09:00:00 PM,4.415,,,,,
29,06/22/19 10:00:00 PM,4.415,,,,,
30,06/22/19 11:00:00 PM,4.311,,,,,
31,06/23/19 12:00:00 AM,4.102,,,,,
32,06/23/19 01:00:00 AM,3.893,,,,,
33,06/23/19 02:00:00 AM,3.683,,,,,
34,06/23/19 03:00:00 AM,3.472,,,,,
35,06/23/19 04:00:00 AM,3.367,,,,,
36,06/23/19 05:00:00 AM,3.155,,,,,
37,06/23/19 06:00:00 AM,3.049,,,,,
38,06/23/19 07:00:00 AM,3.049,,,,,
39,06/23/19 08:00:00 AM,3.155,,,,,
40,06/23/19 09:00:00 AM,3.261,,,,,
