"Titre de tracé : 20156682"
"#","Date Heure, GMT-04:00","Temp., °C (LGR S/N: 20156682, SEN S/N: 20156682)","Coupleur attaché (LGR S/N: 20156682)","Hôte connecté (LGR S/N: 20156682)","Arrêté (LGR S/N: 20156682)","Fin de fichier (LGR S/N: 20156682)"
1,06/21/19 06:00:00 PM,8.680,,,,
2,06/21/19 07:00:00 PM,7.481,,,,
3,06/21/19 08:00:00 PM,8.779,,,,
4,06/21/19 09:00:00 PM,10.259,,,,
5,06/21/19 10:00:00 PM,17.950,,,,
6,06/21/19 11:00:00 PM,19.472,,,,
7,06/22/19 12:00:00 AM,17.570,,,,
8,06/22/19 01:00:00 AM,15.855,,,,
9,06/22/19 02:00:00 AM,14.325,,,,
10,06/22/19 03:00:00 AM,12.883,,,,
11,06/22/19 04:00:00 AM,11.625,,,,
12,06/22/19 05:00:00 AM,10.553,,,,
13,06/22/19 06:00:00 AM,9.571,,,,
14,06/22/19 07:00:00 AM,8.879,,,,
15,06/22/19 08:00:00 AM,8.382,,,,
16,06/22/19 09:00:00 AM,9.373,,,,
17,06/22/19 10:00:00 AM,10.357,,,,
18,06/22/19 11:00:00 AM,11.431,,,,
19,06/22/19 12:00:00 PM,9.275,,,,
20,06/22/19 01:00:00 PM,7.280,,,,
21,06/22/19 02:00:00 PM,9.176,,,,
22,06/22/19 03:00:00 PM,7.381,,,,
23,06/22/19 04:00:00 PM,6.877,,,,
24,06/22/19 05:00:00 PM,16.237,,,,
25,06/22/19 06:00:00 PM,18.521,,,,
26,06/22/19 07:00:00 PM,19.282,,,,
27,06/22/19 08:00:00 PM,20.043,,,,
28,06/22/19 09:00:00 PM,18.901,,,,
29,06/22/19 10:00:00 PM,18.236,,,,
30,06/22/19 11:00:00 PM,19.187,,,,
31,06/23/19 12:00:00 AM,17.950,,,,
32,06/23/19 01:00:00 AM,16.332,,,,
33,06/23/19 02:00:00 AM,15.187,,,,
34,06/23/19 03:00:00 AM,14.230,,,,
35,06/23/19 04:00:00 AM,13.461,,,,
36,06/23/19 05:00:00 AM,12.690,,,,
37,06/23/19 06:00:00 AM,12.110,,,,
38,06/23/19 07:00:00 AM,11.722,,,,
39,06/23/19 08:00:00 AM,12.110,,,,
40,06/23/19 09:00:00 AM,9.965,,,,
41,06/23/19 10:00:00 AM,9.373,,,,
42,06/23/19 11:00:00 AM,9.373,,,,
43,06/23/19 12:00:00 PM,12.401,,,,
44,06/23/19 01:00:00 PM,13.558,,,,
45,06/23/19 02:00:00 PM,11.819,,,,
46,06/23/19 03:00:00 PM,4.727,,,,
47,06/23/19 04:00:00 PM,4.415,,,,
48,06/23/19 05:00:00 PM,4.207,,,,
49,06/23/19 06:00:00 PM,3.788,,,,
50,06/23/19 07:00:00 PM,3.472,,,,
51,06/23/19 08:00:00 PM,3.155,,,,
52,06/23/19 09:00:00 PM,2.837,,,,
53,06/23/19 10:00:00 PM,2.624,,,,
54,06/23/19 11:00:00 PM,2.410,,,,
55,06/24/19 12:00:00 AM,2.303,,,,
56,06/24/19 01:00:00 AM,2.088,,,,
57,06/24/19 02:00:00 AM,1.980,,,,
58,06/24/19 03:00:00 AM,1.872,,,,
59,06/24/19 04:00:00 AM,1.764,,,,
60,06/24/19 05:00:00 AM,1.656,,,,
61,06/24/19 06:00:00 AM,1.439,,,,
62,06/24/19 07:00:00 AM,1.439,,,,
63,06/24/19 08:00:00 AM,1.330,,,,
64,06/24/19 09:00:00 AM,1.439,,,,
65,06/24/19 10:00:00 AM,1.548,,,,
66,06/24/19 11:00:00 AM,1.764,,,,
67,06/24/19 12:00:00 PM,2.088,,,,
68,06/24/19 01:00:00 PM,2.410,,,,
69,06/24/19 02:00:00 PM,2.517,,,,
70,06/24/19 03:00:00 PM,2.837,,,,
71,06/24/19 04:00:00 PM,3.155,,,,
72,06/24/19 05:00:00 PM,3.367,,,,
73,06/24/19 06:00:00 PM,3.578,,,,
74,06/24/19 07:00:00 PM,3.683,,,,
75,06/24/19 08:00:00 PM,3.683,,,,
76,06/24/19 09:00:00 PM,3.578,,,,
77,06/24/19 10:00:00 PM,3.261,,,,
78,06/24/19 11:00:00 PM,2.837,,,,
79,06/25/19 12:00:00 AM,2.410,,,,
80,06/25/19 01:00:00 AM,2.088,,,,
81,06/25/19 02:00:00 AM,1.764,,,,
82,06/25/19 03:00:00 AM,1.548,,,,
83,06/25/19 04:00:00 AM,1.330,,,,
84,06/25/19 05:00:00 AM,1.112,,,,
85,06/25/19 06:00:00 AM,1.003,,,,
86,06/25/19 07:00:00 AM,1.221,,,,
87,06/25/19 08:00:00 AM,1.548,,,,
88,06/25/19 09:00:00 AM,2.088,,,,
89,06/25/19 10:00:00 AM,2.730,,,,
90,06/25/19 11:00:00 AM,3.261,,,,
91,06/25/19 12:00:00 PM,3.998,,,,
92,06/25/19 01:00:00 PM,4.623,,,,
93,06/25/19 02:00:00 PM,4.934,,,,
94,06/25/19 03:00:00 PM,5.037,,,,
95,06/25/19 04:00:00 PM,4.831,,,,
96,06/25/19 05:00:00 PM,4.623,,,,
97,06/25/19 06:00:00 PM,4.311,,,,
98,06/25/19 07:00:00 PM,4.519,,,,
99,06/25/19 08:00:00 PM,4.831,,,,
100,06/25/19 09:00:00 PM,4.831,,,,
101,06/25/19 10:00:00 PM,4.727,,,,
102,06/25/19 11:00:00 PM,4.415,,,,
103,06/26/19 12:00:00 AM,4.102,,,,
104,06/26/19 01:00:00 AM,3.893,,,,
105,06/26/19 02:00:00 AM,3.683,,,,
106,06/26/19 03:00:00 AM,3.472,,,,
107,06/26/19 04:00:00 AM,3.261,,,,
108,06/26/19 05:00:00 AM,3.049,,,,
109,06/26/19 06:00:00 AM,2.943,,,,
110,06/26/19 07:00:00 AM,3.155,,,,
111,06/26/19 08:00:00 AM,3.472,,,,
112,06/26/19 09:00:00 AM,3.788,,,,
113,06/26/19 10:00:00 AM,4.207,,,,
114,06/26/19 11:00:00 AM,4.623,,,,
