"Titre de tracé : 2368267"
"#","Date Heure, GMT-04:00","Temp., °C (LGR S/N: 2368267, SEN S/N: 2368267)","Pile défectueuse (LGR S/N: 2368267)","Pile OK (LGR S/N: 2368267)","Coupleur attaché (LGR S/N: 2368267)","Hôte connecté (LGR S/N: 2368267)","Arrêté (LGR S/N: 2368267)","Fin de fichier (LGR S/N: 2368267)"
1,07/11/18 06:00:00 AM,8.382,,,,,,
2,07/11/18 08:00:00 AM,10.748,,,,,,
3,07/11/18 10:00:00 AM,9.669,,,,,,
4,07/11/18 12:00:00 PM,13.461,,,,,,
5,07/11/18 02:00:00 PM,14.900,,,,,,
6,07/11/18 04:00:00 PM,14.230,,,,,,
7,07/11/18 06:00:00 PM,12.690,,,,,,
8,07/11/18 08:00:00 PM,11.334,,,,,,
9,07/11/18 10:00:00 PM,9.965,,,,,,
10,07/12/18 12:00:00 AM,9.275,,,,,,
11,07/12/18 02:00:00 AM,7.682,,,,,,
12,07/12/18 04:00:00 AM,6.370,,,,,,
13,07/12/18 06:00:00 AM,6.370,,,,,,
14,07/12/18 08:00:00 AM,7.179,,,,,,
15,07/12/18 10:00:00 AM,8.082,,,,,,
16,07/12/18 12:00:00 PM,8.978,,,,,,
17,07/12/18 02:00:00 PM,8.978,,,,,,
18,07/12/18 04:00:00 PM,10.259,,,,,,
19,07/12/18 06:00:00 PM,10.748,,,,,,
20,07/12/18 08:00:00 PM,10.259,,,,,,
21,07/12/18 10:00:00 PM,6.877,,,,,,
22,07/13/18 12:00:00 AM,5.347,,,,,,
23,07/13/18 02:00:00 AM,4.727,,,,,,
24,07/13/18 04:00:00 AM,3.998,,,,,,
25,07/13/18 06:00:00 AM,3.472,,,,,,
26,07/13/18 08:00:00 AM,3.261,,,,,,
27,07/13/18 10:00:00 AM,3.683,,,,,,
28,07/13/18 12:00:00 PM,6.978,,,,,,
29,07/13/18 02:00:00 PM,8.879,,,,,,
30,07/13/18 04:00:00 PM,18.140,,,,,,
31,07/13/18 06:00:00 PM,17.570,,,,,,
32,07/13/18 08:00:00 PM,8.779,,,,,,
33,07/13/18 10:00:00 PM,9.176,,,,,,
34,07/14/18 12:00:00 AM,7.682,,,,,,
35,07/14/18 02:00:00 AM,5.757,,,,,,
36,07/14/18 04:00:00 AM,4.207,,,,,,
37,07/14/18 06:00:00 AM,4.207,,,,,,
38,07/14/18 08:00:00 AM,4.207,,,,,,
39,07/14/18 10:00:00 AM,6.573,,,,,,
40,07/14/18 12:00:00 PM,8.779,,,,,,
41,07/14/18 02:00:00 PM,25.222,,,,,,
42,07/14/18 04:00:00 PM,10.846,,,,,,
43,07/14/18 06:00:00 PM,9.965,,,,,,
44,07/14/18 08:00:00 PM,8.978,,,,,,
45,07/14/18 10:00:00 PM,8.680,,,,,,
46,07/15/18 12:00:00 AM,8.182,,,,,,
47,07/15/18 02:00:00 AM,7.582,,,,,,
48,07/15/18 04:00:00 AM,6.877,,,,,,
49,07/15/18 06:00:00 AM,6.471,,,,,,
50,07/15/18 08:00:00 AM,6.370,,,,,,
51,07/15/18 10:00:00 AM,6.370,,,,,,
52,07/15/18 12:00:00 PM,6.674,,,,,,
53,07/15/18 02:00:00 PM,7.079,,,,,,
54,07/15/18 04:00:00 PM,7.582,,,,,,
55,07/15/18 06:00:00 PM,8.581,,,,,,
56,07/15/18 08:00:00 PM,8.879,,,,,,
57,07/15/18 10:00:00 PM,8.481,,,,,,
58,07/16/18 12:00:00 AM,7.682,,,,,,
59,07/16/18 02:00:00 AM,6.877,,,,,,
60,07/16/18 04:00:00 AM,6.064,,,,,,
61,07/16/18 06:00:00 AM,5.655,,,,,,
62,07/16/18 08:00:00 AM,5.757,,,,,,
63,07/16/18 10:00:00 AM,5.860,,,,,,
64,07/16/18 12:00:00 PM,6.877,,,,,,
65,07/16/18 02:00:00 PM,7.983,,,,,,
66,07/16/18 04:00:00 PM,9.077,,,,,,
67,07/16/18 06:00:00 PM,9.571,,,,,,
68,07/16/18 08:00:00 PM,9.472,,,,,,
69,07/16/18 10:00:00 PM,9.077,,,,,,
70,07/17/18 12:00:00 AM,8.680,,,,,,
71,07/17/18 02:00:00 AM,8.082,,,,,,
72,07/17/18 04:00:00 AM,7.381,,,,,,
73,07/17/18 06:00:00 AM,6.674,,,,,,
74,07/17/18 08:00:00 AM,6.674,,,,,,
75,07/17/18 10:00:00 AM,7.481,,,,,,
76,07/17/18 12:00:00 PM,9.077,,,,,,
77,07/17/18 02:00:00 PM,9.965,,,,,,
78,07/17/18 04:00:00 PM,11.431,,,,,,
79,07/17/18 06:00:00 PM,12.690,,,,,,
80,07/17/18 08:00:00 PM,13.173,,,,,,
81,07/17/18 10:00:00 PM,12.883,,,,,,
82,07/18/18 12:00:00 AM,12.207,,,,,,
83,07/18/18 02:00:00 AM,11.139,,,,,,
84,07/18/18 04:00:00 AM,10.063,,,,,,
85,07/18/18 06:00:00 AM,9.275,,,,,,
86,07/18/18 08:00:00 AM,9.077,,,,,,
87,07/18/18 10:00:00 AM,9.571,,,,,,
88,07/18/18 12:00:00 PM,10.259,,,,,,
89,07/18/18 02:00:00 PM,11.431,,,,,,
90,07/18/18 04:00:00 PM,12.401,,,,,,
91,07/18/18 06:00:00 PM,13.269,,,,,,
