"Titre de tracé : 20156708"
"#","Date Heure, GMT-04:00","Temp., °C (LGR S/N: 20156708, SEN S/N: 20156708)","Pile OK (LGR S/N: 20156708)","Pile défectueuse (LGR S/N: 20156708)","Fin de fichier (LGR S/N: 20156708)"
1496,09/16/18 04:00:00 PM,0.232,,,
1497,09/16/18 05:00:00 PM,0.232,,,
1498,09/16/18 06:00:00 PM,0.121,,,
1499,09/16/18 07:00:00 PM,0.121,,,
1500,09/16/18 08:00:00 PM,0.121,,,
1501,09/16/18 09:00:00 PM,0.121,,,
1502,09/16/18 10:00:00 PM,0.121,,,
1503,09/16/18 11:00:00 PM,0.121,,,
1504,09/17/18 12:00:00 AM,0.121,,,
1505,09/17/18 01:00:00 AM,0.121,,,
1506,09/17/18 02:00:00 AM,0.121,,,
1507,09/17/18 03:00:00 AM,0.121,,,
1508,09/17/18 04:00:00 AM,0.121,,,
1509,09/17/18 05:00:00 AM,0.121,,,
1510,09/17/18 06:00:00 AM,0.121,,,
1511,09/17/18 07:00:00 AM,0.121,,,
1512,09/17/18 08:00:00 AM,0.121,,,
1513,09/17/18 09:00:00 AM,0.121,,,
1514,09/17/18 10:00:00 AM,0.121,,,
1515,09/17/18 11:00:00 AM,0.121,,,
1516,09/17/18 12:00:00 PM,0.121,,,
1517,09/17/18 01:00:00 PM,0.121,,,
1518,09/17/18 02:00:00 PM,0.121,,,
1519,09/17/18 03:00:00 PM,0.121,,,
1520,09/17/18 04:00:00 PM,0.121,,,
1521,09/17/18 05:00:00 PM,0.121,,,
1522,09/17/18 06:00:00 PM,0.121,,,
1523,09/17/18 07:00:00 PM,0.121,,,
1524,09/17/18 08:00:00 PM,0.121,,,
1525,09/17/18 09:00:00 PM,0.121,,,
1526,09/17/18 10:00:00 PM,0.121,,,
1527,09/17/18 11:00:00 PM,0.121,,,
1528,09/18/18 12:00:00 AM,0.121,,,
1529,09/18/18 01:00:00 AM,0.121,,,
1530,09/18/18 02:00:00 AM,0.121,,,
1531,09/18/18 03:00:00 AM,0.121,,,
1532,09/18/18 04:00:00 AM,0.121,,,
1533,09/18/18 05:00:00 AM,0.121,,,
1534,09/18/18 06:00:00 AM,0.121,,,
1535,09/18/18 07:00:00 AM,0.121,,,
1536,09/18/18 08:00:00 AM,0.121,,,
1537,09/18/18 09:00:00 AM,0.121,,,
1538,09/18/18 10:00:00 AM,0.010,,,
1539,09/18/18 11:00:00 AM,0.121,,,
1540,09/18/18 12:00:00 PM,0.121,,,
1541,09/18/18 01:00:00 PM,0.121,,,
1542,09/18/18 02:00:00 PM,0.121,,,
1543,09/18/18 03:00:00 PM,0.121,,,
1544,09/18/18 04:00:00 PM,0.121,,,
1545,09/18/18 05:00:00 PM,0.121,,,
1546,09/18/18 06:00:00 PM,0.121,,,
1547,09/18/18 07:00:00 PM,0.121,,,
1548,09/18/18 08:00:00 PM,0.121,,,
1549,09/18/18 09:00:00 PM,0.121,,,
1550,09/18/18 10:00:00 PM,0.121,,,
1551,09/18/18 11:00:00 PM,0.121,,,
1552,09/19/18 12:00:00 AM,0.121,,,
1553,09/19/18 01:00:00 AM,0.121,,,
1554,09/19/18 02:00:00 AM,0.121,,,
1555,09/19/18 03:00:00 AM,0.121,,,
1556,09/19/18 04:00:00 AM,0.121,,,
1557,09/19/18 05:00:00 AM,0.121,,,
1558,09/19/18 06:00:00 AM,0.010,,,
1559,09/19/18 07:00:00 AM,0.121,,,
1560,09/19/18 08:00:00 AM,0.121,,,
1561,09/19/18 09:00:00 AM,0.121,,,
1562,09/19/18 10:00:00 AM,0.121,,,
1563,09/19/18 11:00:00 AM,0.121,,,
1564,09/19/18 12:00:00 PM,0.121,,,
1565,09/19/18 01:00:00 PM,0.121,,,
1566,09/19/18 02:00:00 PM,0.121,,,
1567,09/19/18 03:00:00 PM,0.121,,,
1568,09/19/18 04:00:00 PM,0.121,,,
1569,09/19/18 05:00:00 PM,0.121,,,
1570,09/19/18 06:00:00 PM,0.121,,,
1571,09/19/18 07:00:00 PM,0.121,,,
1572,09/19/18 08:00:00 PM,0.121,,,
1573,09/19/18 09:00:00 PM,0.121,,,
1574,09/19/18 10:00:00 PM,0.121,,,
1575,09/19/18 11:00:00 PM,0.121,,,
1576,09/20/18 12:00:00 AM,0.121,,,
1577,09/20/18 01:00:00 AM,0.121,,,
1578,09/20/18 02:00:00 AM,0.121,,,
1579,09/20/18 03:00:00 AM,0.010,,,
1580,09/20/18 04:00:00 AM,0.010,,,
1581,09/20/18 05:00:00 AM,0.121,,,
1582,09/20/18 06:00:00 AM,0.121,,,
1583,09/20/18 07:00:00 AM,0.121,,,
1584,09/20/18 08:00:00 AM,0.010,,,
1585,09/20/18 09:00:00 AM,0.010,,,
1586,09/20/18 10:00:00 AM,0.010,,,
1587,09/20/18 11:00:00 AM,0.010,,,
1588,09/20/18 12:00:00 PM,0.121,,,
1589,09/20/18 01:00:00 PM,0.010,,,
1590,09/20/18 02:00:00 PM,0.121,,,
1591,09/20/18 03:00:00 PM,0.010,,,
1592,09/20/18 04:00:00 PM,0.010,,,
1593,09/20/18 05:00:00 PM,0.121,,,
1594,09/20/18 06:00:00 PM,0.010,,,
1595,09/20/18 07:00:00 PM,0.121,,,
1596,09/20/18 08:00:00 PM,0.121,,,
1597,09/20/18 09:00:00 PM,0.121,,,
1598,09/20/18 10:00:00 PM,0.010,,,
1599,09/20/18 11:00:00 PM,0.010,,,
1600,09/21/18 12:00:00 AM,0.010,,,
1601,09/21/18 01:00:00 AM,0.010,,,
1602,09/21/18 02:00:00 AM,0.010,,,
1603,09/21/18 03:00:00 AM,0.010,,,
1604,09/21/18 04:00:00 AM,0.010,,,
1605,09/21/18 05:00:00 AM,0.010,,,
1606,09/21/18 06:00:00 AM,0.010,,,
1607,09/21/18 07:00:00 AM,0.010,,,
1608,09/21/18 08:00:00 AM,0.010,,,
1609,09/21/18 09:00:00 AM,0.010,,,
1610,09/21/18 10:00:00 AM,0.010,,,
1611,09/21/18 11:00:00 AM,0.010,,,
1612,09/21/18 12:00:00 PM,0.010,,,
1613,09/21/18 01:00:00 PM,0.010,,,
1614,09/21/18 02:00:00 PM,0.010,,,
1615,09/21/18 03:00:00 PM,0.010,,,
1616,09/21/18 04:00:00 PM,0.010,,,
1617,09/21/18 05:00:00 PM,0.010,,,
1618,09/21/18 06:00:00 PM,0.010,,,
1619,09/21/18 07:00:00 PM,0.010,,,
1620,09/21/18 08:00:00 PM,0.010,,,
1621,09/21/18 09:00:00 PM,0.010,,,
1622,09/21/18 10:00:00 PM,0.010,,,
1623,09/21/18 11:00:00 PM,0.010,,,
1624,09/22/18 12:00:00 AM,0.010,,,
1625,09/22/18 01:00:00 AM,0.010,,,
1626,09/22/18 02:00:00 AM,0.010,,,
1627,09/22/18 03:00:00 AM,0.010,,,
1628,09/22/18 04:00:00 AM,0.010,,,
1629,09/22/18 05:00:00 AM,0.010,,,
1630,09/22/18 06:00:00 AM,0.010,,,
1631,09/22/18 07:00:00 AM,0.010,,,
1632,09/22/18 08:00:00 AM,0.010,,,
1633,09/22/18 09:00:00 AM,0.010,,,
1634,09/22/18 10:00:00 AM,0.010,,,
1635,09/22/18 11:00:00 AM,0.010,,,
1636,09/22/18 12:00:00 PM,0.010,,,
1637,09/22/18 01:00:00 PM,0.010,,,
1638,09/22/18 02:00:00 PM,0.010,,,
1639,09/22/18 03:00:00 PM,0.010,,,
1640,09/22/18 04:00:00 PM,0.010,,,
1641,09/22/18 05:00:00 PM,0.010,,,
1642,09/22/18 06:00:00 PM,0.010,,,
1643,09/22/18 07:00:00 PM,0.010,,,
1644,09/22/18 08:00:00 PM,0.010,,,
1645,09/22/18 09:00:00 PM,0.010,,,
1646,09/22/18 10:00:00 PM,0.010,,,
1647,09/22/18 11:00:00 PM,0.010,,,
1648,09/23/18 12:00:00 AM,0.010,,,
1649,09/23/18 01:00:00 AM,0.010,,,
1650,09/23/18 02:00:00 AM,0.010,,,
1651,09/23/18 03:00:00 AM,0.010,,,
1652,09/23/18 04:00:00 AM,0.010,,,
1653,09/23/18 05:00:00 AM,0.010,,,
1654,09/23/18 06:00:00 AM,0.010,,,
1655,09/23/18 07:00:00 AM,0.010,,,
1656,09/23/18 08:00:00 AM,0.010,,,
1657,09/23/18 09:00:00 AM,0.010,,,
1658,09/23/18 10:00:00 AM,0.010,,,
1659,09/23/18 11:00:00 AM,0.010,,,
1660,09/23/18 12:00:00 PM,0.010,,,
1661,09/23/18 01:00:00 PM,0.010,,,
1662,09/23/18 02:00:00 PM,0.010,,,
1663,09/23/18 03:00:00 PM,0.010,,,
1664,09/23/18 04:00:00 PM,0.010,,,
1665,09/23/18 05:00:00 PM,0.010,,,
1666,09/23/18 06:00:00 PM,0.010,,,
1667,09/23/18 07:00:00 PM,0.010,,,
1668,09/23/18 08:00:00 PM,0.010,,,
1669,09/23/18 09:00:00 PM,0.010,,,
1670,09/23/18 10:00:00 PM,0.010,,,
1671,09/23/18 11:00:00 PM,0.010,,,
1672,09/24/18 12:00:00 AM,0.010,,,
1673,09/24/18 01:00:00 AM,0.010,,,
1674,09/24/18 02:00:00 AM,0.010,,,
1675,09/24/18 03:00:00 AM,0.010,,,
1676,09/24/18 04:00:00 AM,0.010,,,
1677,09/24/18 05:00:00 AM,0.010,,,
1678,09/24/18 06:00:00 AM,0.010,,,
1679,09/24/18 07:00:00 AM,0.010,,,
1680,09/24/18 08:00:00 AM,0.010,,,
1681,09/24/18 09:00:00 AM,0.010,,,
1682,09/24/18 10:00:00 AM,0.010,,,
1683,09/24/18 11:00:00 AM,0.010,,,
1684,09/24/18 12:00:00 PM,0.010,,,
1685,09/24/18 01:00:00 PM,0.010,,,
1686,09/24/18 02:00:00 PM,0.010,,,
1687,09/24/18 03:00:00 PM,0.010,,,
1688,09/24/18 04:00:00 PM,0.010,,,
1689,09/24/18 05:00:00 PM,0.010,,,
1690,09/24/18 06:00:00 PM,0.010,,,
1691,09/24/18 07:00:00 PM,0.010,,,
1692,09/24/18 08:00:00 PM,0.010,,,
1693,09/24/18 09:00:00 PM,0.010,,,
1694,09/24/18 10:00:00 PM,0.010,,,
1695,09/24/18 11:00:00 PM,0.010,,,
1696,09/25/18 12:00:00 AM,0.010,,,
1697,09/25/18 01:00:00 AM,0.010,,,
1698,09/25/18 02:00:00 AM,0.010,,,
1699,09/25/18 03:00:00 AM,0.010,,,
1700,09/25/18 04:00:00 AM,0.010,,,
1701,09/25/18 05:00:00 AM,0.010,,,
1702,09/25/18 06:00:00 AM,0.010,,,
1703,09/25/18 07:00:00 AM,0.010,,,
1704,09/25/18 08:00:00 AM,0.010,,,
1705,09/25/18 09:00:00 AM,0.010,,,
1706,09/25/18 10:00:00 AM,0.010,,,
1707,09/25/18 11:00:00 AM,0.010,,,
1708,09/25/18 12:00:00 PM,0.010,,,
1709,09/25/18 01:00:00 PM,0.010,,,
1710,09/25/18 02:00:00 PM,0.010,,,
1711,09/25/18 03:00:00 PM,0.010,,,
1712,09/25/18 04:00:00 PM,0.010,,,
1713,09/25/18 05:00:00 PM,0.010,,,
1714,09/25/18 06:00:00 PM,0.010,,,
1715,09/25/18 07:00:00 PM,0.010,,,
1716,09/25/18 08:00:00 PM,0.010,,,
1717,09/25/18 09:00:00 PM,0.010,,,
1718,09/25/18 10:00:00 PM,0.010,,,
1719,09/25/18 11:00:00 PM,0.010,,,
1720,09/26/18 12:00:00 AM,0.010,,,
1721,09/26/18 01:00:00 AM,0.010,,,
1722,09/26/18 02:00:00 AM,0.010,,,
1723,09/26/18 03:00:00 AM,0.010,,,
1724,09/26/18 04:00:00 AM,0.010,,,
1725,09/26/18 05:00:00 AM,0.010,,,
1726,09/26/18 06:00:00 AM,0.010,,,
1727,09/26/18 07:00:00 AM,0.010,,,
1728,09/26/18 08:00:00 AM,0.010,,,
1729,09/26/18 09:00:00 AM,0.010,,,
1730,09/26/18 10:00:00 AM,0.010,,,
1731,09/26/18 11:00:00 AM,0.010,,,
1732,09/26/18 12:00:00 PM,0.010,,,
1733,09/26/18 01:00:00 PM,0.010,,,
1734,09/26/18 02:00:00 PM,0.010,,,
1735,09/26/18 03:00:00 PM,0.010,,,
1736,09/26/18 04:00:00 PM,0.010,,,
1737,09/26/18 05:00:00 PM,0.010,,,
1738,09/26/18 06:00:00 PM,0.010,,,
1739,09/26/18 07:00:00 PM,0.010,,,
1740,09/26/18 08:00:00 PM,0.010,,,
1741,09/26/18 09:00:00 PM,0.010,,,
1742,09/26/18 10:00:00 PM,0.010,,,
1743,09/26/18 11:00:00 PM,0.010,,,
1744,09/27/18 12:00:00 AM,0.010,,,
1745,09/27/18 01:00:00 AM,0.010,,,
1746,09/27/18 02:00:00 AM,0.010,,,
1747,09/27/18 03:00:00 AM,0.010,,,
1748,09/27/18 04:00:00 AM,0.010,,,
1749,09/27/18 05:00:00 AM,0.010,,,
1750,09/27/18 06:00:00 AM,0.010,,,
1751,09/27/18 07:00:00 AM,0.010,,,
1752,09/27/18 08:00:00 AM,0.010,,,
1753,09/27/18 09:00:00 AM,0.010,,,
1754,09/27/18 10:00:00 AM,0.010,,,
1755,09/27/18 11:00:00 AM,0.010,,,
1756,09/27/18 12:00:00 PM,0.010,,,
1757,09/27/18 01:00:00 PM,0.010,,,
1758,09/27/18 02:00:00 PM,0.010,,,
1759,09/27/18 03:00:00 PM,0.010,,,
1760,09/27/18 04:00:00 PM,0.010,,,
1761,09/27/18 05:00:00 PM,0.010,,,
1762,09/27/18 06:00:00 PM,0.010,,,
1763,09/27/18 07:00:00 PM,0.010,,,
1764,09/27/18 08:00:00 PM,0.010,,,
1765,09/27/18 09:00:00 PM,-0.102,,,
1766,09/27/18 10:00:00 PM,-0.102,,,
1767,09/27/18 11:00:00 PM,-0.102,,,
1768,09/28/18 12:00:00 AM,-0.102,,,
1769,09/28/18 01:00:00 AM,-0.213,,,
1770,09/28/18 02:00:00 AM,-0.213,,,
1771,09/28/18 03:00:00 AM,-0.213,,,
1772,09/28/18 04:00:00 AM,-0.213,,,
1773,09/28/18 05:00:00 AM,-0.325,,,
1774,09/28/18 06:00:00 AM,-0.325,,,
1775,09/28/18 07:00:00 AM,-0.325,,,
1776,09/28/18 08:00:00 AM,-0.325,,,
1777,09/28/18 09:00:00 AM,-0.437,,,
1778,09/28/18 10:00:00 AM,-0.437,,,
1779,09/28/18 11:00:00 AM,-0.437,,,
1780,09/28/18 12:00:00 PM,-0.325,,,
1781,09/28/18 01:00:00 PM,-0.325,,,
1782,09/28/18 02:00:00 PM,-0.213,,,
1783,09/28/18 03:00:00 PM,-0.213,,,
1784,09/28/18 04:00:00 PM,-0.213,,,
1785,09/28/18 05:00:00 PM,-0.213,,,
1786,09/28/18 06:00:00 PM,-0.213,,,
1787,09/28/18 07:00:00 PM,-0.325,,,
1788,09/28/18 08:00:00 PM,-0.325,,,
1789,09/28/18 09:00:00 PM,-0.437,,,
1790,09/28/18 10:00:00 PM,-0.437,,,
1791,09/28/18 11:00:00 PM,-0.549,,,
1792,09/29/18 12:00:00 AM,-0.549,,,
1793,09/29/18 01:00:00 AM,-0.549,,,
1794,09/29/18 02:00:00 AM,-0.549,,,
1795,09/29/18 03:00:00 AM,-0.662,,,
1796,09/29/18 04:00:00 AM,-0.662,,,
1797,09/29/18 05:00:00 AM,-0.774,,,
1798,09/29/18 06:00:00 AM,-0.774,,,
1799,09/29/18 07:00:00 AM,-0.774,,,
1800,09/29/18 08:00:00 AM,-0.774,,,
1801,09/29/18 09:00:00 AM,-0.774,,,
1802,09/29/18 10:00:00 AM,-0.774,,,
1803,09/29/18 11:00:00 AM,-0.774,,,
1804,09/29/18 12:00:00 PM,-0.774,,,
1805,09/29/18 01:00:00 PM,-0.774,,,
1806,09/29/18 02:00:00 PM,-0.662,,,
1807,09/29/18 03:00:00 PM,-0.662,,,
1808,09/29/18 04:00:00 PM,-0.662,,,
1809,09/29/18 05:00:00 PM,-0.774,,,
1810,09/29/18 06:00:00 PM,-0.774,,,
1811,09/29/18 07:00:00 PM,-0.774,,,
1812,09/29/18 08:00:00 PM,-0.887,,,
1813,09/29/18 09:00:00 PM,-0.887,,,
1814,09/29/18 10:00:00 PM,-0.887,,,
1815,09/29/18 11:00:00 PM,-1.001,,,
1816,09/30/18 12:00:00 AM,-1.001,,,
1817,09/30/18 01:00:00 AM,-1.114,,,
1818,09/30/18 02:00:00 AM,-1.228,,,
1819,09/30/18 03:00:00 AM,-1.341,,,
1820,09/30/18 04:00:00 AM,-1.456,,,
1821,09/30/18 05:00:00 AM,-1.684,,,
1822,09/30/18 06:00:00 AM,-1.799,,,
1823,09/30/18 07:00:00 AM,-1.914,,,
1824,09/30/18 08:00:00 AM,-2.030,,,
1825,09/30/18 09:00:00 AM,-2.145,,,
1826,09/30/18 10:00:00 AM,-2.145,,,
1827,09/30/18 11:00:00 AM,-2.145,,,
1828,09/30/18 12:00:00 PM,-1.914,,,
1829,09/30/18 01:00:00 PM,-1.799,,,
1830,09/30/18 02:00:00 PM,-1.684,,,
1831,09/30/18 03:00:00 PM,-1.570,,,
1832,09/30/18 04:00:00 PM,-1.456,,,
1833,09/30/18 05:00:00 PM,-1.456,,,
1834,09/30/18 06:00:00 PM,-1.341,,,
1835,09/30/18 07:00:00 PM,-1.456,,,
1836,09/30/18 08:00:00 PM,-1.684,,,
1837,09/30/18 09:00:00 PM,-1.799,,,
1838,09/30/18 10:00:00 PM,-1.914,,,
1839,09/30/18 11:00:00 PM,-2.030,,,
1840,10/01/18 12:00:00 AM,-1.914,,,
1841,10/01/18 01:00:00 AM,-1.914,,,
1842,10/01/18 02:00:00 AM,-1.914,,,
1843,10/01/18 03:00:00 AM,-2.030,,,
1844,10/01/18 04:00:00 AM,-2.145,,,
1845,10/01/18 05:00:00 AM,-2.377,,,
1846,10/01/18 06:00:00 AM,-2.494,,,
1847,10/01/18 07:00:00 AM,-2.610,,,
1848,10/01/18 08:00:00 AM,-2.610,,,
1849,10/01/18 09:00:00 AM,-2.727,,,
1850,10/01/18 10:00:00 AM,-2.727,,,
1851,10/01/18 11:00:00 AM,-2.610,,,
1852,10/01/18 12:00:00 PM,-2.494,,,
1853,10/01/18 01:00:00 PM,-2.261,,,
1854,10/01/18 02:00:00 PM,-2.030,,,
1855,10/01/18 03:00:00 PM,-1.914,,,
1856,10/01/18 04:00:00 PM,-1.799,,,
1857,10/01/18 05:00:00 PM,-1.799,,,
1858,10/01/18 06:00:00 PM,-1.799,,,
1859,10/01/18 07:00:00 PM,-2.030,,,
1860,10/01/18 08:00:00 PM,-2.261,,,
1861,10/01/18 09:00:00 PM,-2.494,,,
1862,10/01/18 10:00:00 PM,-2.610,,,
1863,10/01/18 11:00:00 PM,-2.844,,,
1864,10/02/18 12:00:00 AM,-2.962,,,
1865,10/02/18 01:00:00 AM,-3.079,,,
1866,10/02/18 02:00:00 AM,-2.962,,,
1867,10/02/18 03:00:00 AM,-2.962,,,
1868,10/02/18 04:00:00 AM,-2.844,,,
1869,10/02/18 05:00:00 AM,-2.727,,,
1870,10/02/18 06:00:00 AM,-2.727,,,
1871,10/02/18 07:00:00 AM,-2.610,,,
1872,10/02/18 08:00:00 AM,-2.494,,,
1873,10/02/18 09:00:00 AM,-2.377,,,
1874,10/02/18 10:00:00 AM,-2.261,,,
1875,10/02/18 11:00:00 AM,-2.030,,,
1876,10/02/18 12:00:00 PM,-1.914,,,
1877,10/02/18 01:00:00 PM,-1.799,,,
1878,10/02/18 02:00:00 PM,-1.570,,,
1879,10/02/18 03:00:00 PM,-1.570,,,
1880,10/02/18 04:00:00 PM,-1.456,,,
1881,10/02/18 05:00:00 PM,-1.456,,,
1882,10/02/18 06:00:00 PM,-1.341,,,
1883,10/02/18 07:00:00 PM,-1.341,,,
1884,10/02/18 08:00:00 PM,-1.341,,,
1885,10/02/18 09:00:00 PM,-1.341,,,
1886,10/02/18 10:00:00 PM,-1.341,,,
1887,10/02/18 11:00:00 PM,-1.341,,,
1888,10/03/18 12:00:00 AM,-1.341,,,
1889,10/03/18 01:00:00 AM,-1.341,,,
1890,10/03/18 02:00:00 AM,-1.341,,,
1891,10/03/18 03:00:00 AM,-1.456,,,
1892,10/03/18 04:00:00 AM,-1.570,,,
1893,10/03/18 05:00:00 AM,-1.799,,,
1894,10/03/18 06:00:00 AM,-2.145,,,
1895,10/03/18 07:00:00 AM,-2.377,,,
1896,10/03/18 08:00:00 AM,-2.610,,,
1897,10/03/18 09:00:00 AM,-2.844,,,
1898,10/03/18 10:00:00 AM,-3.079,,,
1899,10/03/18 11:00:00 AM,-3.079,,,
1900,10/03/18 12:00:00 PM,-2.962,,,
1901,10/03/18 01:00:00 PM,-2.844,,,
1902,10/03/18 02:00:00 PM,-2.610,,,
1903,10/03/18 03:00:00 PM,-2.377,,,
1904,10/03/18 04:00:00 PM,-2.261,,,
1905,10/03/18 05:00:00 PM,-2.261,,,
1906,10/03/18 06:00:00 PM,-2.377,,,
1907,10/03/18 07:00:00 PM,-2.610,,,
1908,10/03/18 08:00:00 PM,-2.962,,,
1909,10/03/18 09:00:00 PM,-3.197,,,
1910,10/03/18 10:00:00 PM,-3.434,,,
1911,10/03/18 11:00:00 PM,-3.672,,,
1912,10/04/18 12:00:00 AM,-3.792,,,
1913,10/04/18 01:00:00 AM,-3.911,,,
1914,10/04/18 02:00:00 AM,-4.152,,,
1915,10/04/18 03:00:00 AM,-4.152,,,
1916,10/04/18 04:00:00 AM,-4.272,,,
1917,10/04/18 05:00:00 AM,-4.393,,,
1918,10/04/18 06:00:00 AM,-4.393,,,
1919,10/04/18 07:00:00 AM,-4.514,,,
1920,10/04/18 08:00:00 AM,-4.636,,,
1921,10/04/18 09:00:00 AM,-4.636,,,
1922,10/04/18 10:00:00 AM,-4.514,,,
1923,10/04/18 11:00:00 AM,-4.272,,,
1924,10/04/18 12:00:00 PM,-3.911,,,
1925,10/04/18 01:00:00 PM,-3.434,,,
1926,10/04/18 02:00:00 PM,-3.079,,,
1927,10/04/18 03:00:00 PM,-2.844,,,
1928,10/04/18 04:00:00 PM,-2.610,,,
1929,10/04/18 05:00:00 PM,-2.610,,,
1930,10/04/18 06:00:00 PM,-2.727,,,
1931,10/04/18 07:00:00 PM,-2.962,,,
1932,10/04/18 08:00:00 PM,-3.316,,,
1933,10/04/18 09:00:00 PM,-3.553,,,
1934,10/04/18 10:00:00 PM,-3.792,,,
1935,10/04/18 11:00:00 PM,-4.031,,,
1936,10/05/18 12:00:00 AM,-4.272,,,
1937,10/05/18 01:00:00 AM,-4.393,,,
1938,10/05/18 02:00:00 AM,-4.636,,,
1939,10/05/18 03:00:00 AM,-4.758,,,
1940,10/05/18 04:00:00 AM,-4.880,,,
1941,10/05/18 05:00:00 AM,-5.003,,,
1942,10/05/18 06:00:00 AM,-5.125,,,
1943,10/05/18 07:00:00 AM,-5.125,,,
1944,10/05/18 08:00:00 AM,-5.125,,,
1945,10/05/18 09:00:00 AM,-5.249,,,
1946,10/05/18 10:00:00 AM,-5.249,,,
1947,10/05/18 11:00:00 AM,-5.003,,,
1948,10/05/18 12:00:00 PM,-4.880,,,
1949,10/05/18 01:00:00 PM,-4.514,,,
1950,10/05/18 02:00:00 PM,-4.272,,,
1951,10/05/18 03:00:00 PM,-4.031,,,
1952,10/05/18 04:00:00 PM,-3.792,,,
1953,10/05/18 05:00:00 PM,-3.672,,,
1954,10/05/18 06:00:00 PM,-3.553,,,
1955,10/05/18 07:00:00 PM,-3.553,,,
1956,10/05/18 08:00:00 PM,-3.672,,,
1957,10/05/18 09:00:00 PM,-3.792,,,
1958,10/05/18 10:00:00 PM,-3.911,,,
1959,10/05/18 11:00:00 PM,-3.911,,,
1960,10/06/18 12:00:00 AM,-4.031,,,
1961,10/06/18 01:00:00 AM,-4.031,,,
1962,10/06/18 02:00:00 AM,-4.031,,,
1963,10/06/18 03:00:00 AM,-4.152,,,
1964,10/06/18 04:00:00 AM,-4.152,,,
1965,10/06/18 05:00:00 AM,-4.272,,,
1966,10/06/18 06:00:00 AM,-4.272,,,
1967,10/06/18 07:00:00 AM,-4.152,,,
1968,10/06/18 08:00:00 AM,-4.031,,,
1969,10/06/18 09:00:00 AM,-4.152,,,
1970,10/06/18 10:00:00 AM,-3.911,,,
1971,10/06/18 11:00:00 AM,-3.672,,,
1972,10/06/18 12:00:00 PM,-3.197,,,
1973,10/06/18 01:00:00 PM,-2.844,,,
1974,10/06/18 02:00:00 PM,-2.494,,,
1975,10/06/18 03:00:00 PM,-2.261,,,
1976,10/06/18 04:00:00 PM,-2.030,,,
1977,10/06/18 05:00:00 PM,-1.914,,,
1978,10/06/18 06:00:00 PM,-1.914,,,
1979,10/06/18 07:00:00 PM,-1.914,,,
1980,10/06/18 08:00:00 PM,-2.030,,,
1981,10/06/18 09:00:00 PM,-2.261,,,
1982,10/06/18 10:00:00 PM,-2.377,,,
1983,10/06/18 11:00:00 PM,-2.610,,,
1984,10/07/18 12:00:00 AM,-2.844,,,
1985,10/07/18 01:00:00 AM,-2.844,,,
1986,10/07/18 02:00:00 AM,-2.844,,,
1987,10/07/18 03:00:00 AM,-2.844,,,
1988,10/07/18 04:00:00 AM,-2.844,,,
1989,10/07/18 05:00:00 AM,-2.962,,,
1990,10/07/18 06:00:00 AM,-3.079,,,
1991,10/07/18 07:00:00 AM,-3.316,,,
1992,10/07/18 08:00:00 AM,-3.434,,,
1993,10/07/18 09:00:00 AM,-3.434,,,
1994,10/07/18 10:00:00 AM,-3.316,,,
1995,10/07/18 11:00:00 AM,-3.197,,,
1996,10/07/18 12:00:00 PM,-2.962,,,
1997,10/07/18 01:00:00 PM,-2.727,,,
1998,10/07/18 02:00:00 PM,-2.610,,,
1999,10/07/18 03:00:00 PM,-2.610,,,
2000,10/07/18 04:00:00 PM,-2.494,,,
2001,10/07/18 05:00:00 PM,-2.494,,,
2002,10/07/18 06:00:00 PM,-2.494,,,
2003,10/07/18 07:00:00 PM,-2.727,,,
2004,10/07/18 08:00:00 PM,-3.079,,,
2005,10/07/18 09:00:00 PM,-3.316,,,
2006,10/07/18 10:00:00 PM,-3.434,,,
2007,10/07/18 11:00:00 PM,-3.197,,,
2008,10/08/18 12:00:00 AM,-3.079,,,
2009,10/08/18 01:00:00 AM,-2.962,,,
2010,10/08/18 02:00:00 AM,-2.844,,,
2011,10/08/18 03:00:00 AM,-2.727,,,
2012,10/08/18 04:00:00 AM,-2.610,,,
2013,10/08/18 05:00:00 AM,-2.494,,,
2014,10/08/18 06:00:00 AM,-2.377,,,
2015,10/08/18 07:00:00 AM,-2.261,,,
2016,10/08/18 08:00:00 AM,-2.377,,,
2017,10/08/18 09:00:00 AM,-2.261,,,
2018,10/08/18 10:00:00 AM,-2.261,,,
2019,10/08/18 11:00:00 AM,-2.377,,,
2020,10/08/18 12:00:00 PM,-2.494,,,
2021,10/08/18 01:00:00 PM,-2.610,,,
2022,10/08/18 02:00:00 PM,-2.610,,,
2023,10/08/18 03:00:00 PM,-2.494,,,
2024,10/08/18 04:00:00 PM,-2.494,,,
2025,10/08/18 05:00:00 PM,-2.494,,,
2026,10/08/18 06:00:00 PM,-2.610,,,
2027,10/08/18 07:00:00 PM,-2.727,,,
2028,10/08/18 08:00:00 PM,-2.962,,,
2029,10/08/18 09:00:00 PM,-3.197,,,
2030,10/08/18 10:00:00 PM,-3.434,,,
2031,10/08/18 11:00:00 PM,-3.672,,,
2032,10/09/18 12:00:00 AM,-3.911,,,
2033,10/09/18 01:00:00 AM,-4.152,,,
2034,10/09/18 02:00:00 AM,-4.272,,,
2035,10/09/18 03:00:00 AM,-4.272,,,
2036,10/09/18 04:00:00 AM,-4.393,,,
2037,10/09/18 05:00:00 AM,-4.272,,,
2038,10/09/18 06:00:00 AM,-4.393,,,
